Kуd ADM;Kуd obce;Nбzev obce;Kуd MOMC;Nбzev MOMC;Kуd obvodu Prahy;Nбzev obvodu Prahy;Kуd ибsti obce;Nбzev ибsti obce;Kуd ulice;Nбzev ulice;Typ SO;Инslo domovnн;Инslo orientaиnн;Znak инsla orientaиnнho;PSИ;Souшadnice Y;Souшadnice X;Platн Od
11730846;535371;Nбkшн;;;;;33154;Nбkшн;;;и.p.;1;;;37348;764065.75;1148928.63;2013-12-05T00:00:00
11730854;535371;Nбkшн;;;;;33154;Nбkшн;;;и.p.;2;;;37348;764205.25;1148894.52;2022-10-16T00:00:00
11730862;535371;Nбkшн;;;;;33154;Nбkшн;;;и.p.;3;;;37348;764169.06;1148945.75;2013-12-05T00:00:00
11730871;535371;Nбkшн;;;;;33154;Nбkшн;;;и.p.;4;;;37348;764290.94;1148908.75;2013-12-05T00:00:00
11730889;535371;Nбkшн;;;;;33154;Nбkшн;;;и.p.;5;;;37348;764306.31;1148881.25;2013-12-05T00:00:00
11730897;535371;Nбkшн;;;;;33154;Nбkшн;;;и.p.;6;;;37348;764284.31;1148814.88;2013-12-05T00:00:00
11730901;535371;Nбkшн;;;;;33154;Nбkшн;;;и.p.;7;;;37348;764259.43;1148809.61;2022-10-16T00:00:00
11730919;535371;Nбkшн;;;;;33154;Nбkшн;;;и.p.;8;;;37348;764228.06;1148780.75;2013-12-05T00:00:00
11730927;535371;Nбkшн;;;;;33154;Nбkшн;;;и.p.;9;;;37348;764211.97;1148783.67;2022-10-16T00:00:00
11730943;535371;Nбkшн;;;;;33154;Nбkшн;;;и.p.;11;;;37348;764180.94;1148783.88;2013-12-05T00:00:00
11730951;535371;Nбkшн;;;;;33154;Nбkшн;;;и.p.;12;;;37348;764171.91;1148781.60;2022-10-16T00:00:00
11730960;535371;Nбkшн;;;;;33154;Nбkшн;;;и.p.;14;;;37348;764136.56;1148827.38;2013-12-05T00:00:00
11730986;535371;Nбkшн;;;;;33154;Nбkшн;;;и.p.;16;;;37348;763981.19;1149153.07;2022-10-16T00:00:00
11730994;535371;Nбkшн;;;;;33154;Nбkшн;;;и.p.;17;;;37348;764179.91;1148874.87;2013-12-05T00:00:00
11731001;535371;Nбkшн;;;;;33154;Nбkшн;;;и.p.;18;;;37348;764155.81;1148885.75;2013-12-05T00:00:00
11731010;535371;Nбkшн;;;;;33154;Nбkшн;;;и.p.;19;;;37348;764154.94;1148910.38;2013-12-05T00:00:00
11731028;535371;Nбkшн;;;;;33154;Nбkшн;;;и.p.;20;;;37348;764100.65;1148918.91;2022-10-16T00:00:00
11731036;535371;Nбkшн;;;;;33154;Nбkшн;;;и.p.;21;;;37348;764108.13;1149104.50;2013-12-05T00:00:00
11731052;535371;Nбkшн;;;;;33154;Nбkшн;;;и.p.;23;;;37348;764072.63;1149025.88;2013-12-05T00:00:00
11731061;535371;Nбkшн;;;;;33154;Nбkшн;;;и.p.;24;;;37348;764062.91;1149003.38;2022-10-16T00:00:00
11731079;535371;Nбkшн;;;;;33154;Nбkшн;;;и.p.;25;;;37348;764011.06;1148998.38;2013-12-05T00:00:00
11731087;535371;Nбkшн;;;;;33154;Nбkшн;;;и.p.;26;;;37348;763997.31;1149036.88;2013-12-05T00:00:00
11731095;535371;Nбkшн;;;;;33154;Nбkшн;;;и.p.;27;;;37348;764030.25;1149090.63;2013-12-05T00:00:00
11731109;535371;Nбkшн;;;;;33154;Nбkшн;;;и.p.;28;;;37348;764028.81;1149145.63;2013-12-05T00:00:00
11731117;535371;Nбkшн;;;;;33154;Nбkшн;;;и.p.;29;;;37348;764050.19;1149165.50;2013-12-05T00:00:00
11731125;535371;Nбkшн;;;;;33154;Nбkшн;;;и.p.;30;;;37348;764126.13;1149177.50;2013-12-05T00:00:00
11731133;535371;Nбkшн;;;;;33154;Nбkшн;;;и.p.;31;;;37348;764142.38;1149144.13;2013-12-05T00:00:00
11731141;535371;Nбkшн;;;;;33154;Nбkшн;;;и.p.;32;;;37348;764161.19;1149128.13;2013-12-05T00:00:00
11731150;535371;Nбkшн;;;;;33154;Nбkшн;;;и.p.;33;;;37348;764163.38;1149107.13;2013-12-05T00:00:00
11731168;535371;Nбkшн;;;;;33154;Nбkшн;;;и.p.;34;;;37348;764171.00;1148929.00;2013-12-05T00:00:00
