Kód ADM;Kód obce;Název obce;Kód MOMC;Název MOMC;Kód obvodu Prahy;Název obvodu Prahy;Kód èásti obce;Název èásti obce;Kód ulice;Název ulice;Typ SO;Èíslo domovní;Èíslo orientaèní;Znak èísla orientaèního;PSÈ;Souøadnice Y;Souøadnice X;Platí Od
2563631;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;1;;;29426;713613.19;1008969.25;2013-12-01T00:00:00
2563649;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;2;;;29426;713689.94;1009153.63;2013-12-01T00:00:00
2563657;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;3;;;29426;713696.25;1009042.75;2013-12-01T00:00:00
2563665;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;4;;;29426;713789.50;1009020.81;2013-12-01T00:00:00
2563673;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;5;;;29426;713702.94;1008993.56;2013-12-01T00:00:00
2563681;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;6;;;29426;713672.31;1008963.63;2013-12-01T00:00:00
2563690;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;7;;;29426;713706.00;1008923.00;2013-12-01T00:00:00
2563711;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;9;;;29426;713707.88;1008861.69;2013-12-01T00:00:00
2563720;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;10;;;29426;713730.06;1008886.75;2013-12-01T00:00:00
2563738;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;11;;;29426;713742.25;1008938.19;2013-12-01T00:00:00
2563746;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;12;;;29426;713764.00;1008907.00;2013-12-01T00:00:00
2563754;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;13;;;29426;713772.25;1008899.13;2013-12-01T00:00:00
2563762;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;14;;;29426;713801.13;1008883.25;2013-12-01T00:00:00
2563771;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;15;;;29426;713808.25;1008878.88;2013-12-01T00:00:00
2563789;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;16;;;29426;713884.56;1008873.75;2013-12-01T00:00:00
2563797;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;17;;;29426;713951.25;1008856.44;2013-12-01T00:00:00
2563801;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;18;;;29426;714004.88;1008880.06;2013-12-01T00:00:00
2563819;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;19;;;29426;714035.19;1008885.00;2013-12-01T00:00:00
2563827;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;20;;;29426;714112.88;1008916.38;2013-12-01T00:00:00
2563835;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;21;;;29426;714111.88;1008849.56;2013-12-01T00:00:00
2563843;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;22;;;29426;714092.44;1008824.31;2013-12-01T00:00:00
2563851;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;23;;;29426;714065.00;1008828.13;2013-12-01T00:00:00
2563860;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;24;;;29426;714048.63;1008831.88;2013-12-01T00:00:00
2563878;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;25;;;29426;714025.56;1008833.06;2013-12-01T00:00:00
2563886;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;26;;;29426;713938.13;1008795.25;2013-12-01T00:00:00
2563894;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;27;;;29426;713946.63;1008755.13;2013-12-01T00:00:00
2563908;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;28;;;29426;713980.19;1008710.31;2013-12-01T00:00:00
2563916;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;29;;;29426;713773.38;1008857.44;2013-12-01T00:00:00
2563924;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;30;;;29426;713910.13;1008714.06;2013-12-01T00:00:00
2563932;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;31;;;29426;713833.94;1008758.06;2013-12-01T00:00:00
2563941;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;32;;;29426;713793.69;1008742.06;2013-12-01T00:00:00
2563959;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;33;;;29426;713756.94;1008729.44;2013-12-01T00:00:00
2563967;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;34;;;29426;713713.25;1008741.00;2013-12-01T00:00:00
2563975;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;35;;;29426;713676.75;1008718.81;2013-12-01T00:00:00
2563983;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;36;;;29426;713651.56;1008699.06;2013-12-01T00:00:00
2563991;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;37;;;29426;713673.56;1008678.56;2013-12-01T00:00:00
2564009;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;38;;;29426;713788.44;1008847.25;2013-12-01T00:00:00
2564017;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;39;;;29426;713778.50;1008657.44;2013-12-01T00:00:00
2564025;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;40;;;29426;713847.75;1008921.75;2013-12-01T00:00:00
2564033;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;41;;;29426;713677.50;1008655.63;2013-12-01T00:00:00
2564041;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;42;;;29426;713658.25;1008652.44;2013-12-01T00:00:00
2564050;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;43;;;29426;713642.19;1008636.63;2013-12-01T00:00:00
2564068;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;44;;;29426;713623.19;1008635.13;2013-12-01T00:00:00
2564076;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;45;;;29426;713646.88;1008617.38;2013-12-01T00:00:00
2564084;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;46;;;29426;713625.19;1008612.94;2013-12-01T00:00:00
2564092;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;47;;;29426;713591.88;1008634.13;2013-12-01T00:00:00
2564106;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;48;;;29426;713573.63;1008660.31;2013-12-01T00:00:00
2564114;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;49;;;29426;713553.63;1008678.06;2013-12-01T00:00:00
2564122;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;50;;;29426;713555.13;1008713.88;2013-12-01T00:00:00
2564131;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;51;;;29426;713861.00;1008889.00;2013-12-01T00:00:00
2564149;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;52;;;29426;713521.56;1008763.44;2013-12-01T00:00:00
2564157;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;53;;;29426;713505.75;1008784.94;2013-12-01T00:00:00
2564165;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;54;;;29426;713233.94;1008991.94;2013-12-01T00:00:00
2564173;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;55;;;29426;713871.69;1008902.69;2013-12-01T00:00:00
2564181;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;56;;;29426;713231.88;1009025.31;2013-12-01T00:00:00
2564190;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;57;;;29426;713470.69;1008833.31;2013-12-01T00:00:00
2564203;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;58;;;29426;713498.56;1008829.81;2013-12-01T00:00:00
2564211;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;59;;;29426;713587.44;1008730.88;2013-12-01T00:00:00
2564220;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;60;;;29426;713568.44;1008723.50;2013-12-01T00:00:00
2564238;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;61;;;29426;713579.25;1008684.00;2013-12-01T00:00:00
2564246;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;62;;;29426;713550.88;1008698.06;2013-12-01T00:00:00
2564262;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;64;;;29426;713636.25;1008665.50;2013-12-01T00:00:00
2564271;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;65;;;29426;713627.88;1008681.75;2013-12-01T00:00:00
2564289;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;66;;;29426;713623.94;1008700.75;2013-12-01T00:00:00
2564297;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;67;;;29426;713612.56;1008714.13;2013-12-01T00:00:00
2564301;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;68;;;29426;713624.44;1008738.06;2013-12-01T00:00:00
2564319;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;69;;;29426;713651.06;1008741.75;2013-12-01T00:00:00
2564327;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;70;;;29426;713668.63;1008777.00;2013-12-01T00:00:00
2564335;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;71;;;29426;713629.63;1008849.31;2013-12-01T00:00:00
2564343;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;72;;;29426;713625.69;1008878.69;2013-12-01T00:00:00
2564351;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;73;;;29426;714191.00;1009044.13;2013-12-01T00:00:00
2564360;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;74;;;29426;713705.88;1008793.81;2013-12-01T00:00:00
2564378;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;75;;;29426;713551.94;1008770.00;2013-12-01T00:00:00
2564386;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;76;;;29426;713534.63;1008779.75;2013-12-01T00:00:00
2564394;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;77;;;29426;713986.00;1008829.00;2013-12-01T00:00:00
2564408;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;78;;;29426;713751.25;1008672.25;2013-12-01T00:00:00
2564416;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;79;;;29426;713975.13;1008819.13;2013-12-01T00:00:00
2564424;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;81;;;29426;713823.88;1008633.75;2013-12-01T00:00:00
2564432;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;82;;;29426;713635.31;1008755.81;2013-12-01T00:00:00
2564441;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;83;;;29426;713645.88;1008774.81;2013-12-01T00:00:00
2564459;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;84;;;29426;713837.50;1008624.25;2013-12-01T00:00:00
2564467;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;85;;;29426;713166.25;1009043.06;2013-12-01T00:00:00
2564475;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;87;;;29426;713757.81;1008980.81;2013-12-01T00:00:00
2564483;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;88;;;29426;713611.38;1008796.00;2013-12-01T00:00:00
2564491;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;89;;;29426;713695.50;1008751.88;2013-12-01T00:00:00
2564505;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;90;;;29426;713736.06;1009092.50;2013-12-01T00:00:00
2564513;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;91;;;29426;714134.25;1008936.31;2013-12-01T00:00:00
2564521;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;92;;;29426;713640.00;1008778.00;2013-12-01T00:00:00
2564530;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;93;;;29426;713948.56;1008724.75;2013-12-01T00:00:00
2564548;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;94;;;29426;713621.75;1008764.69;2013-12-01T00:00:00
2564556;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;95;;;29426;713986.44;1008872.06;2013-12-01T00:00:00
2564564;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;96;;;29426;714083.87;1008221.65;2013-12-01T00:00:00
2564572;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;97;;;29426;713917.56;1008343.25;2013-12-01T00:00:00
2564581;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;98;;;29426;713817.06;1008647.13;2013-12-01T00:00:00
2564599;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;99;;;29426;713746.69;1008962.69;2013-12-01T00:00:00
2564602;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;100;;;29426;714166.81;1008915.56;2013-12-01T00:00:00
2564611;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;101;;;29426;713875.38;1008598.63;2013-12-01T00:00:00
2564629;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;102;;;29426;713864.94;1008607.88;2013-12-01T00:00:00
2564637;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;103;;;29426;713896.50;1008853.44;2013-12-01T00:00:00
2564645;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;104;;;29426;713651.06;1008786.88;2013-12-01T00:00:00
2564653;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;105;;;29426;713734.63;1008723.06;2013-12-01T00:00:00
2564661;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;106;;;29426;713899.44;1008578.31;2013-12-01T00:00:00
2564670;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;107;;;29426;713854.13;1008800.44;2013-12-01T00:00:00
2564688;536636;Skalsko;;;;;148156;Skalsko;;;è.p.;108;;;29426;714169.81;1008809.38;2013-12-01T00:00:00
