Kуd ADM;Kуd obce;Nбzev obce;Kуd MOMC;Nбzev MOMC;Kуd obvodu Prahy;Nбzev obvodu Prahy;Kуd ибsti obce;Nбzev ибsti obce;Kуd ulice;Nбzev ulice;Typ SO;»нslo domovnн;»нslo orientaиnн;Znak инsla orientaиnнho;PS»;Souшadnice Y;Souшadnice X;Platн Od
20310170;570206;Kratonohy;;;;;74144;Kratonohy;;;и.p.;1;;;50324;657360.21;1044932.10;2014-06-04T00:00:00
20310188;570206;Kratonohy;;;;;74144;Kratonohy;;;и.p.;2;;;50324;657194.81;1045049.08;2013-12-01T00:00:00
20310196;570206;Kratonohy;;;;;74144;Kratonohy;;;и.p.;3;;;50324;657270.49;1045000.47;2013-12-01T00:00:00
20310200;570206;Kratonohy;;;;;74144;Kratonohy;;;и.p.;4;;;50324;657323.34;1044983.51;2013-12-01T00:00:00
20310218;570206;Kratonohy;;;;;74144;Kratonohy;;;и.p.;5;;;50324;657386.07;1044957.03;2013-12-01T00:00:00
20310226;570206;Kratonohy;;;;;74144;Kratonohy;;;и.p.;6;;;50324;657413.79;1044941.91;2013-12-01T00:00:00
20310234;570206;Kratonohy;;;;;74144;Kratonohy;;;и.p.;7;;;50324;657459.37;1044948.02;2013-12-01T00:00:00
20310242;570206;Kratonohy;;;;;74144;Kratonohy;;;и.p.;8;;;50324;657447.64;1044967.74;2013-12-01T00:00:00
20310251;570206;Kratonohy;;;;;74144;Kratonohy;;;и.p.;9;;;50324;657495.92;1044910.16;2013-12-01T00:00:00
20310269;570206;Kratonohy;;;;;74144;Kratonohy;;;и.p.;10;;;50324;657526.34;1044904.66;2013-12-01T00:00:00
20310277;570206;Kratonohy;;;;;74144;Kratonohy;;;и.p.;12;;;50324;657568.33;1044925.73;2013-12-01T00:00:00
20310285;570206;Kratonohy;;;;;74144;Kratonohy;;;и.p.;13;;;50324;657884.13;1044720.60;2013-12-01T00:00:00
20310293;570206;Kratonohy;;;;;74144;Kratonohy;;;и.p.;14;;;50324;657542.47;1044945.96;2013-12-01T00:00:00
20310307;570206;Kratonohy;;;;;74144;Kratonohy;;;и.p.;15;;;50324;657530.34;1044953.08;2013-12-01T00:00:00
20310315;570206;Kratonohy;;;;;74144;Kratonohy;;;и.p.;16;;;50324;657580.24;1044955.78;2013-12-01T00:00:00
20310323;570206;Kratonohy;;;;;74144;Kratonohy;;;и.p.;17;;;50324;657590.39;1044932.31;2013-12-01T00:00:00
20310331;570206;Kratonohy;;;;;74144;Kratonohy;;;и.p.;18;;;50324;657959.38;1044612.66;2013-12-01T00:00:00
20310340;570206;Kratonohy;;;;;74144;Kratonohy;;;и.p.;19;;;50324;657601.45;1044936.61;2013-12-01T00:00:00
20310374;570206;Kratonohy;;;;;74144;Kratonohy;;;и.p.;22;;;50324;657667.48;1044960.86;2013-12-01T00:00:00
20310382;570206;Kratonohy;;;;;74144;Kratonohy;;;и.p.;23;;;50324;657623.56;1044975.51;2013-12-01T00:00:00
20310404;570206;Kratonohy;;;;;74144;Kratonohy;;;и.p.;25;;;50324;657648.13;1045060.26;2013-12-01T00:00:00
20310412;570206;Kratonohy;;;;;74144;Kratonohy;;;и.p.;26;;;50324;657670.24;1045033.51;2013-12-01T00:00:00
20310421;570206;Kratonohy;;;;;74144;Kratonohy;;;и.p.;27;;;50324;657676.19;1045061.75;2013-12-01T00:00:00
20310439;570206;Kratonohy;;;;;74144;Kratonohy;;;и.p.;28;;;50324;657641.53;1044837.52;2013-12-01T00:00:00
20310447;570206;Kratonohy;;;;;74144;Kratonohy;;;и.p.;29;;;50324;657817.07;1044690.52;2013-12-01T00:00:00
