Kσd ADM;Kσd obce;Nαzev obce;Kσd MOMC;Nαzev MOMC;Kσd obvodu Prahy;Nαzev obvodu Prahy;Kσd θαsti obce;Nαzev θαsti obce;Kσd ulice;Nαzev ulice;Typ SO;Θνslo domovnν;Θνslo orientaθnν;Znak θνsla orientaθnνho;PSΘ;Souψadnice Y;Souψadnice X;Platν Od
7967870;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;34;;;78975;564366.48;1086592.38;2013-12-04T00:00:00
7967888;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;35;;;78975;564356.61;1086615.36;2013-12-04T00:00:00
7967896;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;36;;;78975;564344.92;1086648.95;2013-12-04T00:00:00
7967900;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;37;;;78975;564335.88;1086662.42;2013-12-04T00:00:00
7967918;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;38;;;78975;564280.60;1086629.16;2013-12-04T00:00:00
7967926;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;39;;;78975;564253.34;1086614.59;2013-12-04T00:00:00
7967934;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;40;;;78975;564143.02;1086648.47;2013-12-04T00:00:00
7967942;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;41;;;78975;564123.51;1086677.67;2013-12-04T00:00:00
7967951;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;42;;;78975;564113.43;1086688.88;2013-12-04T00:00:00
7967969;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;43;;;78975;564099.05;1086708.57;2013-12-04T00:00:00
7967977;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;44;;;78975;564087.55;1086728.30;2013-12-04T00:00:00
7967985;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;45;;;78975;564079.31;1086748.74;2013-12-04T00:00:00
7968001;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;47;;;78975;564153.67;1086729.04;2013-12-04T00:00:00
7968019;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;48;;;78975;564240.57;1086199.52;2013-12-04T00:00:00
7968027;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;50;;;78975;564077.94;1086012.68;2013-12-04T00:00:00
7968035;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;51;;;78975;564212.97;1086191.69;2013-12-04T00:00:00
7968043;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;52;;;78975;563866.52;1085653.69;2013-12-04T00:00:00
7968051;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;53;;;78975;563822.29;1085656.20;2013-12-04T00:00:00
7968060;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;54;;;78975;563874.26;1085853.24;2013-12-04T00:00:00
7968078;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;55;;;78975;564099.92;1086581.42;2013-12-04T00:00:00
7968086;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;56;;;78975;563863.90;1085742.64;2013-12-04T00:00:00
7968094;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;57;;;78975;563786.58;1085821.78;2013-12-04T00:00:00
7968108;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;58;;;78975;563812.15;1085827.91;2013-12-04T00:00:00
7968116;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;59;;;78975;564070.89;1086763.41;2013-12-04T00:00:00
7968124;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;60;;;78975;563786.41;1085671.68;2013-12-04T00:00:00
7968132;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;61;;;78975;563660.38;1085794.94;2013-12-04T00:00:00
7968141;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;62;;;78975;563778.00;1085638.95;2013-12-04T00:00:00
7968159;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;63;;;78975;564026.70;1086812.38;2013-12-04T00:00:00
7968167;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;64;;;78975;563694.14;1085796.93;2013-12-04T00:00:00
7968183;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;66;;;78975;563625.65;1085818.43;2013-12-04T00:00:00
7968191;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;67;;;78975;563708.75;1085794.20;2013-12-04T00:00:00
7968205;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;68;;;78975;563603.79;1085818.53;2013-12-04T00:00:00
7968213;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;69;;;78975;563585.71;1085816.37;2013-12-04T00:00:00
7968221;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;70;;;78975;563646.01;1085773.30;2013-12-04T00:00:00
7968230;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;71;;;78975;563962.71;1085861.30;2013-12-04T00:00:00
7968248;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;72;;;78975;563627.56;1085762.14;2013-12-04T00:00:00
7968256;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;73;;;78975;563995.05;1086819.58;2013-12-04T00:00:00
7968264;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;75;;;78975;563617.73;1085778.94;2013-12-04T00:00:00
7968272;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;76;;;78975;563575.43;1085828.94;2013-12-04T00:00:00
7968281;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;77;;;78975;563973.00;1086813.05;2013-12-04T00:00:00
7968299;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;78;;;78975;563364.64;1085409.07;2013-12-04T00:00:00
7968302;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;79;;;78975;563746.59;1085487.30;2013-12-04T00:00:00
7968311;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;80;;;78975;563598.03;1085778.23;2013-12-04T00:00:00
7968329;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;81;;;78975;563727.58;1085811.03;2013-12-04T00:00:00
7968337;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;83;;;78975;563753.03;1085818.38;2013-12-04T00:00:00
7968345;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;84;;;78975;563902.54;1085645.04;2013-12-04T00:00:00
7968353;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;85;;;78975;564044.68;1086006.21;2013-12-04T00:00:00
7968361;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;86;;;78975;564075.12;1086123.65;2013-12-04T00:00:00
7968370;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;87;;;78975;563947.98;1086847.30;2013-12-04T00:00:00
7968388;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;88;;;78975;563934.59;1085836.09;2013-12-04T00:00:00
7968396;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;89;;;78975;563582.82;1085720.50;2013-12-04T00:00:00
7968400;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;90;;;78975;564332.67;1086570.21;2013-12-04T00:00:00
7968418;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;91;;;78975;563823.20;1085595.30;2013-12-04T00:00:00
7968434;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;93;;;78975;564083.64;1086595.43;2013-12-04T00:00:00
7968442;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;94;;;78975;563892.24;1086896.79;2013-12-04T00:00:00
7968451;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;95;;;78975;563911.64;1086867.64;2013-12-04T00:00:00
7968469;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;96;;;78975;563560.90;1085731.64;2013-12-04T00:00:00
7968477;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;97;;;78975;563889.93;1085852.16;2013-12-04T00:00:00
7968485;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;98;;;78975;563884.46;1085652.34;2013-12-04T00:00:00
7968493;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;99;;;78975;564112.60;1086590.69;2013-12-04T00:00:00
7968507;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;100;;;78975;564397.67;1086626.47;2013-12-04T00:00:00
7968515;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;101;;;78975;564036.34;1085984.48;2013-12-04T00:00:00
7968523;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;102;;;78975;564161.28;1086157.54;2013-12-04T00:00:00
7968531;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;103;;;78975;563828.86;1085730.70;2013-12-04T00:00:00
7968540;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;104;;;78975;563863.69;1085714.83;2013-12-04T00:00:00
7968558;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;105;;;78975;563745.27;1085655.92;2013-12-04T00:00:00
7968566;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;106;;;78975;563781.46;1085753.87;2013-12-04T00:00:00
7968574;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;107;;;78975;563756.74;1085744.49;2013-12-04T00:00:00
7968582;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;108;;;78975;563725.23;1085731.68;2013-12-04T00:00:00
7968591;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;109;;;78975;563809.30;1085696.15;2013-12-04T00:00:00
7968604;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;110;;;78975;563840.21;1086921.60;2013-12-04T00:00:00
7968612;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;111;;;78975;564273.54;1086246.68;2013-12-04T00:00:00
7968621;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;112;;;78975;564253.64;1086245.50;2013-12-04T00:00:00
7968639;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;113;;;78975;564290.51;1086580.98;2013-12-04T00:00:00
7968647;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;114;;;78975;563396.67;1087005.89;2013-12-04T00:00:00
7968655;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;115;;;78975;563902.80;1085722.57;2013-12-04T00:00:00
7968663;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;116;;;78975;564190.64;1086631.71;2013-12-04T00:00:00
7968671;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;117;;;78975;563814.39;1086951.81;2013-12-04T00:00:00
7968680;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;118;;;78975;563753.09;1086962.59;2013-12-04T00:00:00
7968701;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;120;;;78975;564170.90;1086228.64;2013-12-04T00:00:00
7968710;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;121;;;78975;563740.66;1085714.63;2013-12-04T00:00:00
7968728;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;122;;;78975;563758.63;1085663.22;2013-12-04T00:00:00
7968736;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;123;;;78975;563821.16;1085768.08;2013-12-04T00:00:00
7968744;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;124;;;78975;563973.47;1086923.49;2013-12-04T00:00:00
7968752;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;125;;;78975;563718.68;1085700.95;2013-12-04T00:00:00
7968761;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;126;;;78975;563855.72;1085852.41;2013-12-04T00:00:00
7968779;530727;Brnνθko;;;;;9938;Brnνθko;;;θ.p.;127;;;78975;564102.85;1086764.34;2013-12-04T00:00:00
