KÛd ADM;KÛd obce;N·zev obce;KÛd MOMC;N·zev MOMC;KÛd obvodu Prahy;N·zev obvodu Prahy;KÛd Ë·sti obce;N·zev Ë·sti obce;KÛd ulice;N·zev ulice;Typ SO;»Ìslo domovnÌ;»Ìslo orientaËnÌ;Znak ËÌsla orientaËnÌho;PS»;Sou¯adnice Y;Sou¯adnice X;PlatÌ Od
3948072;585939;Vizovice;;;;;53911;ChrastÏöov;;;Ë.p.;1;;;76312;507113.86;1163742.10;2013-12-04T00:00:00
3948081;585939;Vizovice;;;;;53911;ChrastÏöov;;;Ë.p.;2;;;76312;507076.06;1163772.68;2013-12-04T00:00:00
3948099;585939;Vizovice;;;;;53911;ChrastÏöov;;;Ë.p.;3;;;76312;506901.23;1163653.44;2013-12-04T00:00:00
3948102;585939;Vizovice;;;;;53911;ChrastÏöov;;;Ë.p.;4;;;76312;506853.23;1163653.32;2013-12-04T00:00:00
3948111;585939;Vizovice;;;;;53911;ChrastÏöov;;;Ë.p.;5;;;76312;506642.26;1163646.58;2013-12-04T00:00:00
3948129;585939;Vizovice;;;;;53911;ChrastÏöov;;;Ë.p.;6;;;76312;506638.18;1163499.03;2013-12-04T00:00:00
3948137;585939;Vizovice;;;;;53911;ChrastÏöov;;;Ë.p.;7;;;76312;506680.93;1163354.90;2013-12-04T00:00:00
3948145;585939;Vizovice;;;;;53911;ChrastÏöov;;;Ë.p.;8;;;76312;506612.87;1163782.90;2013-12-04T00:00:00
3948153;585939;Vizovice;;;;;53911;ChrastÏöov;;;Ë.p.;9;;;76312;506738.13;1163849.74;2013-12-04T00:00:00
3948161;585939;Vizovice;;;;;53911;ChrastÏöov;;;Ë.p.;10;;;76312;506795.13;1163821.59;2013-12-04T00:00:00
3948170;585939;Vizovice;;;;;53911;ChrastÏöov;;;Ë.p.;11;;;76312;506735.02;1163880.55;2013-12-04T00:00:00
3948188;585939;Vizovice;;;;;53911;ChrastÏöov;;;Ë.p.;12;;;76312;506812.33;1163880.41;2013-12-04T00:00:00
