Kуd ADM;Kуd obce;Nбzev obce;Kуd MOMC;Nбzev MOMC;Kуd obvodu Prahy;Nбzev obvodu Prahy;Kуd ибsti obce;Nбzev ибsti obce;Kуd ulice;Nбzev ulice;Typ SO;»нslo domovnн;»нslo orientaиnн;Znak инsla orientaиnнho;PS»;Souшadnice Y;Souшadnice X;Platн Od
13472810;586391;Moravany;;;;;98523;Moravany;;;и.p.;3;;;69650;559449.15;1182498.64;2013-12-03T00:00:00
13472828;586391;Moravany;;;;;98523;Moravany;;;и.p.;4;;;69650;559471.34;1182502.15;2013-12-03T00:00:00
13472836;586391;Moravany;;;;;98523;Moravany;;;и.p.;6;;;69650;559453.23;1182480.41;2013-12-03T00:00:00
13472852;586391;Moravany;;;;;98523;Moravany;;;и.p.;8;;;69650;559421.82;1182433.29;2013-12-03T00:00:00
13472861;586391;Moravany;;;;;98523;Moravany;;;и.p.;9;;;69650;559348.94;1182477.83;2013-12-03T00:00:00
13472879;586391;Moravany;;;;;98523;Moravany;;;и.p.;10;;;69650;559392.97;1182342.53;2013-12-03T00:00:00
13472887;586391;Moravany;;;;;98523;Moravany;;;и.p.;11;;;69650;559376.88;1182300.74;2013-12-03T00:00:00
13472895;586391;Moravany;;;;;98523;Moravany;;;и.p.;12;;;69650;559382.36;1182310.35;2013-12-03T00:00:00
13472909;586391;Moravany;;;;;98523;Moravany;;;и.p.;13;;;69650;559372.28;1182288.38;2013-12-03T00:00:00
13472917;586391;Moravany;;;;;98523;Moravany;;;и.p.;14;;;69650;559367.08;1182273.42;2013-12-03T00:00:00
13472925;586391;Moravany;;;;;98523;Moravany;;;и.p.;15;;;69650;559362.72;1182260.51;2013-12-03T00:00:00
13472933;586391;Moravany;;;;;98523;Moravany;;;и.p.;16;;;69650;559352.37;1182246.03;2013-12-03T00:00:00
13472941;586391;Moravany;;;;;98523;Moravany;;;и.p.;17;;;69650;559355.89;1182233.28;2013-12-03T00:00:00
13472976;586391;Moravany;;;;;98523;Moravany;;;и.p.;20;;;69650;559301.97;1182164.10;2013-12-03T00:00:00
13472984;586391;Moravany;;;;;98523;Moravany;;;и.p.;21;;;69650;559295.42;1182189.42;2013-12-03T00:00:00
13472992;586391;Moravany;;;;;98523;Moravany;;;и.p.;23;;;69650;559288.79;1182146.01;2013-12-03T00:00:00
13473000;586391;Moravany;;;;;98523;Moravany;;;и.p.;24;;;69650;559272.43;1182136.49;2013-12-03T00:00:00
13473018;586391;Moravany;;;;;98523;Moravany;;;и.p.;26;;;69650;559419.86;1182073.04;2013-12-03T00:00:00
13473026;586391;Moravany;;;;;98523;Moravany;;;и.p.;27;;;69650;559151.47;1181852.32;2013-12-03T00:00:00
13473034;586391;Moravany;;;;;98523;Moravany;;;и.p.;28;;;69650;559404.18;1182077.05;2013-12-03T00:00:00
13473042;586391;Moravany;;;;;98523;Moravany;;;и.p.;29;;;69650;559404.46;1182387.62;2013-12-03T00:00:00
13473069;586391;Moravany;;;;;98523;Moravany;;;и.p.;31;;;69650;559370.09;1182087.69;2013-12-03T00:00:00
13473077;586391;Moravany;;;;;98523;Moravany;;;и.p.;32;;;69650;559358.23;1182089.70;2013-12-03T00:00:00
13473093;586391;Moravany;;;;;98523;Moravany;;;и.p.;34;;;69650;559325.54;1182092.79;2013-12-03T00:00:00
13473115;586391;Moravany;;;;;98523;Moravany;;;и.p.;36;;;69650;559257.60;1182098.62;2013-12-03T00:00:00
13473123;586391;Moravany;;;;;98523;Moravany;;;и.p.;37;;;69650;559239.65;1182074.39;2013-12-03T00:00:00
13473131;586391;Moravany;;;;;98523;Moravany;;;и.p.;38;;;69650;559120.62;1181888.28;2013-12-03T00:00:00
13473140;586391;Moravany;;;;;98523;Moravany;;;и.p.;39;;;69650;559223.63;1182043.60;2013-12-03T00:00:00
13473158;586391;Moravany;;;;;98523;Moravany;;;и.p.;40;;;69650;559210.16;1182009.47;2013-12-03T00:00:00
