Kуd ADM;Kуd obce;Nбzev obce;Kуd MOMC;Nбzev MOMC;Kуd obvodu Prahy;Nбzev obvodu Prahy;Kуd ибsti obce;Nбzev ибsti obce;Kуd ulice;Nбzev ulice;Typ SO;Инslo domovnн;Инslo orientaиnн;Znak инsla orientaиnнho;PSИ;Souшadnice Y;Souшadnice X;Platн Od
22843418;541052;Piинn;;;;;120553;Piинn;;;и.p.;260;;;26223;773429.73;1076345.56;2025-04-30T00:00:00
22940812;541052;Piинn;;;;;120553;Piинn;;;и.p.;1;;;26225;774032.88;1077072.25;2013-12-01T00:00:00
22940821;541052;Piинn;;;;;120553;Piинn;;;и.p.;2;;;26225;774117.75;1077154.88;2013-12-01T00:00:00
22940839;541052;Piинn;;;;;120553;Piинn;;;и.p.;3;;;26225;774037.46;1077120.58;2022-10-19T00:00:00
22940847;541052;Piинn;;;;;120553;Piинn;;;и.p.;4;;;26225;774124.69;1077173.25;2013-12-01T00:00:00
22940855;541052;Piинn;;;;;120553;Piинn;;;и.p.;5;;;26225;774124.38;1077207.88;2013-12-01T00:00:00
22940863;541052;Piинn;;;;;120553;Piинn;;;и.p.;6;;;26225;774128.86;1077222.50;2021-12-20T00:00:00
22940871;541052;Piинn;;;;;120553;Piинn;;;и.p.;7;;;26225;774193.44;1077247.63;2013-12-01T00:00:00
22940880;541052;Piинn;;;;;120553;Piинn;;;и.p.;8;;;26225;774210.56;1077244.38;2013-12-01T00:00:00
22940898;541052;Piинn;;;;;120553;Piинn;;;и.p.;9;;;26225;774179.19;1077287.00;2013-12-01T00:00:00
22940901;541052;Piинn;;;;;120553;Piинn;;;и.p.;10;;;26225;774094.12;1077236.05;2022-10-19T00:00:00
22940910;541052;Piинn;;;;;120553;Piинn;;;и.p.;11;;;26225;774044.30;1077260.37;2022-10-19T00:00:00
22940928;541052;Piинn;;;;;120553;Piинn;;;и.p.;12;;;26225;774035.65;1077264.04;2022-10-19T00:00:00
22940936;541052;Piинn;;;;;120553;Piинn;;;и.p.;13;;;26225;774016.61;1077263.75;2022-10-19T00:00:00
22940944;541052;Piинn;;;;;120553;Piинn;;;и.p.;14;;;26225;773989.53;1077269.82;2022-10-19T00:00:00
22940952;541052;Piинn;;;;;120553;Piинn;;;и.p.;15;;;26225;773969.37;1077271.46;2022-10-19T00:00:00
22940961;541052;Piинn;;;;;120553;Piинn;;;и.p.;16;;;26225;773926.08;1077397.57;2022-10-19T00:00:00
22940979;541052;Piинn;;;;;120553;Piинn;;;и.p.;18;;;26225;773959.44;1077238.13;2013-12-01T00:00:00
22940987;541052;Piинn;;;;;120553;Piинn;;;и.p.;19;;;26225;773993.88;1076347.75;2013-12-01T00:00:00
22940995;541052;Piинn;;;;;120553;Piинn;;;и.p.;20;;;26225;774030.25;1077219.00;2013-12-01T00:00:00
22941002;541052;Piинn;;;;;120553;Piинn;;;и.p.;21;;;26225;774050.63;1077215.38;2013-12-01T00:00:00
22941011;541052;Piинn;;;;;120553;Piинn;;;и.p.;22;;;26225;774083.19;1077209.67;2024-03-20T00:00:00
22941029;541052;Piинn;;;;;120553;Piинn;;;и.p.;23;;;26225;774018.06;1077099.50;2013-12-01T00:00:00
22941037;541052;Piинn;;;;;120553;Piинn;;;и.p.;24;;;26225;774001.25;1077233.50;2013-12-01T00:00:00
22941045;541052;Piинn;;;;;120553;Piинn;;;и.p.;25;;;26225;773886.26;1077127.64;2013-12-01T00:00:00
22941053;541052;Piинn;;;;;120553;Piинn;;;и.p.;26;;;26225;773883.61;1077094.19;2013-12-01T00:00:00
22941061;541052;Piинn;;;;;120553;Piинn;;;и.p.;27;;;26225;773870.94;1077062.00;2013-12-01T00:00:00
22941070;541052;Piинn;;;;;120553;Piинn;;;и.p.;28;;;26225;773843.63;1077048.25;2013-12-01T00:00:00
22941088;541052;Piинn;;;;;120553;Piинn;;;и.p.;29;;;26225;773783.06;1077058.75;2013-12-01T00:00:00
22941096;541052;Piинn;;;;;120553;Piинn;;;и.p.;30;;;26225;773764.00;1077054.13;2013-12-01T00:00:00
22941100;541052;Piинn;;;;;120553;Piинn;;;и.p.;31;;;26225;773751.44;1077020.50;2013-12-01T00:00:00
22941118;541052;Piинn;;;;;120553;Piинn;;;и.p.;32;;;26225;773746.88;1076991.00;2013-12-01T00:00:00
22941126;541052;Piинn;;;;;120553;Piинn;;;и.p.;33;;;26225;773722.81;1076979.75;2013-12-01T00:00:00
22941134;541052;Piинn;;;;;120553;Piинn;;;и.p.;34;;;26225;773743.25;1076930.38;2013-12-01T00:00:00
22941151;541052;Piинn;;;;;120553;Piинn;;;и.p.;36;;;26225;773799.19;1076930.00;2013-12-01T00:00:00
22941169;541052;Piинn;;;;;120553;Piинn;;;и.p.;37;;;26225;773817.31;1076942.25;2013-12-01T00:00:00
22941177;541052;Piинn;;;;;120553;Piинn;;;и.p.;38;;;26225;773801.19;1076844.88;2013-12-01T00:00:00
22941185;541052;Piинn;;;;;120553;Piинn;;;и.p.;39;;;26225;773823.91;1076886.83;2022-10-19T00:00:00
22941193;541052;Piинn;;;;;120553;Piинn;;;и.p.;40;;;26225;773858.13;1076928.13;2013-12-01T00:00:00
22941207;541052;Piинn;;;;;120553;Piинn;;;и.p.;41;;;26225;773890.17;1076956.85;2013-12-01T00:00:00
22941215;541052;Piинn;;;;;120553;Piинn;;;и.p.;42;;;26225;773907.81;1076955.38;2013-12-01T00:00:00
22941223;541052;Piинn;;;;;120553;Piинn;;;и.p.;43;;;26225;773784.71;1076339.46;2022-10-19T00:00:00
22941231;541052;Piинn;;;;;120553;Piинn;;;и.p.;44;;;26225;773760.75;1076357.25;2013-12-01T00:00:00
22941240;541052;Piинn;;;;;120553;Piинn;;;и.p.;45;;;26225;773865.00;1077001.75;2013-12-01T00:00:00
22941258;541052;Piинn;;;;;120553;Piинn;;;и.p.;46;;;26225;773828.81;1076989.63;2013-12-01T00:00:00
22941266;541052;Piинn;;;;;120553;Piинn;;;и.p.;47;;;26225;773822.25;1076970.88;2013-12-01T00:00:00
22941274;541052;Piинn;;;;;120553;Piинn;;;и.p.;48;;;26225;773801.19;1076981.13;2013-12-01T00:00:00
22941282;541052;Piинn;;;;;120553;Piинn;;;и.p.;49;;;26225;773813.31;1077008.75;2013-12-01T00:00:00
22941291;541052;Piинn;;;;;120553;Piинn;;;и.p.;51;;;26225;773908.50;1077026.87;2022-10-19T00:00:00
22941304;541052;Piинn;;;;;120553;Piинn;;;и.p.;52;;;26225;774108.44;1076580.38;2013-12-01T00:00:00
22941312;541052;Piинn;;;;;120553;Piинn;;;и.p.;53;;;26225;774148.88;1076314.88;2013-12-01T00:00:00
22941321;541052;Piинn;;;;;120553;Piинn;;;и.p.;55;;;26225;774200.51;1077297.62;2022-10-19T00:00:00
22941339;541052;Piинn;;;;;120553;Piинn;;;и.p.;56;;;26225;774236.44;1077329.25;2013-12-01T00:00:00
22941355;541052;Piинn;;;;;120553;Piинn;;;и.p.;58;;;26225;774288.66;1077322.67;2013-12-01T00:00:00
22941363;541052;Piинn;;;;;120553;Piинn;;;и.p.;59;;;26225;774327.19;1077319.00;2013-12-01T00:00:00
22941371;541052;Piинn;;;;;120553;Piинn;;;и.p.;60;;;26225;774029.00;1076270.50;2013-12-01T00:00:00
22941380;541052;Piинn;;;;;120553;Piинn;;;и.p.;61;;;26225;774288.06;1077361.63;2013-12-01T00:00:00
22941398;541052;Piинn;;;;;120553;Piинn;;;и.p.;62;;;26225;773920.94;1077057.38;2013-12-01T00:00:00
