KÛd ADM;KÛd obce;N·zev obce;KÛd MOMC;N·zev MOMC;KÛd obvodu Prahy;N·zev obvodu Prahy;KÛd Ë·sti obce;N·zev Ë·sti obce;KÛd ulice;N·zev ulice;Typ SO;»Ìslo domovnÌ;»Ìslo orientaËnÌ;Znak ËÌsla orientaËnÌho;PS»;Sou¯adnice Y;Sou¯adnice X;PlatÌ Od
673668;559237;Mladotice;;;;;97136;»ern· Haù;;;Ë.p.;14;;;33141;822825.38;1040713.50;2013-12-01T00:00:00
673676;559237;Mladotice;;;;;97136;»ern· Haù;;;Ë.p.;15;;;33141;822781.24;1040738.96;2020-03-11T00:00:00
673684;559237;Mladotice;;;;;97136;»ern· Haù;;;Ë.p.;16;;;33141;822743.06;1040729.44;2013-12-01T00:00:00
673692;559237;Mladotice;;;;;97136;»ern· Haù;;;Ë.p.;18;;;33141;822709.00;1040819.88;2013-12-01T00:00:00
673706;559237;Mladotice;;;;;97136;»ern· Haù;;;Ë.p.;19;;;33141;822649.88;1040841.44;2013-12-01T00:00:00
673714;559237;Mladotice;;;;;97136;»ern· Haù;;;Ë.p.;20;;;33141;822594.41;1040857.16;2022-10-26T00:00:00
673722;559237;Mladotice;;;;;97136;»ern· Haù;;;Ë.p.;21;;;33141;822782.53;1040817.49;2022-10-26T00:00:00
673731;559237;Mladotice;;;;;97136;»ern· Haù;;;Ë.p.;22;;;33141;822843.31;1040783.25;2013-12-01T00:00:00
673749;559237;Mladotice;;;;;97136;»ern· Haù;;;Ë.p.;24;;;33141;822884.84;1040692.90;2022-10-26T00:00:00
673757;559237;Mladotice;;;;;97136;»ern· Haù;;;Ë.p.;25;;;33141;822845.63;1040686.83;2019-04-05T00:00:00
673765;559237;Mladotice;;;;;97136;»ern· Haù;;;Ë.p.;26;;;33141;822837.75;1040661.88;2013-12-01T00:00:00
673773;559237;Mladotice;;;;;97136;»ern· Haù;;;Ë.p.;27;;;33141;821134.49;1040709.89;2018-11-08T00:00:00
673781;559237;Mladotice;;;;;97136;»ern· Haù;;;Ë.p.;28;;;33141;821134.00;1040684.13;2013-12-01T00:00:00
673790;559237;Mladotice;;;;;97136;»ern· Haù;;;Ë.p.;30;;;33141;821244.68;1040619.61;2022-10-26T00:00:00
673803;559237;Mladotice;;;;;97136;»ern· Haù;;;Ë.p.;31;;;33141;821220.37;1040559.25;2022-10-26T00:00:00
673811;559237;Mladotice;;;;;97136;»ern· Haù;;;Ë.p.;32;;;33141;821224.06;1040543.50;2013-12-01T00:00:00
673820;559237;Mladotice;;;;;97136;»ern· Haù;;;Ë.p.;34;;;33141;821221.13;1040537.63;2013-12-01T00:00:00
673838;559237;Mladotice;;;;;97136;»ern· Haù;;;Ë.p.;35;;;33141;821206.44;1040525.44;2013-12-01T00:00:00
673846;559237;Mladotice;;;;;97136;»ern· Haù;;;Ë.ev.;32;;;33141;822537.20;1040853.99;2022-10-26T00:00:00
673854;559237;Mladotice;;;;;97136;»ern· Haù;;;Ë.ev.;88;;;33141;822734.68;1040807.36;2022-10-26T00:00:00
673862;559237;Mladotice;;;;;97136;»ern· Haù;;;Ë.ev.;97;;;33141;822885.44;1040789.45;2022-10-26T00:00:00
673871;559237;Mladotice;;;;;97144;Chr·öùovice;;;Ë.p.;1;;;33141;819776.31;1040891.25;2013-12-01T00:00:00
673889;559237;Mladotice;;;;;97144;Chr·öùovice;;;Ë.p.;2;;;33141;819818.44;1040878.25;2013-12-01T00:00:00
673897;559237;Mladotice;;;;;97144;Chr·öùovice;;;Ë.p.;3;;;33141;819822.94;1040916.31;2013-12-01T00:00:00
673901;559237;Mladotice;;;;;97144;Chr·öùovice;;;Ë.p.;4;;;33141;819839.94;1040900.63;2013-12-01T00:00:00
673919;559237;Mladotice;;;;;97144;Chr·öùovice;;;Ë.p.;5;;;33141;819866.94;1040897.44;2013-12-01T00:00:00
673927;559237;Mladotice;;;;;97144;Chr·öùovice;;;Ë.p.;6;;;33141;819924.63;1040860.31;2013-12-01T00:00:00
673935;559237;Mladotice;;;;;97144;Chr·öùovice;;;Ë.p.;8;;;33141;820002.19;1040806.06;2013-12-01T00:00:00
673943;559237;Mladotice;;;;;97144;Chr·öùovice;;;Ë.p.;9;;;33141;820021.00;1040768.00;2013-12-01T00:00:00
673951;559237;Mladotice;;;;;97144;Chr·öùovice;;;Ë.p.;11;;;33141;819973.50;1040785.00;2013-12-01T00:00:00
673960;559237;Mladotice;;;;;97144;Chr·öùovice;;;Ë.p.;12;;;33141;819959.63;1040799.38;2013-12-01T00:00:00
673978;559237;Mladotice;;;;;97144;Chr·öùovice;;;Ë.p.;13;;;33141;819921.50;1040802.94;2013-12-01T00:00:00
673986;559237;Mladotice;;;;;97144;Chr·öùovice;;;Ë.p.;14;;;33141;819884.75;1040780.50;2013-12-01T00:00:00
673994;559237;Mladotice;;;;;97144;Chr·öùovice;;;Ë.p.;15;;;33141;819851.67;1040819.35;2024-06-21T00:00:00
674001;559237;Mladotice;;;;;97144;Chr·öùovice;;;Ë.p.;17;;;33141;819796.94;1040807.88;2013-12-01T00:00:00
674010;559237;Mladotice;;;;;97144;Chr·öùovice;;;Ë.p.;18;;;33141;819771.38;1040829.38;2013-12-01T00:00:00
