Kσd ADM;Kσd obce;Nαzev obce;Kσd MOMC;Nαzev MOMC;Kσd obvodu Prahy;Nαzev obvodu Prahy;Kσd θαsti obce;Nαzev θαsti obce;Kσd ulice;Nαzev ulice;Typ SO;Θνslo domovnν;Θνslo orientaθnν;Znak θνsla orientaθnνho;PSΘ;Souψadnice Y;Souψadnice X;Platν Od
10288996;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;24;;;76861;512828.84;1142775.83;2013-12-04T00:00:00
10289003;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;25;;;76861;512819.61;1143114.77;2013-12-04T00:00:00
10289011;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;26;;;76861;512837.20;1142833.59;2013-12-04T00:00:00
10289020;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;27;;;76861;512728.59;1143011.28;2013-12-04T00:00:00
10289038;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;28;;;76861;512834.38;1142851.74;2013-12-04T00:00:00
10289046;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;29;;;76861;512801.62;1143022.11;2019-11-26T00:00:00
10289054;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;30;;;76861;512836.07;1142870.03;2013-12-04T00:00:00
10289062;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;31;;;76861;512819.87;1143037.31;2013-12-04T00:00:00
10289071;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;32;;;76861;512838.85;1142913.80;2013-12-04T00:00:00
10289089;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;33;;;76861;512793.68;1143049.41;2013-12-04T00:00:00
10289097;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;34;;;76861;512694.89;1142783.43;2013-12-04T00:00:00
10289101;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;35;;;76861;512795.57;1143066.80;2013-12-04T00:00:00
10289119;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;36;;;76861;512840.43;1142944.32;2013-12-04T00:00:00
10289127;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;37;;;76861;512831.21;1143071.09;2013-12-04T00:00:00
10289135;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;38;;;76861;512843.03;1142956.93;2013-12-04T00:00:00
10289143;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;39;;;76861;512700.19;1143099.01;2013-12-04T00:00:00
10289151;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;40;;;76861;512841.85;1142996.26;2019-12-17T00:00:00
10289160;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;41;;;76861;512698.49;1143166.34;2013-12-04T00:00:00
10289178;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;43;;;76861;512822.12;1143170.20;2013-12-04T00:00:00
10289186;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;44;;;76861;512861.25;1142986.23;2019-12-17T00:00:00
10289194;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;45;;;76861;512819.24;1143193.77;2013-12-04T00:00:00
10289208;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;46;;;76861;512851.58;1143098.70;2013-12-04T00:00:00
10289216;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;47;;;76861;512815.72;1143214.81;2013-12-04T00:00:00
10289224;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;48;;;76861;512851.50;1143119.65;2013-12-04T00:00:00
10289232;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;49;;;76861;512795.82;1143250.36;2013-12-04T00:00:00
10289241;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;50;;;76861;512847.45;1143148.02;2013-12-04T00:00:00
10289259;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;51;;;76861;512787.51;1143261.70;2013-12-04T00:00:00
10289267;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;52;;;76861;512838.70;1143203.76;2013-12-04T00:00:00
10289275;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;53;;;76861;512668.04;1143387.71;2013-12-04T00:00:00
10289283;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;54;;;76861;512778.26;1143346.64;2013-12-04T00:00:00
10289305;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;56;;;76861;513042.39;1143190.45;2013-12-04T00:00:00
10289313;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;57;;;76861;512520.20;1143345.06;2013-12-04T00:00:00
10289321;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;58;;;76861;512872.93;1143247.72;2013-12-04T00:00:00
10289330;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;59;;;76861;512876.88;1143029.71;2013-12-04T00:00:00
10289348;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;60;;;76861;512859.54;1143245.94;2013-12-04T00:00:00
10289356;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;61;;;76861;511988.41;1142180.23;2013-12-04T00:00:00
10289364;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;62;;;76861;512841.75;1143236.35;2013-12-04T00:00:00
10289372;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;63;;;76861;512931.74;1143160.43;2013-12-04T00:00:00
10289381;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;64;;;76861;512815.55;1143283.90;2013-12-04T00:00:00
10289399;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;65;;;76861;512680.93;1143362.21;2013-12-04T00:00:00
10289402;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;66;;;76861;512789.73;1143317.84;2013-12-04T00:00:00
10289411;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;67;;;76861;512937.53;1143191.90;2013-12-04T00:00:00
10289429;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;68;;;76861;512984.83;1143237.28;2013-12-04T00:00:00
10289437;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;70;;;76861;512953.61;1143083.01;2013-12-04T00:00:00
10289445;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;71;;;76861;513028.84;1143244.23;2013-12-04T00:00:00
10289453;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;72;;;76861;512814.71;1143094.03;2013-12-04T00:00:00
10289461;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;73;;;76861;513281.29;1143088.73;2013-12-04T00:00:00
10289470;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;74;;;76861;513032.67;1143174.05;2013-12-04T00:00:00
10289488;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;76;;;76861;513083.31;1143260.84;2013-12-04T00:00:00
10289496;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;77;;;76861;513128.68;1143206.87;2013-12-04T00:00:00
10289500;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;78;;;76861;512660.71;1142786.73;2013-12-04T00:00:00
10289518;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;79;;;76861;513065.41;1143284.41;2013-12-04T00:00:00
10289526;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;80;;;76861;513042.52;1143280.05;2013-12-04T00:00:00
10289534;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;81;;;76861;513026.27;1143302.50;2013-12-04T00:00:00
10289542;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;82;;;76861;513054.15;1143304.38;2013-12-04T00:00:00
10289551;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;83;;;76861;513070.39;1143318.28;2013-12-04T00:00:00
10289569;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;84;;;76861;513076.11;1143344.49;2013-12-04T00:00:00
10289577;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;85;;;76861;513105.64;1143362.17;2013-12-04T00:00:00
10289585;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;86;;;76861;513124.40;1143378.64;2013-12-04T00:00:00
10289593;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;87;;;76861;513136.25;1143386.44;2013-12-04T00:00:00
10289607;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;88;;;76861;512829.45;1143257.66;2013-12-04T00:00:00
10289615;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;89;;;76861;513149.53;1143385.51;2013-12-04T00:00:00
10289623;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;90;;;76861;513174.06;1143397.27;2013-12-04T00:00:00
10289631;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;92;;;76861;513100.85;1143342.01;2013-12-04T00:00:00
10289640;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;93;;;76861;513330.77;1143273.58;2013-12-04T00:00:00
10289658;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;94;;;76861;513100.82;1143274.64;2013-12-04T00:00:00
10289666;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;95;;;76861;513311.99;1143299.85;2013-12-04T00:00:00
10289674;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;96;;;76861;513127.45;1143298.57;2013-12-04T00:00:00
10289682;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;97;;;76861;513005.16;1143497.13;2013-12-04T00:00:00
10289691;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;99;;;76861;513085.07;1143468.66;2013-12-04T00:00:00
10289704;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;100;;;76861;513170.32;1143336.15;2013-12-04T00:00:00
10289721;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;102;;;76861;513188.12;1143348.60;2013-12-04T00:00:00
10289739;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;103;;;76861;513283.85;1143416.75;2013-12-04T00:00:00
10289747;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;104;;;76861;513226.30;1143368.07;2013-12-04T00:00:00
10289755;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;105;;;76861;512972.02;1143461.25;2013-12-04T00:00:00
10289763;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;106;;;76861;513283.22;1143271.25;2020-08-06T00:00:00
10289771;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;107;;;76861;513198.00;1143398.06;2013-12-04T00:00:00
10289780;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;108;;;76861;513291.84;1143321.65;2013-12-04T00:00:00
10289798;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;109;;;76861;513258.29;1143469.42;2013-12-04T00:00:00
10289801;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;110;;;76861;513269.59;1143342.03;2013-12-04T00:00:00
10289810;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;111;;;76861;513258.34;1143481.62;2013-12-04T00:00:00
10289828;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;112;;;76861;513276.24;1143370.71;2013-12-04T00:00:00
10289836;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;113;;;76861;513264.34;1143510.73;2013-12-04T00:00:00
10289844;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;114;;;76861;513279.30;1143393.13;2013-12-04T00:00:00
10289852;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;116;;;76861;513292.71;1143464.67;2013-12-04T00:00:00
10289861;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;117;;;76861;513272.21;1143534.99;2013-12-04T00:00:00
10289879;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;118;;;76861;513308.92;1143488.07;2013-12-04T00:00:00
10289887;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;119;;;76861;513272.73;1143558.44;2013-12-04T00:00:00
10289895;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;120;;;76861;513297.55;1143516.90;2013-12-04T00:00:00
10289909;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;121;;;76861;512928.76;1143211.16;2013-12-04T00:00:00
10289917;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;122;;;76861;513301.57;1143534.55;2013-12-04T00:00:00
10289925;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;123;;;76861;513280.07;1143635.27;2013-12-04T00:00:00
10289933;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;124;;;76861;513303.63;1143543.76;2013-12-04T00:00:00
10289941;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;125;;;76861;513299.71;1143684.64;2013-12-04T00:00:00
10289950;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;126;;;76861;513311.85;1143569.22;2013-12-04T00:00:00
10289976;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;128;;;76861;513358.86;1143575.58;2013-12-04T00:00:00
10289984;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;129;;;76861;513556.92;1143758.98;2016-06-22T00:00:00
10289992;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;130;;;76861;513386.77;1143597.51;2013-12-04T00:00:00
10290001;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;131;;;76861;513596.26;1143721.69;2013-12-04T00:00:00
10290010;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;132;;;76861;513486.36;1143618.33;2013-12-04T00:00:00
10290028;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;133;;;76861;513600.06;1143698.46;2013-12-04T00:00:00
10290036;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;134;;;76861;513519.87;1143620.89;2013-12-04T00:00:00
10290044;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;135;;;76861;513514.67;1143654.73;2013-12-04T00:00:00
10290052;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;136;;;76861;513548.21;1143612.33;2013-12-04T00:00:00
10290061;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;137;;;76861;513539.29;1143650.83;2013-12-04T00:00:00
10290079;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;138;;;76861;513573.29;1143620.76;2013-12-04T00:00:00
10290087;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;139;;;76861;513566.63;1143647.40;2013-12-04T00:00:00
10290095;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;140;;;76861;513597.57;1143603.30;2013-12-04T00:00:00
10290109;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;141;;;76861;513584.15;1143644.08;2013-12-04T00:00:00
10290117;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;142;;;76861;513629.43;1143600.28;2013-12-04T00:00:00
10290133;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;144;;;76861;513659.94;1143593.80;2013-12-04T00:00:00
10290141;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;145;;;76861;513633.23;1143677.14;2013-12-04T00:00:00
10290150;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;146;;;76861;513678.75;1143592.44;2013-12-04T00:00:00
10290168;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;147;;;76861;513624.30;1143702.83;2013-12-04T00:00:00
10290176;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;148;;;76861;513406.23;1143604.16;2013-12-04T00:00:00
10290184;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;149;;;76861;513429.26;1143608.59;2013-12-04T00:00:00
10290192;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;150;;;76861;513618.97;1143601.64;2013-12-04T00:00:00
10290206;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;151;;;76861;513607.16;1143641.70;2013-12-04T00:00:00
10290214;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;152;;;76861;513468.63;1143616.89;2013-12-04T00:00:00
10290222;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;153;;;76861;513450.70;1143612.00;2013-12-04T00:00:00
10290231;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;154;;;76861;513644.96;1143596.53;2013-12-04T00:00:00
10290249;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;155;;;76861;512563.16;1142787.45;2013-12-04T00:00:00
10290257;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;156;;;76861;512546.08;1142781.15;2013-12-04T00:00:00
10290265;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;157;;;76861;512749.44;1142757.29;2013-12-04T00:00:00
10290273;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;158;;;76861;512712.95;1142781.91;2013-12-04T00:00:00
10290281;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;159;;;76861;512861.86;1142894.56;2013-12-04T00:00:00
10290290;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;160;;;76861;513057.45;1143510.69;2013-12-04T00:00:00
10290303;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;161;;;76861;513075.69;1143515.33;2013-12-04T00:00:00
25197673;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;98;;;76861;513147.28;1143311.96;2013-12-04T00:00:00
25547577;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;75;;;76861;513070.64;1143218.50;2013-12-04T00:00:00
25991221;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;115;;;76861;513289.95;1143443.23;2013-12-04T00:00:00
26980452;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;42;;;76861;512875.12;1143004.98;2013-12-04T00:00:00
26980461;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;69;;;76861;512909.80;1143039.15;2013-12-04T00:00:00
27247791;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;162;;;76861;512828.84;1142733.10;2013-12-04T00:00:00
67667589;588822;Osνθko;;;;;113077;Osνθko;;;θ.ev.;1;;;76861;512820.92;1143483.97;2013-12-10T00:00:00
73492493;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;127;;;76861;512681.90;1143439.13;2015-03-09T00:00:00
75242168;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;55;;;76861;512662.14;1143412.07;2016-08-02T00:00:00
78409039;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;166;;;76861;513139.40;1143526.24;2018-06-06T00:00:00
80908713;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;167;;;76861;513253.67;1143236.46;2020-07-01T00:00:00
81950373;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;163;;;76861;512840.33;1142735.42;2021-07-07T00:00:00
83089063;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;168;;;76861;513171.32;1143178.20;2022-07-01T00:00:00
84183110;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;169;;;76861;513596.47;1143638.75;2022-11-01T00:00:00
85619612;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;91;;;76861;512985.47;1143491.68;2023-09-25T00:00:00
86192655;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;170;;;76861;513219.85;1143529.50;2024-05-13T00:00:00
86486730;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;165;;;76861;512791.94;1142932.31;2024-08-29T00:00:00
86486756;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;101;;;76861;513211.75;1143485.42;2024-08-29T00:00:00
86489437;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;171;;;76861;513138.31;1143158.78;2024-08-30T00:00:00
86514440;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;172;;;76861;512909.16;1143503.39;2024-09-17T00:00:00
86777238;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;174;;;76861;513149.11;1143171.51;2025-01-24T00:00:00
87057557;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;173;;;76861;512806.30;1142979.45;2025-05-28T00:00:00
87129850;588822;Osνθko;;;;;113077;Osνθko;;;θ.ev.;2;;;76861;513215.99;1143621.04;2025-06-20T00:00:00
87240165;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;175;;;76861;513125.68;1143525.18;2025-08-20T00:00:00
87565161;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;176;;;76861;512998.02;1143344.84;2026-01-09T00:00:00
87622220;588822;Osνθko;;;;;113077;Osνθko;;;θ.p.;177;;;76861;513198.19;1143239.38;2026-02-10T00:00:00
