Kσd ADM;Kσd obce;Nαzev obce;Kσd MOMC;Nαzev MOMC;Kσd obvodu Prahy;Nαzev obvodu Prahy;Kσd θαsti obce;Nαzev θαsti obce;Kσd ulice;Nαzev ulice;Typ SO;Θνslo domovnν;Θνslo orientaθnν;Znak θνsla orientaθnνho;PSΘ;Souψadnice Y;Souψadnice X;Platν Od
18645101;573485;Lesωςky;;;;;80365;Lesωςky;;;θ.p.;1;;;67551;654667.80;1164241.03;2022-10-31T00:00:00
18645119;573485;Lesωςky;;;;;80365;Lesωςky;;;θ.p.;2;;;67551;654693.75;1164232.38;2013-12-01T00:00:00
18645127;573485;Lesωςky;;;;;80365;Lesωςky;;;θ.p.;3;;;67551;654719.63;1164224.88;2013-12-01T00:00:00
18645143;573485;Lesωςky;;;;;80365;Lesωςky;;;θ.p.;5;;;67551;654765.94;1164225.25;2013-12-01T00:00:00
18645151;573485;Lesωςky;;;;;80365;Lesωςky;;;θ.p.;6;;;67551;654760.81;1164211.88;2013-12-01T00:00:00
18645160;573485;Lesωςky;;;;;80365;Lesωςky;;;θ.p.;7;;;67551;654785.75;1164207.25;2013-12-01T00:00:00
18645178;573485;Lesωςky;;;;;80365;Lesωςky;;;θ.p.;8;;;67551;654772.63;1164201.38;2013-12-01T00:00:00
18645194;573485;Lesωςky;;;;;80365;Lesωςky;;;θ.p.;10;;;67551;654803.08;1164152.47;2022-10-31T00:00:00
18645208;573485;Lesωςky;;;;;80365;Lesωςky;;;θ.p.;11;;;67551;654816.22;1164137.88;2022-10-31T00:00:00
18645216;573485;Lesωςky;;;;;80365;Lesωςky;;;θ.p.;12;;;67551;654838.00;1164115.50;2013-12-01T00:00:00
18645224;573485;Lesωςky;;;;;80365;Lesωςky;;;θ.p.;13;;;67551;654861.93;1164087.93;2022-10-31T00:00:00
18645232;573485;Lesωςky;;;;;80365;Lesωςky;;;θ.p.;14;;;67551;654894.81;1164061.63;2013-12-01T00:00:00
18645241;573485;Lesωςky;;;;;80365;Lesωςky;;;θ.p.;15;;;67551;654882.69;1164022.88;2013-12-01T00:00:00
18645259;573485;Lesωςky;;;;;80365;Lesωςky;;;θ.p.;16;;;67551;654843.00;1164055.25;2013-12-01T00:00:00
18645267;573485;Lesωςky;;;;;80365;Lesωςky;;;θ.p.;17;;;67551;654776.75;1164115.75;2013-12-01T00:00:00
18645275;573485;Lesωςky;;;;;80365;Lesωςky;;;θ.p.;18;;;67551;654775.85;1164148.45;2022-10-31T00:00:00
18645283;573485;Lesωςky;;;;;80365;Lesωςky;;;θ.p.;19;;;67551;654745.25;1164152.00;2013-12-01T00:00:00
18645291;573485;Lesωςky;;;;;80365;Lesωςky;;;θ.p.;20;;;67551;654700.39;1164172.65;2022-10-31T00:00:00
18645305;573485;Lesωςky;;;;;80365;Lesωςky;;;θ.p.;21;;;67551;654550.81;1164236.75;2013-12-01T00:00:00
18645313;573485;Lesωςky;;;;;80365;Lesωςky;;;θ.p.;22;;;67551;654681.06;1164212.13;2013-12-01T00:00:00
18645321;573485;Lesωςky;;;;;80365;Lesωςky;;;θ.p.;23;;;67551;654652.88;1164299.50;2013-12-01T00:00:00
18645348;573485;Lesωςky;;;;;80365;Lesωςky;;;θ.p.;25;;;67551;654669.94;1164340.00;2013-12-01T00:00:00
18645356;573485;Lesωςky;;;;;80365;Lesωςky;;;θ.p.;26;;;67551;654805.63;1164212.63;2013-12-01T00:00:00
18645364;573485;Lesωςky;;;;;80365;Lesωςky;;;θ.p.;27;;;67551;654683.78;1164346.59;2022-10-31T00:00:00
18645372;573485;Lesωςky;;;;;80365;Lesωςky;;;θ.p.;28;;;67551;654672.88;1164317.13;2013-12-01T00:00:00
18645381;573485;Lesωςky;;;;;80365;Lesωςky;;;θ.p.;29;;;67551;654691.75;1164351.63;2013-12-01T00:00:00
18645399;573485;Lesωςky;;;;;80365;Lesωςky;;;θ.p.;30;;;67551;654542.27;1164215.51;2022-10-31T00:00:00
18645402;573485;Lesωςky;;;;;80365;Lesωςky;;;θ.p.;31;;;67551;655150.81;1162555.75;2013-12-01T00:00:00
18645411;573485;Lesωςky;;;;;80365;Lesωςky;;;θ.p.;32;;;67551;654701.44;1164336.63;2013-12-01T00:00:00
18645429;573485;Lesωςky;;;;;80365;Lesωςky;;;θ.p.;33;;;67551;654615.32;1164334.34;2022-10-31T00:00:00
18645445;573485;Lesωςky;;;;;80365;Lesωςky;;;θ.p.;35;;;67551;654821.23;1164088.25;2013-12-01T00:00:00
18645453;573485;Lesωςky;;;;;80365;Lesωςky;;;θ.p.;36;;;67551;655095.11;1162556.30;2022-10-31T00:00:00
18645461;573485;Lesωςky;;;;;80365;Lesωςky;;;θ.p.;37;;;67551;654695.71;1164300.92;2022-10-31T00:00:00
18645470;573485;Lesωςky;;;;;80365;Lesωςky;;;θ.p.;38;;;67551;654708.88;1164226.13;2013-12-01T00:00:00
18645488;573485;Lesωςky;;;;;80365;Lesωςky;;;θ.p.;39;;;67551;654818.69;1164236.13;2013-12-01T00:00:00
18645496;573485;Lesωςky;;;;;80365;Lesωςky;;;θ.p.;40;;;67551;654715.88;1164276.63;2013-12-01T00:00:00
18645500;573485;Lesωςky;;;;;80365;Lesωςky;;;θ.p.;41;;;67551;654773.25;1164278.38;2013-12-01T00:00:00
18645518;573485;Lesωςky;;;;;80365;Lesωςky;;;θ.p.;42;;;67551;654949.94;1164067.38;2013-12-01T00:00:00
25939904;573485;Lesωςky;;;;;80365;Lesωςky;;;θ.p.;44;;;67551;654938.00;1164041.00;2013-12-01T00:00:00
26385309;573485;Lesωςky;;;;;80365;Lesωςky;;;θ.p.;45;;;67551;654922.00;1163988.00;2013-12-01T00:00:00
27473139;573485;Lesωςky;;;;;80365;Lesωςky;;;θ.p.;46;;;67551;655062.18;1162555.48;2013-12-01T00:00:00
86625021;573485;Lesωςky;;;;;80365;Lesωςky;;;θ.p.;49;;;67551;654576.33;1164409.61;2024-11-12T00:00:00
86987887;573485;Lesωςky;;;;;80365;Lesωςky;;;θ.p.;47;;;67551;654945.80;1163972.12;2025-04-16T00:00:00
87541912;573485;Lesωςky;;;;;80365;Lesωςky;;;θ.p.;51;;;67551;654596.78;1164395.54;2025-12-22T00:00:00
