Kуd ADM;Kуd obce;Nбzev obce;Kуd MOMC;Nбzev MOMC;Kуd obvodu Prahy;Nбzev obvodu Prahy;Kуd ибsti obce;Nбzev ибsti obce;Kуd ulice;Nбzev ulice;Typ SO;»нslo domovnн;»нslo orientaиnн;Znak инsla orientaиnнho;PS»;Souшadnice Y;Souшadnice X;Platн Od
21101540;533599;Polepy;;;;;125172;Polepy;;;и.p.;1;;;28002;688245.03;1059666.68;2016-06-06T00:00:00
21101558;533599;Polepy;;;;;125172;Polepy;;;и.p.;2;;;28002;688255.08;1059621.02;2013-12-03T00:00:00
21101566;533599;Polepy;;;;;125172;Polepy;;;и.p.;3;;;28002;688304.76;1059602.43;2013-12-03T00:00:00
21101574;533599;Polepy;;;;;125172;Polepy;;;и.p.;4;;;28002;688052.12;1059443.53;2013-12-03T00:00:00
21101582;533599;Polepy;;;;;125172;Polepy;;;и.p.;5;;;28002;688249.23;1059589.54;2013-12-03T00:00:00
21101591;533599;Polepy;;;;;125172;Polepy;;;и.p.;6;;;28002;688230.85;1059594.02;2013-12-03T00:00:00
21101604;533599;Polepy;;;;;125172;Polepy;;;и.p.;7;;;28002;688364.16;1059285.12;2013-12-03T00:00:00
21101612;533599;Polepy;;;;;125172;Polepy;;;и.p.;8;;;28002;688202.31;1059554.80;2013-12-03T00:00:00
21101621;533599;Polepy;;;;;125172;Polepy;;;и.p.;9;;;28002;688266.44;1059545.45;2013-12-03T00:00:00
21101639;533599;Polepy;;;;;125172;Polepy;;;и.p.;10;;;28002;688248.91;1059531.57;2013-12-03T00:00:00
21101647;533599;Polepy;;;;;125172;Polepy;;;и.p.;11;;;28002;688214.78;1059508.36;2013-12-03T00:00:00
21101655;533599;Polepy;;;;;125172;Polepy;;;и.p.;12;;;28002;688175.23;1059501.09;2013-12-03T00:00:00
21101663;533599;Polepy;;;;;125172;Polepy;;;и.p.;13;;;28002;688201.83;1059490.14;2013-12-03T00:00:00
21101671;533599;Polepy;;;;;125172;Polepy;;;и.p.;14;;;28002;688141.44;1059484.60;2013-12-03T00:00:00
21101680;533599;Polepy;;;;;125172;Polepy;;;и.p.;15;;;28002;688108.23;1059499.47;2013-12-03T00:00:00
21101698;533599;Polepy;;;;;125172;Polepy;;;и.p.;16;;;28002;688092.42;1059494.55;2013-12-03T00:00:00
21101701;533599;Polepy;;;;;125172;Polepy;;;и.p.;17;;;28002;688079.87;1059486.54;2013-12-03T00:00:00
21101710;533599;Polepy;;;;;125172;Polepy;;;и.p.;18;;;28002;688112.91;1059479.57;2013-12-03T00:00:00
21101728;533599;Polepy;;;;;125172;Polepy;;;и.p.;20;;;28002;688080.94;1059471.91;2013-12-03T00:00:00
21101736;533599;Polepy;;;;;125172;Polepy;;;и.p.;21;;;28002;688069.20;1059456.45;2013-12-03T00:00:00
21101744;533599;Polepy;;;;;125172;Polepy;;;и.p.;22;;;28002;688335.88;1059511.47;2013-12-03T00:00:00
21101752;533599;Polepy;;;;;125172;Polepy;;;и.p.;23;;;28002;687842.63;1059109.54;2013-12-03T00:00:00
21101761;533599;Polepy;;;;;125172;Polepy;;;и.p.;24;;;28002;688020.77;1059341.55;2013-12-03T00:00:00
21101779;533599;Polepy;;;;;125172;Polepy;;;и.p.;25;;;28002;687994.82;1059294.49;2013-12-03T00:00:00
21101787;533599;Polepy;;;;;125172;Polepy;;;и.p.;26;;;28002;688102.31;1059407.47;2013-12-03T00:00:00
21101795;533599;Polepy;;;;;125172;Polepy;;;и.p.;27;;;28002;688138.88;1059415.69;2013-12-03T00:00:00
21101809;533599;Polepy;;;;;125172;Polepy;;;и.p.;29;;;28002;688190.31;1059451.59;2013-12-03T00:00:00
21101817;533599;Polepy;;;;;125172;Polepy;;;и.p.;30;;;28002;688215.89;1059444.03;2013-12-03T00:00:00
21101825;533599;Polepy;;;;;125172;Polepy;;;и.p.;31;;;28002;688235.09;1059452.48;2013-12-03T00:00:00
21101833;533599;Polepy;;;;;125172;Polepy;;;и.p.;32;;;28002;688272.15;1059487.29;2013-12-03T00:00:00
21101841;533599;Polepy;;;;;125172;Polepy;;;и.p.;33;;;28002;688046.47;1059425.55;2013-12-03T00:00:00
21101850;533599;Polepy;;;;;125172;Polepy;;;и.p.;34;;;28002;688316.64;1059565.41;2013-12-03T00:00:00
21101876;533599;Polepy;;;;;125172;Polepy;;;и.p.;37;;;28002;688292.47;1059533.38;2013-12-03T00:00:00
