Kףd ADM;Kףd obce;Nבzev obce;Kףd MOMC;Nבzev MOMC;Kףd obvodu Prahy;Nבzev obvodu Prahy;Kףd טבsti obce;Nבzev טבsti obce;Kףd ulice;Nבzev ulice;Typ SO;ָםslo domovnם;ָםslo orientaטnם;Znak טםsla orientaטnםho;PSָ;Souרadnice Y;Souרadnice X;Platם Od
3608093;596116;Mלרםn;;;;;93246;Mלרםn;652091;Nבmלstם;ט.p.;1;;;59442;647627.36;1133317.19;2013-12-07T00:00:00
3608107;596116;Mלרםn;;;;;93246;Mלרםn;652091;Nבmלstם;ט.p.;2;;;59442;647603.75;1133306.40;2013-12-07T00:00:00
3608115;596116;Mלרםn;;;;;93246;Mלרםn;652156;Ve Vrbם;ט.p.;3;;;59442;647636.24;1133326.83;2013-12-07T00:00:00
3608123;596116;Mלרםn;;;;;93246;Mלרםn;652156;Ve Vrbם;ט.p.;4;;;59442;647632.17;1133341.52;2013-12-07T00:00:00
3608131;596116;Mלרםn;;;;;93246;Mלרםn;652091;Nבmלstם;ט.p.;5;;;59442;647658.88;1133315.15;2013-12-07T00:00:00
3608140;596116;Mלרםn;;;;;93246;Mלרםn;652091;Nבmלstם;ט.p.;6;;;59442;647669.83;1133307.40;2013-12-07T00:00:00
3608158;596116;Mלרםn;;;;;93246;Mלרםn;652091;Nבmלstם;ט.p.;7;;;59442;647682.98;1133296.26;2013-12-07T00:00:00
3608166;596116;Mלרםn;;;;;93246;Mלרםn;652091;Nבmלstם;ט.p.;8;;;59442;647697.94;1133292.70;2013-12-07T00:00:00
3608174;596116;Mלרםn;;;;;93246;Mלרםn;652091;Nבmלstם;ט.p.;9;;;59442;647713.40;1133285.75;2013-12-07T00:00:00
3608182;596116;Mלרםn;;;;;93246;Mלרםn;652091;Nבmלstם;ט.p.;10;;;59442;647729.50;1133280.18;2013-12-07T00:00:00
3608191;596116;Mלרםn;;;;;93246;Mלרםn;652091;Nבmלstם;ט.p.;11;;;59442;647749.24;1133271.44;2013-12-07T00:00:00
3608204;596116;Mלרםn;;;;;93246;Mלרםn;652091;Nבmלstם;ט.p.;12;;;59442;647769.09;1133261.04;2013-12-07T00:00:00
3608212;596116;Mלרםn;;;;;93246;Mלרםn;652091;Nבmלstם;ט.p.;13;;;59442;647788.70;1133249.69;2013-12-07T00:00:00
3608239;596116;Mלרםn;;;;;93246;Mלרםn;652091;Nבmלstם;ט.p.;15;;;59442;647870.48;1133172.02;2013-12-07T00:00:00
