KÛd ADM;KÛd obce;N·zev obce;KÛd MOMC;N·zev MOMC;KÛd obvodu Prahy;N·zev obvodu Prahy;KÛd Ë·sti obce;N·zev Ë·sti obce;KÛd ulice;N·zev ulice;Typ SO;»Ìslo domovnÌ;»Ìslo orientaËnÌ;Znak ËÌsla orientaËnÌho;PS»;Sou¯adnice Y;Sou¯adnice X;PlatÌ Od
9771239;576590;OpoËno;;;;;111937;»·nka;;;Ë.p.;1;;;51773;622326.69;1038607.25;2013-12-07T00:00:00
9771247;576590;OpoËno;;;;;111937;»·nka;;;Ë.p.;2;;;51773;622323.13;1038637.88;2013-12-07T00:00:00
9771255;576590;OpoËno;;;;;111937;»·nka;;;Ë.p.;3;;;51773;622430.25;1038850.25;2013-12-07T00:00:00
9771263;576590;OpoËno;;;;;111937;»·nka;;;Ë.p.;4;;;51773;622330.94;1038706.94;2013-12-07T00:00:00
9771271;576590;OpoËno;;;;;111937;»·nka;;;Ë.p.;5;;;51773;622344.63;1038774.69;2013-12-07T00:00:00
9771280;576590;OpoËno;;;;;111937;»·nka;;;Ë.p.;6;;;51773;622334.81;1038817.00;2013-12-07T00:00:00
9771298;576590;OpoËno;;;;;111937;»·nka;;;Ë.p.;7;;;51773;622372.31;1038835.88;2013-12-07T00:00:00
9771301;576590;OpoËno;;;;;111937;»·nka;;;Ë.p.;8;;;51773;622334.81;1038625.19;2013-12-07T00:00:00
9771310;576590;OpoËno;;;;;111937;»·nka;;;Ë.p.;9;;;51773;622328.00;1038668.81;2013-12-07T00:00:00
9771328;576590;OpoËno;;;;;111937;»·nka;;;Ë.p.;10;;;51773;622380.44;1038921.88;2013-12-07T00:00:00
9771336;576590;OpoËno;;;;;111937;»·nka;;;Ë.p.;11;;;51773;622344.00;1038939.38;2013-12-07T00:00:00
9771344;576590;OpoËno;;;;;111937;»·nka;;;Ë.p.;12;;;51773;622322.75;1038967.19;2013-12-07T00:00:00
9771352;576590;OpoËno;;;;;111937;»·nka;;;Ë.p.;13;;;51773;622260.44;1039000.75;2013-12-07T00:00:00
9771361;576590;OpoËno;;;;;111937;»·nka;;;Ë.p.;14;;;51773;622248.81;1039017.13;2013-12-07T00:00:00
9771379;576590;OpoËno;;;;;111937;»·nka;;;Ë.p.;15;;;51773;622180.81;1039048.75;2013-12-07T00:00:00
9771387;576590;OpoËno;;;;;111937;»·nka;;;Ë.p.;16;;;51773;622089.75;1039162.56;2013-12-07T00:00:00
9771395;576590;OpoËno;;;;;111937;»·nka;;;Ë.p.;17;;;51773;622379.44;1038871.75;2013-12-07T00:00:00
9771409;576590;OpoËno;;;;;111937;»·nka;;;Ë.p.;18;;;51773;621168.62;1039959.21;2017-01-26T00:00:00
9771417;576590;OpoËno;;;;;111937;»·nka;;;Ë.p.;19;;;51773;622347.13;1038989.63;2013-12-07T00:00:00
9771425;576590;OpoËno;;;;;111937;»·nka;;;Ë.p.;20;;;51773;622357.00;1038981.50;2013-12-07T00:00:00
9771433;576590;OpoËno;;;;;111937;»·nka;;;Ë.p.;21;;;51773;622386.75;1038980.63;2013-12-07T00:00:00
9771441;576590;OpoËno;;;;;111937;»·nka;;;Ë.p.;22;;;51773;622405.81;1038958.88;2013-12-07T00:00:00
9771450;576590;OpoËno;;;;;111937;»·nka;;;Ë.p.;23;;;51773;622428.63;1038811.81;2013-12-07T00:00:00
9771468;576590;OpoËno;;;;;111937;»·nka;;;Ë.p.;24;;;51773;622423.75;1038771.75;2013-12-07T00:00:00
9771476;576590;OpoËno;;;;;111937;»·nka;;;Ë.p.;25;;;51773;622417.13;1038744.94;2013-12-07T00:00:00
9771484;576590;OpoËno;;;;;111937;»·nka;;;Ë.p.;26;;;51773;622402.25;1038730.69;2013-12-07T00:00:00
9771492;576590;OpoËno;;;;;111937;»·nka;;;Ë.p.;27;;;51773;622405.50;1038657.06;2013-12-07T00:00:00
9771506;576590;OpoËno;;;;;111937;»·nka;;;Ë.p.;28;;;51773;622407.13;1038613.44;2013-12-07T00:00:00
9771514;576590;OpoËno;;;;;111937;»·nka;;;Ë.p.;29;;;51773;622404.19;1038588.69;2013-12-07T00:00:00
9771522;576590;OpoËno;;;;;111937;»·nka;;;Ë.p.;30;;;51773;622416.56;1038558.38;2013-12-07T00:00:00
9771531;576590;OpoËno;;;;;111937;»·nka;;;Ë.p.;31;;;51773;622384.31;1038532.31;2013-12-07T00:00:00
9771549;576590;OpoËno;;;;;111937;»·nka;;;Ë.p.;32;;;51773;622388.56;1038478.88;2013-12-07T00:00:00
9771557;576590;OpoËno;;;;;111937;»·nka;;;Ë.p.;33;;;51773;622339.69;1038456.75;2013-12-07T00:00:00
9771565;576590;OpoËno;;;;;111937;»·nka;;;Ë.p.;34;;;51773;622317.81;1039009.94;2013-12-07T00:00:00
9771573;576590;OpoËno;;;;;111937;»·nka;;;Ë.p.;35;;;51773;622331.67;1038507.75;2017-01-12T00:00:00
9771581;576590;OpoËno;;;;;111937;»·nka;;;Ë.p.;37;;;51773;622438.75;1038922.56;2013-12-07T00:00:00
9771590;576590;OpoËno;;;;;111937;»·nka;;;Ë.p.;38;;;51773;622154.44;1039054.06;2013-12-07T00:00:00
9771603;576590;OpoËno;;;;;111937;»·nka;;;Ë.p.;39;;;51773;622433.38;1038967.75;2013-12-07T00:00:00
9771611;576590;OpoËno;;;;;111937;»·nka;;;Ë.p.;40;;;51773;622291.50;1039029.63;2013-12-07T00:00:00
9771620;576590;OpoËno;;;;;111937;»·nka;;;Ë.p.;41;;;51773;622406.81;1038766.56;2013-12-07T00:00:00
9771638;576590;OpoËno;;;;;111937;»·nka;;;Ë.p.;42;;;51773;622365.44;1038790.00;2013-12-07T00:00:00
9771646;576590;OpoËno;;;;;111937;»·nka;;;Ë.p.;43;;;51773;622440.63;1038746.00;2013-12-07T00:00:00
9771654;576590;OpoËno;;;;;111937;»·nka;;;Ë.p.;44;;;51773;622310.88;1038973.19;2013-12-07T00:00:00
9771662;576590;OpoËno;;;;;111937;»·nka;;;Ë.p.;45;;;51773;622337.75;1038487.69;2013-12-07T00:00:00
9771671;576590;OpoËno;;;;;111937;»·nka;;;Ë.p.;46;;;51773;622109.19;1039148.88;2013-12-07T00:00:00
9771689;576590;OpoËno;;;;;111937;»·nka;;;Ë.p.;47;;;51773;622012.00;1039143.38;2013-12-07T00:00:00
9771697;576590;OpoËno;;;;;111937;»·nka;;;Ë.p.;48;;;51773;621990.88;1039156.44;2013-12-07T00:00:00
9771701;576590;OpoËno;;;;;111937;»·nka;;;Ë.p.;49;;;51773;621973.94;1039171.75;2013-12-07T00:00:00
9771719;576590;OpoËno;;;;;111937;»·nka;;;Ë.p.;50;;;51773;621956.69;1039187.38;2013-12-07T00:00:00
9771727;576590;OpoËno;;;;;111937;»·nka;;;Ë.p.;51;;;51773;622125.50;1039142.44;2013-12-07T00:00:00
9771735;576590;OpoËno;;;;;111937;»·nka;;;Ë.p.;52;;;51773;622335.81;1038735.25;2013-12-07T00:00:00
9771743;576590;OpoËno;;;;;111937;»·nka;;;Ë.p.;53;;;51773;622144.88;1039141.25;2013-12-07T00:00:00
9771751;576590;OpoËno;;;;;111937;»·nka;;;Ë.p.;54;;;51773;622028.00;1039195.81;2013-12-07T00:00:00
9771760;576590;OpoËno;;;;;111937;»·nka;;;Ë.p.;55;;;51773;621996.06;1039212.44;2013-12-07T00:00:00
9771778;576590;OpoËno;;;;;111937;»·nka;;;Ë.p.;56;;;51773;621979.44;1039225.13;2013-12-07T00:00:00
9771786;576590;OpoËno;;;;;111937;»·nka;;;Ë.p.;57;;;51773;622411.06;1038641.13;2013-12-07T00:00:00
9771794;576590;OpoËno;;;;;111937;»·nka;;;Ë.p.;58;;;51773;622207.63;1039041.81;2013-12-07T00:00:00
9771808;576590;OpoËno;;;;;111937;»·nka;;;Ë.p.;59;;;51773;622336.25;1039051.63;2013-12-07T00:00:00
9771816;576590;OpoËno;;;;;111937;»·nka;;;Ë.p.;60;;;51773;622194.44;1039100.00;2013-12-07T00:00:00
9771824;576590;OpoËno;;;;;111937;»·nka;;;Ë.p.;61;;;51773;622175.94;1039114.75;2013-12-07T00:00:00
9771832;576590;OpoËno;;;;;111937;»·nka;;;Ë.p.;62;;;51773;622184.63;1039154.63;2013-12-07T00:00:00
9771841;576590;OpoËno;;;;;111937;»·nka;;;Ë.p.;63;;;51773;622175.94;1039185.69;2013-12-07T00:00:00
9771859;576590;OpoËno;;;;;111937;»·nka;;;Ë.p.;64;;;51773;622174.81;1039193.13;2013-12-07T00:00:00
9771867;576590;OpoËno;;;;;111937;»·nka;;;Ë.p.;65;;;51773;622218.63;1039137.25;2013-12-07T00:00:00
9771875;576590;OpoËno;;;;;111937;»·nka;;;Ë.p.;66;;;51773;622331.88;1038530.69;2013-12-07T00:00:00
9771883;576590;OpoËno;;;;;111937;»·nka;;;Ë.p.;67;;;51773;621950.44;1039205.25;2013-12-07T00:00:00
9771891;576590;OpoËno;;;;;111937;»·nka;;;Ë.p.;68;;;51773;621920.50;1039219.31;2013-12-07T00:00:00
9771905;576590;OpoËno;;;;;111937;»·nka;;;Ë.p.;69;;;51773;621903.45;1039254.31;2014-06-11T00:00:00
9771913;576590;OpoËno;;;;;111937;»·nka;;;Ë.p.;70;;;51773;622222.94;1039082.38;2013-12-07T00:00:00
9771921;576590;OpoËno;;;;;111937;»·nka;;;Ë.p.;71;;;51773;622236.44;1039107.06;2013-12-07T00:00:00
