Kуd ADM;Kуd obce;Nбzev obce;Kуd MOMC;Nбzev MOMC;Kуd obvodu Prahy;Nбzev obvodu Prahy;Kуd ибsti obce;Nбzev ибsti obce;Kуd ulice;Nбzev ulice;Typ SO;»нslo domovnн;»нslo orientaиnн;Znak инsla orientaиnнho;PS»;Souшadnice Y;Souшadnice X;Platн Od
12525464;556971;Ropice;;;;;141160;Ropice;;;и.p.;1;;;73961;448250.40;1118110.65;2022-10-25T00:00:00
12525472;556971;Ropice;;;;;141160;Ropice;;;и.p.;2;;;73961;448226.09;1117965.77;2013-11-29T00:00:00
12525481;556971;Ropice;;;;;141160;Ropice;;;и.p.;3;;;73961;448117.96;1117999.00;2013-11-29T00:00:00
12525499;556971;Ropice;;;;;141160;Ropice;;;и.p.;4;;;73961;447852.59;1119487.79;2015-10-07T00:00:00
12525502;556971;Ropice;;;;;141160;Ropice;;;и.p.;5;;;73961;448053.18;1118101.10;2013-11-29T00:00:00
12525511;556971;Ropice;;;;;141160;Ropice;;;и.p.;6;;;73961;447993.60;1117997.73;2013-11-29T00:00:00
12525529;556971;Ropice;;;;;141160;Ropice;;;и.p.;7;;;73961;450513.61;1120746.96;2013-11-29T00:00:00
12525537;556971;Ropice;;;;;141160;Ropice;;;и.p.;8;;;73961;447823.96;1118106.53;2013-11-29T00:00:00
12525545;556971;Ropice;;;;;141160;Ropice;;;и.p.;9;;;73961;447986.62;1117884.18;2013-11-29T00:00:00
12525553;556971;Ropice;;;;;141160;Ropice;;;и.p.;10;;;73961;447881.80;1117957.65;2013-11-29T00:00:00
12525561;556971;Ropice;;;;;141160;Ropice;;;и.p.;11;;;73961;447853.83;1117842.40;2013-11-29T00:00:00
12525570;556971;Ropice;;;;;141160;Ropice;;;и.p.;12;;;73961;447798.02;1117778.78;2013-11-29T00:00:00
12525588;556971;Ropice;;;;;141160;Ropice;;;и.p.;13;;;73961;448073.65;1117276.84;2013-11-29T00:00:00
12525600;556971;Ropice;;;;;141160;Ropice;;;и.p.;15;;;73961;448047.23;1117712.37;2013-11-29T00:00:00
12525618;556971;Ropice;;;;;141160;Ropice;;;и.p.;16;;;73961;448125.67;1119174.81;2013-11-29T00:00:00
12525626;556971;Ropice;;;;;141160;Ropice;;;и.p.;17;;;73961;448001.72;1117647.32;2013-11-29T00:00:00
12525634;556971;Ropice;;;;;141160;Ropice;;;и.p.;18;;;73961;447940.77;1117567.28;2013-11-29T00:00:00
12525642;556971;Ropice;;;;;141160;Ropice;;;и.p.;19;;;73961;447711.80;1116973.11;2013-11-29T00:00:00
12525651;556971;Ropice;;;;;141160;Ropice;;;и.p.;20;;;73961;447496.14;1116878.37;2013-11-29T00:00:00
12525669;556971;Ropice;;;;;141160;Ropice;;;и.p.;21;;;73961;447455.19;1117087.82;2013-11-29T00:00:00
12525677;556971;Ropice;;;;;141160;Ropice;;;и.p.;22;;;73961;447202.03;1116788.73;2013-11-29T00:00:00
12525693;556971;Ropice;;;;;141160;Ropice;;;и.p.;24;;;73961;447226.80;1117083.55;2013-11-29T00:00:00
12525707;556971;Ropice;;;;;141160;Ropice;;;и.p.;25;;;73961;447566.27;1117528.58;2013-11-29T00:00:00
12525715;556971;Ropice;;;;;141160;Ropice;;;и.p.;26;;;73961;447064.35;1118084.04;2013-11-29T00:00:00
12525723;556971;Ropice;;;;;141160;Ropice;;;и.p.;27;;;73961;447280.30;1118366.48;2013-11-29T00:00:00
12525731;556971;Ropice;;;;;141160;Ropice;;;и.p.;28;;;73961;447657.34;1119022.99;2013-11-29T00:00:00
12525740;556971;Ropice;;;;;141160;Ropice;;;и.p.;29;;;73961;447746.47;1119058.17;2022-10-25T00:00:00
12525758;556971;Ropice;;;;;141160;Ropice;;;и.p.;30;;;73961;447646.97;1119138.00;2022-10-25T00:00:00
12525774;556971;Ropice;;;;;141160;Ropice;;;и.p.;32;;;73961;447879.05;1119212.66;2020-12-22T00:00:00
12525782;556971;Ropice;;;;;141160;Ropice;;;и.p.;33;;;73961;447959.81;1119231.38;2013-11-29T00:00:00
12525791;556971;Ropice;;;;;141160;Ropice;;;и.p.;34;;;73961;448167.73;1119474.55;2013-11-29T00:00:00
12525812;556971;Ropice;;;;;141160;Ropice;;;и.p.;36;;;73961;448332.61;1119623.94;2013-11-29T00:00:00
12525847;556971;Ropice;;;;;141160;Ropice;;;и.p.;39;;;73961;448464.07;1120126.72;2013-11-29T00:00:00
12525855;556971;Ropice;;;;;141160;Ropice;;;и.p.;40;;;73961;448504.02;1120260.24;2013-11-29T00:00:00
12525863;556971;Ropice;;;;;141160;Ropice;;;и.p.;41;;;73961;448885.01;1119655.41;2013-11-29T00:00:00
12525871;556971;Ropice;;;;;141160;Ropice;;;и.p.;43;;;73961;449462.58;1119990.29;2013-11-29T00:00:00
12525880;556971;Ropice;;;;;141160;Ropice;;;и.p.;44;;;73961;449512.93;1120191.82;2013-11-29T00:00:00
12525901;556971;Ropice;;;;;141160;Ropice;;;и.p.;46;;;73961;447106.18;1117121.43;2013-11-29T00:00:00
