KÛd ADM;KÛd obce;N·zev obce;KÛd MOMC;N·zev MOMC;KÛd obvodu Prahy;N·zev obvodu Prahy;KÛd Ë·sti obce;N·zev Ë·sti obce;KÛd ulice;N·zev ulice;Typ SO;»Ìslo domovnÌ;»Ìslo orientaËnÌ;Znak ËÌsla orientaËnÌho;PS»;Sou¯adnice Y;Sou¯adnice X;PlatÌ Od
7028008;540668;Honezovice;;;;;41751;Honezovice;;;Ë.p.;1;;;33301;846696.00;1078146.00;2013-12-04T00:00:00
7028016;540668;Honezovice;;;;;41751;Honezovice;;;Ë.p.;2;;;33301;846675.19;1078129.38;2013-12-04T00:00:00
7028024;540668;Honezovice;;;;;41751;Honezovice;;;Ë.p.;3;;;33301;846643.31;1078156.00;2013-12-04T00:00:00
7028032;540668;Honezovice;;;;;41751;Honezovice;;;Ë.p.;5;;;33301;846613.06;1078161.50;2013-12-04T00:00:00
7028041;540668;Honezovice;;;;;41751;Honezovice;;;Ë.p.;6;;;33301;846581.50;1078143.75;2013-12-04T00:00:00
7028059;540668;Honezovice;;;;;41751;Honezovice;;;Ë.p.;7;;;33301;846578.81;1078165.50;2013-12-04T00:00:00
7028067;540668;Honezovice;;;;;41751;Honezovice;;;Ë.p.;9;;;33301;846481.94;1078151.50;2013-12-04T00:00:00
7028075;540668;Honezovice;;;;;41751;Honezovice;;;Ë.p.;10;;;33301;846584.00;1078226.50;2013-12-04T00:00:00
7028083;540668;Honezovice;;;;;41751;Honezovice;;;Ë.p.;14;;;33301;846493.75;1078281.50;2013-12-04T00:00:00
7028091;540668;Honezovice;;;;;41751;Honezovice;;;Ë.p.;18;;;33301;846585.44;1078277.50;2013-12-04T00:00:00
7028105;540668;Honezovice;;;;;41751;Honezovice;;;Ë.p.;19;;;33301;846591.00;1078316.63;2013-12-04T00:00:00
7028113;540668;Honezovice;;;;;41751;Honezovice;;;Ë.p.;20;;;33301;846622.31;1078295.00;2013-12-04T00:00:00
7028121;540668;Honezovice;;;;;41751;Honezovice;;;Ë.p.;24;;;33301;846709.69;1078306.50;2013-12-04T00:00:00
