Kód ADM;Kód obce;Název obce;Kód MOMC;Název MOMC;Kód obvodu Prahy;Název obvodu Prahy;Kód èásti obce;Název èásti obce;Kód ulice;Název ulice;Typ SO;Èíslo domovní;Èíslo orientaèní;Znak èísla orientaèního;PSÈ;Souøadnice Y;Souøadnice X;Platí Od
18642853;590967;Krhov;;;;;74390;Krhov;;;è.p.;1;;;67555;641990.11;1166433.13;2020-03-05T00:00:00
18642861;590967;Krhov;;;;;74390;Krhov;;;è.p.;2;;;67555;641963.63;1166424.88;2013-12-05T00:00:00
18642870;590967;Krhov;;;;;74390;Krhov;;;è.p.;3;;;67555;641945.94;1166442.00;2013-12-05T00:00:00
18642888;590967;Krhov;;;;;74390;Krhov;;;è.p.;4;;;67555;641555.00;1166544.00;2013-12-05T00:00:00
18642896;590967;Krhov;;;;;74390;Krhov;;;è.p.;5;;;67555;641906.63;1166472.00;2013-12-05T00:00:00
18642900;590967;Krhov;;;;;74390;Krhov;;;è.p.;6;;;67555;641923.88;1166438.48;2025-01-09T00:00:00
18642918;590967;Krhov;;;;;74390;Krhov;;;è.p.;7;;;67555;641899.38;1166437.00;2013-12-05T00:00:00
18642926;590967;Krhov;;;;;74390;Krhov;;;è.p.;8;;;67555;641879.16;1166461.22;2013-12-05T00:00:00
18642934;590967;Krhov;;;;;74390;Krhov;;;è.p.;9;;;67555;641576.00;1166581.63;2013-12-05T00:00:00
18642942;590967;Krhov;;;;;74390;Krhov;;;è.p.;10;;;67555;641831.88;1166445.88;2013-12-05T00:00:00
18642951;590967;Krhov;;;;;74390;Krhov;;;è.p.;11;;;67555;641829.38;1166467.50;2013-12-05T00:00:00
18642969;590967;Krhov;;;;;74390;Krhov;;;è.p.;12;;;67555;641764.38;1166439.39;2022-11-17T00:00:00
18642977;590967;Krhov;;;;;74390;Krhov;;;è.p.;13;;;67555;641797.38;1166600.00;2013-12-05T00:00:00
18642985;590967;Krhov;;;;;74390;Krhov;;;è.p.;14;;;67555;641769.56;1166630.88;2013-12-05T00:00:00
18642993;590967;Krhov;;;;;74390;Krhov;;;è.p.;15;;;67555;641799.44;1166615.50;2013-12-05T00:00:00
18643001;590967;Krhov;;;;;74390;Krhov;;;è.p.;16;;;67555;641597.19;1166580.50;2013-12-05T00:00:00
18643019;590967;Krhov;;;;;74390;Krhov;;;è.p.;17;;;67555;641829.17;1166603.49;2025-01-16T00:00:00
18643027;590967;Krhov;;;;;74390;Krhov;;;è.p.;18;;;67555;641869.65;1166587.88;2024-04-26T00:00:00
18643035;590967;Krhov;;;;;74390;Krhov;;;è.p.;19;;;67555;641889.13;1166592.75;2013-12-05T00:00:00
18643043;590967;Krhov;;;;;74390;Krhov;;;è.p.;20;;;67555;641904.75;1166580.75;2013-12-05T00:00:00
18643051;590967;Krhov;;;;;74390;Krhov;;;è.p.;21;;;67555;641898.00;1166552.63;2013-12-05T00:00:00
18643060;590967;Krhov;;;;;74390;Krhov;;;è.p.;22;;;67555;641950.64;1166564.66;2022-11-17T00:00:00
18643078;590967;Krhov;;;;;74390;Krhov;;;è.p.;23;;;67555;641994.38;1166573.75;2013-12-05T00:00:00
18643086;590967;Krhov;;;;;74390;Krhov;;;è.p.;24;;;67555;641973.06;1166524.75;2013-12-05T00:00:00
18643094;590967;Krhov;;;;;74390;Krhov;;;è.p.;25;;;67555;641991.44;1166519.13;2013-12-05T00:00:00
18643108;590967;Krhov;;;;;74390;Krhov;;;è.p.;26;;;67555;642017.19;1166419.63;2013-12-05T00:00:00
18643116;590967;Krhov;;;;;74390;Krhov;;;è.p.;27;;;67555;642033.06;1166547.50;2013-12-05T00:00:00
18643124;590967;Krhov;;;;;74390;Krhov;;;è.p.;28;;;67555;642058.88;1166568.88;2013-12-05T00:00:00
18643132;590967;Krhov;;;;;74390;Krhov;;;è.p.;29;;;67555;642090.13;1166526.00;2013-12-05T00:00:00
18643141;590967;Krhov;;;;;74390;Krhov;;;è.p.;30;;;67555;642119.44;1166505.00;2013-12-05T00:00:00
18643159;590967;Krhov;;;;;74390;Krhov;;;è.p.;31;;;67555;642127.94;1166498.88;2013-12-05T00:00:00
18643167;590967;Krhov;;;;;74390;Krhov;;;è.p.;32;;;67555;642148.38;1166477.03;2022-11-17T00:00:00
18643175;590967;Krhov;;;;;74390;Krhov;;;è.p.;33;;;67555;642163.75;1166461.63;2013-12-05T00:00:00
18643183;590967;Krhov;;;;;74390;Krhov;;;è.p.;34;;;67555;642105.44;1166404.50;2013-12-05T00:00:00
18643191;590967;Krhov;;;;;74390;Krhov;;;è.p.;35;;;67555;641689.00;1166635.00;2013-12-05T00:00:00
18643205;590967;Krhov;;;;;74390;Krhov;;;è.p.;36;;;67555;641732.75;1165988.13;2013-12-05T00:00:00
18643213;590967;Krhov;;;;;74390;Krhov;;;è.p.;37;;;67555;642120.81;1166397.00;2013-12-05T00:00:00
18643221;590967;Krhov;;;;;74390;Krhov;;;è.p.;38;;;67555;642126.25;1166392.00;2013-12-05T00:00:00
18643230;590967;Krhov;;;;;74390;Krhov;;;è.p.;39;;;67555;642141.19;1166384.13;2013-12-05T00:00:00
18643248;590967;Krhov;;;;;74390;Krhov;;;è.p.;40;;;67555;642147.63;1166380.63;2013-12-05T00:00:00
18643256;590967;Krhov;;;;;74390;Krhov;;;è.p.;41;;;67555;642153.88;1166377.50;2013-12-05T00:00:00
18643264;590967;Krhov;;;;;74390;Krhov;;;è.p.;42;;;67555;642133.69;1166389.00;2013-12-05T00:00:00
18643272;590967;Krhov;;;;;74390;Krhov;;;è.p.;43;;;67555;642094.56;1166298.50;2013-12-05T00:00:00
18643281;590967;Krhov;;;;;74390;Krhov;;;è.p.;44;;;67555;641901.81;1166449.63;2013-12-05T00:00:00
18643299;590967;Krhov;;;;;74390;Krhov;;;è.p.;45;;;67555;641658.69;1166606.00;2013-12-05T00:00:00
18643302;590967;Krhov;;;;;74390;Krhov;;;è.p.;46;;;67555;642001.88;1166453.63;2013-12-05T00:00:00
18643311;590967;Krhov;;;;;74390;Krhov;;;è.p.;47;;;67555;641741.81;1166642.25;2013-12-05T00:00:00
18643329;590967;Krhov;;;;;74390;Krhov;;;è.p.;48;;;67555;641846.00;1166492.38;2013-12-05T00:00:00
18643337;590967;Krhov;;;;;74390;Krhov;;;è.p.;49;;;67555;641933.50;1166475.00;2013-12-05T00:00:00
18643345;590967;Krhov;;;;;74390;Krhov;;;è.p.;50;;;67555;641680.06;1165806.75;2013-12-05T00:00:00
18643353;590967;Krhov;;;;;74390;Krhov;;;è.p.;51;;;67555;642145.56;1166494.75;2013-12-05T00:00:00
18643361;590967;Krhov;;;;;74390;Krhov;;;è.p.;52;;;67555;641750.44;1166654.38;2013-12-05T00:00:00
18643370;590967;Krhov;;;;;74390;Krhov;;;è.p.;53;;;67555;641947.47;1166460.41;2020-01-15T00:00:00
18643388;590967;Krhov;;;;;74390;Krhov;;;è.p.;54;;;67555;642060.05;1166571.57;2020-01-15T00:00:00
18643396;590967;Krhov;;;;;74390;Krhov;;;è.p.;55;;;67555;641812.36;1166685.85;2023-07-19T00:00:00
18643400;590967;Krhov;;;;;74390;Krhov;;;è.p.;56;;;67555;641762.75;1166636.63;2013-12-05T00:00:00
18643418;590967;Krhov;;;;;74390;Krhov;;;è.p.;57;;;67555;642014.81;1166395.50;2013-12-05T00:00:00
18643426;590967;Krhov;;;;;74390;Krhov;;;è.p.;58;;;67555;642006.34;1166394.18;2024-07-22T00:00:00
18643434;590967;Krhov;;;;;74390;Krhov;;;è.p.;59;;;67555;641854.25;1166789.38;2013-12-05T00:00:00
18643442;590967;Krhov;;;;;74390;Krhov;;;è.p.;60;;;67555;642110.19;1166523.50;2013-12-05T00:00:00
18643451;590967;Krhov;;;;;74390;Krhov;;;è.p.;61;;;67555;641569.25;1166530.50;2013-12-05T00:00:00
18643469;590967;Krhov;;;;;74390;Krhov;;;è.p.;62;;;67555;641967.50;1166403.50;2013-12-05T00:00:00
18643477;590967;Krhov;;;;;74390;Krhov;;;è.p.;63;;;67555;641962.25;1166458.63;2013-12-05T00:00:00
18643485;590967;Krhov;;;;;74390;Krhov;;;è.p.;64;;;67555;641974.75;1166455.38;2013-12-05T00:00:00
18643493;590967;Krhov;;;;;74390;Krhov;;;è.p.;65;;;67555;641976.38;1166434.38;2013-12-05T00:00:00
18643507;590967;Krhov;;;;;74390;Krhov;;;è.p.;66;;;67555;641623.44;1166591.47;2019-10-07T00:00:00
18643515;590967;Krhov;;;;;74390;Krhov;;;è.p.;67;;;67555;641823.31;1166652.38;2013-12-05T00:00:00
18643523;590967;Krhov;;;;;74390;Krhov;;;è.p.;68;;;67555;641977.19;1166345.25;2013-12-05T00:00:00
18643531;590967;Krhov;;;;;74390;Krhov;;;è.p.;69;;;67555;642108.69;1166471.63;2013-12-05T00:00:00
18643540;590967;Krhov;;;;;74390;Krhov;;;è.p.;70;;;67555;642083.38;1166433.88;2013-12-05T00:00:00
18643558;590967;Krhov;;;;;74390;Krhov;;;è.p.;71;;;67555;641847.69;1166507.13;2013-12-05T00:00:00
18643566;590967;Krhov;;;;;74390;Krhov;;;è.p.;72;;;67555;641684.56;1165893.50;2013-12-05T00:00:00
18643574;590967;Krhov;;;;;74390;Krhov;;;è.p.;73;;;67555;641692.94;1165928.50;2013-12-05T00:00:00
18643582;590967;Krhov;;;;;74390;Krhov;;;è.p.;74;;;67555;641679.87;1165874.14;2024-04-26T00:00:00
18643591;590967;Krhov;;;;;74390;Krhov;;;è.p.;75;;;67555;641697.00;1165947.50;2013-12-05T00:00:00
