KÛd ADM;KÛd obce;N·zev obce;KÛd MOMC;N·zev MOMC;KÛd obvodu Prahy;N·zev obvodu Prahy;KÛd Ë·sti obce;N·zev Ë·sti obce;KÛd ulice;N·zev ulice;Typ SO;»Ìslo domovnÌ;»Ìslo orientaËnÌ;Znak ËÌsla orientaËnÌho;PS»;Sou¯adnice Y;Sou¯adnice X;PlatÌ Od
7800312;582646;VelkÈ Opatovice;;;;;3395;BezdÏËÌ;;;Ë.p.;1;;;67961;592635.33;1115158.15;2017-04-03T00:00:00
7800321;582646;VelkÈ Opatovice;;;;;3395;BezdÏËÌ;;;Ë.p.;2;;;67961;592662.23;1115181.05;2017-04-03T00:00:00
7800339;582646;VelkÈ Opatovice;;;;;3395;BezdÏËÌ;;;Ë.p.;3;;;67961;592691.60;1115187.17;2017-04-03T00:00:00
7800347;582646;VelkÈ Opatovice;;;;;3395;BezdÏËÌ;;;Ë.p.;4;;;67961;592686.86;1115238.54;2017-04-03T00:00:00
7800355;582646;VelkÈ Opatovice;;;;;3395;BezdÏËÌ;;;Ë.p.;6;;;67961;592665.32;1115281.66;2017-04-03T00:00:00
7800363;582646;VelkÈ Opatovice;;;;;3395;BezdÏËÌ;;;Ë.p.;7;;;67961;592669.33;1115350.98;2017-04-03T00:00:00
7800371;582646;VelkÈ Opatovice;;;;;3395;BezdÏËÌ;;;Ë.p.;9;;;67961;592635.96;1115243.91;2017-04-03T00:00:00
7800380;582646;VelkÈ Opatovice;;;;;3395;BezdÏËÌ;;;Ë.p.;10;;;67961;592535.86;1115249.48;2017-04-03T00:00:00
7800398;582646;VelkÈ Opatovice;;;;;3395;BezdÏËÌ;;;Ë.p.;11;;;67961;592554.83;1115223.44;2017-04-03T00:00:00
7800401;582646;VelkÈ Opatovice;;;;;3395;BezdÏËÌ;;;Ë.p.;13;;;67961;592633.75;1115371.05;2017-04-03T00:00:00
7800410;582646;VelkÈ Opatovice;;;;;3395;BezdÏËÌ;;;Ë.p.;14;;;67961;592561.77;1115205.77;2017-04-03T00:00:00
7800428;582646;VelkÈ Opatovice;;;;;3395;BezdÏËÌ;;;Ë.p.;15;;;67961;592805.94;1115390.56;2017-04-03T00:00:00
7800436;582646;VelkÈ Opatovice;;;;;3395;BezdÏËÌ;;;Ë.p.;16;;;67961;592833.19;1115450.64;2017-04-03T00:00:00
7800444;582646;VelkÈ Opatovice;;;;;3395;BezdÏËÌ;;;Ë.p.;17;;;67961;592680.10;1115326.25;2017-04-03T00:00:00
7800452;582646;VelkÈ Opatovice;;;;;3395;BezdÏËÌ;;;Ë.p.;18;;;67961;592579.55;1115197.33;2017-04-03T00:00:00
7800461;582646;VelkÈ Opatovice;;;;;3395;BezdÏËÌ;;;Ë.p.;19;;;67961;592670.05;1115375.51;2017-04-03T00:00:00
7800479;582646;VelkÈ Opatovice;;;;;3395;BezdÏËÌ;;;Ë.p.;20;;;67961;592708.53;1115398.27;2017-04-03T00:00:00
7800487;582646;VelkÈ Opatovice;;;;;3395;BezdÏËÌ;;;Ë.p.;21;;;67961;592848.59;1115482.18;2017-04-03T00:00:00
7800495;582646;VelkÈ Opatovice;;;;;3395;BezdÏËÌ;;;Ë.p.;22;;;67961;592863.21;1115530.86;2017-04-03T00:00:00
7800509;582646;VelkÈ Opatovice;;;;;3395;BezdÏËÌ;;;Ë.p.;23;;;67961;592841.30;1115504.19;2017-04-03T00:00:00
7800517;582646;VelkÈ Opatovice;;;;;3395;BezdÏËÌ;;;Ë.p.;24;;;67961;592760.63;1115396.05;2017-04-03T00:00:00
7800525;582646;VelkÈ Opatovice;;;;;3395;BezdÏËÌ;;;Ë.p.;25;;;67961;592801.43;1115416.79;2017-04-03T00:00:00
7800533;582646;VelkÈ Opatovice;;;;;3395;BezdÏËÌ;;;Ë.p.;26;;;67961;592733.96;1115343.78;2017-04-03T00:00:00
7800541;582646;VelkÈ Opatovice;;;;;3395;BezdÏËÌ;;;Ë.p.;27;;;67961;592642.52;1115307.42;2017-04-03T00:00:00
7800550;582646;VelkÈ Opatovice;;;;;3395;BezdÏËÌ;;;Ë.p.;28;;;67961;592651.56;1115321.38;2017-04-03T00:00:00
