Kσd ADM;Kσd obce;Nαzev obce;Kσd MOMC;Nαzev MOMC;Kσd obvodu Prahy;Nαzev obvodu Prahy;Kσd θαsti obce;Nαzev θαsti obce;Kσd ulice;Nαzev ulice;Typ SO;Θνslo domovnν;Θνslo orientaθnν;Znak θνsla orientaθnνho;PSΘ;Souψadnice Y;Souψadnice X;Platν Od
11190442;520420;Veselνθko;;;;;180858;Tupec;;;θ.p.;1;;;75125;528306.00;1129425.81;2013-12-06T00:00:00
11190451;520420;Veselνθko;;;;;180858;Tupec;;;θ.p.;2;;;75125;528369.30;1129321.59;2013-12-06T00:00:00
11190469;520420;Veselνθko;;;;;180858;Tupec;;;θ.p.;3;;;75125;528385.67;1129370.39;2013-12-06T00:00:00
11190477;520420;Veselνθko;;;;;180858;Tupec;;;θ.p.;4;;;75125;528179.48;1129442.65;2013-12-06T00:00:00
11190485;520420;Veselνθko;;;;;180858;Tupec;;;θ.p.;5;;;75125;528352.85;1129407.94;2013-12-06T00:00:00
11190493;520420;Veselνθko;;;;;180858;Tupec;;;θ.p.;6;;;75125;528357.81;1129431.32;2013-12-06T00:00:00
11190507;520420;Veselνθko;;;;;180858;Tupec;;;θ.p.;7;;;75125;528367.81;1129449.34;2013-12-06T00:00:00
11190515;520420;Veselνθko;;;;;180858;Tupec;;;θ.p.;8;;;75125;528354.48;1129459.67;2013-12-06T00:00:00
11190523;520420;Veselνθko;;;;;180858;Tupec;;;θ.p.;9;;;75125;528418.74;1129389.10;2013-12-06T00:00:00
11190531;520420;Veselνθko;;;;;180858;Tupec;;;θ.p.;10;;;75125;528135.24;1129434.30;2013-12-06T00:00:00
11190540;520420;Veselνθko;;;;;180858;Tupec;;;θ.p.;11;;;75125;528449.32;1129367.92;2013-12-06T00:00:00
11190558;520420;Veselνθko;;;;;180858;Tupec;;;θ.p.;12;;;75125;528324.87;1129457.60;2013-12-06T00:00:00
11190574;520420;Veselνθko;;;;;180858;Tupec;;;θ.p.;14;;;75125;528320.64;1129412.48;2013-12-06T00:00:00
11190582;520420;Veselνθko;;;;;180858;Tupec;;;θ.p.;15;;;75125;528462.14;1129413.02;2019-09-30T00:00:00
11190591;520420;Veselνθko;;;;;180858;Tupec;;;θ.p.;16;;;75125;528405.74;1129421.21;2013-12-06T00:00:00
11190604;520420;Veselνθko;;;;;180858;Tupec;;;θ.p.;17;;;75125;528388.88;1129443.04;2013-12-06T00:00:00
11190612;520420;Veselνθko;;;;;180858;Tupec;;;θ.p.;18;;;75125;528378.71;1129477.78;2013-12-06T00:00:00
11190621;520420;Veselνθko;;;;;180858;Tupec;;;θ.p.;19;;;75125;528376.88;1129495.82;2013-12-06T00:00:00
11190639;520420;Veselνθko;;;;;180858;Tupec;;;θ.p.;20;;;75125;528361.97;1129510.56;2013-12-06T00:00:00
11190647;520420;Veselνθko;;;;;180858;Tupec;;;θ.p.;21;;;75125;528338.15;1129526.08;2013-12-06T00:00:00
11190663;520420;Veselνθko;;;;;180858;Tupec;;;θ.p.;23;;;75125;528292.60;1129529.16;2013-12-06T00:00:00
11190671;520420;Veselνθko;;;;;180858;Tupec;;;θ.p.;24;;;75125;528261.35;1129549.79;2013-12-06T00:00:00
11190680;520420;Veselνθko;;;;;180858;Tupec;;;θ.p.;25;;;75125;528243.14;1129558.38;2013-12-06T00:00:00
11190698;520420;Veselνθko;;;;;180858;Tupec;;;θ.p.;26;;;75125;528216.42;1129564.61;2013-12-06T00:00:00
11190701;520420;Veselνθko;;;;;180858;Tupec;;;θ.p.;27;;;75125;528189.26;1129569.91;2013-12-06T00:00:00
11190710;520420;Veselνθko;;;;;180858;Tupec;;;θ.p.;28;;;75125;528357.94;1129470.96;2013-12-06T00:00:00
11190728;520420;Veselνθko;;;;;180858;Tupec;;;θ.p.;29;;;75125;528095.13;1129632.87;2013-12-06T00:00:00
