Kód ADM;Kód obce;Název obce;Kód MOMC;Název MOMC;Kód obvodu Prahy;Název obvodu Prahy;Kód èásti obce;Název èásti obce;Kód ulice;Název ulice;Typ SO;Èíslo domovní;Èíslo orientaèní;Znak èísla orientaèního;PSÈ;Souøadnice Y;Souøadnice X;Platí Od
24951846;582972;Drásov;;;;;32107;Drásov;2920611;Všechovická;è.p.;1;;;66424;605883.10;1144610.95;2024-07-24T00:00:00
24951854;582972;Drásov;;;;;32107;Drásov;2889820;Malhostovická;è.p.;2;;;66424;605914.28;1144618.22;2022-01-25T00:00:00
24951897;582972;Drásov;;;;;32107;Drásov;2888980;Tišnovská;è.p.;6;;;66424;605956.30;1144594.23;2022-01-25T00:00:00
24951901;582972;Drásov;;;;;32107;Drásov;2888980;Tišnovská;è.p.;7;;;66424;605969.53;1144586.12;2022-01-25T00:00:00
24951927;582972;Drásov;;;;;32107;Drásov;2920611;Všechovická;è.p.;9;;;66424;605944.12;1144510.65;2022-01-25T00:00:00
24951935;582972;Drásov;;;;;32107;Drásov;2920611;Všechovická;è.p.;10;;;66424;605938.76;1144494.04;2022-01-25T00:00:00
24951943;582972;Drásov;;;;;32107;Drásov;2920611;Všechovická;è.p.;11;;;66424;605933.70;1144478.29;2022-01-25T00:00:00
24951951;582972;Drásov;;;;;32107;Drásov;2920611;Všechovická;è.p.;12;;;66424;605923.11;1144458.67;2022-01-25T00:00:00
24951960;582972;Drásov;;;;;32107;Drásov;2920611;Všechovická;è.p.;13;;;66424;605920.51;1144440.83;2022-01-25T00:00:00
24951978;582972;Drásov;;;;;32107;Drásov;2920611;Všechovická;è.p.;14;;;66424;605910.92;1144417.52;2022-01-25T00:00:00
24951986;582972;Drásov;;;;;32107;Drásov;2888980;Tišnovská;è.p.;15;;;66424;605961.85;1144374.74;2022-01-25T00:00:00
24951994;582972;Drásov;;;;;32107;Drásov;2920611;Všechovická;è.p.;16;;;66424;605890.60;1144376.82;2022-01-25T00:00:00
24952001;582972;Drásov;;;;;32107;Drásov;2920611;Všechovická;è.p.;17;;;66424;605892.53;1144346.42;2022-01-25T00:00:00
24952010;582972;Drásov;;;;;32107;Drásov;2920611;Všechovická;è.p.;18;;;66424;605883.82;1144325.81;2022-01-25T00:00:00
24952036;582972;Drásov;;;;;32107;Drásov;2920611;Všechovická;è.p.;20;;;66424;605866.76;1144293.74;2022-01-25T00:00:00
24952044;582972;Drásov;;;;;32107;Drásov;2887983;Èedlosy;è.p.;21;;;66424;605952.13;1144749.17;2022-01-25T00:00:00
24952052;582972;Drásov;;;;;32107;Drásov;2920611;Všechovická;è.p.;22;;;66424;605852.64;1144262.45;2022-01-25T00:00:00
