Kód ADM;Kód obce;Název obce;Kód MOMC;Název MOMC;Kód obvodu Prahy;Název obvodu Prahy;Kód èásti obce;Název èásti obce;Kód ulice;Název ulice;Typ SO;Èíslo domovní;Èíslo orientaèní;Znak èísla orientaèního;PSÈ;Souøadnice Y;Souøadnice X;Platí Od
11540133;531383;Schoøov;;;;;171484;Schoøov;;;è.p.;2;;;28601;677946.36;1077283.24;2022-10-14T00:00:00
11540141;531383;Schoøov;;;;;171484;Schoøov;;;è.p.;3;;;28601;677962.13;1077337.13;2013-12-01T00:00:00
11540150;531383;Schoøov;;;;;171484;Schoøov;;;è.p.;4;;;28601;677982.94;1077369.50;2013-12-01T00:00:00
11540168;531383;Schoøov;;;;;171484;Schoøov;;;è.p.;5;;;28601;677989.19;1077385.25;2013-12-01T00:00:00
11540176;531383;Schoøov;;;;;171484;Schoøov;;;è.p.;6;;;28601;678001.94;1077422.00;2013-12-01T00:00:00
11540184;531383;Schoøov;;;;;171484;Schoøov;;;è.p.;7;;;28601;678069.94;1077325.98;2023-10-05T00:00:00
11540192;531383;Schoøov;;;;;171484;Schoøov;;;è.p.;8;;;28601;678054.69;1077283.63;2013-12-01T00:00:00
11540206;531383;Schoøov;;;;;171484;Schoøov;;;è.p.;9;;;28601;678059.31;1077251.75;2013-12-01T00:00:00
11540214;531383;Schoøov;;;;;171484;Schoøov;;;è.p.;10;;;28601;678081.19;1077239.51;2022-10-14T00:00:00
11540222;531383;Schoøov;;;;;171484;Schoøov;;;è.p.;11;;;28601;678094.58;1077236.35;2013-12-01T00:00:00
11540231;531383;Schoøov;;;;;171484;Schoøov;;;è.p.;12;;;28601;678102.75;1077212.75;2013-12-01T00:00:00
11540257;531383;Schoøov;;;;;171484;Schoøov;;;è.p.;14;;;28601;678078.13;1077131.00;2013-12-01T00:00:00
11540265;531383;Schoøov;;;;;171484;Schoøov;;;è.p.;15;;;28601;677988.25;1077146.25;2013-12-01T00:00:00
11540273;531383;Schoøov;;;;;171484;Schoøov;;;è.p.;16;;;28601;678048.77;1077175.54;2019-11-22T00:00:00
11540281;531383;Schoøov;;;;;171484;Schoøov;;;è.p.;17;;;28601;678061.01;1077194.47;2022-10-14T00:00:00
11540290;531383;Schoøov;;;;;171484;Schoøov;;;è.p.;18;;;28601;677964.43;1077194.12;2022-10-14T00:00:00
11540303;531383;Schoøov;;;;;171484;Schoøov;;;è.p.;19;;;28601;677884.41;1077079.12;2022-10-14T00:00:00
11540311;531383;Schoøov;;;;;171484;Schoøov;;;è.p.;20;;;28601;677922.06;1077175.75;2013-12-01T00:00:00
11540320;531383;Schoøov;;;;;171484;Schoøov;;;è.p.;21;;;28601;677914.06;1077156.48;2022-10-14T00:00:00
11540338;531383;Schoøov;;;;;171484;Schoøov;;;è.p.;22;;;28601;677920.96;1077148.15;2024-01-19T00:00:00
11540346;531383;Schoøov;;;;;171484;Schoøov;;;è.p.;23;;;28601;677917.88;1077137.00;2013-12-01T00:00:00
11540354;531383;Schoøov;;;;;171484;Schoøov;;;è.p.;24;;;28601;677889.31;1077178.00;2013-12-01T00:00:00
11540362;531383;Schoøov;;;;;171484;Schoøov;;;è.p.;25;;;28601;677909.71;1077238.54;2022-10-14T00:00:00
11540371;531383;Schoøov;;;;;171484;Schoøov;;;è.p.;26;;;28601;678065.38;1077532.91;2022-10-14T00:00:00
11540389;531383;Schoøov;;;;;171484;Schoøov;;;è.p.;27;;;28601;677953.00;1077129.70;2013-12-01T00:00:00
11540397;531383;Schoøov;;;;;171484;Schoøov;;;è.p.;29;;;28601;678061.56;1077516.50;2013-12-01T00:00:00
11540401;531383;Schoøov;;;;;171484;Schoøov;;;è.p.;30;;;28601;677953.01;1077234.52;2023-10-05T00:00:00
11540419;531383;Schoøov;;;;;171484;Schoøov;;;è.p.;31;;;28601;677963.65;1077064.97;2013-12-01T00:00:00
11540427;531383;Schoøov;;;;;171484;Schoøov;;;è.p.;32;;;28601;677925.35;1077091.08;2022-10-14T00:00:00
11540435;531383;Schoøov;;;;;171484;Schoøov;;;è.p.;33;;;28601;678012.63;1077258.13;2013-12-01T00:00:00
11540443;531383;Schoøov;;;;;171484;Schoøov;;;è.p.;34;;;28601;677946.28;1077095.43;2013-12-01T00:00:00
11540451;531383;Schoøov;;;;;171484;Schoøov;;;è.p.;35;;;28601;678008.93;1077225.85;2022-10-14T00:00:00
11540460;531383;Schoøov;;;;;171484;Schoøov;;;è.p.;36;;;28601;677969.82;1077176.15;2013-12-01T00:00:00
