Kуd ADM;Kуd obce;Nбzev obce;Kуd MOMC;Nбzev MOMC;Kуd obvodu Prahy;Nбzev obvodu Prahy;Kуd ибsti obce;Nбzev ибsti obce;Kуd ulice;Nбzev ulice;Typ SO;»нslo domovnн;»нslo orientaиnн;Znak инsla orientaиnнho;PS»;Souшadnice Y;Souшadnice X;Platн Od
10031472;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;1;;;69182;610809.63;1199383.58;2013-12-04T00:00:00
10031481;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;2;;;69182;610834.84;1199463.64;2013-12-04T00:00:00
10031499;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;3;;;69182;610849.38;1199480.15;2022-11-15T00:00:00
10031511;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;6;;;69182;610792.34;1199413.67;2013-12-04T00:00:00
10031529;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;7;;;69182;610782.20;1199399.69;2013-12-04T00:00:00
10031537;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;8;;;69182;610760.30;1199396.29;2013-12-04T00:00:00
10031545;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;9;;;69182;610757.60;1199378.72;2013-12-04T00:00:00
10031553;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;10;;;69182;610763.32;1199364.67;2013-12-04T00:00:00
10031561;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;11;;;69182;610759.61;1199353.52;2013-12-04T00:00:00
10031588;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;13;;;69182;610724.45;1199282.79;2013-12-04T00:00:00
10031596;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;14;;;69182;610698.26;1199277.12;2013-12-04T00:00:00
10031600;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;15;;;69182;610703.30;1199255.69;2013-12-04T00:00:00
10031618;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;16;;;69182;610698.62;1199286.44;2013-12-04T00:00:00
10031626;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;17;;;69182;610695.72;1199244.57;2013-12-04T00:00:00
10031634;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;18;;;69182;610672.64;1199228.18;2013-12-04T00:00:00
10031642;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;19;;;69182;610669.84;1199210.42;2013-12-04T00:00:00
10031651;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;20;;;69182;610656.58;1199193.95;2022-11-15T00:00:00
10031669;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;21;;;69182;610660.35;1199196.18;2013-12-04T00:00:00
10031677;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;22;;;69182;610616.84;1199148.58;2013-12-04T00:00:00
10031685;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;23;;;69182;610664.86;1199155.24;2013-12-04T00:00:00
10031693;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;24;;;69182;610860.92;1199382.64;2013-12-04T00:00:00
10031707;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;25;;;69182;610687.47;1199187.15;2013-12-04T00:00:00
10031715;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;26;;;69182;610701.07;1199203.36;2013-12-04T00:00:00
10031723;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;27;;;69182;610711.97;1199219.46;2013-12-04T00:00:00
10031731;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;28;;;69182;610722.20;1199233.17;2013-12-04T00:00:00
10031740;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;29;;;69182;610734.72;1199244.16;2013-12-04T00:00:00
10031758;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;30;;;69182;610741.06;1199261.34;2013-12-04T00:00:00
10031766;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;31;;;69182;610760.84;1199269.28;2013-12-04T00:00:00
10031774;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;32;;;69182;610767.31;1199287.18;2013-12-04T00:00:00
10031782;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;34;;;69182;610786.54;1199303.10;2013-12-04T00:00:00
10031791;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;35;;;69182;610796.32;1199307.70;2013-12-04T00:00:00
10031804;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;36;;;69182;610812.74;1199318.16;2013-12-04T00:00:00
10031812;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;37;;;69182;610819.97;1199339.23;2013-12-04T00:00:00
10031821;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;38;;;69182;610836.75;1199338.69;2013-12-04T00:00:00
10031839;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;39;;;69182;610841.30;1199358.57;2013-12-04T00:00:00
10031847;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;40;;;69182;610856.43;1199374.81;2013-12-04T00:00:00
10031855;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;41;;;69182;610868.20;1199387.93;2013-12-04T00:00:00
10031863;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;42;;;69182;610879.31;1199401.58;2013-12-04T00:00:00
10031871;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;43;;;69182;610884.90;1199410.31;2013-12-04T00:00:00
10031880;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;44;;;69182;610893.05;1199419.26;2013-12-04T00:00:00
10031898;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;45;;;69182;610915.47;1199439.52;2013-12-04T00:00:00
10031901;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;46;;;69182;610927.65;1199454.74;2013-12-04T00:00:00
10031910;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;47;;;69182;610953.88;1199434.68;2022-11-15T00:00:00
10031928;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;48;;;69182;610965.80;1199427.49;2013-12-04T00:00:00
10031944;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;50;;;69182;610993.95;1199411.81;2013-12-04T00:00:00
10031952;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;51;;;69182;611011.02;1199403.40;2013-12-04T00:00:00
10031961;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;52;;;69182;610942.61;1199149.96;2023-05-21T00:00:00
10031979;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;53;;;69182;611039.16;1199381.96;2013-12-04T00:00:00
10031995;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;55;;;69182;610665.62;1199693.09;2013-12-04T00:00:00
10032002;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;56;;;69182;610659.86;1199698.45;2013-12-04T00:00:00
10032011;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;57;;;69182;610663.05;1199719.69;2013-12-04T00:00:00
10032037;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;59;;;69182;611049.94;1199434.19;2013-12-04T00:00:00
10032045;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;60;;;69182;611039.42;1199443.18;2013-12-04T00:00:00
10032053;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;61;;;69182;611019.19;1199441.75;2013-12-04T00:00:00
10032061;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;62;;;69182;611008.47;1199439.84;2022-11-15T00:00:00
10032070;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;63;;;69182;610998.14;1199462.50;2013-12-04T00:00:00
10032088;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;64;;;69182;610983.12;1199467.44;2013-12-04T00:00:00
10032096;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;65;;;69182;610966.86;1199474.64;2013-12-04T00:00:00
10032100;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;66;;;69182;610949.58;1199484.54;2013-12-04T00:00:00
10032118;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;67;;;69182;610937.72;1199492.46;2013-12-04T00:00:00
10032126;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;68;;;69182;610923.50;1199498.13;2013-12-04T00:00:00
10032134;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;69;;;69182;610904.26;1199489.31;2022-11-15T00:00:00
10032142;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;70;;;69182;610880.55;1199505.24;2013-12-04T00:00:00
10032151;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;71;;;69182;610860.94;1199511.93;2013-12-04T00:00:00
10032169;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;72;;;69182;610856.54;1199525.91;2013-12-04T00:00:00
10032177;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;73;;;69182;610842.60;1199531.34;2013-12-04T00:00:00
10032185;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;74;;;69182;610830.48;1199535.90;2013-12-04T00:00:00
10032207;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;76;;;69182;610807.29;1199543.79;2013-12-04T00:00:00
10032215;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;77;;;69182;610786.26;1199562.62;2013-12-04T00:00:00
10032223;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;78;;;69182;610772.49;1199559.02;2013-12-04T00:00:00
10032231;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;79;;;69182;610755.98;1199578.63;2013-12-04T00:00:00
10032240;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;80;;;69182;610755.09;1199600.58;2013-12-04T00:00:00
10032258;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;81;;;69182;610768.06;1199662.06;2013-12-04T00:00:00
10032266;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;82;;;69182;610756.55;1199669.26;2013-12-04T00:00:00
10032274;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;83;;;69182;610730.74;1199633.02;2013-12-04T00:00:00
10032282;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;84;;;69182;610712.62;1199647.98;2013-12-04T00:00:00
10032291;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;85;;;69182;610704.43;1199654.66;2013-12-04T00:00:00
10032304;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;86;;;69182;610700.17;1199662.08;2013-12-04T00:00:00
10032312;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;87;;;69182;610706.74;1199692.21;2013-12-04T00:00:00
10032321;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;88;;;69182;610694.02;1199703.13;2013-12-04T00:00:00
10032339;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;89;;;69182;610644.01;1199711.12;2013-12-04T00:00:00
10032347;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;90;;;69182;610636.61;1199720.10;2013-12-04T00:00:00
10032355;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;91;;;69182;610630.68;1199731.08;2013-12-04T00:00:00
10032363;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;92;;;69182;610632.04;1199740.93;2013-12-04T00:00:00
10032371;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;93;;;69182;610617.22;1199751.30;2013-12-04T00:00:00
10032380;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;94;;;69182;610617.81;1199767.41;2013-12-04T00:00:00
10032398;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;95;;;69182;610595.38;1199765.61;2019-08-16T00:00:00
10032401;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;96;;;69182;610594.72;1199779.93;2013-12-04T00:00:00
10032410;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;97;;;69182;610588.66;1199787.98;2013-12-04T00:00:00
10032428;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;98;;;69182;610580.56;1199797.04;2013-12-04T00:00:00
10032436;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;99;;;69182;610580.58;1199815.31;2013-12-04T00:00:00
10032444;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;100;;;69182;610565.89;1199829.97;2013-12-04T00:00:00
10032452;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;102;;;69182;610561.54;1199869.78;2013-12-04T00:00:00
10032461;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;103;;;69182;610564.71;1199885.58;2013-12-04T00:00:00
10032479;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;104;;;69182;610566.31;1199906.28;2013-12-04T00:00:00
10032487;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;105;;;69182;610566.15;1199926.77;2013-12-04T00:00:00
10032495;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;106;;;69182;610571.48;1199939.95;2022-09-13T00:00:00
10032509;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;107;;;69182;610600.42;1200055.38;2013-12-04T00:00:00
10032517;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;108;;;69182;610597.99;1200096.77;2013-12-04T00:00:00
10032525;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;109;;;69182;610594.21;1200160.20;2013-12-04T00:00:00
10032533;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;110;;;69182;610596.20;1200169.55;2013-12-04T00:00:00
10032541;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;111;;;69182;610603.72;1200197.95;2013-12-04T00:00:00
10032550;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;112;;;69182;610604.56;1200199.65;2022-11-15T00:00:00
10032568;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;113;;;69182;610615.60;1200242.87;2022-11-15T00:00:00
10032576;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;114;;;69182;610877.77;1200584.74;2013-12-04T00:00:00
10032584;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;115;;;69182;610896.34;1200628.37;2013-12-04T00:00:00
10032592;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;116;;;69182;610906.23;1200636.66;2013-12-04T00:00:00
10032606;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;117;;;69182;610929.27;1200649.10;2013-12-04T00:00:00
10032614;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;118;;;69182;610961.76;1200655.94;2013-12-04T00:00:00
10032622;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;119;;;69182;610908.20;1200675.93;2013-12-04T00:00:00
10032649;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;121;;;69182;610684.59;1200489.67;2013-12-04T00:00:00
10032657;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;122;;;69182;610690.93;1200543.89;2013-12-04T00:00:00
10032665;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;123;;;69182;610720.29;1200641.60;2013-12-04T00:00:00
10032681;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;125;;;69182;610622.18;1200404.30;2013-12-04T00:00:00
10032690;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;126;;;69182;610549.85;1200157.58;2013-12-04T00:00:00
10032720;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;129;;;69182;610545.39;1200083.73;2013-12-04T00:00:00
10032738;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;130;;;69182;610552.04;1200025.98;2013-12-04T00:00:00
10032746;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;131;;;69182;610549.49;1200015.52;2013-12-04T00:00:00
10032754;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;132;;;69182;610535.65;1199889.57;2013-12-04T00:00:00
10032762;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;133;;;69182;610538.40;1199862.06;2017-10-03T00:00:00
10032771;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;134;;;69182;610540.17;1199821.42;2013-12-04T00:00:00
10032789;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;135;;;69182;610455.63;1199928.02;2013-12-04T00:00:00
10032797;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;136;;;69182;610365.73;1199994.93;2013-12-04T00:00:00
10032801;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;137;;;69182;610184.50;1200305.41;2013-12-04T00:00:00
10032819;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;138;;;69182;610331.34;1199999.10;2013-12-04T00:00:00
10032827;584746;Novosedly;;;;;106976;Novosedly;;;и.p.;139;;;69182;610335.20;1199992.11;2013-12-04T00:00:00
