Kód ADM;Kód obce;Název obce;Kód MOMC;Název MOMC;Kód obvodu Prahy;Název obvodu Prahy;Kód èásti obce;Název èásti obce;Kód ulice;Název ulice;Typ SO;Èíslo domovní;Èíslo orientaèní;Znak èísla orientaèního;PSÈ;Souøadnice Y;Souøadnice X;Platí Od
425451;550213;Heršpice;;;;;104744;Heršpice;;;è.p.;1;;;68401;577056.34;1171196.77;2013-12-05T00:00:00
425460;550213;Heršpice;;;;;104744;Heršpice;;;è.p.;2;;;68401;577021.58;1171208.61;2013-12-05T00:00:00
425478;550213;Heršpice;;;;;104744;Heršpice;;;è.p.;3;;;68401;576935.76;1171288.90;2013-12-05T00:00:00
425486;550213;Heršpice;;;;;104744;Heršpice;;;è.p.;4;;;68401;576940.55;1171322.96;2013-12-05T00:00:00
425494;550213;Heršpice;;;;;104744;Heršpice;;;è.p.;5;;;68401;576932.79;1171334.88;2013-12-05T00:00:00
425508;550213;Heršpice;;;;;104744;Heršpice;;;è.p.;6;;;68401;576909.50;1171382.39;2013-12-05T00:00:00
425516;550213;Heršpice;;;;;104744;Heršpice;;;è.p.;7;;;68401;576896.09;1171412.89;2013-12-05T00:00:00
425524;550213;Heršpice;;;;;104744;Heršpice;;;è.p.;8;;;68401;576852.05;1171415.54;2013-12-05T00:00:00
425532;550213;Heršpice;;;;;104744;Heršpice;;;è.p.;9;;;68401;576865.21;1171461.41;2013-12-05T00:00:00
425541;550213;Heršpice;;;;;104744;Heršpice;;;è.p.;10;;;68401;576859.22;1171472.62;2013-12-05T00:00:00
425559;550213;Heršpice;;;;;104744;Heršpice;;;è.p.;11;;;68401;576834.55;1171517.63;2013-12-05T00:00:00
425567;550213;Heršpice;;;;;104744;Heršpice;;;è.p.;12;;;68401;576781.14;1171525.70;2013-12-05T00:00:00
425575;550213;Heršpice;;;;;104744;Heršpice;;;è.p.;13;;;68401;576771.32;1171437.00;2013-12-05T00:00:00
425583;550213;Heršpice;;;;;104744;Heršpice;;;è.p.;14;;;68401;576767.30;1171451.13;2013-12-05T00:00:00
425591;550213;Heršpice;;;;;104744;Heršpice;;;è.p.;15;;;68401;576762.00;1171456.56;2013-12-05T00:00:00
425605;550213;Heršpice;;;;;104744;Heršpice;;;è.p.;16;;;68401;577250.08;1171561.48;2013-12-05T00:00:00
425613;550213;Heršpice;;;;;104744;Heršpice;;;è.p.;17;;;68401;576757.70;1171476.67;2013-12-05T00:00:00
425621;550213;Heršpice;;;;;104744;Heršpice;;;è.p.;18;;;68401;576692.16;1171538.23;2013-12-05T00:00:00
425630;550213;Heršpice;;;;;104744;Heršpice;;;è.p.;19;;;68401;576748.57;1171512.82;2013-12-05T00:00:00
425648;550213;Heršpice;;;;;104744;Heršpice;;;è.p.;20;;;68401;576735.25;1171566.01;2022-10-23T00:00:00
425656;550213;Heršpice;;;;;104744;Heršpice;;;è.p.;21;;;68401;576675.24;1171507.17;2013-12-05T00:00:00
425664;550213;Heršpice;;;;;104744;Heršpice;;;è.p.;22;;;68401;576641.42;1171498.83;2013-12-05T00:00:00
425681;550213;Heršpice;;;;;104744;Heršpice;;;è.p.;24;;;68401;576761.06;1171559.88;2013-12-05T00:00:00
