Kуd ADM;Kуd obce;Nбzev obce;Kуd MOMC;Nбzev MOMC;Kуd obvodu Prahy;Nбzev obvodu Prahy;Kуd ибsti obce;Nбzev ибsti obce;Kуd ulice;Nбzev ulice;Typ SO;Инslo domovnн;Инslo orientaиnн;Znak инsla orientaиnнho;PSИ;Souшadnice Y;Souшadnice X;Platн Od
3695069;596787;Snмћnй;;;;;61981;Krбtkб;;;и.p.;1;;;59203;629491.62;1107268.27;2013-12-01T00:00:00
3695077;596787;Snмћnй;;;;;61981;Krбtkб;;;и.p.;2;;;59203;629543.42;1107239.36;2013-12-01T00:00:00
3695085;596787;Snмћnй;;;;;61981;Krбtkб;;;и.p.;3;;;59203;629575.42;1107252.54;2013-12-01T00:00:00
3695093;596787;Snмћnй;;;;;61981;Krбtkб;;;и.p.;4;;;59203;629567.57;1107271.26;2013-12-01T00:00:00
3695107;596787;Snмћnй;;;;;61981;Krбtkб;;;и.p.;5;;;59203;629699.30;1107289.37;2013-12-01T00:00:00
3695115;596787;Snмћnй;;;;;61981;Krбtkб;;;и.p.;6;;;59203;629594.75;1107237.70;2013-12-01T00:00:00
3695123;596787;Snмћnй;;;;;61981;Krбtkб;;;и.p.;7;;;59203;629620.36;1107228.04;2013-12-01T00:00:00
3695131;596787;Snмћnй;;;;;61981;Krбtkб;;;и.p.;9;;;59203;629649.70;1107220.55;2013-12-01T00:00:00
3695140;596787;Snмћnй;;;;;61981;Krбtkб;;;и.p.;10;;;59203;629695.50;1107212.14;2013-12-01T00:00:00
3695166;596787;Snмћnй;;;;;61981;Krбtkб;;;и.p.;12;;;59203;629715.97;1107278.78;2013-12-01T00:00:00
3695174;596787;Snмћnй;;;;;61981;Krбtkб;;;и.p.;13;;;59203;629727.22;1107315.46;2013-12-01T00:00:00
3695182;596787;Snмћnй;;;;;61981;Krбtkб;;;и.p.;14;;;59203;629685.45;1107280.60;2013-12-01T00:00:00
3695191;596787;Snмћnй;;;;;61981;Krбtkб;;;и.p.;15;;;59203;629693.49;1107326.44;2013-12-01T00:00:00
3695204;596787;Snмћnй;;;;;61981;Krбtkб;;;и.p.;17;;;59203;629634.72;1107324.12;2013-12-01T00:00:00
3695212;596787;Snмћnй;;;;;61981;Krбtkб;;;и.p.;19;;;59203;629611.82;1107285.29;2013-12-01T00:00:00
3695221;596787;Snмћnй;;;;;61981;Krбtkб;;;и.p.;20;;;59203;629589.28;1107315.92;2013-12-01T00:00:00
3695239;596787;Snмћnй;;;;;61981;Krбtkб;;;и.p.;22;;;59203;629565.45;1107311.76;2013-12-01T00:00:00
3695247;596787;Snмћnй;;;;;61981;Krбtkб;;;и.p.;25;;;59203;629662.77;1107277.65;2013-12-01T00:00:00
3695255;596787;Snмћnй;;;;;61981;Krбtkб;;;и.p.;26;;;59203;629784.28;1107264.29;2013-12-01T00:00:00
3695263;596787;Snмћnй;;;;;61981;Krбtkб;;;и.p.;27;;;59203;629521.91;1107284.22;2013-12-01T00:00:00
