Kуd ADM;Kуd obce;Nбzev obce;Kуd MOMC;Nбzev MOMC;Kуd obvodu Prahy;Nбzev obvodu Prahy;Kуd ибsti obce;Nбzev ибsti obce;Kуd ulice;Nбzev ulice;Typ SO;»нslo domovnн;»нslo orientaиnн;Znak инsla orientaиnнho;PS»;Souшadnice Y;Souшadnice X;Platн Od
10851330;594563;Olbramovice;;;;;109932;Olbramovice;;;и.p.;1;;;67176;616656.28;1181388.96;2013-12-05T00:00:00
10851348;594563;Olbramovice;;;;;109932;Olbramovice;;;и.p.;2;;;67176;616507.99;1181526.45;2013-12-05T00:00:00
10851356;594563;Olbramovice;;;;;109932;Olbramovice;;;и.p.;3;;;67176;616509.99;1181494.05;2013-12-05T00:00:00
10851364;594563;Olbramovice;;;;;109932;Olbramovice;;;и.p.;4;;;67176;616500.38;1181530.58;2013-12-05T00:00:00
10851372;594563;Olbramovice;;;;;109932;Olbramovice;;;и.p.;5;;;67176;616480.12;1181508.48;2013-12-05T00:00:00
10851381;594563;Olbramovice;;;;;109932;Olbramovice;;;и.p.;6;;;67176;616492.95;1181535.49;2013-12-05T00:00:00
10851399;594563;Olbramovice;;;;;109932;Olbramovice;;;и.p.;7;;;67176;616471.56;1181513.90;2013-12-05T00:00:00
10851402;594563;Olbramovice;;;;;109932;Olbramovice;;;и.p.;8;;;67176;616482.83;1181539.45;2013-12-05T00:00:00
10851411;594563;Olbramovice;;;;;109932;Olbramovice;;;и.p.;9;;;67176;616463.67;1181518.75;2013-12-05T00:00:00
10851429;594563;Olbramovice;;;;;109932;Olbramovice;;;и.p.;10;;;67176;616501.80;1181576.42;2013-12-05T00:00:00
10851437;594563;Olbramovice;;;;;109932;Olbramovice;;;и.p.;11;;;67176;616446.79;1181527.37;2013-12-05T00:00:00
10851445;594563;Olbramovice;;;;;109932;Olbramovice;;;и.p.;12;;;67176;616508.32;1181596.83;2013-12-05T00:00:00
10851453;594563;Olbramovice;;;;;109932;Olbramovice;;;и.p.;13;;;67176;616431.11;1181537.80;2013-12-05T00:00:00
10851461;594563;Olbramovice;;;;;109932;Olbramovice;;;и.p.;14;;;67176;616517.97;1181617.82;2013-12-05T00:00:00
10851470;594563;Olbramovice;;;;;109932;Olbramovice;;;и.p.;15;;;67176;616409.29;1181553.14;2013-12-05T00:00:00
10851488;594563;Olbramovice;;;;;109932;Olbramovice;;;и.p.;16;;;67176;616523.62;1181630.23;2013-12-05T00:00:00
10851496;594563;Olbramovice;;;;;109932;Olbramovice;;;и.p.;17;;;67176;616385.71;1181573.10;2013-12-05T00:00:00
10851500;594563;Olbramovice;;;;;109932;Olbramovice;;;и.p.;18;;;67176;616530.13;1181643.97;2013-12-05T00:00:00
10851518;594563;Olbramovice;;;;;109932;Olbramovice;;;и.p.;19;;;67176;616491.75;1181496.67;2013-12-05T00:00:00
10851526;594563;Olbramovice;;;;;109932;Olbramovice;;;и.p.;20;;;67176;616531.03;1181660.26;2013-12-05T00:00:00
10851534;594563;Olbramovice;;;;;109932;Olbramovice;;;и.p.;21;;;67176;616311.01;1181616.23;2013-12-05T00:00:00
10851542;594563;Olbramovice;;;;;109932;Olbramovice;;;и.p.;22;;;67176;616537.70;1181671.42;2013-12-05T00:00:00
10851551;594563;Olbramovice;;;;;109932;Olbramovice;;;и.p.;23;;;67176;616302.15;1181601.90;2013-12-05T00:00:00
10851569;594563;Olbramovice;;;;;109932;Olbramovice;;;и.p.;24;;;67176;616466.50;1181555.81;2013-12-05T00:00:00
10851577;594563;Olbramovice;;;;;109932;Olbramovice;;;и.p.;25;;;67176;616279.83;1181564.51;2013-12-05T00:00:00
10851585;594563;Olbramovice;;;;;109932;Olbramovice;;;и.p.;26;;;67176;616441.22;1181562.75;2013-12-05T00:00:00
10851607;594563;Olbramovice;;;;;109932;Olbramovice;;;и.p.;28;;;67176;616428.76;1181575.19;2013-12-05T00:00:00
10851615;594563;Olbramovice;;;;;109932;Olbramovice;;;и.p.;29;;;67176;616246.98;1181514.40;2013-12-05T00:00:00
10851623;594563;Olbramovice;;;;;109932;Olbramovice;;;и.p.;30;;;67176;616413.47;1181589.03;2013-12-05T00:00:00
10851631;594563;Olbramovice;;;;;109932;Olbramovice;;;и.p.;31;;;67176;616227.48;1181500.01;2013-12-05T00:00:00
10851640;594563;Olbramovice;;;;;109932;Olbramovice;;;и.p.;32;;;67176;616401.24;1181605.55;2013-12-05T00:00:00
10851658;594563;Olbramovice;;;;;109932;Olbramovice;;;и.p.;33;;;67176;616225.81;1181480.62;2013-12-05T00:00:00
