KÛd ADM;KÛd obce;N·zev obce;KÛd MOMC;N·zev MOMC;KÛd obvodu Prahy;N·zev obvodu Prahy;KÛd Ë·sti obce;N·zev Ë·sti obce;KÛd ulice;N·zev ulice;Typ SO;»Ìslo domovnÌ;»Ìslo orientaËnÌ;Znak ËÌsla orientaËnÌho;PS»;Sou¯adnice Y;Sou¯adnice X;PlatÌ Od
16909712;577235;Koöù·lov;;;;;70921;»ikv·sky;;;Ë.p.;1;;;51251;668206.00;996987.00;2013-12-04T00:00:00
16909721;577235;Koöù·lov;;;;;70921;»ikv·sky;;;Ë.p.;2;;;51251;668251.00;996940.00;2013-12-04T00:00:00
16909739;577235;Koöù·lov;;;;;70921;»ikv·sky;;;Ë.p.;3;;;51251;668699.17;997189.92;2016-08-31T00:00:00
16909747;577235;Koöù·lov;;;;;70921;»ikv·sky;;;Ë.p.;5;;;51251;668269.12;996918.78;2022-11-01T00:00:00
16909755;577235;Koöù·lov;;;;;70921;»ikv·sky;;;Ë.p.;7;;;51251;668192.04;996941.40;2024-05-20T00:00:00
16909763;577235;Koöù·lov;;;;;70921;»ikv·sky;;;Ë.p.;9;;;51251;668145.00;996951.00;2013-12-04T00:00:00
16909771;577235;Koöù·lov;;;;;70921;»ikv·sky;;;Ë.p.;10;;;51251;668107.00;996953.00;2013-12-04T00:00:00
16909780;577235;Koöù·lov;;;;;70921;»ikv·sky;;;Ë.p.;11;;;51251;668075.00;996952.00;2013-12-04T00:00:00
16909798;577235;Koöù·lov;;;;;70921;»ikv·sky;;;Ë.p.;12;;;51251;668043.00;996966.00;2013-12-04T00:00:00
16909801;577235;Koöù·lov;;;;;70921;»ikv·sky;;;Ë.p.;13;;;51251;668005.99;996970.14;2019-06-05T00:00:00
16909810;577235;Koöù·lov;;;;;70921;»ikv·sky;;;Ë.p.;14;;;51251;667968.01;996962.52;2022-11-01T00:00:00
16909828;577235;Koöù·lov;;;;;70921;»ikv·sky;;;Ë.p.;15;;;51251;667939.51;996908.67;2022-11-01T00:00:00
16909836;577235;Koöù·lov;;;;;70921;»ikv·sky;;;Ë.p.;17;;;51251;667902.00;996969.00;2013-12-04T00:00:00
16909844;577235;Koöù·lov;;;;;70921;»ikv·sky;;;Ë.p.;18;;;51251;667826.00;997002.00;2013-12-04T00:00:00
16909852;577235;Koöù·lov;;;;;70921;»ikv·sky;;;Ë.p.;20;;;51251;667778.00;997034.00;2013-12-04T00:00:00
16909861;577235;Koöù·lov;;;;;70921;»ikv·sky;;;Ë.p.;21;;;51251;667770.55;997056.86;2024-09-03T00:00:00
