KÛd ADM;KÛd obce;N·zev obce;KÛd MOMC;N·zev MOMC;KÛd obvodu Prahy;N·zev obvodu Prahy;KÛd Ë·sti obce;N·zev Ë·sti obce;KÛd ulice;N·zev ulice;Typ SO;»Ìslo domovnÌ;»Ìslo orientaËnÌ;Znak ËÌsla orientaËnÌho;PS»;Sou¯adnice Y;Sou¯adnice X;PlatÌ Od
6916554;578495;»Ìmice;;;;;23914;»Ìmice;;;Ë.p.;1;;;34201;814117.56;1126410.00;2013-12-01T00:00:00
6916562;578495;»Ìmice;;;;;23914;»Ìmice;;;Ë.p.;2;;;34201;814132.56;1126411.38;2013-12-01T00:00:00
6916571;578495;»Ìmice;;;;;23914;»Ìmice;;;Ë.p.;3;;;34201;814160.69;1126418.00;2013-12-01T00:00:00
6916589;578495;»Ìmice;;;;;23914;»Ìmice;;;Ë.p.;4;;;34201;814180.06;1126401.88;2013-12-01T00:00:00
6916597;578495;»Ìmice;;;;;23914;»Ìmice;;;Ë.p.;5;;;34201;814202.38;1126431.50;2013-12-01T00:00:00
6916619;578495;»Ìmice;;;;;23914;»Ìmice;;;Ë.p.;7;;;34201;814232.69;1126397.88;2013-12-01T00:00:00
6916627;578495;»Ìmice;;;;;23914;»Ìmice;;;Ë.p.;8;;;34201;814261.72;1126380.29;2022-11-01T00:00:00
6916635;578495;»Ìmice;;;;;23914;»Ìmice;;;Ë.p.;9;;;34201;814270.06;1126370.25;2013-12-01T00:00:00
6916643;578495;»Ìmice;;;;;23914;»Ìmice;;;Ë.p.;10;;;34201;814289.31;1126337.25;2013-12-01T00:00:00
6916651;578495;»Ìmice;;;;;23914;»Ìmice;;;Ë.p.;11;;;34201;814280.88;1126388.38;2013-12-01T00:00:00
6916660;578495;»Ìmice;;;;;23914;»Ìmice;;;Ë.p.;12;;;34201;814274.31;1126397.88;2013-12-01T00:00:00
6916678;578495;»Ìmice;;;;;23914;»Ìmice;;;Ë.p.;13;;;34201;814261.36;1126413.63;2022-11-01T00:00:00
6916686;578495;»Ìmice;;;;;23914;»Ìmice;;;Ë.p.;14;;;34201;814314.50;1126416.50;2013-12-01T00:00:00
6916694;578495;»Ìmice;;;;;23914;»Ìmice;;;Ë.p.;15;;;34201;814372.48;1126471.74;2022-11-01T00:00:00
6916708;578495;»Ìmice;;;;;23914;»Ìmice;;;Ë.p.;16;;;34201;814327.88;1126453.50;2013-12-01T00:00:00
6916716;578495;»Ìmice;;;;;23914;»Ìmice;;;Ë.p.;17;;;34201;814284.56;1126444.25;2013-12-01T00:00:00
6916724;578495;»Ìmice;;;;;23914;»Ìmice;;;Ë.p.;18;;;34201;814267.38;1126459.63;2013-12-01T00:00:00
6916732;578495;»Ìmice;;;;;23914;»Ìmice;;;Ë.p.;19;;;34201;814236.61;1126453.78;2022-11-01T00:00:00
6916741;578495;»Ìmice;;;;;23914;»Ìmice;;;Ë.p.;20;;;34201;814227.00;1126470.00;2013-12-01T00:00:00
6916767;578495;»Ìmice;;;;;23914;»Ìmice;;;Ë.p.;22;;;34201;814245.78;1126467.91;2022-11-01T00:00:00
6916775;578495;»Ìmice;;;;;23914;»Ìmice;;;Ë.p.;23;;;34201;814245.44;1126495.75;2013-12-01T00:00:00
6916783;578495;»Ìmice;;;;;23914;»Ìmice;;;Ë.p.;24;;;34201;814262.54;1126494.16;2022-11-01T00:00:00
6916791;578495;»Ìmice;;;;;23914;»Ìmice;;;Ë.p.;25;;;34201;814298.44;1126516.63;2013-12-01T00:00:00
6916805;578495;»Ìmice;;;;;23914;»Ìmice;;;Ë.p.;26;;;34201;814340.50;1126551.27;2022-11-01T00:00:00
6916813;578495;»Ìmice;;;;;23914;»Ìmice;;;Ë.p.;27;;;34201;814283.87;1126561.04;2022-11-01T00:00:00
6916821;578495;»Ìmice;;;;;23914;»Ìmice;;;Ë.p.;28;;;34201;814303.56;1126596.25;2013-12-01T00:00:00
6916830;578495;»Ìmice;;;;;23914;»Ìmice;;;Ë.p.;29;;;34201;814240.38;1126569.63;2013-12-01T00:00:00
6916848;578495;»Ìmice;;;;;23914;»Ìmice;;;Ë.p.;30;;;34201;814253.06;1126596.86;2022-11-01T00:00:00
6916856;578495;»Ìmice;;;;;23914;»Ìmice;;;Ë.p.;31;;;34201;814191.00;1126696.00;2013-12-01T00:00:00
6916864;578495;»Ìmice;;;;;23914;»Ìmice;;;Ë.p.;32;;;34201;814210.75;1126658.38;2013-12-01T00:00:00
6916872;578495;»Ìmice;;;;;23914;»Ìmice;;;Ë.p.;33;;;34201;814226.44;1126624.38;2013-12-01T00:00:00
6916881;578495;»Ìmice;;;;;23914;»Ìmice;;;Ë.p.;34;;;34201;814203.81;1126606.50;2013-12-01T00:00:00
6916902;578495;»Ìmice;;;;;23914;»Ìmice;;;Ë.p.;36;;;34201;814217.31;1126551.75;2013-12-01T00:00:00
6916911;578495;»Ìmice;;;;;23914;»Ìmice;;;Ë.p.;37;;;34201;814211.50;1126517.38;2013-12-01T00:00:00
6916929;578495;»Ìmice;;;;;23914;»Ìmice;;;Ë.p.;38;;;34201;814183.69;1126488.88;2013-12-01T00:00:00
6916937;578495;»Ìmice;;;;;23914;»Ìmice;;;Ë.p.;39;;;34201;814148.10;1126460.20;2022-11-01T00:00:00
6916945;578495;»Ìmice;;;;;23914;»Ìmice;;;Ë.p.;40;;;34201;814125.47;1126451.25;2022-11-01T00:00:00
6916953;578495;»Ìmice;;;;;23914;»Ìmice;;;Ë.p.;41;;;34201;814089.06;1126456.00;2013-12-01T00:00:00
6916961;578495;»Ìmice;;;;;23914;»Ìmice;;;Ë.p.;42;;;34201;814105.19;1126436.63;2013-12-01T00:00:00
6916970;578495;»Ìmice;;;;;23914;»Ìmice;;;Ë.p.;43;;;34201;814078.13;1126401.88;2013-12-01T00:00:00
6916988;578495;»Ìmice;;;;;23914;»Ìmice;;;Ë.p.;44;;;34201;814067.88;1126444.63;2013-12-01T00:00:00
6916996;578495;»Ìmice;;;;;23914;»Ìmice;;;Ë.p.;45;;;34201;814067.88;1126461.13;2013-12-01T00:00:00
6917003;578495;»Ìmice;;;;;23914;»Ìmice;;;Ë.p.;46;;;34201;814053.75;1126467.63;2013-12-01T00:00:00
6917011;578495;»Ìmice;;;;;23914;»Ìmice;;;Ë.p.;47;;;34201;814061.31;1126483.75;2013-12-01T00:00:00
6917020;578495;»Ìmice;;;;;23914;»Ìmice;;;Ë.p.;48;;;34201;814063.88;1126504.63;2013-12-01T00:00:00
6917038;578495;»Ìmice;;;;;23914;»Ìmice;;;Ë.p.;49;;;34201;814025.88;1126623.63;2013-12-01T00:00:00
