KÛd ADM;KÛd obce;N·zev obce;KÛd MOMC;N·zev MOMC;KÛd obvodu Prahy;N·zev obvodu Prahy;KÛd Ë·sti obce;N·zev Ë·sti obce;KÛd ulice;N·zev ulice;Typ SO;»Ìslo domovnÌ;»Ìslo orientaËnÌ;Znak ËÌsla orientaËnÌho;PS»;Sou¯adnice Y;Sou¯adnice X;PlatÌ Od
8181292;599247;BÌlovec;;;;;9741;BravinnÈ;;;Ë.p.;1;;;74301;494349.85;1108692.84;2013-12-02T00:00:00
8181306;599247;BÌlovec;;;;;9741;BravinnÈ;;;Ë.p.;2;;;74301;494243.98;1108720.64;2022-07-25T00:00:00
8181314;599247;BÌlovec;;;;;9741;BravinnÈ;;;Ë.p.;3;;;74301;494382.62;1108375.09;2013-12-02T00:00:00
8181322;599247;BÌlovec;;;;;9741;BravinnÈ;;;Ë.p.;4;;;74301;494283.66;1108765.76;2013-12-02T00:00:00
8181331;599247;BÌlovec;;;;;9741;BravinnÈ;;;Ë.p.;5;;;74301;494347.84;1108767.66;2013-12-02T00:00:00
8181349;599247;BÌlovec;;;;;9741;BravinnÈ;;;Ë.p.;6;;;74301;494552.24;1108250.65;2013-12-02T00:00:00
8181357;599247;BÌlovec;;;;;9741;BravinnÈ;;;Ë.p.;7;;;74301;494263.51;1108595.35;2013-12-02T00:00:00
8181365;599247;BÌlovec;;;;;9741;BravinnÈ;;;Ë.p.;8;;;74301;494258.13;1108637.49;2013-12-02T00:00:00
8181373;599247;BÌlovec;;;;;9741;BravinnÈ;;;Ë.p.;9;;;74301;494394.48;1108761.10;2013-12-02T00:00:00
8181381;599247;BÌlovec;;;;;9741;BravinnÈ;;;Ë.p.;10;;;74301;494408.75;1108529.92;2013-12-02T00:00:00
8181390;599247;BÌlovec;;;;;9741;BravinnÈ;;;Ë.p.;11;;;74301;494408.85;1108738.58;2013-12-02T00:00:00
8181403;599247;BÌlovec;;;;;9741;BravinnÈ;;;Ë.p.;12;;;74301;494368.84;1108549.71;2013-12-02T00:00:00
8181411;599247;BÌlovec;;;;;9741;BravinnÈ;;;Ë.p.;13;;;74301;494442.22;1108712.84;2013-12-02T00:00:00
8181420;599247;BÌlovec;;;;;9741;BravinnÈ;;;Ë.p.;14;;;74301;494523.94;1108807.90;2013-12-02T00:00:00
8181438;599247;BÌlovec;;;;;9741;BravinnÈ;;;Ë.p.;15;;;74301;494429.06;1108758.16;2013-12-02T00:00:00
8181446;599247;BÌlovec;;;;;9741;BravinnÈ;;;Ë.p.;16;;;74301;494426.43;1108790.04;2013-12-02T00:00:00
8181454;599247;BÌlovec;;;;;9741;BravinnÈ;;;Ë.p.;17;;;74301;494457.89;1108807.68;2013-12-02T00:00:00
8181462;599247;BÌlovec;;;;;9741;BravinnÈ;;;Ë.p.;18;;;74301;494490.24;1108824.28;2013-12-02T00:00:00
8181471;599247;BÌlovec;;;;;9741;BravinnÈ;;;Ë.p.;19;;;74301;494339.67;1108674.27;2013-12-02T00:00:00
8181489;599247;BÌlovec;;;;;9741;BravinnÈ;;;Ë.p.;20;;;74301;494509.66;1108775.88;2013-12-02T00:00:00
8181497;599247;BÌlovec;;;;;9741;BravinnÈ;;;Ë.p.;22;;;74301;494267.02;1108547.71;2013-12-02T00:00:00
8181501;599247;BÌlovec;;;;;9741;BravinnÈ;;;Ë.p.;23;;;74301;494503.68;1108732.09;2013-12-02T00:00:00
8181519;599247;BÌlovec;;;;;9741;BravinnÈ;;;Ë.p.;24;;;74301;494542.13;1108811.82;2013-12-02T00:00:00
8181527;599247;BÌlovec;;;;;9741;BravinnÈ;;;Ë.p.;25;;;74301;494472.19;1108707.18;2013-12-02T00:00:00
8181535;599247;BÌlovec;;;;;9741;BravinnÈ;;;Ë.p.;26;;;74301;494583.78;1108816.35;2013-12-02T00:00:00
8181543;599247;BÌlovec;;;;;9741;BravinnÈ;;;Ë.p.;27;;;74301;494375.86;1108771.72;2013-12-02T00:00:00
8181551;599247;BÌlovec;;;;;9741;BravinnÈ;;;Ë.p.;28;;;74301;494564.43;1108810.80;2013-12-02T00:00:00
8181560;599247;BÌlovec;;;;;9741;BravinnÈ;;;Ë.p.;29;;;74301;494498.07;1108633.39;2013-12-02T00:00:00
8181578;599247;BÌlovec;;;;;9741;BravinnÈ;;;Ë.p.;30;;;74301;494525.50;1108619.68;2013-12-02T00:00:00
8181586;599247;BÌlovec;;;;;9741;BravinnÈ;;;Ë.p.;31;;;74301;494538.42;1108593.97;2013-12-02T00:00:00
8181594;599247;BÌlovec;;;;;9741;BravinnÈ;;;Ë.p.;32;;;74301;494474.09;1108767.92;2013-12-02T00:00:00
8181608;599247;BÌlovec;;;;;9741;BravinnÈ;;;Ë.p.;33;;;74301;494460.14;1108744.84;2013-12-02T00:00:00
8181616;599247;BÌlovec;;;;;9741;BravinnÈ;;;Ë.p.;34;;;74301;494428.39;1108653.12;2013-12-02T00:00:00
8181624;599247;BÌlovec;;;;;9741;BravinnÈ;;;Ë.p.;35;;;74301;494417.90;1108631.47;2013-12-02T00:00:00
8181632;599247;BÌlovec;;;;;9741;BravinnÈ;;;Ë.p.;36;;;74301;494429.04;1108621.65;2013-12-02T00:00:00
8181641;599247;BÌlovec;;;;;9741;BravinnÈ;;;Ë.p.;37;;;74301;494604.90;1108819.22;2013-12-02T00:00:00
8181659;599247;BÌlovec;;;;;9741;BravinnÈ;;;Ë.p.;38;;;74301;494430.78;1108580.42;2013-12-02T00:00:00
8181667;599247;BÌlovec;;;;;9741;BravinnÈ;;;Ë.p.;39;;;74301;494385.41;1108851.90;2013-12-02T00:00:00
8181675;599247;BÌlovec;;;;;9741;BravinnÈ;;;Ë.p.;40;;;74301;494393.41;1108435.24;2013-12-02T00:00:00
8181683;599247;BÌlovec;;;;;9741;BravinnÈ;;;Ë.p.;41;;;74301;494289.52;1108742.26;2013-12-02T00:00:00
8181691;599247;BÌlovec;;;;;9741;BravinnÈ;;;Ë.p.;42;;;74301;494417.22;1108495.83;2018-10-24T00:00:00
8181705;599247;BÌlovec;;;;;9741;BravinnÈ;;;Ë.p.;43;;;74301;494408.50;1108473.92;2013-12-02T00:00:00
8181713;599247;BÌlovec;;;;;9741;BravinnÈ;;;Ë.p.;44;;;74301;494404.88;1108456.31;2013-12-02T00:00:00
8181721;599247;BÌlovec;;;;;9741;BravinnÈ;;;Ë.p.;45;;;74301;494376.23;1108402.98;2013-12-02T00:00:00
8181730;599247;BÌlovec;;;;;9741;BravinnÈ;;;Ë.p.;46;;;74301;494305.39;1108494.06;2013-12-02T00:00:00
8181748;599247;BÌlovec;;;;;9741;BravinnÈ;;;Ë.p.;47;;;74301;494286.32;1108530.66;2013-12-02T00:00:00
8181756;599247;BÌlovec;;;;;9741;BravinnÈ;;;Ë.p.;51;;;74301;494279.46;1108613.30;2013-12-02T00:00:00
8181764;599247;BÌlovec;;;;;9741;BravinnÈ;;;Ë.p.;52;;;74301;494336.50;1108635.61;2013-12-02T00:00:00
8181772;599247;BÌlovec;;;;;9741;BravinnÈ;;;Ë.p.;54;;;74301;494399.39;1108681.33;2013-12-02T00:00:00
8181781;599247;BÌlovec;;;;;9741;BravinnÈ;;;Ë.p.;56;;;74301;494522.06;1108865.74;2013-12-02T00:00:00
8181799;599247;BÌlovec;;;;;9741;BravinnÈ;;;Ë.p.;60;;;74301;494234.18;1108489.36;2013-12-02T00:00:00
8181802;599247;BÌlovec;;;;;9741;BravinnÈ;;;Ë.p.;61;;;74301;494230.24;1108524.46;2013-12-02T00:00:00
8181811;599247;BÌlovec;;;;;9741;BravinnÈ;;;Ë.p.;62;;;74301;494456.35;1108667.15;2022-11-21T00:00:00
8181829;599247;BÌlovec;;;;;9741;BravinnÈ;;;Ë.p.;63;;;74301;494359.51;1108438.67;2013-12-02T00:00:00
8181837;599247;BÌlovec;;;;;9741;BravinnÈ;;;Ë.p.;65;;;74301;494351.50;1108390.61;2013-12-02T00:00:00
8181845;599247;BÌlovec;;;;;9741;BravinnÈ;;;Ë.p.;66;;;74301;494348.03;1108599.96;2013-12-02T00:00:00
8181853;599247;BÌlovec;;;;;9741;BravinnÈ;;;Ë.p.;67;;;74301;494492.35;1108707.33;2013-12-02T00:00:00
8181861;599247;BÌlovec;;;;;9741;BravinnÈ;;;Ë.p.;68;;;74301;494512.84;1108710.23;2013-12-02T00:00:00
8181870;599247;BÌlovec;;;;;9741;BravinnÈ;;;Ë.p.;69;;;74301;494577.62;1108652.92;2013-12-02T00:00:00
8181888;599247;BÌlovec;;;;;9741;BravinnÈ;;;Ë.p.;71;;;74301;494532.70;1108682.01;2013-12-02T00:00:00
8181896;599247;BÌlovec;;;;;9741;BravinnÈ;;;Ë.p.;72;;;74301;494256.04;1108672.39;2013-12-02T00:00:00
8181900;599247;BÌlovec;;;;;9741;BravinnÈ;;;Ë.p.;76;;;74301;494323.30;1108702.58;2013-12-02T00:00:00
8181918;599247;BÌlovec;;;;;9741;BravinnÈ;;;Ë.p.;78;;;74301;494465.28;1108643.38;2013-12-02T00:00:00
8181926;599247;BÌlovec;;;;;9741;BravinnÈ;;;Ë.p.;79;;;74301;494468.12;1108571.93;2013-12-02T00:00:00
8181934;599247;BÌlovec;;;;;9741;BravinnÈ;;;Ë.p.;83;;;74301;494530.36;1108252.81;2013-12-02T00:00:00
8181942;599247;BÌlovec;;;;;9741;BravinnÈ;;;Ë.p.;84;;;74301;494605.76;1108851.30;2013-12-02T00:00:00
8181951;599247;BÌlovec;;;;;9741;BravinnÈ;;;Ë.p.;85;;;74301;494591.28;1108847.93;2013-12-02T00:00:00
8181969;599247;BÌlovec;;;;;9741;BravinnÈ;;;Ë.p.;86;;;74301;494550.66;1108843.22;2013-12-02T00:00:00
8181977;599247;BÌlovec;;;;;9741;BravinnÈ;;;Ë.p.;87;;;74301;494528.25;1108836.38;2013-12-02T00:00:00
8181985;599247;BÌlovec;;;;;9741;BravinnÈ;;;Ë.p.;88;;;74301;494329.85;1108378.45;2013-12-02T00:00:00
8181993;599247;BÌlovec;;;;;9741;BravinnÈ;;;Ë.p.;89;;;74301;496107.89;1107740.56;2013-12-02T00:00:00
8182019;599247;BÌlovec;;;;;9741;BravinnÈ;;;Ë.p.;91;;;74301;495947.32;1107665.77;2013-12-02T00:00:00
8182027;599247;BÌlovec;;;;;9741;BravinnÈ;;;Ë.p.;92;;;74301;495976.92;1107693.51;2013-12-02T00:00:00
8182035;599247;BÌlovec;;;;;9741;BravinnÈ;;;Ë.p.;93;;;74301;496006.17;1107689.00;2013-12-02T00:00:00
8182043;599247;BÌlovec;;;;;9741;BravinnÈ;;;Ë.p.;94;;;74301;496024.67;1107680.01;2013-12-02T00:00:00
8182051;599247;BÌlovec;;;;;9741;BravinnÈ;;;Ë.p.;95;;;74301;496049.77;1107689.30;2013-12-02T00:00:00
8182060;599247;BÌlovec;;;;;9741;BravinnÈ;;;Ë.p.;96;;;74301;496384.98;1106858.03;2013-12-02T00:00:00
8182078;599247;BÌlovec;;;;;9741;BravinnÈ;;;Ë.p.;97;;;74301;496105.47;1107766.22;2013-12-02T00:00:00
8182086;599247;BÌlovec;;;;;9741;BravinnÈ;;;Ë.p.;98;;;74301;496468.04;1106684.82;2022-11-21T00:00:00
8182094;599247;BÌlovec;;;;;9741;BravinnÈ;;;Ë.p.;99;;;74301;496462.81;1106688.89;2022-11-21T00:00:00
8182108;599247;BÌlovec;;;;;9741;BravinnÈ;;;Ë.p.;100;;;74301;496445.49;1106790.73;2013-12-02T00:00:00
8182116;599247;BÌlovec;;;;;9741;BravinnÈ;;;Ë.p.;101;;;74301;495954.48;1107781.60;2022-11-21T00:00:00
8182124;599247;BÌlovec;;;;;9741;BravinnÈ;;;Ë.p.;102;;;74301;496457.46;1106752.19;2022-11-21T00:00:00
8182132;599247;BÌlovec;;;;;9741;BravinnÈ;;;Ë.p.;103;;;74301;496485.81;1106744.54;2013-12-02T00:00:00
8251771;599247;BÌlovec;;;;;88081;Lhotka;;;Ë.p.;1;;;74301;486581.41;1106810.09;2022-11-21T00:00:00
8251789;599247;BÌlovec;;;;;88081;Lhotka;;;Ë.p.;2;;;74301;486544.95;1106759.57;2013-12-02T00:00:00
8251797;599247;BÌlovec;;;;;88081;Lhotka;;;Ë.p.;3;;;74301;486501.78;1106768.74;2013-12-02T00:00:00
8251801;599247;BÌlovec;;;;;88081;Lhotka;;;Ë.p.;4;;;74301;486524.48;1106731.51;2013-12-02T00:00:00
8251819;599247;BÌlovec;;;;;88081;Lhotka;;;Ë.p.;5;;;74301;486609.02;1106697.46;2022-11-21T00:00:00
8251827;599247;BÌlovec;;;;;88081;Lhotka;;;Ë.p.;6;;;74301;486585.29;1106655.52;2013-12-02T00:00:00
8251835;599247;BÌlovec;;;;;88081;Lhotka;;;Ë.p.;7;;;74301;486584.66;1106715.00;2022-11-21T00:00:00
8251843;599247;BÌlovec;;;;;88081;Lhotka;;;Ë.p.;8;;;74301;486548.00;1106565.07;2022-11-21T00:00:00
8251851;599247;BÌlovec;;;;;88081;Lhotka;;;Ë.p.;9;;;74301;486457.04;1106601.33;2022-09-27T00:00:00
8251860;599247;BÌlovec;;;;;88081;Lhotka;;;Ë.p.;10;;;74301;486444.59;1106673.53;2022-11-21T00:00:00
8251878;599247;BÌlovec;;;;;88081;Lhotka;;;Ë.p.;11;;;74301;486490.81;1106700.81;2013-12-02T00:00:00
8251886;599247;BÌlovec;;;;;88081;Lhotka;;;Ë.p.;12;;;74301;486502.50;1106730.85;2013-12-02T00:00:00
8251894;599247;BÌlovec;;;;;88081;Lhotka;;;Ë.p.;13;;;74301;486486.08;1106804.04;2013-12-02T00:00:00
8251908;599247;BÌlovec;;;;;88081;Lhotka;;;Ë.p.;14;;;74301;486568.60;1106617.07;2013-12-02T00:00:00
8251924;599247;BÌlovec;;;;;88081;Lhotka;;;Ë.p.;16;;;74301;486526.58;1106685.53;2013-12-02T00:00:00
8251932;599247;BÌlovec;;;;;88081;Lhotka;;;Ë.p.;17;;;74301;486571.59;1106595.78;2013-12-02T00:00:00
8251941;599247;BÌlovec;;;;;88081;Lhotka;;;Ë.p.;18;;;74301;486509.27;1106919.27;2022-11-21T00:00:00
