KÛd ADM;KÛd obce;N·zev obce;KÛd MOMC;N·zev MOMC;KÛd obvodu Prahy;N·zev obvodu Prahy;KÛd Ë·sti obce;N·zev Ë·sti obce;KÛd ulice;N·zev ulice;Typ SO;»Ìslo domovnÌ;»Ìslo orientaËnÌ;Znak ËÌsla orientaËnÌho;PS»;Sou¯adnice Y;Sou¯adnice X;PlatÌ Od
13258541;583979;Telnice;;;;;165760;Telnice;45691;Masarykovo n·mÏstÌ;Ë.p.;1;;;66459;591307.21;1171845.77;2013-12-01T00:00:00
13258559;583979;Telnice;;;;;165760;Telnice;45641;V dÏdinÏ;Ë.p.;2;;;66459;591593.26;1172090.06;2013-12-01T00:00:00
13258567;583979;Telnice;;;;;165760;Telnice;45691;Masarykovo n·mÏstÌ;Ë.p.;3;;;66459;591288.95;1171848.57;2013-12-01T00:00:00
13258575;583979;Telnice;;;;;165760;Telnice;45691;Masarykovo n·mÏstÌ;Ë.p.;4;;;66459;591302.98;1171890.57;2013-12-01T00:00:00
13258583;583979;Telnice;;;;;165760;Telnice;45691;Masarykovo n·mÏstÌ;Ë.p.;5;;;66459;591286.06;1171918.13;2013-12-01T00:00:00
13258591;583979;Telnice;;;;;165760;Telnice;45691;Masarykovo n·mÏstÌ;Ë.p.;6;;;66459;591260.17;1171981.76;2013-12-01T00:00:00
13258605;583979;Telnice;;;;;165760;Telnice;45641;V dÏdinÏ;Ë.p.;8;;;66459;591336.67;1171941.88;2013-12-01T00:00:00
13258613;583979;Telnice;;;;;165760;Telnice;45641;V dÏdinÏ;Ë.p.;9;;;66459;591346.09;1171945.74;2013-12-01T00:00:00
13258621;583979;Telnice;;;;;165760;Telnice;45713;R˘ûov·;Ë.p.;10;;;66459;591391.72;1172053.02;2013-12-01T00:00:00
13258630;583979;Telnice;;;;;165760;Telnice;45641;V dÏdinÏ;Ë.p.;11;;;66459;591358.72;1171949.94;2013-12-01T00:00:00
