KÛd ADM;KÛd obce;N·zev obce;KÛd MOMC;N·zev MOMC;KÛd obvodu Prahy;N·zev obvodu Prahy;KÛd Ë·sti obce;N·zev Ë·sti obce;KÛd ulice;N·zev ulice;Typ SO;»Ìslo domovnÌ;»Ìslo orientaËnÌ;Znak ËÌsla orientaËnÌho;PS»;Sou¯adnice Y;Sou¯adnice X;PlatÌ Od
15529339;571971;Kov·Ú;;;;;73661;Kov·Ú;;;Ë.p.;1;;;29425;712468.44;1009535.63;2013-12-01T00:00:00
15529347;571971;Kov·Ú;;;;;73661;Kov·Ú;;;Ë.p.;2;;;29425;712489.56;1009519.81;2013-12-01T00:00:00
15529355;571971;Kov·Ú;;;;;73661;Kov·Ú;;;Ë.p.;3;;;29425;712495.81;1009496.50;2013-12-01T00:00:00
15529363;571971;Kov·Ú;;;;;73661;Kov·Ú;;;Ë.p.;4;;;29425;712657.25;1009428.56;2013-12-01T00:00:00
15529371;571971;Kov·Ú;;;;;73661;Kov·Ú;;;Ë.p.;5;;;29425;712555.81;1009459.13;2013-12-01T00:00:00
15529380;571971;Kov·Ú;;;;;73661;Kov·Ú;;;Ë.p.;6;;;29425;712578.06;1009406.63;2013-12-01T00:00:00
15529398;571971;Kov·Ú;;;;;73661;Kov·Ú;;;Ë.p.;7;;;29425;712595.50;1009395.00;2013-12-01T00:00:00
15529401;571971;Kov·Ú;;;;;73661;Kov·Ú;;;Ë.p.;8;;;29425;712585.50;1009351.88;2013-12-01T00:00:00
15529410;571971;Kov·Ú;;;;;73661;Kov·Ú;;;Ë.p.;9;;;29425;712650.94;1009334.69;2013-12-01T00:00:00
15529428;571971;Kov·Ú;;;;;73661;Kov·Ú;;;Ë.p.;10;;;29425;712657.44;1009387.25;2013-12-01T00:00:00
15529436;571971;Kov·Ú;;;;;73661;Kov·Ú;;;Ë.p.;11;;;29425;712625.88;1009438.13;2013-12-01T00:00:00
15529444;571971;Kov·Ú;;;;;73661;Kov·Ú;;;Ë.p.;12;;;29425;712594.50;1009446.06;2013-12-01T00:00:00
15529452;571971;Kov·Ú;;;;;73661;Kov·Ú;;;Ë.p.;13;;;29425;712609.63;1009442.06;2013-12-01T00:00:00
15529461;571971;Kov·Ú;;;;;73661;Kov·Ú;;;Ë.p.;14;;;29425;712509.31;1009526.31;2013-12-01T00:00:00
15529479;571971;Kov·Ú;;;;;73661;Kov·Ú;;;Ë.p.;15;;;29425;712558.25;1009483.94;2013-12-01T00:00:00
15529487;571971;Kov·Ú;;;;;73661;Kov·Ú;;;Ë.p.;17;;;29425;712606.63;1009511.31;2013-12-01T00:00:00
15529495;571971;Kov·Ú;;;;;73661;Kov·Ú;;;Ë.p.;18;;;29425;712557.75;1009532.50;2013-12-01T00:00:00
15529509;571971;Kov·Ú;;;;;73661;Kov·Ú;;;Ë.p.;19;;;29425;712542.81;1009558.44;2013-12-01T00:00:00
15529517;571971;Kov·Ú;;;;;73661;Kov·Ú;;;Ë.p.;20;;;29426;712437.13;1009880.88;2013-12-01T00:00:00
15529525;571971;Kov·Ú;;;;;73661;Kov·Ú;;;Ë.p.;21;;;29426;712316.00;1009924.00;2013-12-01T00:00:00
15529533;571971;Kov·Ú;;;;;73661;Kov·Ú;;;Ë.p.;22;;;29425;712565.06;1009335.44;2013-12-01T00:00:00
15529541;571971;Kov·Ú;;;;;73661;Kov·Ú;;;Ë.p.;23;;;29425;712486.44;1009661.56;2013-12-01T00:00:00
15529550;571971;Kov·Ú;;;;;73661;Kov·Ú;;;Ë.p.;24;;;29426;712264.00;1009974.63;2013-12-01T00:00:00
15529568;571971;Kov·Ú;;;;;73661;Kov·Ú;;;Ë.p.;25;;;29425;712523.13;1009583.81;2013-12-01T00:00:00
15529576;571971;Kov·Ú;;;;;73661;Kov·Ú;;;Ë.p.;26;;;29426;712284.00;1009968.94;2013-12-01T00:00:00
15529584;571971;Kov·Ú;;;;;73661;Kov·Ú;;;Ë.p.;27;;;29426;712230.06;1010010.31;2013-12-01T00:00:00
15529592;571971;Kov·Ú;;;;;73661;Kov·Ú;;;Ë.p.;28;;;29425;712546.06;1009469.56;2013-12-01T00:00:00
15529606;571971;Kov·Ú;;;;;73661;Kov·Ú;;;Ë.p.;29;;;29425;712588.56;1009509.44;2013-12-01T00:00:00
15529614;571971;Kov·Ú;;;;;73661;Kov·Ú;;;Ë.p.;30;;;29425;712578.06;1009528.88;2013-12-01T00:00:00
15529622;571971;Kov·Ú;;;;;73661;Kov·Ú;;;Ë.p.;31;;;29425;712440.81;1009543.25;2013-12-01T00:00:00
15529631;571971;Kov·Ú;;;;;73661;Kov·Ú;;;Ë.p.;32;;;29426;712212.25;1010036.81;2013-12-01T00:00:00
15529649;571971;Kov·Ú;;;;;73661;Kov·Ú;;;Ë.p.;33;;;29425;711588.81;1010852.44;2013-12-01T00:00:00
15529657;571971;Kov·Ú;;;;;73661;Kov·Ú;;;Ë.p.;34;;;29425;712548.94;1009322.25;2013-12-01T00:00:00
15529665;571971;Kov·Ú;;;;;73661;Kov·Ú;;;Ë.p.;35;;;29425;712208.75;1010061.19;2013-12-01T00:00:00
15529673;571971;Kov·Ú;;;;;73661;Kov·Ú;;;Ë.p.;36;;;29426;712197.00;1010069.44;2013-12-01T00:00:00
15529681;571971;Kov·Ú;;;;;73661;Kov·Ú;;;Ë.p.;37;;;29425;712509.00;1009612.00;2013-12-01T00:00:00
15529690;571971;Kov·Ú;;;;;73661;Kov·Ú;;;Ë.p.;38;;;29425;712501.13;1009630.56;2013-12-01T00:00:00
15529703;571971;Kov·Ú;;;;;73661;Kov·Ú;;;Ë.p.;39;;;29425;712498.56;1009642.69;2013-12-01T00:00:00
15529711;571971;Kov·Ú;;;;;73661;Kov·Ú;;;Ë.p.;40;;;29425;712507.25;1009290.81;2013-12-01T00:00:00
15529720;571971;Kov·Ú;;;;;73661;Kov·Ú;;;Ë.p.;41;;;29425;712511.69;1009493.56;2013-12-01T00:00:00
15529738;571971;Kov·Ú;;;;;73661;Kov·Ú;;;Ë.p.;42;;;29426;712220.06;1010127.31;2013-12-01T00:00:00
15529746;571971;Kov·Ú;;;;;73661;Kov·Ú;;;Ë.p.;43;;;29425;712558.27;1009450.60;2013-12-01T00:00:00
15529754;571971;Kov·Ú;;;;;73661;Kov·Ú;;;Ë.p.;44;;;29425;712481.94;1009571.13;2013-12-01T00:00:00
15529762;571971;Kov·Ú;;;;;73661;Kov·Ú;;;Ë.p.;45;;;29425;712590.31;1009359.50;2013-12-01T00:00:00
15529771;571971;Kov·Ú;;;;;73661;Kov·Ú;;;Ë.p.;46;;;29425;712540.19;1009292.69;2013-12-01T00:00:00
15529789;571971;Kov·Ú;;;;;73661;Kov·Ú;;;Ë.p.;47;;;29425;712569.31;1009431.88;2013-12-01T00:00:00
15529797;571971;Kov·Ú;;;;;73661;Kov·Ú;;;Ë.p.;48;;;29426;713078.94;1009122.31;2013-12-01T00:00:00
15529801;571971;Kov·Ú;;;;;73661;Kov·Ú;;;Ë.p.;49;;;29425;712492.06;1009697.69;2013-12-01T00:00:00
15529819;571971;Kov·Ú;;;;;73661;Kov·Ú;;;Ë.p.;50;;;29425;712554.06;1009246.56;2013-12-01T00:00:00
15529827;571971;Kov·Ú;;;;;73661;Kov·Ú;;;Ë.p.;51;;;29425;712572.69;1009228.31;2013-12-01T00:00:00
15529835;571971;Kov·Ú;;;;;73661;Kov·Ú;;;Ë.p.;52;;;29425;712600.13;1009226.50;2013-12-01T00:00:00
15529843;571971;Kov·Ú;;;;;73661;Kov·Ú;;;Ë.p.;53;;;29425;712505.13;1009549.14;2013-12-01T00:00:00
15529851;571971;Kov·Ú;;;;;73661;Kov·Ú;;;Ë.p.;54;;;29425;712485.31;1009717.25;2013-12-01T00:00:00
15529878;571971;Kov·Ú;;;;;73661;Kov·Ú;;;Ë.p.;56;;;29425;712619.50;1009204.19;2013-12-01T00:00:00
15529886;571971;Kov·Ú;;;;;73661;Kov·Ú;;;Ë.p.;57;;;29425;712465.56;1009250.25;2013-12-01T00:00:00
