Kуd ADM;Kуd obce;Nбzev obce;Kуd MOMC;Nбzev MOMC;Kуd obvodu Prahy;Nбzev obvodu Prahy;Kуd ибsti obce;Nбzev ибsti obce;Kуd ulice;Nбzev ulice;Typ SO;»нslo domovnн;»нslo orientaиnн;Znak инsla orientaиnнho;PS»;Souшadnice Y;Souшadnice X;Platн Od
8590087;598526;Roztoky;;;;;142557;Roztoky;;;и.p.;1;;;27023;783086.44;1044693.94;2013-12-03T00:00:00
8590095;598526;Roztoky;;;;;142557;Roztoky;;;и.p.;2;;;27023;783030.63;1044640.13;2013-12-03T00:00:00
8590109;598526;Roztoky;;;;;142557;Roztoky;;;и.p.;3;;;27023;783132.24;1044088.27;2015-12-09T00:00:00
8590117;598526;Roztoky;;;;;142557;Roztoky;;;и.p.;4;;;27023;783114.00;1044092.19;2013-12-03T00:00:00
8590125;598526;Roztoky;;;;;142557;Roztoky;;;и.p.;5;;;27023;783104.29;1044104.79;2023-10-11T00:00:00
8590133;598526;Roztoky;;;;;142557;Roztoky;;;и.p.;6;;;27023;783135.50;1044120.13;2013-12-03T00:00:00
8590141;598526;Roztoky;;;;;142557;Roztoky;;;и.p.;7;;;27023;783071.94;1044110.69;2013-12-03T00:00:00
8590150;598526;Roztoky;;;;;142557;Roztoky;;;и.p.;8;;;27023;782938.26;1044696.30;2022-11-20T00:00:00
8590168;598526;Roztoky;;;;;142557;Roztoky;;;и.p.;9;;;27023;782943.13;1044734.01;2022-11-20T00:00:00
8590176;598526;Roztoky;;;;;142557;Roztoky;;;и.p.;10;;;27023;782910.63;1044716.44;2013-12-03T00:00:00
8590184;598526;Roztoky;;;;;142557;Roztoky;;;и.p.;11;;;27023;782949.03;1044198.18;2023-08-10T00:00:00
8590192;598526;Roztoky;;;;;142557;Roztoky;;;и.p.;12;;;27023;782951.87;1044177.98;2013-12-03T00:00:00
8590206;598526;Roztoky;;;;;142557;Roztoky;;;и.p.;13;;;27023;783009.75;1044051.50;2013-12-03T00:00:00
8590214;598526;Roztoky;;;;;142557;Roztoky;;;и.p.;14;;;27023;783063.75;1043937.83;2013-12-03T00:00:00
8590222;598526;Roztoky;;;;;142557;Roztoky;;;и.p.;15;;;27023;783134.13;1043962.13;2013-12-03T00:00:00
8590231;598526;Roztoky;;;;;142557;Roztoky;;;и.p.;16;;;27023;783262.31;1043837.25;2013-12-03T00:00:00
8590249;598526;Roztoky;;;;;142557;Roztoky;;;и.p.;17;;;27023;783114.69;1043737.19;2013-12-03T00:00:00
8590257;598526;Roztoky;;;;;142557;Roztoky;;;и.p.;18;;;27023;782939.47;1043620.53;2017-03-22T00:00:00
8590265;598526;Roztoky;;;;;142557;Roztoky;;;и.p.;19;;;27023;783179.19;1044137.94;2013-12-03T00:00:00
8590273;598526;Roztoky;;;;;142557;Roztoky;;;и.p.;20;;;27023;783077.47;1044101.12;2022-11-20T00:00:00
8590281;598526;Roztoky;;;;;142557;Roztoky;;;и.p.;21;;;27023;783054.94;1044117.85;2013-12-03T00:00:00
8590290;598526;Roztoky;;;;;142557;Roztoky;;;и.p.;22;;;27023;783055.06;1044133.66;2013-12-03T00:00:00
8590303;598526;Roztoky;;;;;142557;Roztoky;;;и.p.;23;;;27023;783108.42;1044075.71;2013-12-03T00:00:00
8590311;598526;Roztoky;;;;;142557;Roztoky;;;и.p.;24;;;27023;782919.48;1044738.31;2020-11-23T00:00:00
8590320;598526;Roztoky;;;;;142557;Roztoky;;;и.p.;25;;;27023;783240.42;1044159.17;2013-12-03T00:00:00
8590338;598526;Roztoky;;;;;142557;Roztoky;;;и.p.;26;;;27023;782944.19;1044766.19;2013-12-03T00:00:00
8590346;598526;Roztoky;;;;;142557;Roztoky;;;и.p.;27;;;27023;783170.54;1043975.20;2013-12-03T00:00:00
8590354;598526;Roztoky;;;;;142557;Roztoky;;;и.p.;28;;;27023;783041.43;1044130.15;2013-12-03T00:00:00
8590362;598526;Roztoky;;;;;142557;Roztoky;;;и.p.;29;;;27023;783151.31;1043978.56;2013-12-03T00:00:00
8590371;598526;Roztoky;;;;;142557;Roztoky;;;и.p.;30;;;27023;782966.69;1044713.45;2024-05-16T00:00:00
8590389;598526;Roztoky;;;;;142557;Roztoky;;;и.p.;31;;;27023;783049.15;1044000.32;2013-12-03T00:00:00
8590401;598526;Roztoky;;;;;142557;Roztoky;;;и.p.;33;;;27023;782985.25;1044741.00;2013-12-03T00:00:00
8590419;598526;Roztoky;;;;;142557;Roztoky;;;и.p.;34;;;27023;782958.29;1044741.90;2013-12-03T00:00:00
8590435;598526;Roztoky;;;;;142557;Roztoky;;;и.p.;36;;;27023;782996.61;1044739.88;2024-05-16T00:00:00
8590443;598526;Roztoky;;;;;142557;Roztoky;;;и.p.;37;;;27023;782896.38;1043863.38;2013-12-03T00:00:00
8590451;598526;Roztoky;;;;;142557;Roztoky;;;и.p.;38;;;27023;782859.25;1043870.88;2013-12-03T00:00:00
8590460;598526;Roztoky;;;;;142557;Roztoky;;;и.p.;39;;;27023;782928.00;1043871.88;2013-12-03T00:00:00
8590478;598526;Roztoky;;;;;142557;Roztoky;;;и.p.;40;;;27023;783185.94;1044192.06;2013-12-03T00:00:00
8590486;598526;Roztoky;;;;;142557;Roztoky;;;и.p.;42;;;27023;783001.26;1044123.83;2013-12-03T00:00:00
8590494;598526;Roztoky;;;;;142557;Roztoky;;;и.p.;43;;;27023;782997.69;1044143.31;2013-12-03T00:00:00
8590508;598526;Roztoky;;;;;142557;Roztoky;;;и.p.;44;;;27023;783280.62;1043819.36;2022-11-20T00:00:00
8590516;598526;Roztoky;;;;;142557;Roztoky;;;и.p.;45;;;27023;783119.69;1044059.25;2013-12-03T00:00:00
8590524;598526;Roztoky;;;;;142557;Roztoky;;;и.p.;46;;;27023;783193.62;1043991.92;2013-12-03T00:00:00
8590532;598526;Roztoky;;;;;142557;Roztoky;;;и.p.;47;;;27023;783108.34;1043977.53;2013-12-03T00:00:00
8590541;598526;Roztoky;;;;;142557;Roztoky;;;и.p.;48;;;27023;782635.25;1044288.88;2013-12-03T00:00:00
8590559;598526;Roztoky;;;;;142557;Roztoky;;;и.p.;49;;;27023;782622.34;1044564.77;2013-12-03T00:00:00
8590567;598526;Roztoky;;;;;142557;Roztoky;;;и.p.;50;;;27023;782609.38;1044776.94;2013-12-03T00:00:00
8590575;598526;Roztoky;;;;;142557;Roztoky;;;и.p.;51;;;27023;783065.98;1043980.89;2021-03-17T00:00:00
