Kód ADM;Kód obce;Název obce;Kód MOMC;Název MOMC;Kód obvodu Prahy;Název obvodu Prahy;Kód èásti obce;Název èásti obce;Kód ulice;Název ulice;Typ SO;Èíslo domovní;Èíslo orientaèní;Znak èísla orientaèního;PSÈ;Souøadnice Y;Souøadnice X;Platí Od
2050765;534773;Døínov;;;;;33081;Døínov;;;è.p.;1;;;27745;741813.69;1022324.00;2013-11-29T00:00:00
2050773;534773;Døínov;;;;;33081;Døínov;;;è.p.;2;;;27745;741822.50;1022299.25;2013-11-29T00:00:00
2050781;534773;Døínov;;;;;33081;Døínov;;;è.p.;3;;;27745;741815.88;1022271.75;2013-11-29T00:00:00
2050790;534773;Døínov;;;;;33081;Døínov;;;è.p.;4;;;27745;741817.56;1022260.94;2013-11-29T00:00:00
2050803;534773;Døínov;;;;;33081;Døínov;;;è.p.;5;;;27745;741481.48;1022236.21;2013-11-29T00:00:00
2050820;534773;Døínov;;;;;33081;Døínov;;;è.p.;7;;;27745;741801.98;1022197.17;2022-10-16T00:00:00
2050838;534773;Døínov;;;;;33081;Døínov;;;è.p.;8;;;27745;741780.00;1022191.69;2013-11-29T00:00:00
2050846;534773;Døínov;;;;;33081;Døínov;;;è.p.;9;;;27745;741755.75;1022202.56;2013-11-29T00:00:00
2050854;534773;Døínov;;;;;33081;Døínov;;;è.p.;10;;;27745;741817.56;1022186.06;2013-11-29T00:00:00
2050862;534773;Døínov;;;;;33081;Døínov;;;è.p.;11;;;27745;741790.65;1022148.10;2022-10-16T00:00:00
2050871;534773;Døínov;;;;;33081;Døínov;;;è.p.;12;;;27745;741811.00;1022141.06;2013-11-29T00:00:00
2050889;534773;Døínov;;;;;33081;Døínov;;;è.p.;13;;;27745;741796.04;1022106.28;2013-11-29T00:00:00
2050897;534773;Døínov;;;;;33081;Døínov;;;è.p.;14;;;27745;741745.44;1021788.25;2013-11-29T00:00:00
2050901;534773;Døínov;;;;;33081;Døínov;;;è.p.;15;;;27745;741648.78;1022042.24;2022-10-16T00:00:00
2050919;534773;Døínov;;;;;33081;Døínov;;;è.p.;16;;;27745;741652.00;1022070.00;2013-11-29T00:00:00
2050927;534773;Døínov;;;;;33081;Døínov;;;è.p.;17;;;27745;741786.31;1022029.00;2013-11-29T00:00:00
2050935;534773;Døínov;;;;;33081;Døínov;;;è.p.;18;;;27745;741580.78;1022210.51;2013-11-29T00:00:00
2050943;534773;Døínov;;;;;33081;Døínov;;;è.p.;19;;;27745;741754.29;1022102.18;2022-10-16T00:00:00
2050951;534773;Døínov;;;;;33081;Døínov;;;è.p.;20;;;27745;741716.00;1022106.00;2013-11-29T00:00:00
2050960;534773;Døínov;;;;;33081;Døínov;;;è.p.;21;;;27745;741718.13;1022174.86;2022-10-16T00:00:00
2050978;534773;Døínov;;;;;33081;Døínov;;;è.p.;22;;;27745;741683.47;1022174.18;2013-11-29T00:00:00
2050986;534773;Døínov;;;;;33081;Døínov;;;è.p.;23;;;27745;741660.82;1022154.87;2013-11-29T00:00:00
2050994;534773;Døínov;;;;;33081;Døínov;;;è.p.;24;;;27745;741633.38;1022163.06;2013-11-29T00:00:00
2051001;534773;Døínov;;;;;33081;Døínov;;;è.p.;25;;;27745;741440.06;1022226.28;2022-10-16T00:00:00
2051010;534773;Døínov;;;;;33081;Døínov;;;è.p.;26;;;27745;741428.19;1022239.05;2013-11-29T00:00:00
2051028;534773;Døínov;;;;;33081;Døínov;;;è.p.;27;;;27745;741543.17;1022223.97;2013-11-29T00:00:00
2051036;534773;Døínov;;;;;33081;Døínov;;;è.p.;28;;;27745;741549.63;1022246.56;2013-11-29T00:00:00
2051052;534773;Døínov;;;;;33081;Døínov;;;è.p.;30;;;27745;741554.01;1022274.27;2022-10-16T00:00:00
2051061;534773;Døínov;;;;;33081;Døínov;;;è.p.;31;;;27745;741555.49;1022298.89;2013-11-29T00:00:00
2051079;534773;Døínov;;;;;33081;Døínov;;;è.p.;32;;;27745;741565.97;1022327.06;2013-11-29T00:00:00
2051087;534773;Døínov;;;;;33081;Døínov;;;è.p.;33;;;27745;741591.94;1022325.13;2013-11-29T00:00:00
2051095;534773;Døínov;;;;;33081;Døínov;;;è.p.;34;;;27745;741448.88;1022272.94;2013-11-29T00:00:00
2051109;534773;Døínov;;;;;33081;Døínov;;;è.p.;35;;;27745;741640.66;1022343.35;2022-10-16T00:00:00
2051117;534773;Døínov;;;;;33081;Døínov;;;è.p.;36;;;27745;741662.13;1022318.75;2013-11-29T00:00:00
2051125;534773;Døínov;;;;;33081;Døínov;;;è.p.;37;;;27745;741680.34;1022364.66;2013-11-29T00:00:00
2051133;534773;Døínov;;;;;33081;Døínov;;;è.p.;38;;;27745;741657.75;1022272.00;2013-11-29T00:00:00
2051141;534773;Døínov;;;;;33081;Døínov;;;è.p.;39;;;27745;741447.61;1022251.49;2013-11-29T00:00:00
2051150;534773;Døínov;;;;;33081;Døínov;;;è.p.;40;;;27745;741715.81;1022302.19;2013-11-29T00:00:00
2051168;534773;Døínov;;;;;33081;Døínov;;;è.p.;41;;;27745;741653.10;1022242.82;2013-11-29T00:00:00
2051176;534773;Døínov;;;;;33081;Døínov;;;è.p.;42;;;27745;741718.67;1022214.14;2022-10-16T00:00:00
2051184;534773;Døínov;;;;;33081;Døínov;;;è.p.;43;;;27745;741721.78;1022260.85;2013-11-29T00:00:00
2051192;534773;Døínov;;;;;33081;Døínov;;;è.p.;44;;;27745;741739.56;1022262.63;2013-11-29T00:00:00
