Kуd ADM;Kуd obce;Nбzev obce;Kуd MOMC;Nбzev MOMC;Kуd obvodu Prahy;Nбzev obvodu Prahy;Kуd ибsti obce;Nбzev ибsti obce;Kуd ulice;Nбzev ulice;Typ SO;»нslo domovnн;»нslo orientaиnн;Znak инsla orientaиnнho;PS»;Souшadnice Y;Souшadnice X;Platн Od
1124765;537268;Jizbice;;;;;61425;Jizbice;;;и.p.;1;;;28802;699715.50;1029636.63;2013-12-05T00:00:00
1124773;537268;Jizbice;;;;;61425;Jizbice;;;и.p.;2;;;28802;699732.50;1029700.00;2013-12-05T00:00:00
1124781;537268;Jizbice;;;;;61425;Jizbice;;;и.p.;3;;;28802;699753.63;1029697.17;2022-10-17T00:00:00
1124790;537268;Jizbice;;;;;61425;Jizbice;;;и.p.;4;;;28802;699800.13;1029652.94;2013-12-05T00:00:00
1124803;537268;Jizbice;;;;;61425;Jizbice;;;и.p.;5;;;28802;699963.50;1029683.69;2013-12-05T00:00:00
1124811;537268;Jizbice;;;;;61425;Jizbice;;;и.p.;6;;;28802;699821.04;1029681.96;2022-10-17T00:00:00
1124820;537268;Jizbice;;;;;61425;Jizbice;;;и.p.;7;;;28802;699832.44;1029725.81;2013-12-05T00:00:00
1124838;537268;Jizbice;;;;;61425;Jizbice;;;и.p.;8;;;28802;699812.95;1029742.48;2022-10-17T00:00:00
1124846;537268;Jizbice;;;;;61425;Jizbice;;;и.p.;9;;;28802;699611.41;1029597.82;2022-10-17T00:00:00
1124862;537268;Jizbice;;;;;61425;Jizbice;;;и.p.;13;;;28802;699732.19;1029945.06;2013-12-05T00:00:00
1124871;537268;Jizbice;;;;;61425;Jizbice;;;и.p.;14;;;28802;699720.75;1029909.13;2013-12-05T00:00:00
1124897;537268;Jizbice;;;;;61425;Jizbice;;;и.p.;16;;;28802;699725.94;1029834.31;2013-12-05T00:00:00
1124901;537268;Jizbice;;;;;61425;Jizbice;;;и.p.;17;;;28802;699695.25;1029667.69;2013-12-05T00:00:00
1124919;537268;Jizbice;;;;;61425;Jizbice;;;и.p.;18;;;28802;700112.14;1029739.55;2022-10-17T00:00:00
1124927;537268;Jizbice;;;;;61425;Jizbice;;;и.p.;19;;;28802;699670.75;1029799.31;2013-12-05T00:00:00
1124935;537268;Jizbice;;;;;61425;Jizbice;;;и.p.;20;;;28802;699590.69;1029817.31;2013-12-05T00:00:00
1124943;537268;Jizbice;;;;;61425;Jizbice;;;и.p.;21;;;28802;699701.75;1029774.19;2013-12-05T00:00:00
1124951;537268;Jizbice;;;;;61425;Jizbice;;;и.p.;22;;;28802;699680.19;1029732.38;2013-12-05T00:00:00
1124960;537268;Jizbice;;;;;61425;Jizbice;;;и.p.;23;;;28802;699703.75;1029712.75;2013-12-05T00:00:00
1124978;537268;Jizbice;;;;;61425;Jizbice;;;и.p.;24;;;28802;699679.88;1029695.75;2013-12-05T00:00:00
1124986;537268;Jizbice;;;;;61425;Jizbice;;;и.p.;25;;;28802;699640.66;1029677.07;2022-10-17T00:00:00
1124994;537268;Jizbice;;;;;61425;Jizbice;;;и.p.;26;;;28802;699589.38;1029565.75;2013-12-05T00:00:00
1125001;537268;Jizbice;;;;;61425;Jizbice;;;и.p.;27;;;28802;699711.73;1029686.74;2022-10-17T00:00:00
1125010;537268;Jizbice;;;;;61425;Jizbice;;;и.p.;28;;;28802;699929.50;1029672.88;2013-12-05T00:00:00
1125028;537268;Jizbice;;;;;61425;Jizbice;;;и.p.;29;;;28802;699925.16;1029639.38;2022-10-17T00:00:00
1125036;537268;Jizbice;;;;;61425;Jizbice;;;и.p.;30;;;28802;699625.00;1029671.56;2013-12-05T00:00:00
1125044;537268;Jizbice;;;;;61425;Jizbice;;;и.p.;31;;;28802;699822.69;1029633.69;2013-12-05T00:00:00
1125052;537268;Jizbice;;;;;61425;Jizbice;;;и.p.;32;;;28802;699886.06;1029643.81;2013-12-05T00:00:00
1125061;537268;Jizbice;;;;;61425;Jizbice;;;и.p.;33;;;28802;699907.39;1029666.83;2022-10-17T00:00:00
1125079;537268;Jizbice;;;;;61425;Jizbice;;;и.p.;34;;;28802;699638.31;1029646.19;2022-10-17T00:00:00
1125087;537268;Jizbice;;;;;61425;Jizbice;;;и.p.;35;;;28802;699653.37;1029656.02;2022-10-17T00:00:00
1125095;537268;Jizbice;;;;;61425;Jizbice;;;и.p.;36;;;28802;699628.25;1029641.19;2013-12-05T00:00:00
1125109;537268;Jizbice;;;;;61425;Jizbice;;;и.p.;37;;;28802;699599.50;1029795.10;2019-01-22T00:00:00
1125117;537268;Jizbice;;;;;61425;Jizbice;;;и.p.;38;;;28802;699608.31;1029685.31;2013-12-05T00:00:00
1125125;537268;Jizbice;;;;;61425;Jizbice;;;и.p.;39;;;28802;699596.56;1029678.13;2013-12-05T00:00:00
1125133;537268;Jizbice;;;;;61425;Jizbice;;;и.p.;40;;;28802;699745.25;1029867.63;2013-12-05T00:00:00
1125141;537268;Jizbice;;;;;61425;Jizbice;;;и.p.;41;;;28802;699569.75;1029682.38;2013-12-05T00:00:00
1125150;537268;Jizbice;;;;;61425;Jizbice;;;и.p.;42;;;28802;699592.63;1029653.94;2013-12-05T00:00:00
1125168;537268;Jizbice;;;;;61425;Jizbice;;;и.p.;43;;;28802;699905.31;1029690.19;2013-12-05T00:00:00
