Kуd ADM;Kуd obce;Nбzev obce;Kуd MOMC;Nбzev MOMC;Kуd obvodu Prahy;Nбzev obvodu Prahy;Kуd ибsti obce;Nбzev ибsti obce;Kуd ulice;Nбzev ulice;Typ SO;Инslo domovnн;Инslo orientaиnн;Znak инsla orientaиnнho;PSИ;Souшadnice Y;Souшadnice X;Platн Od
3763951;597171;Ћпбrec;;;;;195464;Ostrov;;;и.p.;1;;;59451;619718.83;1138542.16;2013-12-07T00:00:00
3763960;597171;Ћпбrec;;;;;195464;Ostrov;;;и.p.;2;;;59451;619739.83;1138548.33;2013-12-07T00:00:00
3763978;597171;Ћпбrec;;;;;195464;Ostrov;;;и.p.;3;;;59451;619761.10;1138540.39;2013-12-07T00:00:00
3763986;597171;Ћпбrec;;;;;195464;Ostrov;;;и.p.;4;;;59451;619790.33;1138535.10;2013-12-07T00:00:00
3763994;597171;Ћпбrec;;;;;195464;Ostrov;;;и.p.;5;;;59451;619817.39;1138534.71;2013-12-07T00:00:00
3764001;597171;Ћпбrec;;;;;195464;Ostrov;;;и.p.;6;;;59451;619801.29;1138512.47;2013-12-07T00:00:00
3764010;597171;Ћпбrec;;;;;195464;Ostrov;;;и.p.;7;;;59451;619757.30;1138505.62;2013-12-07T00:00:00
3764028;597171;Ћпбrec;;;;;195464;Ostrov;;;и.p.;8;;;59451;619752.20;1138468.96;2013-12-07T00:00:00
3764036;597171;Ћпбrec;;;;;195464;Ostrov;;;и.p.;9;;;59451;619733.24;1138512.47;2013-12-07T00:00:00
3764044;597171;Ћпбrec;;;;;195464;Ostrov;;;и.p.;10;;;59451;619733.19;1138502.19;2013-12-07T00:00:00
3764052;597171;Ћпбrec;;;;;195464;Ostrov;;;и.p.;11;;;59451;619668.98;1138511.49;2013-12-07T00:00:00
3764061;597171;Ћпбrec;;;;;195464;Ostrov;;;и.p.;12;;;59451;619749.83;1138385.47;2013-12-07T00:00:00
3764079;597171;Ћпбrec;;;;;195464;Ostrov;;;и.p.;13;;;59451;619752.92;1138400.60;2013-12-07T00:00:00
3764087;597171;Ћпбrec;;;;;195464;Ostrov;;;и.p.;15;;;59451;619768.68;1138354.91;2013-12-07T00:00:00
3764095;597171;Ћпбrec;;;;;195464;Ostrov;;;и.p.;16;;;59451;619753.33;1138422.94;2013-12-07T00:00:00
3764109;597171;Ћпбrec;;;;;195464;Ostrov;;;и.p.;17;;;59451;619717.30;1138443.22;2013-12-07T00:00:00
3764117;597171;Ћпбrec;;;;;195472;Vнckov;;;и.p.;2;;;59451;620821.94;1135811.75;2022-11-19T00:00:00
3764125;597171;Ћпбrec;;;;;195472;Vнckov;;;и.p.;3;;;59451;620837.90;1135785.65;2013-12-07T00:00:00
3764133;597171;Ћпбrec;;;;;195472;Vнckov;;;и.p.;4;;;59451;620824.25;1135711.30;2013-12-07T00:00:00
3764141;597171;Ћпбrec;;;;;195472;Vнckov;;;и.p.;6;;;59451;620839.98;1135663.23;2013-12-07T00:00:00
3764150;597171;Ћпбrec;;;;;195472;Vнckov;;;и.p.;7;;;59451;620879.97;1135624.49;2013-12-07T00:00:00
3764168;597171;Ћпбrec;;;;;195472;Vнckov;;;и.p.;8;;;59451;620953.82;1135667.24;2013-12-07T00:00:00
3764176;597171;Ћпбrec;;;;;195472;Vнckov;;;и.p.;9;;;59451;620892.41;1135712.29;2013-12-07T00:00:00
3764184;597171;Ћпбrec;;;;;195472;Vнckov;;;и.p.;11;;;59451;620883.47;1135762.16;2013-12-07T00:00:00
3764192;597171;Ћпбrec;;;;;195472;Vнckov;;;и.p.;12;;;59451;620918.89;1135755.64;2013-12-07T00:00:00
3764206;597171;Ћпбrec;;;;;195472;Vнckov;;;и.p.;13;;;59451;620513.02;1135926.61;2022-11-19T00:00:00
3764214;597171;Ћпбrec;;;;;195472;Vнckov;;;и.p.;16;;;59451;620828.76;1135685.17;2013-12-07T00:00:00
3764222;597171;Ћпбrec;;;;;195472;Vнckov;;;и.p.;17;;;59451;620810.91;1135822.34;2013-12-07T00:00:00
3764231;597171;Ћпбrec;;;;;195472;Vнckov;;;и.p.;18;;;59451;620728.93;1135861.22;2013-12-07T00:00:00
3764249;597171;Ћпбrec;;;;;195472;Vнckov;;;и.ev.;1;;;59451;620561.74;1135144.45;2013-12-07T00:00:00
3764257;597171;Ћпбrec;;;;;195472;Vнckov;;;и.ev.;2;;;59451;620621.66;1135104.20;2013-12-07T00:00:00
3764273;597171;Ћпбrec;;;;;195472;Vнckov;;;и.ev.;4;;;59451;620005.71;1135759.25;2022-11-19T00:00:00
3764281;597171;Ћпбrec;;;;;195472;Vнckov;;;и.ev.;5;;;59451;620530.63;1135164.49;2013-12-07T00:00:00
3764290;597171;Ћпбrec;;;;;195472;Vнckov;;;и.ev.;6;;;59451;620512.51;1135200.83;2013-12-07T00:00:00
3764303;597171;Ћпбrec;;;;;195472;Vнckov;;;и.ev.;7;;;59451;620590.54;1135114.63;2022-11-19T00:00:00
3764311;597171;Ћпбrec;;;;;195481;Ћпбrec;;;и.p.;1;;;59456;620446.86;1137796.41;2013-12-07T00:00:00
3764320;597171;Ћпбrec;;;;;195481;Ћпбrec;;;и.p.;2;;;59456;620467.98;1138381.89;2013-12-07T00:00:00
3764338;597171;Ћпбrec;;;;;195481;Ћпбrec;;;и.p.;3;;;59456;620524.26;1138360.44;2013-12-07T00:00:00
3764346;597171;Ћпбrec;;;;;195481;Ћпбrec;;;и.p.;4;;;59456;620575.87;1138060.51;2013-12-07T00:00:00
3764354;597171;Ћпбrec;;;;;195481;Ћпбrec;;;и.p.;5;;;59456;620504.31;1138182.26;2021-08-31T00:00:00
3764362;597171;Ћпбrec;;;;;195481;Ћпбrec;;;и.p.;6;;;59456;620566.82;1138064.82;2013-12-07T00:00:00
3764371;597171;Ћпбrec;;;;;195481;Ћпбrec;;;и.p.;7;;;59456;620656.59;1138012.32;2013-12-07T00:00:00
3764389;597171;Ћпбrec;;;;;195481;Ћпбrec;;;и.p.;8;;;59456;620713.74;1137968.36;2013-12-07T00:00:00
3764397;597171;Ћпбrec;;;;;195481;Ћпбrec;;;и.p.;9;;;59456;620683.36;1138046.43;2013-12-07T00:00:00
3764401;597171;Ћпбrec;;;;;195481;Ћпбrec;;;и.p.;10;;;59456;621144.06;1137688.19;2013-12-07T00:00:00
3764419;597171;Ћпбrec;;;;;195481;Ћпбrec;;;и.p.;11;;;59456;621321.61;1137573.87;2013-12-07T00:00:00
3764427;597171;Ћпбrec;;;;;195481;Ћпбrec;;;и.p.;12;;;59456;620461.90;1138125.31;2013-12-07T00:00:00
3764435;597171;Ћпбrec;;;;;195481;Ћпбrec;;;и.p.;13;;;59456;620561.36;1137801.82;2013-12-07T00:00:00
3764443;597171;Ћпбrec;;;;;195481;Ћпбrec;;;и.p.;14;;;59456;620470.48;1137758.23;2013-12-07T00:00:00
3764451;597171;Ћпбrec;;;;;195481;Ћпбrec;;;и.p.;15;;;59456;620503.36;1137706.80;2013-12-07T00:00:00
3764460;597171;Ћпбrec;;;;;195481;Ћпбrec;;;и.p.;16;;;59456;620524.15;1137689.36;2013-12-07T00:00:00
3764478;597171;Ћпбrec;;;;;195481;Ћпбrec;;;и.p.;17;;;59456;620510.18;1137487.84;2013-12-07T00:00:00
3764486;597171;Ћпбrec;;;;;195481;Ћпбrec;;;и.p.;18;;;59456;620585.45;1137639.40;2013-12-07T00:00:00
3764494;597171;Ћпбrec;;;;;195481;Ћпбrec;;;и.p.;19;;;59456;620618.55;1137614.23;2013-12-07T00:00:00
3764508;597171;Ћпбrec;;;;;195481;Ћпбrec;;;и.p.;20;;;59456;620638.01;1137597.77;2013-12-07T00:00:00
3764516;597171;Ћпбrec;;;;;195481;Ћпбrec;;;и.p.;21;;;59456;620631.70;1137572.10;2013-12-07T00:00:00
3764524;597171;Ћпбrec;;;;;195481;Ћпбrec;;;и.p.;22;;;59456;620656.51;1137510.10;2013-12-07T00:00:00
3764532;597171;Ћпбrec;;;;;195481;Ћпбrec;;;и.p.;23;;;59456;620632.86;1137508.31;2013-12-07T00:00:00
3764541;597171;Ћпбrec;;;;;195481;Ћпбrec;;;и.p.;24;;;59456;620516.30;1137397.52;2013-12-07T00:00:00
3764559;597171;Ћпбrec;;;;;195481;Ћпбrec;;;и.p.;25;;;59456;620623.65;1137531.70;2013-12-07T00:00:00
3764567;597171;Ћпбrec;;;;;195481;Ћпбrec;;;и.p.;26;;;59456;620610.09;1137571.22;2013-12-07T00:00:00
3764575;597171;Ћпбrec;;;;;195481;Ћпбrec;;;и.p.;27;;;59456;620586.15;1137588.76;2013-12-07T00:00:00
3764583;597171;Ћпбrec;;;;;195481;Ћпбrec;;;и.p.;28;;;59456;620560.68;1137603.35;2013-12-07T00:00:00
3764591;597171;Ћпбrec;;;;;195481;Ћпбrec;;;и.p.;30;;;59456;620522.07;1137632.15;2013-12-07T00:00:00
3764605;597171;Ћпбrec;;;;;195481;Ћпбrec;;;и.p.;31;;;59456;620505.22;1137645.96;2013-12-07T00:00:00
3764613;597171;Ћпбrec;;;;;195481;Ћпбrec;;;и.p.;32;;;59456;620489.86;1137657.62;2013-12-07T00:00:00
3764621;597171;Ћпбrec;;;;;195481;Ћпбrec;;;и.p.;34;;;59456;620429.77;1137693.28;2013-12-07T00:00:00
3764630;597171;Ћпбrec;;;;;195481;Ћпбrec;;;и.p.;35;;;59456;620428.54;1137712.28;2013-12-07T00:00:00
3764656;597171;Ћпбrec;;;;;195481;Ћпбrec;;;и.p.;38;;;59456;621330.92;1137759.89;2022-11-16T00:00:00
