Kód ADM;Kód obce;Název obce;Kód MOMC;Název MOMC;Kód obvodu Prahy;Název obvodu Prahy;Kód èásti obce;Název èásti obce;Kód ulice;Název ulice;Typ SO;Èíslo domovní;Èíslo orientaèní;Znak èísla orientaèního;PSÈ;Souøadnice Y;Souøadnice X;Platí Od
23611294;564311;Pertoltice;;;;;119491;Dolní Pertoltice;;;è.p.;3;;;46373;684166.36;952290.73;2013-12-01T00:00:00
23611308;564311;Pertoltice;;;;;119491;Dolní Pertoltice;;;è.p.;7;;;46373;684195.65;952129.84;2013-12-01T00:00:00
23611316;564311;Pertoltice;;;;;119491;Dolní Pertoltice;;;è.p.;10;;;46373;684201.32;952039.10;2013-12-01T00:00:00
23611324;564311;Pertoltice;;;;;119491;Dolní Pertoltice;;;è.p.;16;;;46373;684287.05;951695.57;2013-12-01T00:00:00
23611341;564311;Pertoltice;;;;;119491;Dolní Pertoltice;;;è.p.;28;;;46373;684634.01;951177.13;2013-12-01T00:00:00
23611359;564311;Pertoltice;;;;;119491;Dolní Pertoltice;;;è.p.;31;;;46373;684539.22;951149.64;2013-12-01T00:00:00
23611375;564311;Pertoltice;;;;;119491;Dolní Pertoltice;;;è.p.;33;;;46373;684470.27;951134.82;2013-12-01T00:00:00
23611383;564311;Pertoltice;;;;;119491;Dolní Pertoltice;;;è.p.;35;;;46373;684406.55;951180.74;2013-12-01T00:00:00
23611391;564311;Pertoltice;;;;;119491;Dolní Pertoltice;;;è.p.;37;;;46373;684391.59;951073.35;2013-12-01T00:00:00
23611413;564311;Pertoltice;;;;;119491;Dolní Pertoltice;;;è.p.;39;;;46373;684323.41;951041.60;2013-12-01T00:00:00
23611421;564311;Pertoltice;;;;;119491;Dolní Pertoltice;;;è.p.;42;;;46373;684236.41;951044.29;2013-12-01T00:00:00
23611430;564311;Pertoltice;;;;;119491;Dolní Pertoltice;;;è.p.;45;;;46373;684105.26;950951.50;2013-12-01T00:00:00
23611448;564311;Pertoltice;;;;;119491;Dolní Pertoltice;;;è.p.;46;;;46373;684054.91;951027.84;2013-12-01T00:00:00
23611456;564311;Pertoltice;;;;;119491;Dolní Pertoltice;;;è.p.;47;;;46373;684001.06;951045.32;2013-12-01T00:00:00
23611464;564311;Pertoltice;;;;;119491;Dolní Pertoltice;;;è.p.;48;;;46373;683956.47;951025.05;2013-12-01T00:00:00
23611472;564311;Pertoltice;;;;;119491;Dolní Pertoltice;;;è.p.;53;;;46373;683810.05;950865.63;2013-12-01T00:00:00
23611481;564311;Pertoltice;;;;;119491;Dolní Pertoltice;;;è.p.;54;;;46373;683772.78;950899.13;2013-12-01T00:00:00
23611499;564311;Pertoltice;;;;;119491;Dolní Pertoltice;;;è.p.;55;;;46373;683753.71;950934.53;2013-12-01T00:00:00
23611502;564311;Pertoltice;;;;;119491;Dolní Pertoltice;;;è.p.;56;;;46373;683721.86;950858.22;2013-12-01T00:00:00
23611511;564311;Pertoltice;;;;;119491;Dolní Pertoltice;;;è.p.;57;;;46373;683662.34;950842.30;2013-12-01T00:00:00
23611529;564311;Pertoltice;;;;;119491;Dolní Pertoltice;;;è.p.;59;;;46373;683628.76;950804.32;2013-12-01T00:00:00
23611537;564311;Pertoltice;;;;;119491;Dolní Pertoltice;;;è.p.;60;;;46373;683643.00;950777.62;2013-12-01T00:00:00
23611545;564311;Pertoltice;;;;;119491;Dolní Pertoltice;;;è.p.;62;;;46373;683593.24;950764.93;2024-03-27T00:00:00
23611553;564311;Pertoltice;;;;;119491;Dolní Pertoltice;;;è.p.;64;;;46373;683574.21;950680.55;2013-12-01T00:00:00
23611561;564311;Pertoltice;;;;;119491;Dolní Pertoltice;;;è.p.;65;;;46373;683535.17;950639.02;2013-12-01T00:00:00
23611570;564311;Pertoltice;;;;;119491;Dolní Pertoltice;;;è.p.;66;;;46373;683482.67;950644.24;2013-12-01T00:00:00
23611588;564311;Pertoltice;;;;;119491;Dolní Pertoltice;;;è.p.;71;;;46373;683338.55;950671.55;2013-12-01T00:00:00
23611596;564311;Pertoltice;;;;;119491;Dolní Pertoltice;;;è.p.;72;;;46373;683317.71;950678.65;2013-12-01T00:00:00
23611600;564311;Pertoltice;;;;;119491;Dolní Pertoltice;;;è.p.;187;;;46373;683251.53;950527.58;2013-12-01T00:00:00
23611618;564311;Pertoltice;;;;;119491;Dolní Pertoltice;;;è.p.;189;;;46373;683295.07;950554.81;2013-12-01T00:00:00
23611626;564311;Pertoltice;;;;;119491;Dolní Pertoltice;;;è.p.;190;;;46373;683306.83;950524.59;2024-04-22T00:00:00
23611634;564311;Pertoltice;;;;;119491;Dolní Pertoltice;;;è.p.;191;;;46373;683317.84;950450.59;2013-12-01T00:00:00
