Kуd ADM;Kуd obce;Nбzev obce;Kуd MOMC;Nбzev MOMC;Kуd obvodu Prahy;Nбzev obvodu Prahy;Kуd ибsti obce;Nбzev ибsti obce;Kуd ulice;Nбzev ulice;Typ SO;»нslo domovnн;»нslo orientaиnн;Znak инsla orientaиnнho;PS»;Souшadnice Y;Souшadnice X;Platн Od
13271369;584096;Velatice;;;;;177636;Velatice;;;и.p.;1;;;66405;587562.55;1161557.04;2013-11-29T00:00:00
13271377;584096;Velatice;;;;;177636;Velatice;;;и.p.;2;;;66405;587593.48;1161601.33;2013-11-29T00:00:00
13271385;584096;Velatice;;;;;177636;Velatice;;;и.p.;3;;;66405;587617.18;1161600.91;2013-11-29T00:00:00
13271407;584096;Velatice;;;;;177636;Velatice;;;и.p.;5;;;66405;587650.90;1161604.12;2013-11-29T00:00:00
13271415;584096;Velatice;;;;;177636;Velatice;;;и.p.;6;;;66405;587489.78;1161669.05;2013-11-29T00:00:00
13271423;584096;Velatice;;;;;177636;Velatice;;;и.p.;7;;;66405;587674.41;1161605.99;2013-11-29T00:00:00
13271431;584096;Velatice;;;;;177636;Velatice;;;и.p.;8;;;66405;587706.58;1161569.91;2013-11-29T00:00:00
13271440;584096;Velatice;;;;;177636;Velatice;;;и.p.;9;;;66405;587604.98;1161602.31;2013-11-29T00:00:00
13271458;584096;Velatice;;;;;177636;Velatice;;;и.p.;10;;;66405;587691.18;1161611.80;2013-11-29T00:00:00
13271466;584096;Velatice;;;;;177636;Velatice;;;и.p.;11;;;66405;587703.79;1161609.60;2013-11-29T00:00:00
13271474;584096;Velatice;;;;;177636;Velatice;;;и.p.;12;;;66405;587726.06;1161612.26;2013-11-29T00:00:00
13271482;584096;Velatice;;;;;177636;Velatice;;;и.p.;13;;;66405;587747.44;1161615.31;2013-11-29T00:00:00
13271491;584096;Velatice;;;;;177636;Velatice;;;и.p.;14;;;66405;587791.48;1161628.84;2013-11-29T00:00:00
13271504;584096;Velatice;;;;;177636;Velatice;;;и.p.;15;;;66405;587752.53;1161638.39;2013-11-29T00:00:00
13271512;584096;Velatice;;;;;177636;Velatice;;;и.p.;16;;;66405;587727.37;1161639.24;2013-11-29T00:00:00
13271521;584096;Velatice;;;;;177636;Velatice;;;и.p.;17;;;66405;587702.47;1161642.00;2013-11-29T00:00:00
13271539;584096;Velatice;;;;;177636;Velatice;;;и.p.;18;;;66405;587687.92;1161643.90;2013-11-29T00:00:00
13271547;584096;Velatice;;;;;177636;Velatice;;;и.p.;19;;;66405;587674.21;1161645.39;2013-11-29T00:00:00
13271555;584096;Velatice;;;;;177636;Velatice;;;и.p.;20;;;66405;587661.46;1161645.34;2013-11-29T00:00:00
13271563;584096;Velatice;;;;;177636;Velatice;;;и.p.;21;;;66405;587647.46;1161646.14;2013-11-29T00:00:00
13271571;584096;Velatice;;;;;177636;Velatice;;;и.p.;22;;;66405;587637.08;1161646.66;2013-11-29T00:00:00
13271580;584096;Velatice;;;;;177636;Velatice;;;и.p.;23;;;66405;587618.45;1161645.39;2013-11-29T00:00:00
13271598;584096;Velatice;;;;;177636;Velatice;;;и.p.;24;;;66405;587589.81;1161643.18;2013-11-29T00:00:00
13271601;584096;Velatice;;;;;177636;Velatice;;;и.p.;25;;;66405;587558.11;1161630.51;2013-11-29T00:00:00
13271610;584096;Velatice;;;;;177636;Velatice;;;и.p.;27;;;66405;587531.92;1161618.73;2013-11-29T00:00:00
13271628;584096;Velatice;;;;;177636;Velatice;;;и.p.;28;;;66405;587525.71;1161617.82;2013-11-29T00:00:00
13271636;584096;Velatice;;;;;177636;Velatice;;;и.p.;29;;;66405;587518.19;1161616.08;2013-11-29T00:00:00
13271644;584096;Velatice;;;;;177636;Velatice;;;и.p.;30;;;66405;587619.76;1161479.28;2013-11-29T00:00:00
13271652;584096;Velatice;;;;;177636;Velatice;;;и.p.;31;;;66405;587636.18;1161411.57;2013-11-29T00:00:00
13271661;584096;Velatice;;;;;177636;Velatice;;;и.p.;32;;;66405;587509.84;1161608.96;2013-11-29T00:00:00
13271679;584096;Velatice;;;;;177636;Velatice;;;и.p.;33;;;66405;587507.87;1161622.81;2013-11-29T00:00:00
13271695;584096;Velatice;;;;;177636;Velatice;;;и.p.;35;;;66405;587496.82;1161635.28;2013-11-29T00:00:00
13271709;584096;Velatice;;;;;177636;Velatice;;;и.p.;36;;;66405;587490.40;1161643.06;2013-11-29T00:00:00
13271717;584096;Velatice;;;;;177636;Velatice;;;и.p.;37;;;66405;587480.88;1161655.90;2013-11-29T00:00:00
13271725;584096;Velatice;;;;;177636;Velatice;;;и.p.;38;;;66405;587472.30;1161661.48;2013-11-29T00:00:00
13271733;584096;Velatice;;;;;177636;Velatice;;;и.p.;39;;;66405;587461.02;1161671.98;2013-11-29T00:00:00
13271741;584096;Velatice;;;;;177636;Velatice;;;и.p.;40;;;66405;587455.44;1161676.48;2013-11-29T00:00:00
13271750;584096;Velatice;;;;;177636;Velatice;;;и.p.;41;;;66405;587449.12;1161680.88;2013-11-29T00:00:00
13271776;584096;Velatice;;;;;177636;Velatice;;;и.p.;43;;;66405;587413.87;1161688.30;2013-11-29T00:00:00
13271784;584096;Velatice;;;;;177636;Velatice;;;и.p.;44;;;66405;587424.31;1161704.75;2013-11-29T00:00:00
13271792;584096;Velatice;;;;;177636;Velatice;;;и.p.;45;;;66405;587417.96;1161707.59;2013-11-29T00:00:00
13271806;584096;Velatice;;;;;177636;Velatice;;;и.p.;46;;;66405;587411.58;1161711.94;2013-11-29T00:00:00
13271822;584096;Velatice;;;;;177636;Velatice;;;и.p.;48;;;66405;587381.06;1161716.57;2013-11-29T00:00:00
13271831;584096;Velatice;;;;;177636;Velatice;;;и.p.;49;;;66405;587372.86;1161721.97;2013-11-29T00:00:00
13271849;584096;Velatice;;;;;177636;Velatice;;;и.p.;50;;;66405;587361.42;1161723.57;2013-11-29T00:00:00
13271857;584096;Velatice;;;;;177636;Velatice;;;и.p.;51;;;66405;587349.65;1161724.06;2013-11-29T00:00:00
13271865;584096;Velatice;;;;;177636;Velatice;;;и.p.;52;;;66405;587336.80;1161735.21;2013-11-29T00:00:00
13271873;584096;Velatice;;;;;177636;Velatice;;;и.p.;53;;;66405;587340.80;1161762.70;2013-11-29T00:00:00
13271890;584096;Velatice;;;;;177636;Velatice;;;и.p.;55;;;66405;587365.04;1161751.26;2013-11-29T00:00:00
13271903;584096;Velatice;;;;;177636;Velatice;;;и.p.;56;;;66405;587372.40;1161746.62;2013-11-29T00:00:00
