Kуd ADM;Kуd obce;Nбzev obce;Kуd MOMC;Nбzev MOMC;Kуd obvodu Prahy;Nбzev obvodu Prahy;Kуd ибsti obce;Nбzev ибsti obce;Kуd ulice;Nбzev ulice;Typ SO;»нslo domovnн;»нslo orientaиnн;Znak инsla orientaиnнho;PS»;Souшadnice Y;Souшadnice X;Platн Od
4824407;592421;Nezdenice;;;;;104418;Nezdenice;;;и.p.;2;;;68732;516864.21;1188423.75;2013-12-05T00:00:00
4824415;592421;Nezdenice;;;;;104418;Nezdenice;;;и.p.;4;;;68732;516739.04;1188780.18;2013-12-05T00:00:00
4824423;592421;Nezdenice;;;;;104418;Nezdenice;;;и.p.;6;;;68732;516942.43;1188983.84;2013-12-05T00:00:00
4824431;592421;Nezdenice;;;;;104418;Nezdenice;;;и.p.;7;;;68732;516947.95;1188938.04;2013-12-05T00:00:00
4824440;592421;Nezdenice;;;;;104418;Nezdenice;;;и.p.;10;;;68732;516944.83;1188777.69;2013-12-05T00:00:00
4824458;592421;Nezdenice;;;;;104418;Nezdenice;;;и.p.;11;;;68732;516956.03;1188796.07;2013-12-05T00:00:00
4824466;592421;Nezdenice;;;;;104418;Nezdenice;;;и.p.;12;;;68732;516968.92;1188820.86;2013-12-05T00:00:00
4824474;592421;Nezdenice;;;;;104418;Nezdenice;;;и.p.;14;;;68732;516987.06;1188894.48;2013-12-05T00:00:00
4824482;592421;Nezdenice;;;;;104418;Nezdenice;;;и.p.;15;;;68732;517009.45;1188866.97;2013-12-05T00:00:00
4824491;592421;Nezdenice;;;;;104418;Nezdenice;;;и.p.;16;;;68732;516964.77;1189006.82;2013-12-05T00:00:00
4824504;592421;Nezdenice;;;;;104418;Nezdenice;;;и.p.;17;;;68732;517157.24;1189003.58;2013-12-05T00:00:00
4824512;592421;Nezdenice;;;;;104418;Nezdenice;;;и.p.;18;;;68732;516934.75;1189018.88;2013-12-05T00:00:00
4824521;592421;Nezdenice;;;;;104418;Nezdenice;;;и.p.;20;;;68732;517052.38;1188830.56;2013-12-05T00:00:00
4824539;592421;Nezdenice;;;;;104418;Nezdenice;;;и.p.;21;;;68732;517077.22;1188815.79;2013-12-05T00:00:00
4824547;592421;Nezdenice;;;;;104418;Nezdenice;;;и.p.;22;;;68732;517032.09;1188813.29;2022-04-14T00:00:00
4824555;592421;Nezdenice;;;;;104418;Nezdenice;;;и.p.;23;;;68732;517011.68;1188783.32;2013-12-05T00:00:00
4824563;592421;Nezdenice;;;;;104418;Nezdenice;;;и.p.;24;;;68732;516888.22;1189262.20;2019-09-19T00:00:00
4824571;592421;Nezdenice;;;;;104418;Nezdenice;;;и.p.;25;;;68732;516995.82;1188765.17;2013-12-05T00:00:00
4824580;592421;Nezdenice;;;;;104418;Nezdenice;;;и.p.;26;;;68732;516974.61;1188738.73;2013-12-05T00:00:00
4824598;592421;Nezdenice;;;;;104418;Nezdenice;;;и.p.;27;;;68732;516957.47;1188718.72;2013-12-05T00:00:00
4824601;592421;Nezdenice;;;;;104418;Nezdenice;;;и.p.;29;;;68732;516665.97;1188345.68;2013-12-05T00:00:00
4824610;592421;Nezdenice;;;;;104418;Nezdenice;;;и.p.;30;;;68732;517009.18;1188464.24;2013-12-05T00:00:00
4824628;592421;Nezdenice;;;;;104418;Nezdenice;;;и.p.;32;;;68732;516998.21;1188388.23;2013-12-05T00:00:00
4824636;592421;Nezdenice;;;;;104418;Nezdenice;;;и.p.;34;;;68732;516942.60;1188377.54;2013-12-05T00:00:00
4824644;592421;Nezdenice;;;;;104418;Nezdenice;;;и.p.;35;;;68732;516936.60;1188443.68;2013-12-05T00:00:00
