Kףd ADM;Kףd obce;Nבzev obce;Kףd MOMC;Nבzev MOMC;Kףd obvodu Prahy;Nבzev obvodu Prahy;Kףd טבsti obce;Nבzev טבsti obce;Kףd ulice;Nבzev ulice;Typ SO;ָםslo domovnם;ָםslo orientaטnם;Znak טםsla orientaטnםho;PSָ;Souרadnice Y;Souרadnice X;Platם Od
3759521;597147;Zubרם;;;;;193739;Zubרם;;;ט.p.;1;;;59231;628378.48;1115335.32;2013-12-01T00:00:00
3759539;597147;Zubרם;;;;;193739;Zubרם;;;ט.p.;3;;;59231;628406.10;1115297.34;2013-12-01T00:00:00
3759547;597147;Zubרם;;;;;193739;Zubרם;;;ט.p.;4;;;59231;628409.71;1115288.66;2013-12-01T00:00:00
3759555;597147;Zubרם;;;;;193739;Zubרם;;;ט.p.;5;;;59231;628395.14;1115278.54;2013-12-01T00:00:00
3759563;597147;Zubרם;;;;;193739;Zubרם;;;ט.p.;7;;;59231;628749.40;1115412.01;2013-12-01T00:00:00
3759571;597147;Zubרם;;;;;193739;Zubרם;;;ט.p.;8;;;59231;628422.54;1115254.93;2013-12-01T00:00:00
3759580;597147;Zubרם;;;;;193739;Zubרם;;;ט.p.;9;;;59231;628519.31;1115442.44;2013-12-01T00:00:00
3759598;597147;Zubרם;;;;;193739;Zubרם;;;ט.p.;10;;;59231;628555.19;1115505.91;2013-12-01T00:00:00
3759601;597147;Zubרם;;;;;193739;Zubרם;;;ט.p.;12;;;59231;628505.00;1115244.00;2013-12-01T00:00:00
3759628;597147;Zubרם;;;;;193739;Zubרם;;;ט.p.;14;;;59231;628529.51;1115277.36;2013-12-01T00:00:00
3759636;597147;Zubרם;;;;;193739;Zubרם;;;ט.p.;16;;;59231;628561.24;1115305.66;2013-12-01T00:00:00
3759644;597147;Zubרם;;;;;193739;Zubרם;;;ט.p.;17;;;59231;628569.49;1115325.48;2013-12-01T00:00:00
3759652;597147;Zubרם;;;;;193739;Zubרם;;;ט.p.;18;;;59231;628559.74;1115351.64;2013-12-01T00:00:00
3759661;597147;Zubרם;;;;;193739;Zubרם;;;ט.p.;19;;;59231;628570.31;1115357.95;2013-12-01T00:00:00
3759679;597147;Zubרם;;;;;193739;Zubרם;;;ט.p.;20;;;59231;628644.33;1115396.23;2013-12-01T00:00:00
3759687;597147;Zubרם;;;;;193739;Zubרם;;;ט.p.;21;;;59231;628598.13;1115387.38;2013-12-01T00:00:00
3759695;597147;Zubרם;;;;;193739;Zubרם;;;ט.p.;22;;;59231;628592.88;1115398.08;2013-12-01T00:00:00
3759709;597147;Zubרם;;;;;193739;Zubרם;;;ט.p.;23;;;59231;628585.03;1115405.38;2013-12-01T00:00:00
3759717;597147;Zubרם;;;;;193739;Zubרם;;;ט.p.;24;;;59231;628565.56;1115426.09;2013-12-01T00:00:00
3759725;597147;Zubרם;;;;;193739;Zubרם;;;ט.p.;25;;;59231;628485.65;1115418.61;2013-12-01T00:00:00
3759733;597147;Zubרם;;;;;193739;Zubרם;;;ט.p.;26;;;59231;628158.57;1115007.40;2013-12-01T00:00:00
