KÛd ADM;KÛd obce;N·zev obce;KÛd MOMC;N·zev MOMC;KÛd obvodu Prahy;N·zev obvodu Prahy;KÛd Ë·sti obce;N·zev Ë·sti obce;KÛd ulice;N·zev ulice;Typ SO;»Ìslo domovnÌ;»Ìslo orientaËnÌ;Znak ËÌsla orientaËnÌho;PS»;Sou¯adnice Y;Sou¯adnice X;PlatÌ Od
6011250;533017;Unhoöù;;;;;174491;Unhoöù;218251;t¯. Dr. Beneöe;Ë.p.;1;;;27351;763441.41;1040364.73;2013-12-05T00:00:00
6011268;533017;Unhoöù;;;;;174491;Unhoöù;218251;t¯. Dr. Beneöe;Ë.p.;2;;;27351;763427.31;1040368.56;2013-12-05T00:00:00
6011276;533017;Unhoöù;;;;;174491;Unhoöù;218251;t¯. Dr. Beneöe;Ë.p.;3;;;27351;763411.09;1040367.37;2013-12-05T00:00:00
6011284;533017;Unhoöù;;;;;174491;Unhoöù;217883;Suchoml˝nsk·;Ë.p.;4;;;27351;766114.50;1041841.55;2013-12-05T00:00:00
6011292;533017;Unhoöù;;;;;174491;Unhoöù;218251;t¯. Dr. Beneöe;Ë.p.;5;;;27351;763391.14;1040375.13;2022-10-15T00:00:00
6011306;533017;Unhoöù;;;;;174491;Unhoöù;217638;Na BÌlÈ pÏöinÏ;Ë.p.;6;;;27351;763604.36;1040008.28;2013-12-05T00:00:00
6011314;533017;Unhoöù;;;;;174491;Unhoöù;217590;Lidick·;Ë.p.;7;;;27351;763352.69;1040351.38;2013-12-05T00:00:00
6011322;533017;Unhoöù;;;;;174491;Unhoöù;217590;Lidick·;Ë.p.;8;;;27351;763324.95;1040322.79;2013-12-05T00:00:00
6011331;533017;Unhoöù;;;;;174491;Unhoöù;217590;Lidick·;Ë.p.;9;;;27351;763326.40;1040280.53;2013-12-05T00:00:00
6011349;533017;Unhoöù;;;;;174491;Unhoöù;217590;Lidick·;Ë.p.;10;;;27351;763329.83;1040263.54;2013-12-05T00:00:00
6011357;533017;Unhoöù;;;;;174491;Unhoöù;217573;K¯ivokl·tsk·;Ë.p.;11;;;27351;764170.49;1040313.71;2013-12-05T00:00:00
6011373;533017;Unhoöù;;;;;174491;Unhoöù;217727;Nerudova;Ë.p.;13;;;27351;763186.42;1040102.32;2013-12-05T00:00:00
6011381;533017;Unhoöù;;;;;174491;Unhoöù;217727;Nerudova;Ë.p.;14;;;27351;763177.85;1040103.64;2013-12-05T00:00:00
6011390;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.p.;15;;;27351;762659.86;1038695.56;2022-10-15T00:00:00
6011403;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.p.;16;;;27351;762666.62;1038708.55;2013-12-05T00:00:00
6011411;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.p.;17;;;27351;764613.23;1040777.01;2014-08-14T00:00:00
6011420;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.p.;18;;;27351;762682.30;1038750.48;2013-12-05T00:00:00
6011438;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.p.;19;;;27351;762674.12;1038726.94;2013-12-05T00:00:00
6011446;533017;Unhoöù;;;;;174491;Unhoöù;217531;Karlovarsk·;Ë.p.;23;;;27351;763820.95;1040172.50;2022-10-15T00:00:00
6011462;533017;Unhoöù;;;;;174491;Unhoöù;218103;V Topolech;Ë.p.;25;;;27351;762869.79;1040684.82;2013-12-05T00:00:00
6011471;533017;Unhoöù;;;;;174491;Unhoöù;217824;Praûsk·;Ë.p.;26;;;27351;763207.01;1040419.97;2013-12-05T00:00:00
6011489;533017;Unhoöù;;;;;174491;Unhoöù;217794;Pivovarsk·;Ë.p.;27;;;27351;763207.25;1040488.71;2013-12-05T00:00:00
6011497;533017;Unhoöù;;;;;174491;Unhoöù;217794;Pivovarsk·;Ë.p.;28;;;27351;763208.31;1040506.95;2013-12-05T00:00:00
6011501;533017;Unhoöù;;;;;174491;Unhoöù;217794;Pivovarsk·;Ë.p.;29;;;27351;763203.96;1040525.33;2013-12-05T00:00:00
6011519;533017;Unhoöù;;;;;174491;Unhoöù;217654;Na Koûeluûce;Ë.p.;30;;;27351;763232.51;1040541.01;2022-10-15T00:00:00
6011527;533017;Unhoöù;;;;;174491;Unhoöù;217697;Na Trûiöti;Ë.p.;31;;;27351;763693.45;1040628.31;2013-12-05T00:00:00
6011543;533017;Unhoöù;;;;;174491;Unhoöù;217824;Praûsk·;Ë.p.;33;;;27351;763243.39;1040425.92;2013-12-05T00:00:00
6011551;533017;Unhoöù;;;;;174491;Unhoöù;217824;Praûsk·;Ë.p.;34;;;27351;763265.67;1040420.24;2013-12-05T00:00:00
6011578;533017;Unhoöù;;;;;174491;Unhoöù;218146;V·clavskÈ n·m.;Ë.p.;36;;;27351;763325.26;1040423.14;2013-12-05T00:00:00
6011586;533017;Unhoöù;;;;;174491;Unhoöù;218146;V·clavskÈ n·m.;Ë.p.;37;;;27351;763329.88;1040441.12;2013-12-05T00:00:00
6011594;533017;Unhoöù;;;;;174491;Unhoöù;218146;V·clavskÈ n·m.;Ë.p.;38;;;27351;763330.41;1040457.77;2013-12-05T00:00:00
6011608;533017;Unhoöù;;;;;174491;Unhoöù;218146;V·clavskÈ n·m.;Ë.p.;39;;;27351;763330.26;1040469.15;2013-12-05T00:00:00
6011616;533017;Unhoöù;;;;;174491;Unhoöù;217468;Hlubok·;Ë.p.;40;;;27351;763860.18;1039869.99;2013-12-05T00:00:00
6011624;533017;Unhoöù;;;;;174491;Unhoöù;218146;V·clavskÈ n·m.;Ë.p.;41;;;27351;763326.19;1040485.71;2022-10-15T00:00:00
6011632;533017;Unhoöù;;;;;174491;Unhoöù;217824;Praûsk·;Ë.p.;42;;;27351;762957.01;1040413.56;2013-12-05T00:00:00
