Kуd ADM;Kуd obce;Nбzev obce;Kуd MOMC;Nбzev MOMC;Kуd obvodu Prahy;Nбzev obvodu Prahy;Kуd ибsti obce;Nбzev ибsti obce;Kуd ulice;Nбzev ulice;Typ SO;Инslo domovnн;Инslo orientaиnн;Znak инsla orientaиnнho;PSИ;Souшadnice Y;Souшadnice X;Platн Od
616648;558974;Chшни;;;;;54551;Chшни;;;и.p.;1;;;33141;799523.81;1047831.06;2013-12-05T00:00:00
616656;558974;Chшни;;;;;54551;Chшни;;;и.p.;2;;;33141;799475.81;1047953.06;2013-12-05T00:00:00
616664;558974;Chшни;;;;;54551;Chшни;;;и.p.;3;;;33141;799570.19;1048008.56;2013-12-05T00:00:00
616672;558974;Chшни;;;;;54551;Chшни;;;и.p.;4;;;33141;799581.06;1047970.06;2013-12-05T00:00:00
616681;558974;Chшни;;;;;54551;Chшни;;;и.p.;5;;;33141;799582.75;1047919.31;2013-12-05T00:00:00
616699;558974;Chшни;;;;;54551;Chшни;;;и.p.;7;;;33141;799686.69;1047883.56;2013-12-05T00:00:00
616702;558974;Chшни;;;;;54551;Chшни;;;и.p.;8;;;33141;799670.75;1047921.31;2013-12-05T00:00:00
616711;558974;Chшни;;;;;54551;Chшни;;;и.p.;9;;;33141;799557.88;1047709.81;2013-12-05T00:00:00
616737;558974;Chшни;;;;;54551;Chшни;;;и.p.;11;;;33141;799625.69;1048002.13;2013-12-05T00:00:00
616745;558974;Chшни;;;;;54551;Chшни;;;и.p.;12;;;33141;799719.12;1048000.08;2013-12-05T00:00:00
616753;558974;Chшни;;;;;54551;Chшни;;;и.p.;13;;;33141;799730.63;1048008.56;2013-12-05T00:00:00
616761;558974;Chшни;;;;;54551;Chшни;;;и.p.;14;;;33141;799730.26;1048068.70;2023-04-28T00:00:00
616770;558974;Chшни;;;;;54551;Chшни;;;и.p.;15;;;33141;799763.31;1048043.69;2013-12-05T00:00:00
616788;558974;Chшни;;;;;54551;Chшни;;;и.p.;16;;;33141;799782.06;1047989.50;2013-12-05T00:00:00
616796;558974;Chшни;;;;;54551;Chшни;;;и.p.;17;;;33141;799841.69;1047979.63;2013-12-05T00:00:00
616800;558974;Chшни;;;;;54551;Chшни;;;и.p.;18;;;33141;799816.25;1047924.81;2013-12-05T00:00:00
616818;558974;Chшни;;;;;54551;Chшни;;;и.p.;19;;;33141;799744.94;1047931.56;2013-12-05T00:00:00
616826;558974;Chшни;;;;;54551;Chшни;;;и.p.;20;;;33141;799698.56;1047920.69;2013-12-05T00:00:00
616834;558974;Chшни;;;;;54551;Chшни;;;и.p.;21;;;33141;799669.26;1047860.68;2023-06-14T00:00:00
616842;558974;Chшни;;;;;54551;Chшни;;;и.p.;22;;;33141;799772.00;1048193.06;2013-12-05T00:00:00
616851;558974;Chшни;;;;;54551;Chшни;;;и.p.;23;;;33141;799562.69;1047922.06;2013-12-05T00:00:00
616869;558974;Chшни;;;;;54551;Chшни;;;и.p.;24;;;33141;799591.25;1047803.19;2013-12-05T00:00:00
616877;558974;Chшни;;;;;54551;Chшни;;;и.p.;25;;;33141;799570.19;1047805.56;2013-12-05T00:00:00
616885;558974;Chшни;;;;;54551;Chшни;;;и.p.;26;;;33141;799535.06;1047793.94;2013-12-05T00:00:00
616893;558974;Chшни;;;;;54551;Chшни;;;и.p.;28;;;33141;799635.56;1047861.75;2013-12-05T00:00:00
616907;558974;Chшни;;;;;54551;Chшни;;;и.p.;29;;;33141;799750.38;1048000.75;2013-12-05T00:00:00
616915;558974;Chшни;;;;;54551;Chшни;;;и.p.;30;;;33141;799635.75;1047796.25;2013-12-05T00:00:00
616923;558974;Chшни;;;;;54551;Chшни;;;и.p.;31;;;33141;799773.19;1047940.50;2013-12-05T00:00:00
616931;558974;Chшни;;;;;54551;Chшни;;;и.p.;32;;;33141;799607.56;1047782.94;2013-12-05T00:00:00
616940;558974;Chшни;;;;;54551;Chшни;;;и.p.;33;;;33141;799523.81;1047773.88;2013-12-05T00:00:00
616958;558974;Chшни;;;;;54551;Chшни;;;и.p.;34;;;33141;799540.25;1047895.63;2013-12-05T00:00:00
616966;558974;Chшни;;;;;54551;Chшни;;;и.p.;36;;;33141;799831.13;1048000.75;2013-12-05T00:00:00
616974;558974;Chшни;;;;;54551;Chшни;;;и.p.;37;;;33141;799891.75;1047972.13;2013-12-05T00:00:00
616982;558974;Chшни;;;;;54551;Chшни;;;и.p.;38;;;33141;799586.31;1047959.13;2013-12-05T00:00:00
616991;558974;Chшни;;;;;54551;Chшни;;;и.p.;40;;;33141;799584.94;1047314.94;2013-12-05T00:00:00
617008;558974;Chшни;;;;;54551;Chшни;;;и.p.;42;;;33141;799529.06;1047923.48;2024-01-24T00:00:00
617016;558974;Chшни;;;;;54551;Chшни;;;и.p.;43;;;33141;799635.38;1047934.07;2022-10-26T00:00:00
617024;558974;Chшни;;;;;54551;Chшни;;;и.p.;45;;;33141;797351.88;1047657.63;2013-12-05T00:00:00
617032;558974;Chшни;;;;;54551;Chшни;;;и.p.;48;;;33141;799544.63;1047854.63;2013-12-05T00:00:00
617041;558974;Chшни;;;;;54551;Chшни;;;и.p.;49;;;33141;799455.69;1047935.69;2013-12-05T00:00:00
617059;558974;Chшни;;;;;54551;Chшни;;;и.p.;50;;;33141;799454.31;1047911.13;2013-12-05T00:00:00
617067;558974;Chшни;;;;;54551;Chшни;;;и.p.;51;;;33141;799455.38;1047885.63;2013-12-05T00:00:00
617075;558974;Chшни;;;;;54551;Chшни;;;и.p.;52;;;33141;799413.81;1047985.06;2013-12-05T00:00:00
617083;558974;Chшни;;;;;54551;Chшни;;;и.p.;53;;;33141;799436.25;1047964.94;2013-12-05T00:00:00
617091;558974;Chшни;;;;;54551;Chшни;;;и.p.;55;;;33141;799547.00;1047881.50;2013-12-05T00:00:00
617105;558974;Chшни;;;;;54551;Chшни;;;и.p.;57;;;33141;799392.69;1048050.81;2013-12-05T00:00:00
617113;558974;Chшни;;;;;54551;Chшни;;;и.p.;59;;;33141;799491.13;1047900.25;2013-12-05T00:00:00
617121;558974;Chшни;;;;;54551;Chшни;;;и.p.;60;;;33141;799609.31;1047920.69;2013-12-05T00:00:00
617130;558974;Chшни;;;;;54551;Chшни;;;и.p.;61;;;33141;798028.75;1048816.63;2013-12-05T00:00:00
617148;558974;Chшни;;;;;54551;Chшни;;;и.p.;62;;;33141;799057.50;1047938.06;2013-12-05T00:00:00
617156;558974;Chшни;;;;;54551;Chшни;;;и.p.;64;;;33141;797698.31;1049206.75;2013-12-05T00:00:00
617164;558974;Chшни;;;;;54551;Chшни;;;и.p.;66;;;33141;799485.65;1047731.77;2024-01-25T00:00:00
617172;558974;Chшни;;;;;54551;Chшни;;;и.p.;67;;;33141;799785.50;1047932.44;2013-12-05T00:00:00
617181;558974;Chшни;;;;;54551;Chшни;;;и.p.;68;;;33141;799363.95;1048086.95;2023-06-26T00:00:00
617199;558974;Chшни;;;;;54551;Chшни;;;и.p.;69;;;33141;799376.94;1048069.69;2013-12-05T00:00:00
617202;558974;Chшни;;;;;54551;Chшни;;;и.p.;70;;;33141;799332.44;1048095.00;2013-12-05T00:00:00
617211;558974;Chшни;;;;;54551;Chшни;;;и.p.;71;;;33141;799316.00;1048114.19;2013-12-05T00:00:00
617229;558974;Chшни;;;;;54551;Chшни;;;и.p.;72;;;33141;799650.50;1047914.94;2013-12-05T00:00:00
617237;558974;Chшни;;;;;54551;Chшни;;;и.p.;73;;;33141;799785.13;1048128.50;2013-12-05T00:00:00
617245;558974;Chшни;;;;;54551;Chшни;;;и.p.;74;;;33141;799799.75;1048099.50;2013-12-05T00:00:00
617253;558974;Chшни;;;;;54551;Chшни;;;и.p.;75;;;33141;799238.00;1048158.13;2013-12-05T00:00:00
617261;558974;Chшни;;;;;54551;Chшни;;;и.p.;76;;;33141;799381.06;1048017.75;2013-12-05T00:00:00
617270;558974;Chшни;;;;;54551;Chшни;;;и.p.;77;;;33141;799679.19;1047963.94;2013-12-05T00:00:00
617288;558974;Chшни;;;;;54551;Chшни;;;и.p.;78;;;33141;799765.38;1048103.94;2013-12-05T00:00:00
617296;558974;Chшни;;;;;54551;Chшни;;;и.p.;79;;;33141;799559.99;1047618.09;2019-02-21T00:00:00
617300;558974;Chшни;;;;;54551;Chшни;;;и.p.;81;;;33141;799659.31;1047999.63;2013-12-05T00:00:00
617318;558974;Chшни;;;;;54551;Chшни;;;и.p.;82;;;33141;799645.13;1048028.00;2013-12-05T00:00:00
617326;558974;Chшни;;;;;54551;Chшни;;;и.p.;83;;;33141;799634.56;1048057.31;2013-12-05T00:00:00
617334;558974;Chшни;;;;;54551;Chшни;;;и.p.;84;;;33141;799782.06;1048062.06;2013-12-05T00:00:00
617342;558974;Chшни;;;;;54551;Chшни;;;и.p.;85;;;33141;799618.50;1048082.50;2013-12-05T00:00:00
617351;558974;Chшни;;;;;54551;Chшни;;;и.p.;86;;;33141;799557.19;1047745.25;2013-12-05T00:00:00
617369;558974;Chшни;;;;;54551;Chшни;;;и.p.;87;;;33141;797719.88;1049200.63;2013-12-05T00:00:00
617377;558974;Chшни;;;;;54551;Chшни;;;и.p.;88;;;33141;799580.06;1048089.31;2013-12-05T00:00:00
617385;558974;Chшни;;;;;54551;Chшни;;;и.p.;89;;;33141;799588.06;1048057.81;2013-12-05T00:00:00
617393;558974;Chшни;;;;;54551;Chшни;;;и.p.;90;;;33141;797735.00;1049190.25;2013-12-05T00:00:00
617407;558974;Chшни;;;;;54551;Chшни;;;и.p.;91;;;33141;799225.00;1048060.00;2013-12-05T00:00:00
617415;558974;Chшни;;;;;54551;Chшни;;;и.p.;92;;;33141;799258.75;1048089.19;2013-12-05T00:00:00
617423;558974;Chшни;;;;;54551;Chшни;;;и.p.;93;;;33141;799224.75;1048022.19;2013-12-05T00:00:00
617431;558974;Chшни;;;;;54551;Chшни;;;и.p.;94;;;33141;799348.38;1048021.19;2013-12-05T00:00:00
617440;558974;Chшни;;;;;54551;Chшни;;;и.p.;95;;;33141;799660.06;1047895.50;2013-12-05T00:00:00
617458;558974;Chшни;;;;;54551;Chшни;;;и.p.;96;;;33141;799884.94;1048002.44;2013-12-05T00:00:00
617466;558974;Chшни;;;;;54551;Chшни;;;и.p.;97;;;33141;799881.19;1048033.44;2013-12-05T00:00:00
617474;558974;Chшни;;;;;54551;Chшни;;;и.p.;98;;;33141;799201.94;1048004.50;2013-12-05T00:00:00
