Kуd ADM;Kуd obce;Nбzev obce;Kуd MOMC;Nбzev MOMC;Kуd obvodu Prahy;Nбzev obvodu Prahy;Kуd ибsti obce;Nбzev ибsti obce;Kуd ulice;Nбzev ulice;Typ SO;»нslo domovnн;»нslo orientaиnн;Znak инsla orientaиnнho;PS»;Souшadnice Y;Souшadnice X;Platн Od
10863044;594601;Pavlice;;;;;118311;Pavlice;;;и.p.;1;;;67156;652431.36;1179667.32;2013-12-01T00:00:00
10863052;594601;Pavlice;;;;;118311;Pavlice;;;и.p.;2;;;67156;652500.03;1179660.25;2013-12-01T00:00:00
10863061;594601;Pavlice;;;;;118311;Pavlice;;;и.p.;3;;;67156;652543.29;1179623.93;2013-12-01T00:00:00
10863079;594601;Pavlice;;;;;118311;Pavlice;;;и.p.;4;;;67156;652540.99;1179612.43;2013-12-01T00:00:00
10863095;594601;Pavlice;;;;;118311;Pavlice;;;и.p.;6;;;67156;652595.81;1179557.12;2013-12-01T00:00:00
10863109;594601;Pavlice;;;;;118311;Pavlice;;;и.p.;7;;;67156;652609.31;1179535.61;2013-12-01T00:00:00
10863117;594601;Pavlice;;;;;118311;Pavlice;;;и.p.;8;;;67156;652631.65;1179525.30;2013-12-01T00:00:00
10863125;594601;Pavlice;;;;;118311;Pavlice;;;и.p.;9;;;67156;652641.53;1179512.48;2013-12-01T00:00:00
10863133;594601;Pavlice;;;;;118311;Pavlice;;;и.p.;10;;;67156;652663.90;1179501.67;2013-12-01T00:00:00
10863141;594601;Pavlice;;;;;118311;Pavlice;;;и.p.;11;;;67156;652663.60;1179491.27;2017-03-29T00:00:00
10863150;594601;Pavlice;;;;;118311;Pavlice;;;и.p.;12;;;67156;652655.89;1179473.14;2013-12-01T00:00:00
10863168;594601;Pavlice;;;;;118311;Pavlice;;;и.p.;13;;;67156;652673.15;1179454.18;2013-12-01T00:00:00
10863176;594601;Pavlice;;;;;118311;Pavlice;;;и.p.;14;;;67156;652632.58;1179432.73;2013-12-01T00:00:00
10863184;594601;Pavlice;;;;;118311;Pavlice;;;и.p.;15;;;67156;652623.43;1179443.61;2013-12-01T00:00:00
10863192;594601;Pavlice;;;;;118311;Pavlice;;;и.p.;16;;;67156;652596.42;1179500.32;2013-12-01T00:00:00
10863206;594601;Pavlice;;;;;118311;Pavlice;;;и.p.;17;;;67156;652146.20;1179846.57;2013-12-01T00:00:00
10863214;594601;Pavlice;;;;;118311;Pavlice;;;и.p.;18;;;67156;652567.78;1179532.86;2013-12-01T00:00:00
10863222;594601;Pavlice;;;;;118311;Pavlice;;;и.p.;19;;;67156;651991.38;1179836.25;2013-12-01T00:00:00
