Kףd ADM;Kףd obce;Nבzev obce;Kףd MOMC;Nבzev MOMC;Kףd obvodu Prahy;Nבzev obvodu Prahy;Kףd טבsti obce;Nבzev טבsti obce;Kףd ulice;Nבzev ulice;Typ SO;ָםslo domovnם;ָםslo orientaטnם;Znak טםsla orientaטnםho;PSָ;Souרadnice Y;Souרadnice X;Platם Od
7092318;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;27;;;33844;801045.75;1076405.00;2013-12-06T00:00:00
7092326;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;28;;;33844;801035.55;1076432.60;2013-12-06T00:00:00
7092334;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;29;;;33844;801004.87;1076387.08;2013-12-06T00:00:00
7092342;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;30;;;33844;801017.93;1076557.02;2013-12-06T00:00:00
7092351;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;31;;;33844;800953.75;1076364.45;2013-12-06T00:00:00
7092369;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;32;;;33844;800798.78;1076314.00;2013-12-06T00:00:00
7092377;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;33;;;33844;800832.80;1076259.48;2013-12-06T00:00:00
7092385;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;34;;;33844;800665.40;1076471.55;2013-12-06T00:00:00
7092393;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;35;;;33844;800846.14;1076349.07;2013-12-06T00:00:00
7092407;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;36;;;33844;800666.44;1076197.84;2013-12-06T00:00:00
7092415;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;37;;;33844;800659.33;1076214.47;2013-12-06T00:00:00
7092423;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;38;;;33844;800539.25;1076140.20;2013-12-06T00:00:00
7092431;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;39;;;33844;800531.93;1076096.01;2013-12-06T00:00:00
7092440;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;40;;;33844;800496.85;1076045.71;2013-12-06T00:00:00
7092458;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;41;;;33844;800747.53;1076528.55;2013-12-06T00:00:00
7092466;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;42;;;33844;800290.75;1076134.69;2013-12-06T00:00:00
7092474;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;43;;;33844;800260.66;1076299.20;2013-12-06T00:00:00
7092482;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;44;;;33844;800349.83;1076350.12;2013-12-06T00:00:00
7092491;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;45;;;33844;800320.06;1076420.61;2013-12-06T00:00:00
7092504;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;46;;;33844;800371.90;1076454.24;2013-12-06T00:00:00
7092512;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;47;;;33844;800737.87;1076356.62;2013-12-06T00:00:00
7092521;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;48;;;33844;800786.31;1076415.73;2013-12-06T00:00:00
7092539;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;49;;;33844;800484.67;1076103.34;2013-12-06T00:00:00
7092547;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;50;;;33844;800821.35;1076246.70;2013-12-06T00:00:00
7092555;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;51;;;33844;801067.16;1076518.83;2013-12-06T00:00:00
7092563;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;52;;;33844;801154.72;1076726.30;2013-12-06T00:00:00
7092571;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;53;;;33844;800524.94;1076612.97;2013-12-06T00:00:00
7092580;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;54;;;33844;800465.40;1076027.36;2013-12-06T00:00:00
7092598;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;55;;;33844;801074.68;1076452.35;2013-12-06T00:00:00
7092601;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;56;;;33844;800495.44;1076129.01;2013-12-06T00:00:00
7092610;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;57;;;33844;800504.55;1076079.96;2013-12-06T00:00:00
7092628;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;58;;;33844;800992.91;1076414.65;2013-12-06T00:00:00
7092636;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;59;;;33844;800416.43;1076388.14;2013-12-06T00:00:00
7092644;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;60;;;33844;800994.46;1076697.07;2013-12-06T00:00:00
7092652;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;61;;;33844;801133.40;1076823.61;2013-12-06T00:00:00
7092661;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;62;;;33844;800813.78;1076564.82;2013-12-06T00:00:00
7092679;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;63;;;33844;800463.13;1076056.94;2013-12-06T00:00:00
7092687;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;64;;;33844;800381.68;1076361.03;2013-12-06T00:00:00
7092695;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;65;;;33844;800560.02;1076126.12;2013-12-06T00:00:00
7092709;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;66;;;33844;801066.11;1076789.96;2016-05-04T00:00:00
7092717;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;67;;;33844;800850.72;1076593.66;2013-12-06T00:00:00
7092725;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;68;;;33844;800783.58;1076547.85;2013-12-06T00:00:00
7092733;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;69;;;33844;800507.34;1076480.53;2013-12-06T00:00:00
7092741;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;70;;;33844;800496.02;1076689.23;2013-12-06T00:00:00
7092750;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;71;;;33844;800538.32;1076587.15;2013-12-06T00:00:00
7092768;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;72;;;33844;800433.55;1076442.27;2013-12-06T00:00:00
7092776;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;73;;;33844;801110.94;1076903.39;2013-12-06T00:00:00
7092784;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;74;;;33844;800443.98;1075971.95;2013-12-06T00:00:00
7092792;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;75;;;33844;800578.69;1076565.25;2013-12-06T00:00:00
7092806;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;76;;;33844;800404.44;1076429.00;2013-12-06T00:00:00
7092814;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;77;;;33844;801111.54;1076879.47;2013-12-06T00:00:00
7092822;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;78;;;33844;800469.92;1076430.14;2013-12-06T00:00:00
7092831;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;79;;;33844;800444.68;1076411.65;2013-12-06T00:00:00
7092849;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;80;;;33844;800303.57;1076336.26;2013-12-06T00:00:00
7092857;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;81;;;33844;800510.82;1076450.46;2013-12-06T00:00:00
7092865;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;82;;;33844;801113.41;1076857.42;2013-12-06T00:00:00
7092873;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;83;;;33844;800733.13;1076629.25;2013-12-06T00:00:00
7092881;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;84;;;33844;800721.87;1076654.18;2013-12-06T00:00:00
7092890;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;85;;;33844;800747.34;1076668.14;2013-12-06T00:00:00
7092903;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;86;;;33844;800819.45;1076361.75;2013-12-06T00:00:00
7092911;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;87;;;33844;800372.08;1076406.12;2013-12-06T00:00:00
7092920;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;88;;;33844;801158.87;1076855.79;2013-12-06T00:00:00
7092938;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;89;;;33844;801174.07;1076394.03;2013-12-06T00:00:00
7092946;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;90;;;33844;800936.44;1076660.73;2024-01-05T00:00:00
7092954;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;91;;;33844;800935.13;1077430.07;2013-12-06T00:00:00
7092962;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;92;;;33844;801169.34;1076893.39;2013-12-06T00:00:00
7092971;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;93;;;33844;801070.57;1076868.95;2013-12-06T00:00:00
7092989;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;94;;;33844;800209.57;1076289.94;2013-12-06T00:00:00
7092997;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;95;;;33844;800867.16;1076604.47;2013-12-06T00:00:00
7093004;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;96;;;33844;801180.69;1076837.65;2013-12-06T00:00:00
7093012;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;97;;;33844;800851.49;1076395.07;2013-12-06T00:00:00
7093021;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;98;;;33844;801182.53;1076811.02;2013-12-06T00:00:00
7093039;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;99;;;33844;801182.34;1076790.25;2013-12-06T00:00:00
7093047;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;100;;;33844;800754.10;1076467.10;2013-12-06T00:00:00
7093055;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;101;;;33844;801046.51;1076763.16;2013-12-06T00:00:00
7093063;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;102;;;33844;800721.20;1076225.40;2013-12-06T00:00:00
7093071;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;103;;;33844;800227.65;1076300.14;2013-12-06T00:00:00
7093080;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;104;;;33844;801180.83;1076858.31;2013-12-06T00:00:00
7093098;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;105;;;33844;801213.28;1076759.75;2013-12-06T00:00:00
7093101;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;106;;;33844;800187.50;1076279.13;2013-12-06T00:00:00
7093110;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;107;;;33844;801178.24;1076774.28;2013-12-06T00:00:00
7093128;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;108;;;33844;801122.23;1076775.46;2013-12-06T00:00:00
7093136;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;109;;;33844;801212.27;1076788.27;2013-12-06T00:00:00
7093144;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;110;;;33844;800531.91;1076493.65;2013-12-06T00:00:00
7093152;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;111;;;33844;800351.47;1076396.33;2013-12-06T00:00:00
7093161;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;112;;;33844;800826.76;1076618.95;2013-12-06T00:00:00
7093179;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;113;;;33844;800172.85;1076268.70;2013-12-06T00:00:00
7093187;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;114;;;33844;800590.66;1076531.30;2013-12-06T00:00:00
7093195;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;115;;;33844;800566.63;1076593.90;2013-12-06T00:00:00
7093209;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;116;;;33844;800588.58;1076638.13;2013-12-06T00:00:00
7093217;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;117;;;33844;800609.93;1076607.14;2013-12-06T00:00:00
7093225;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;118;;;33844;801056.39;1076412.65;2013-12-06T00:00:00
7093233;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;119;;;33844;800956.91;1077588.33;2013-12-06T00:00:00
7093241;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;120;;;33844;797978.66;1075427.03;2013-12-06T00:00:00
7093250;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;121;;;33844;800712.66;1076381.00;2013-12-06T00:00:00
7093268;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;122;;;33844;800726.62;1076516.00;2013-12-06T00:00:00
7093284;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;124;;;33844;801092.19;1076806.32;2013-12-06T00:00:00
7093292;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;125;;;33844;800664.15;1076558.82;2013-12-06T00:00:00
7093306;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;126;;;33844;801158.00;1076748.24;2013-12-06T00:00:00
7093314;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;127;;;33844;801241.79;1077063.74;2013-12-06T00:00:00
7093322;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;128;;;33844;801201.08;1076837.31;2013-12-06T00:00:00
7093331;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;129;;;33844;800812.08;1076607.45;2013-12-06T00:00:00
7093349;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;130;;;33844;801207.00;1076278.61;2013-12-06T00:00:00
7093357;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;131;;;33844;801159.44;1076929.62;2013-12-06T00:00:00
7093365;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;132;;;33844;800458.35;1076749.46;2013-12-06T00:00:00
7093373;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;133;;;33844;798062.28;1075379.24;2013-12-06T00:00:00
7093381;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;134;;;33844;800711.94;1076472.80;2013-12-06T00:00:00
7093390;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;135;;;33844;801202.51;1076820.67;2013-12-06T00:00:00
7093403;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;136;;;33844;801085.27;1076951.23;2013-12-06T00:00:00
7093411;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;137;;;33844;801182.66;1077004.80;2013-12-06T00:00:00
7093420;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;138;;;33844;801158.93;1077029.56;2013-12-06T00:00:00
7093438;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;139;;;33844;801159.89;1077066.13;2013-12-06T00:00:00
7093446;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;140;;;33844;801247.99;1076812.03;2013-12-06T00:00:00
7093454;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;141;;;33844;801133.76;1077015.17;2013-12-06T00:00:00
7093462;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;142;;;33844;800140.62;1076251.28;2013-12-06T00:00:00
7093471;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;143;;;33844;801155.35;1077084.88;2013-12-06T00:00:00
7093489;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;144;;;33844;801092.90;1077115.35;2013-12-06T00:00:00
7093497;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;145;;;33844;801145.01;1077123.25;2013-12-06T00:00:00
7093501;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;146;;;33844;801115.88;1077049.94;2013-12-06T00:00:00
7093519;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;147;;;33844;801088.50;1076752.73;2013-12-06T00:00:00
7093527;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;148;;;33844;800269.61;1076235.50;2013-12-06T00:00:00
7093535;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;149;;;33844;800214.95;1076263.84;2013-12-06T00:00:00
7093543;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;150;;;33844;800969.96;1077612.10;2013-12-06T00:00:00
7093551;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;151;;;33844;800697.69;1076600.33;2013-12-06T00:00:00
7093560;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;152;;;33844;801094.80;1076823.55;2013-12-06T00:00:00
7093578;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;153;;;33844;801172.18;1077147.57;2013-12-06T00:00:00
7093586;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;154;;;33844;800955.35;1076285.03;2013-12-06T00:00:00
7093594;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;155;;;33844;800983.58;1076286.13;2013-12-06T00:00:00
7093608;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;156;;;33844;801201.17;1077124.00;2013-12-06T00:00:00
7093616;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;157;;;33844;800585.69;1076600.13;2013-12-06T00:00:00
7093624;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;158;;;33844;800552.09;1076625.50;2013-12-06T00:00:00
7093632;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;159;;;33844;801061.95;1077010.84;2013-12-06T00:00:00
7093641;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;160;;;33844;801101.42;1077082.99;2013-12-06T00:00:00
7093659;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;161;;;33844;801032.27;1077083.36;2013-12-06T00:00:00
7093667;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;162;;;33844;801071.89;1076745.97;2013-12-06T00:00:00
7093675;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;163;;;33844;801088.87;1077143.85;2013-12-06T00:00:00
7093683;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;164;;;33844;800334.64;1076135.65;2013-12-06T00:00:00
7093691;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;165;;;33844;800789.90;1076594.69;2013-12-06T00:00:00
7093705;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;166;;;33844;800761.25;1076445.17;2013-12-06T00:00:00
7093713;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;167;;;33844;800637.04;1076549.69;2013-12-06T00:00:00
7093721;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;168;;;33844;800723.08;1076345.97;2013-12-06T00:00:00
7093730;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;169;;;33844;800372.38;1076428.88;2013-12-06T00:00:00
7093748;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;170;;;33844;800326.20;1076341.08;2013-12-06T00:00:00
7093764;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;172;;;33844;801493.26;1076721.31;2013-12-06T00:00:00
7093772;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;173;;;33844;801160.80;1076412.69;2013-12-06T00:00:00
7093781;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;174;;;33844;800681.04;1076338.17;2013-12-06T00:00:00
7093799;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;175;;;33844;800272.38;1076367.63;2013-12-06T00:00:00
7093802;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;176;;;33844;801089.00;1077277.49;2019-08-26T00:00:00
7093811;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;177;;;33844;800973.75;1076329.49;2013-12-06T00:00:00
7093829;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;178;;;33844;800946.37;1076314.51;2013-12-06T00:00:00
7093837;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;179;;;33844;801088.96;1077223.25;2013-12-06T00:00:00
7093845;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;180;;;33844;801084.63;1077183.54;2013-12-06T00:00:00
7093853;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;181;;;33844;801087.04;1077175.91;2013-12-06T00:00:00
7093861;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;182;;;33844;800953.91;1077485.46;2013-12-06T00:00:00
7093870;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;183;;;33844;801087.17;1077303.20;2013-12-06T00:00:00
7093888;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;184;;;33844;801185.28;1076980.71;2013-12-06T00:00:00
7093896;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;185;;;33844;800161.39;1076301.37;2013-12-06T00:00:00
7093900;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;186;;;33844;801208.72;1076716.97;2013-12-06T00:00:00
7093918;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;187;;;33844;801058.52;1077200.90;2013-12-06T00:00:00
7093926;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;188;;;33844;800902.86;1076494.32;2013-12-06T00:00:00
7093934;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;189;;;33844;801173.83;1076967.26;2013-12-06T00:00:00
7093942;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;190;;;33844;801015.11;1077137.19;2013-12-06T00:00:00
7093951;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;191;;;33844;801083.38;1077136.32;2013-12-06T00:00:00
7093969;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;192;;;33844;801173.15;1076329.29;2013-12-06T00:00:00
7093977;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;193;;;33844;800202.09;1076325.50;2013-12-06T00:00:00
7093985;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;194;;;33844;800214.05;1076331.42;2013-12-06T00:00:00
7093993;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;195;;;33844;800131.25;1076280.00;2013-12-06T00:00:00
7094001;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;196;;;33844;801126.89;1076979.28;2013-12-06T00:00:00
7094019;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;197;;;33844;800054.22;1076238.03;2013-12-06T00:00:00
7094027;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;198;;;33844;800719.13;1076608.38;2013-12-06T00:00:00
7094035;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;199;;;33844;800665.39;1076328.03;2013-12-06T00:00:00
7094043;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;200;;;33844;800494.54;1076581.09;2013-12-06T00:00:00
7094051;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;201;;;33844;800735.98;1076256.15;2013-12-06T00:00:00
7094060;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;202;;;33844;801057.05;1077223.74;2013-12-06T00:00:00
7094078;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;203;;;33844;800629.15;1076314.36;2013-12-06T00:00:00
7094086;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;204;;;33844;800627.43;1076423.57;2013-12-06T00:00:00
7094094;559776;Dobרםv;;;;;28002;Dobרםv;;;ט.p.;205;;;33844;800876.61;1076651.34;2013-12-06T00:00:00
