Kуd ADM;Kуd obce;Nбzev obce;Kуd MOMC;Nбzev MOMC;Kуd obvodu Prahy;Nбzev obvodu Prahy;Kуd ибsti obce;Nбzev ибsti obce;Kуd ulice;Nбzev ulice;Typ SO;Инslo domovnн;Инslo orientaиnн;Znak инsla orientaиnнho;PSИ;Souшadnice Y;Souшadnice X;Platн Od
12139840;563749;Pмnинn;;;;;119075;Alљovice;;;и.p.;1;;;46821;676627.15;985083.28;2013-12-07T00:00:00
12139858;563749;Pмnинn;;;;;119075;Alљovice;;;и.p.;2;;;46821;677143.74;985718.63;2013-12-07T00:00:00
12139866;563749;Pмnинn;;;;;119075;Alљovice;;;и.p.;3;;;46821;677096.16;985769.08;2013-12-07T00:00:00
12139874;563749;Pмnинn;;;;;119075;Alљovice;;;и.p.;4;;;46821;677053.45;985744.42;2013-12-07T00:00:00
12139882;563749;Pмnинn;;;;;119075;Alљovice;;;и.p.;5;;;46821;676840.87;985556.54;2013-12-07T00:00:00
12139891;563749;Pмnинn;;;;;119075;Alљovice;;;и.p.;6;;;46821;676862.02;985524.14;2013-12-07T00:00:00
12139904;563749;Pмnинn;;;;;119075;Alљovice;;;и.p.;7;;;46821;676842.80;985473.26;2013-12-07T00:00:00
12139912;563749;Pмnинn;;;;;119075;Alљovice;;;и.p.;8;;;46821;676802.02;985414.48;2013-12-07T00:00:00
12139921;563749;Pмnинn;;;;;119075;Alљovice;;;и.p.;10;;;46821;677245.32;985621.37;2013-12-07T00:00:00
12139939;563749;Pмnинn;;;;;119075;Alљovice;;;и.p.;11;;;46821;676855.75;985408.77;2013-12-07T00:00:00
12139947;563749;Pмnинn;;;;;119075;Alљovice;;;и.p.;13;;;46821;676901.26;985414.10;2013-12-07T00:00:00
12139955;563749;Pмnинn;;;;;119075;Alљovice;;;и.p.;14;;;46821;676951.50;985381.87;2013-12-07T00:00:00
12139963;563749;Pмnинn;;;;;119075;Alљovice;;;и.p.;15;;;46821;676837.76;985310.92;2013-12-07T00:00:00
12139971;563749;Pмnинn;;;;;119075;Alљovice;;;и.p.;16;;;46821;676875.31;985204.38;2013-12-07T00:00:00
12139980;563749;Pмnинn;;;;;119075;Alљovice;;;и.p.;18;;;46821;676761.06;985287.30;2013-12-07T00:00:00
12139998;563749;Pмnинn;;;;;119075;Alљovice;;;и.p.;20;;;46821;676733.63;985430.55;2013-12-07T00:00:00
12140015;563749;Pмnинn;;;;;119075;Alљovice;;;и.p.;22;;;46821;676762.42;985495.85;2013-12-07T00:00:00
12140023;563749;Pмnинn;;;;;119075;Alљovice;;;и.p.;23;;;46821;676916.38;985445.41;2013-12-07T00:00:00
12140031;563749;Pмnинn;;;;;119075;Alљovice;;;и.p.;24;;;46821;676850.27;985643.10;2013-12-07T00:00:00
12140040;563749;Pмnинn;;;;;119075;Alљovice;;;и.p.;25;;;46821;676835.57;985682.02;2013-12-07T00:00:00
12140058;563749;Pмnинn;;;;;119075;Alљovice;;;и.p.;27;;;46821;677206.55;985830.18;2013-12-07T00:00:00
12140066;563749;Pмnинn;;;;;119075;Alљovice;;;и.p.;28;;;46821;676808.99;985745.04;2013-12-07T00:00:00
12140074;563749;Pмnинn;;;;;119075;Alљovice;;;и.p.;29;;;46821;676790.25;985516.02;2013-12-07T00:00:00
12140082;563749;Pмnинn;;;;;119075;Alљovice;;;и.p.;31;;;46821;677263.35;985679.73;2013-12-07T00:00:00
12140091;563749;Pмnинn;;;;;119075;Alљovice;;;и.p.;32;;;46821;676482.82;984790.31;2013-12-07T00:00:00
12140104;563749;Pмnинn;;;;;119075;Alљovice;;;и.p.;33;;;46821;676825.53;985443.44;2013-12-07T00:00:00
12140112;563749;Pмnинn;;;;;119075;Alљovice;;;и.p.;34;;;46821;676903.76;985662.86;2013-12-07T00:00:00
12140121;563749;Pмnинn;;;;;119075;Alљovice;;;и.p.;35;;;46821;676871.29;985650.91;2013-12-07T00:00:00
12140139;563749;Pмnинn;;;;;119075;Alљovice;;;и.p.;36;;;46821;676785.87;985182.10;2013-12-07T00:00:00
12140147;563749;Pмnинn;;;;;119075;Alљovice;;;и.p.;37;;;46821;676773.13;985615.86;2013-12-07T00:00:00
12140155;563749;Pмnинn;;;;;119075;Alљovice;;;и.p.;40;;;46821;676416.98;984824.49;2013-12-07T00:00:00
12140163;563749;Pмnинn;;;;;119075;Alљovice;;;и.p.;41;;;46821;676637.56;984853.53;2013-12-07T00:00:00
12140180;563749;Pмnинn;;;;;119075;Alљovice;;;и.p.;44;;;46821;676939.92;985691.77;2013-12-07T00:00:00
12140198;563749;Pмnинn;;;;;119075;Alљovice;;;и.p.;45;;;46821;676762.82;985416.91;2013-12-07T00:00:00
12140201;563749;Pмnинn;;;;;119075;Alљovice;;;и.p.;46;;;46821;677028.19;985682.00;2013-12-07T00:00:00
