Kуd ADM;Kуd obce;Nбzev obce;Kуd MOMC;Nбzev MOMC;Kуd obvodu Prahy;Nбzev obvodu Prahy;Kуd ибsti obce;Nбzev ибsti obce;Kуd ulice;Nбzev ulice;Typ SO;»нslo domovnн;»нslo orientaиnн;Znak инsla orientaиnнho;PS»;Souшadnice Y;Souшadnice X;Platн Od
11056461;512982;Citov;;;;;17850;Citov;;;и.p.;1;;;75103;543129.52;1135803.24;2013-12-01T00:00:00
11056479;512982;Citov;;;;;17850;Citov;;;и.p.;2;;;75103;543135.30;1135824.64;2013-12-01T00:00:00
11056487;512982;Citov;;;;;17850;Citov;;;и.p.;3;;;75103;543140.46;1135846.36;2013-12-01T00:00:00
11056495;512982;Citov;;;;;17850;Citov;;;и.p.;4;;;75103;543238.83;1135813.90;2013-12-01T00:00:00
11056509;512982;Citov;;;;;17850;Citov;;;и.p.;5;;;75103;543153.27;1135887.77;2013-12-01T00:00:00
11056517;512982;Citov;;;;;17850;Citov;;;и.p.;6;;;75103;543148.74;1135917.30;2013-12-01T00:00:00
11056533;512982;Citov;;;;;17850;Citov;;;и.p.;9;;;75103;543135.34;1136085.13;2013-12-01T00:00:00
11056541;512982;Citov;;;;;17850;Citov;;;и.p.;10;;;75103;543114.45;1136114.68;2013-12-01T00:00:00
11056550;512982;Citov;;;;;17850;Citov;;;и.p.;11;;;75103;543132.49;1136135.96;2013-12-01T00:00:00
11056568;512982;Citov;;;;;17850;Citov;;;и.p.;13;;;75103;543093.32;1135731.00;2013-12-01T00:00:00
11056576;512982;Citov;;;;;17850;Citov;;;и.p.;14;;;75103;543111.90;1136226.23;2013-12-01T00:00:00
11056584;512982;Citov;;;;;17850;Citov;;;и.p.;15;;;75103;543135.03;1136407.68;2013-12-01T00:00:00
11056592;512982;Citov;;;;;17850;Citov;;;и.p.;16;;;75103;543151.04;1136332.18;2013-12-01T00:00:00
11056606;512982;Citov;;;;;17850;Citov;;;и.p.;17;;;75103;543163.69;1136304.83;2013-12-01T00:00:00
11056614;512982;Citov;;;;;17850;Citov;;;и.p.;18;;;75103;543170.41;1136282.65;2013-12-01T00:00:00
11056622;512982;Citov;;;;;17850;Citov;;;и.p.;19;;;75103;543345.72;1135635.92;2013-12-01T00:00:00
11056631;512982;Citov;;;;;17850;Citov;;;и.p.;20;;;75103;543152.69;1136138.41;2013-12-01T00:00:00
11056649;512982;Citov;;;;;17850;Citov;;;и.p.;21;;;75103;543152.45;1136091.62;2013-12-01T00:00:00
11056657;512982;Citov;;;;;17850;Citov;;;и.p.;22;;;75103;543157.45;1136055.53;2013-12-01T00:00:00
11056665;512982;Citov;;;;;17850;Citov;;;и.p.;23;;;75103;543160.34;1136043.50;2013-12-01T00:00:00
11056673;512982;Citov;;;;;17850;Citov;;;и.p.;24;;;75103;543171.27;1136001.95;2013-12-01T00:00:00
11056681;512982;Citov;;;;;17850;Citov;;;и.p.;25;;;75103;543194.97;1135948.08;2013-12-01T00:00:00
11056703;512982;Citov;;;;;17850;Citov;;;и.p.;27;;;75103;543219.97;1135899.49;2013-12-01T00:00:00
11056711;512982;Citov;;;;;17850;Citov;;;и.p.;29;;;75103;543277.47;1135829.64;2013-12-01T00:00:00
11056738;512982;Citov;;;;;17850;Citov;;;и.p.;32;;;75103;543324.15;1135816.40;2021-02-12T00:00:00
11056746;512982;Citov;;;;;17850;Citov;;;и.p.;33;;;75103;543293.41;1135790.58;2013-12-01T00:00:00
11056754;512982;Citov;;;;;17850;Citov;;;и.p.;34;;;75103;543309.37;1135761.69;2013-12-01T00:00:00
11056771;512982;Citov;;;;;17850;Citov;;;и.p.;36;;;75103;543390.62;1135709.51;2013-12-01T00:00:00
11056789;512982;Citov;;;;;17850;Citov;;;и.p.;37;;;75103;543303.88;1135772.92;2013-12-01T00:00:00
11056797;512982;Citov;;;;;17850;Citov;;;и.p.;38;;;75103;543562.44;1135309.46;2013-12-01T00:00:00
11056819;512982;Citov;;;;;17850;Citov;;;и.p.;40;;;75103;542998.35;1135462.42;2013-12-01T00:00:00
11056835;512982;Citov;;;;;17850;Citov;;;и.p.;42;;;75103;543403.43;1135680.29;2013-12-01T00:00:00
11056843;512982;Citov;;;;;17850;Citov;;;и.p.;43;;;75103;543097.13;1135649.29;2013-12-01T00:00:00
11056851;512982;Citov;;;;;17850;Citov;;;и.p.;44;;;75103;543132.06;1136051.84;2013-12-01T00:00:00
11056860;512982;Citov;;;;;17850;Citov;;;и.p.;45;;;75103;543431.85;1135624.08;2013-12-01T00:00:00
11056886;512982;Citov;;;;;17850;Citov;;;и.p.;47;;;75103;543385.00;1135728.00;2013-12-01T00:00:00
11056894;512982;Citov;;;;;17850;Citov;;;и.p.;48;;;75103;543443.25;1135583.46;2013-12-01T00:00:00
11056908;512982;Citov;;;;;17850;Citov;;;и.p.;49;;;75103;543438.56;1135593.61;2013-12-01T00:00:00
11056916;512982;Citov;;;;;17850;Citov;;;и.p.;50;;;75103;543435.13;1135561.90;2013-12-01T00:00:00
11056932;512982;Citov;;;;;17850;Citov;;;и.p.;52;;;75103;543463.76;1135515.97;2013-12-01T00:00:00
11056941;512982;Citov;;;;;17850;Citov;;;и.p.;53;;;75103;543062.96;1135639.92;2013-12-01T00:00:00
11056959;512982;Citov;;;;;17850;Citov;;;и.p.;54;;;75103;543066.26;1135653.86;2013-12-01T00:00:00
11056967;512982;Citov;;;;;17850;Citov;;;и.p.;55;;;75103;543076.26;1135680.89;2013-12-01T00:00:00
11056975;512982;Citov;;;;;17850;Citov;;;и.p.;56;;;75103;543073.09;1135692.46;2013-12-01T00:00:00
11056991;512982;Citov;;;;;17850;Citov;;;и.p.;58;;;75103;543071.10;1135668.54;2013-12-01T00:00:00
11057009;512982;Citov;;;;;17850;Citov;;;и.p.;59;;;75103;543414.19;1135652.21;2013-12-01T00:00:00
11057017;512982;Citov;;;;;17850;Citov;;;и.p.;61;;;75103;543085.43;1135706.83;2013-12-01T00:00:00
11057025;512982;Citov;;;;;17850;Citov;;;и.p.;62;;;75103;543121.26;1135780.05;2013-12-01T00:00:00
11057033;512982;Citov;;;;;17850;Citov;;;и.p.;63;;;75103;543116.15;1135757.49;2023-06-20T00:00:00
11057041;512982;Citov;;;;;17850;Citov;;;и.p.;64;;;75103;543257.01;1135793.22;2013-12-01T00:00:00
11057050;512982;Citov;;;;;17850;Citov;;;и.p.;65;;;75103;543326.87;1135720.13;2013-12-01T00:00:00
11057068;512982;Citov;;;;;17850;Citov;;;и.p.;66;;;75103;543332.81;1135710.13;2013-12-01T00:00:00
11057076;512982;Citov;;;;;17850;Citov;;;и.p.;68;;;75103;543349.06;1135687.16;2013-12-01T00:00:00
11057084;512982;Citov;;;;;17850;Citov;;;и.p.;69;;;75103;543355.95;1135671.82;2013-12-01T00:00:00
11057092;512982;Citov;;;;;17850;Citov;;;и.p.;70;;;75103;543362.73;1135661.48;2013-12-01T00:00:00
11057106;512982;Citov;;;;;17850;Citov;;;и.p.;71;;;75103;543371.09;1135650.76;2013-12-01T00:00:00
11057114;512982;Citov;;;;;17850;Citov;;;и.p.;72;;;75103;543379.03;1135636.90;2013-12-01T00:00:00
11057122;512982;Citov;;;;;17850;Citov;;;и.p.;73;;;75103;543387.63;1135622.99;2013-12-01T00:00:00
11057131;512982;Citov;;;;;17850;Citov;;;и.p.;74;;;75103;543394.53;1135609.44;2013-12-01T00:00:00
11057149;512982;Citov;;;;;17850;Citov;;;и.p.;75;;;75103;543400.94;1135601.40;2013-12-01T00:00:00
11057157;512982;Citov;;;;;17850;Citov;;;и.p.;76;;;75103;543410.13;1135586.90;2013-12-01T00:00:00
