Kσd ADM;Kσd obce;Nαzev obce;Kσd MOMC;Nαzev MOMC;Kσd obvodu Prahy;Nαzev obvodu Prahy;Kσd θαsti obce;Nαzev θαsti obce;Kσd ulice;Nαzev ulice;Typ SO;Θνslo domovnν;Θνslo orientaθnν;Znak θνsla orientaθnνho;PSΘ;Souψadnice Y;Souψadnice X;Platν Od
24608432;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;66;;;66483;615826.00;1154503.91;2013-12-05T00:00:00
24608441;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;67;;;66483;615766.98;1154605.15;2013-12-05T00:00:00
24608459;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;68;;;66483;615952.92;1154512.00;2013-12-05T00:00:00
24608467;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;69;;;66483;615762.18;1154614.55;2013-12-05T00:00:00
24608475;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;70;;;66483;615709.16;1154749.05;2013-12-05T00:00:00
24608483;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;71;;;66483;615690.66;1155117.65;2013-12-05T00:00:00
24608491;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;72;;;66483;615812.60;1154526.31;2013-12-05T00:00:00
24608505;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;73;;;66483;615894.91;1154662.06;2013-12-05T00:00:00
24608513;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;74;;;66483;615807.40;1154536.11;2013-12-05T00:00:00
24608521;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;75;;;66483;615757.03;1154630.17;2013-12-05T00:00:00
24608530;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;76;;;66483;615750.78;1154637.15;2013-12-05T00:00:00
24608548;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;77;;;66483;615883.26;1154546.57;2013-12-05T00:00:00
24608556;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;78;;;66483;615794.60;1154558.31;2013-12-05T00:00:00
24608564;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;79;;;66483;615788.20;1154569.11;2013-12-05T00:00:00
24608572;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;80;;;66483;615972.50;1154563.46;2013-12-05T00:00:00
24608581;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;81;;;66483;615881.58;1154590.49;2013-12-05T00:00:00
24608599;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;82;;;66483;615942.52;1154524.40;2013-12-05T00:00:00
24608602;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;83;;;66483;615779.78;1154582.95;2013-12-05T00:00:00
24608611;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;84;;;66483;615680.31;1155138.88;2013-12-05T00:00:00
24608629;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;85;;;66483;616316.94;1153952.48;2013-12-05T00:00:00
24608637;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.ev.;1;;;66483;616010.01;1154640.22;2013-12-05T00:00:00
24608653;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.ev.;3;;;66483;615232.62;1153986.69;2013-12-05T00:00:00
24608670;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.ev.;5;;;66483;616278.88;1154940.75;2013-12-05T00:00:00
24608696;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.ev.;7;;;66483;615048.34;1154577.07;2013-12-05T00:00:00
25439171;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;87;;;66483;615695.40;1154968.78;2013-12-05T00:00:00
25546228;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;86;;;66483;615876.12;1154451.40;2013-12-05T00:00:00
25546236;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;99;;;66483;615688.07;1154991.77;2013-12-05T00:00:00
25862618;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;103;;;66483;615587.24;1154773.71;2013-12-05T00:00:00
25867288;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.ev.;10;;;66483;615996.28;1154615.33;2013-12-05T00:00:00
25897675;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;100;;;66483;615756.63;1154540.95;2013-12-05T00:00:00
26068711;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;88;;;66483;615714.80;1154928.78;2013-12-05T00:00:00
26068729;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;93;;;66483;615644.42;1154715.51;2013-12-05T00:00:00
26068737;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;96;;;66483;615894.12;1154495.60;2013-12-05T00:00:00
26068745;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;98;;;66483;615778.20;1154505.17;2013-12-05T00:00:00
26219841;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;102;;;66483;615730.06;1154599.80;2013-12-05T00:00:00
26319101;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;104;;;66483;615685.02;1154659.51;2013-12-05T00:00:00
26319110;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;105;;;66483;615799.92;1154469.05;2013-12-05T00:00:00
26319128;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;107;;;66483;615812.14;1154870.63;2013-12-05T00:00:00
26319136;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;109;;;66483;615860.51;1154440.62;2013-12-05T00:00:00
26726688;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;101;;;66483;615728.06;1155045.45;2013-12-05T00:00:00
26943514;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;89;;;66483;615745.52;1154557.61;2013-12-05T00:00:00
26943522;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;90;;;66483;615790.60;1154487.17;2013-12-05T00:00:00
26943531;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;91;;;66483;615671.62;1154674.51;2013-12-05T00:00:00
26943549;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;92;;;66483;615659.22;1154695.11;2013-12-05T00:00:00
26943557;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;94;;;66483;615631.42;1154735.31;2013-12-05T00:00:00
26943565;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;95;;;66483;615768.80;1154523.77;2013-12-05T00:00:00
26943573;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;97;;;66483;615809.60;1154450.57;2013-12-05T00:00:00
27084507;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;111;;;66483;615733.95;1154576.29;2013-12-05T00:00:00
27300331;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;110;;;66483;615696.72;1154634.99;2013-12-05T00:00:00
27330117;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;112;;;66483;615691.00;1154644.00;2013-12-05T00:00:00
27396584;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;115;;;66483;615562.16;1154771.16;2013-12-05T00:00:00
27429067;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;106;;;66483;615593.28;1154737.92;2013-12-05T00:00:00
27472701;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;114;;;66483;615711.70;1154614.65;2013-12-05T00:00:00
27811867;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;117;;;66483;616162.06;1154226.46;2013-12-05T00:00:00
27811883;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;116;;;66483;615746.51;1154735.76;2013-12-05T00:00:00
27882209;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;108;;;66483;615801.00;1154895.00;2013-12-05T00:00:00
28134648;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;113;;;66483;615737.00;1155026.00;2013-12-05T00:00:00
28367405;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;118;;;66483;615789.56;1154915.78;2023-05-21T00:00:00
42044448;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;120;;;66483;615718.28;1155116.10;2013-12-05T00:00:00
42375045;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;121;;;66483;615678.98;1154749.40;2013-12-05T00:00:00
42388252;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;119;;;66483;615665.46;1154745.88;2013-12-05T00:00:00
73291340;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;123;;;66483;615757.19;1154330.86;2014-12-18T00:00:00
73357324;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;125;;;66483;615872.19;1154524.56;2015-01-19T00:00:00
73463108;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;122;;;66483;615684.24;1154718.37;2015-02-25T00:00:00
73733253;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;127;;;66483;615744.30;1154314.50;2015-06-01T00:00:00
73792063;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;126;;;66483;615732.81;1154667.04;2015-06-17T00:00:00
73863751;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;129;;;66483;615772.76;1154341.94;2015-07-13T00:00:00
74119737;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;131;;;66483;616264.01;1154057.18;2015-10-05T00:00:00
74854887;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;130;;;66483;615680.21;1154724.36;2016-04-06T00:00:00
75107953;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;133;;;66483;615778.26;1154413.88;2016-06-13T00:00:00
75188864;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;124;;;66483;615557.09;1154737.67;2016-07-12T00:00:00
75687950;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;132;;;66483;615613.71;1154774.13;2017-01-02T00:00:00
75780721;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;135;;;66483;615916.82;1154575.30;2017-01-27T00:00:00
76139026;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;134;;;66483;615764.62;1154399.83;2017-05-09T00:00:00
76560996;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;136;;;66483;615694.68;1154703.43;2017-06-26T00:00:00
76561062;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;137;;;66483;615703.62;1154690.16;2017-06-26T00:00:00
78317576;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;138;;;66483;615675.10;1154497.26;2018-05-07T00:00:00
78412439;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;140;;;66483;615657.65;1154522.32;2018-06-07T00:00:00
78673054;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;141;;;66483;615709.24;1154450.88;2018-09-10T00:00:00
78740282;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;139;;;66483;615499.50;1154722.65;2018-10-04T00:00:00
78741831;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;142;;;66483;615952.85;1154761.61;2018-10-04T00:00:00
78790981;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;145;;;66483;615609.62;1154615.51;2018-10-22T00:00:00
78791073;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;148;;;66483;615666.13;1154511.52;2018-10-22T00:00:00
78869153;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;143;;;66483;616002.94;1154672.61;2018-11-16T00:00:00
78984530;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;144;;;66483;615545.51;1154762.03;2018-12-13T00:00:00
79030122;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;149;;;66483;615733.21;1154350.60;2019-01-07T00:00:00
79115977;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;147;;;66483;615628.17;1154600.56;2019-02-04T00:00:00
79127924;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;128;;;66483;615528.00;1154729.33;2019-02-07T00:00:00
79852441;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;150;;;66483;615688.94;1154483.91;2019-09-04T00:00:00
80834825;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;152;;;66483;615519.64;1154696.47;2020-06-17T00:00:00
81241313;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;151;;;66483;615651.80;1154477.39;2020-10-26T00:00:00
82758425;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;154;;;66483;615882.97;1154743.21;2022-03-21T00:00:00
82904391;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;155;;;66483;616151.56;1154253.06;2022-04-27T00:00:00
84243970;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;146;;;66483;615590.93;1154633.93;2022-11-04T00:00:00
84620234;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;159;;;66483;616186.38;1154210.08;2022-12-14T00:00:00
84620323;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;158;;;66483;616184.48;1154213.82;2022-12-14T00:00:00
84659599;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;156;;;66483;615506.28;1154758.98;2022-12-30T00:00:00
85178560;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;160;;;66483;615728.04;1154424.67;2023-05-12T00:00:00
86054074;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;153;;;66483;615534.43;1154678.13;2024-03-07T00:00:00
86054180;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;163;;;66483;615993.01;1154693.40;2024-03-07T00:00:00
86054457;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;162;;;66483;615590.97;1154227.20;2024-03-07T00:00:00
86962833;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;165;;;66483;616201.45;1154191.07;2025-04-02T00:00:00
87122383;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;166;;;66483;616070.25;1154306.04;2025-06-18T00:00:00
87122456;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;167;;;66483;616071.85;1154304.18;2025-06-18T00:00:00
87195194;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;176;;;66483;615960.88;1154637.28;2025-07-23T00:00:00
87214831;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;170;;;66483;616122.14;1154252.55;2025-08-04T00:00:00
87219638;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;169;;;66483;616093.45;1154276.27;2025-08-06T00:00:00
87219778;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;168;;;66483;616089.17;1154281.87;2025-08-06T00:00:00
87339048;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;171;;;66483;616119.39;1154279.85;2025-10-22T00:00:00
87339072;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;172;;;66483;616115.27;1154285.14;2025-10-22T00:00:00
87339129;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;173;;;66483;616096.17;1154309.71;2025-10-22T00:00:00
87424541;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;174;;;66483;616090.39;1154321.35;2025-11-20T00:00:00
87581850;549789;Ψνθky;;;;;30805;Ψνθky;;;θ.p.;157;;;66483;615576.50;1154568.46;2026-01-19T00:00:00
