Kףd ADM;Kףd obce;Nבzev obce;Kףd MOMC;Nבzev MOMC;Kףd obvodu Prahy;Nבzev obvodu Prahy;Kףd טבsti obce;Nבzev טבsti obce;Kףd ulice;Nבzev ulice;Typ SO;ָםslo domovnם;ָםslo orientaטnם;Znak טםsla orientaטnםho;PSָ;Souרadnice Y;Souרadnice X;Platם Od
2744571;590509;ָםmלר;;;;;23892;ָםmלר;;;ט.p.;19;;;67501;642231.12;1155319.68;2020-09-09T00:00:00
2744589;590509;ָםmלר;;;;;23892;ָםmלר;;;ט.p.;20;;;67501;642308.05;1155184.10;2020-09-09T00:00:00
2744597;590509;ָםmלר;;;;;23892;ָםmלר;;;ט.p.;21;;;67501;642210.02;1155297.15;2020-09-15T00:00:00
2744601;590509;ָםmלר;;;;;23892;ָםmלר;;;ט.p.;22;;;67501;642264.07;1155289.75;2020-09-02T00:00:00
2744619;590509;ָםmלר;;;;;23892;ָםmלר;;;ט.p.;23;;;67501;642189.81;1155295.28;2020-09-02T00:00:00
2744627;590509;ָםmלר;;;;;23892;ָםmלר;;;ט.p.;24;;;67501;642188.70;1155258.26;2013-12-05T00:00:00
2744635;590509;ָםmלר;;;;;23892;ָםmלר;;;ט.p.;25;;;67501;642245.72;1155238.23;2020-09-15T00:00:00
2744643;590509;ָםmלר;;;;;23892;ָםmלר;;;ט.p.;26;;;67501;642203.76;1155264.01;2020-09-04T00:00:00
2744651;590509;ָםmלר;;;;;23892;ָםmלר;;;ט.p.;27;;;67501;642270.55;1155241.13;2013-12-05T00:00:00
2744660;590509;ָםmלר;;;;;23892;ָםmלר;;;ט.p.;28;;;67501;642229.32;1155342.78;2020-09-09T00:00:00
2744678;590509;ָםmלר;;;;;23892;ָםmלר;;;ט.p.;29;;;67501;642344.19;1155161.35;2020-09-04T00:00:00
2744686;590509;ָםmלר;;;;;23892;ָםmלר;;;ט.p.;30;;;67501;642216.09;1155255.87;2020-09-09T00:00:00
2744694;590509;ָםmלר;;;;;23892;ָםmלר;;;ט.p.;31;;;67501;642347.92;1155181.83;2020-09-04T00:00:00
2744708;590509;ָםmלר;;;;;23892;ָםmלר;;;ט.p.;32;;;67501;642295.18;1155412.60;2013-12-05T00:00:00
2744716;590509;ָםmלר;;;;;23892;ָםmלר;;;ט.p.;33;;;67501;642254.93;1155385.09;2013-12-05T00:00:00
2744724;590509;ָםmלר;;;;;23892;ָםmלר;;;ט.p.;34;;;67501;642293.33;1155100.82;2020-09-09T00:00:00
2744732;590509;ָםmלר;;;;;23892;ָםmלר;;;ט.p.;35;;;67501;642285.48;1155085.00;2020-09-09T00:00:00
2744741;590509;ָםmלר;;;;;23892;ָםmלר;;;ט.p.;37;;;67501;642297.93;1155078.67;2013-12-05T00:00:00
2744759;590509;ָםmלר;;;;;23892;ָםmלר;;;ט.p.;38;;;67501;642305.50;1155067.43;2020-09-11T00:00:00
2744767;590509;ָםmלר;;;;;23892;ָםmלר;;;ט.p.;39;;;67501;642320.67;1155053.36;2020-09-15T00:00:00
2744775;590509;ָםmלר;;;;;23892;ָםmלר;;;ט.p.;40;;;67501;642325.15;1155050.68;2020-09-15T00:00:00
2744783;590509;ָםmלר;;;;;23892;ָםmלר;;;ט.p.;41;;;67501;642344.41;1155038.78;2020-09-11T00:00:00
2744791;590509;ָםmלר;;;;;23892;ָםmלר;;;ט.p.;42;;;67501;642358.67;1155032.62;2013-12-05T00:00:00
2744805;590509;ָםmלר;;;;;23892;ָםmלר;;;ט.p.;43;;;67501;642242.79;1155111.43;2021-07-26T00:00:00
2744813;590509;ָםmלר;;;;;23892;ָםmלר;;;ט.p.;44;;;67501;642245.70;1155080.88;2020-09-11T00:00:00
2744821;590509;ָםmלר;;;;;23892;ָםmלר;;;ט.p.;45;;;67501;642239.78;1155061.67;2020-09-14T00:00:00
2744830;590509;ָםmלר;;;;;23892;ָםmלר;;;ט.p.;46;;;67501;642386.37;1155018.42;2020-09-14T00:00:00
2744848;590509;ָםmלר;;;;;23892;ָםmלר;;;ט.p.;47;;;67501;642328.62;1155024.46;2013-12-05T00:00:00
2744856;590509;ָםmלר;;;;;23892;ָםmלר;;;ט.p.;48;;;67501;642336.13;1155498.19;2020-09-14T00:00:00
2744864;590509;ָםmלר;;;;;23892;ָםmלר;;;ט.p.;49;;;67501;642155.01;1155236.47;2020-09-14T00:00:00
2744872;590509;ָםmלר;;;;;23892;ָםmלר;;;ט.p.;50;;;67501;642282.18;1155138.24;2020-09-14T00:00:00
2744881;590509;ָםmלר;;;;;23892;ָםmלר;;;ט.p.;51;;;67501;642378.92;1155260.90;2020-09-09T00:00:00
2744899;590509;ָםmלר;;;;;23892;ָםmלר;;;ט.p.;52;;;67501;642362.14;1155028.17;2020-09-09T00:00:00
2744902;590509;ָםmלר;;;;;23892;ָםmלר;;;ט.p.;53;;;67501;642229.87;1155025.66;2020-09-09T00:00:00
2744911;590509;ָםmלר;;;;;23892;ָםmלר;;;ט.p.;54;;;67501;642341.63;1155501.33;2020-09-09T00:00:00
2744929;590509;ָםmלר;;;;;23892;ָםmלר;;;ט.p.;55;;;67501;642374.79;1155223.57;2020-09-09T00:00:00
2744937;590509;ָםmלר;;;;;23892;ָםmלר;;;ט.p.;56;;;67501;642399.94;1155092.06;2020-09-11T00:00:00
2744945;590509;ָםmלר;;;;;23892;ָםmלר;;;ט.p.;57;;;67501;642343.35;1155131.73;2020-09-09T00:00:00
2744953;590509;ָםmלר;;;;;23892;ָםmלר;;;ט.p.;58;;;67501;642404.86;1155009.45;2020-09-11T00:00:00
2744970;590509;ָםmלר;;;;;23892;ָםmלר;;;ט.ev.;1;;;67501;641645.11;1156169.26;2013-12-05T00:00:00
2744988;590509;ָםmלר;;;;;23892;ָםmלר;;;ט.ev.;2;;;67501;641645.81;1156182.22;2013-12-05T00:00:00
2744996;590509;ָםmלר;;;;;23892;ָםmלר;;;ט.ev.;3;;;67501;641684.68;1156224.35;2013-12-05T00:00:00
2745003;590509;ָםmלר;;;;;23892;ָםmלר;;;ט.ev.;4;;;67501;641317.49;1156944.81;2013-12-05T00:00:00
2745011;590509;ָםmלר;;;;;23892;ָםmלר;;;ט.ev.;5;;;67501;641504.44;1157122.64;2013-12-05T00:00:00
2745020;590509;ָםmלר;;;;;23892;ָםmלר;;;ט.p.;59;;;67501;642375.74;1155006.40;2020-09-09T00:00:00
25464451;590509;ָםmלר;;;;;23892;ָםmלר;;;ט.p.;61;;;67501;642229.26;1155097.99;2021-07-26T00:00:00
26363291;590509;ָםmלר;;;;;23892;ָםmלר;;;ט.p.;60;;;67501;642298.90;1155048.33;2013-12-05T00:00:00
26984270;590509;ָםmלר;;;;;23892;ָםmלר;;;ט.p.;62;;;67501;642238.19;1155038.53;2013-12-05T00:00:00
27166040;590509;ָםmלר;;;;;23892;ָםmלר;;;ט.p.;64;;;67501;642271.76;1155434.41;2013-12-05T00:00:00
27193918;590509;ָםmלר;;;;;23892;ָםmלר;;;ט.p.;65;;;67501;642387.96;1155469.99;2013-12-05T00:00:00
27883353;590509;ָםmלר;;;;;23892;ָםmלר;;;ט.p.;63;;;67501;642422.98;1155068.23;2013-12-05T00:00:00
75963825;590509;ָםmלר;;;;;23892;ָםmלר;;;ט.p.;68;;;67501;642378.35;1155132.77;2017-03-27T00:00:00
79537481;590509;ָםmלר;;;;;23892;ָםmלר;;;ט.p.;67;;;67501;642448.56;1155261.61;2019-07-04T00:00:00
81977182;590509;ָםmלר;;;;;23892;ָםmלר;;;ט.ev.;6;;;67501;641697.91;1155231.51;2021-08-04T00:00:00
82013730;590509;ָםmלר;;;;;23892;ָםmלר;;;ט.ev.;7;;;67501;641668.22;1155197.92;2021-08-06T00:00:00
82153191;590509;ָםmלר;;;;;23892;ָםmלר;;;ט.p.;72;;;67501;642349.78;1155018.35;2021-10-04T00:00:00
82273987;590509;ָםmלר;;;;;23892;ָםmלר;;;ט.p.;74;;;67501;642038.54;1155268.45;2021-11-19T00:00:00
82311951;590509;ָםmלר;;;;;23892;ָםmלר;;;ט.p.;79;;;67501;642088.86;1155216.80;2021-12-02T00:00:00
82312974;590509;ָםmלר;;;;;23892;ָםmלר;;;ט.p.;78;;;67501;642069.72;1155228.66;2021-12-02T00:00:00
82365181;590509;ָםmלר;;;;;23892;ָםmלר;;;ט.p.;70;;;67501;642314.32;1155041.88;2021-12-20T00:00:00
82871345;590509;ָםmלר;;;;;23892;ָםmלר;;;ט.p.;73;;;67501;642061.82;1155253.92;2022-04-11T00:00:00
85083941;590509;ָםmלר;;;;;23892;ָםmלר;;;ט.p.;76;;;67501;641996.08;1155250.10;2023-04-04T00:00:00
85400521;590509;ָםmלר;;;;;23892;ָםmלר;;;ט.p.;77;;;67501;642029.80;1155238.59;2023-08-04T00:00:00
86580957;590509;ָםmלר;;;;;23892;ָםmלר;;;ט.p.;83;;;67501;642134.82;1155076.86;2024-10-21T00:00:00
86707914;590509;ָםmלר;;;;;23892;ָםmלר;;;ט.p.;84;;;67501;642173.10;1155075.62;2025-02-13T00:00:00
86719564;590509;ָםmלר;;;;;23892;ָםmלר;;;ט.p.;66;;;67501;642454.13;1155228.54;2025-01-03T00:00:00
87133881;590509;ָםmלר;;;;;23892;ָםmלר;;;ט.p.;69;;;67501;642447.68;1155179.06;2025-06-24T00:00:00
