Kуd ADM;Kуd obce;Nбzev obce;Kуd MOMC;Nбzev MOMC;Kуd obvodu Prahy;Nбzev obvodu Prahy;Kуd ибsti obce;Nбzev ибsti obce;Kуd ulice;Nбzev ulice;Typ SO;Инslo domovnн;Инslo orientaиnн;Znak инsla orientaиnнho;PSИ;Souшadnice Y;Souшadnice X;Platн Od
2162067;529761;Ћпбr;;;;;105341;Ћпбr;;;и.p.;1;;;37842;708171.59;1140635.91;2013-11-29T00:00:00
2162075;529761;Ћпбr;;;;;105341;Ћпбr;;;и.p.;2;;;37842;708206.40;1140755.09;2018-10-09T00:00:00
2162083;529761;Ћпбr;;;;;105341;Ћпбr;;;и.p.;3;;;37842;708195.96;1140799.37;2013-11-29T00:00:00
2162091;529761;Ћпбr;;;;;105341;Ћпбr;;;и.p.;4;;;37842;708244.51;1140924.64;2013-11-29T00:00:00
2162105;529761;Ћпбr;;;;;105341;Ћпбr;;;и.p.;5;;;37842;708271.26;1140947.15;2013-11-29T00:00:00
2162113;529761;Ћпбr;;;;;105341;Ћпбr;;;и.p.;6;;;37842;708250.90;1141015.83;2013-11-29T00:00:00
2162121;529761;Ћпбr;;;;;105341;Ћпбr;;;и.p.;7;;;37842;708318.71;1141040.09;2013-11-29T00:00:00
2162130;529761;Ћпбr;;;;;105341;Ћпбr;;;и.p.;8;;;37842;708389.64;1141083.25;2013-11-29T00:00:00
2162148;529761;Ћпбr;;;;;105341;Ћпбr;;;и.p.;9;;;37842;708399.18;1141115.36;2013-11-29T00:00:00
2162156;529761;Ћпбr;;;;;105341;Ћпбr;;;и.p.;10;;;37842;708437.66;1141199.45;2013-11-29T00:00:00
2162164;529761;Ћпбr;;;;;105341;Ћпбr;;;и.p.;11;;;37842;708469.98;1141272.08;2013-11-29T00:00:00
2162172;529761;Ћпбr;;;;;105341;Ћпбr;;;и.p.;12;;;37842;708444.86;1141242.88;2013-11-29T00:00:00
2162181;529761;Ћпбr;;;;;105341;Ћпбr;;;и.p.;13;;;37842;708158.07;1141122.34;2013-11-29T00:00:00
2162199;529761;Ћпбr;;;;;105341;Ћпбr;;;и.p.;14;;;37842;708067.71;1141024.30;2013-11-29T00:00:00
2162202;529761;Ћпбr;;;;;105341;Ћпбr;;;и.p.;15;;;37842;708016.34;1141117.94;2013-11-29T00:00:00
2162211;529761;Ћпбr;;;;;105341;Ћпбr;;;и.p.;16;;;37842;708030.28;1141062.90;2013-11-29T00:00:00
2162229;529761;Ћпбr;;;;;105341;Ћпбr;;;и.p.;17;;;37842;708002.08;1141060.11;2013-11-29T00:00:00
2162237;529761;Ћпбr;;;;;105341;Ћпбr;;;и.p.;18;;;37842;708048.34;1140943.93;2016-11-10T00:00:00
2162245;529761;Ћпбr;;;;;105341;Ћпбr;;;и.p.;19;;;37842;708044.67;1140905.82;2013-11-29T00:00:00
2162253;529761;Ћпбr;;;;;105341;Ћпбr;;;и.p.;20;;;37842;708030.77;1140840.68;2013-11-29T00:00:00
2162261;529761;Ћпбr;;;;;105341;Ћпбr;;;и.p.;21;;;37842;708148.32;1140485.20;2013-11-29T00:00:00
2162270;529761;Ћпбr;;;;;105341;Ћпбr;;;и.p.;22;;;37842;708016.73;1140766.18;2013-11-29T00:00:00
2162288;529761;Ћпбr;;;;;105341;Ћпбr;;;и.p.;23;;;37842;707986.40;1140699.43;2013-11-29T00:00:00
2162296;529761;Ћпбr;;;;;105341;Ћпбr;;;и.p.;24;;;37842;707961.81;1140667.53;2013-11-29T00:00:00
2162300;529761;Ћпбr;;;;;105341;Ћпбr;;;и.p.;25;;;37842;707955.36;1140613.89;2013-11-29T00:00:00
2162318;529761;Ћпбr;;;;;105341;Ћпбr;;;и.p.;26;;;37842;708005.33;1140557.18;2013-11-29T00:00:00
2162326;529761;Ћпбr;;;;;105341;Ћпбr;;;и.p.;27;;;37842;708127.71;1140855.28;2013-11-29T00:00:00
2162334;529761;Ћпбr;;;;;105341;Ћпбr;;;и.p.;28;;;37842;708193.60;1141141.51;2013-11-29T00:00:00
2162342;529761;Ћпбr;;;;;105341;Ћпбr;;;и.p.;29;;;37842;708244.96;1141224.87;2013-11-29T00:00:00
2162351;529761;Ћпбr;;;;;105341;Ћпбr;;;и.p.;30;;;37842;708053.58;1140868.10;2013-11-29T00:00:00
2162369;529761;Ћпбr;;;;;105341;Ћпбr;;;и.p.;31;;;37842;708249.98;1141184.87;2013-11-29T00:00:00
2162377;529761;Ћпбr;;;;;105341;Ћпбr;;;и.p.;32;;;37842;708046.56;1140999.03;2013-11-29T00:00:00
2162385;529761;Ћпбr;;;;;105341;Ћпбr;;;и.p.;33;;;37842;708048.57;1141188.44;2013-11-29T00:00:00
2162393;529761;Ћпбr;;;;;105341;Ћпбr;;;и.p.;34;;;37842;708223.50;1141209.38;2013-11-29T00:00:00
2162407;529761;Ћпбr;;;;;105341;Ћпбr;;;и.p.;35;;;37842;708206.14;1140860.58;2013-11-29T00:00:00
2162415;529761;Ћпбr;;;;;105341;Ћпбr;;;и.p.;36;;;37842;708365.54;1141251.09;2013-11-29T00:00:00
2162423;529761;Ћпбr;;;;;105341;Ћпбr;;;и.p.;37;;;37842;708281.37;1141424.44;2013-11-29T00:00:00
2162431;529761;Ћпбr;;;;;105341;Ћпбr;;;и.p.;39;;;37842;708366.96;1141267.97;2013-11-29T00:00:00
2162440;529761;Ћпбr;;;;;105341;Ћпбr;;;и.p.;40;;;37842;708223.45;1141187.14;2013-11-29T00:00:00
2162458;529761;Ћпбr;;;;;105341;Ћпбr;;;и.p.;41;;;37842;708372.45;1141225.11;2013-11-29T00:00:00
2162466;529761;Ћпбr;;;;;105341;Ћпбr;;;и.p.;42;;;37842;708124.15;1141074.44;2021-02-18T00:00:00
2162474;529761;Ћпбr;;;;;105341;Ћпбr;;;и.p.;43;;;37842;708076.73;1141040.57;2015-01-07T00:00:00
2162482;529761;Ћпбr;;;;;105341;Ћпбr;;;и.p.;44;;;37842;708138.80;1141084.27;2021-02-18T00:00:00
2162491;529761;Ћпбr;;;;;105341;Ћпбr;;;и.p.;45;;;37842;708116.45;1141148.95;2013-11-29T00:00:00
2162504;529761;Ћпбr;;;;;105341;Ћпбr;;;и.p.;46;;;37842;708029.57;1140803.85;2013-11-29T00:00:00
2162512;529761;Ћпбr;;;;;105350;Malб Rosiиka;;;и.p.;1;;;37842;706187.19;1143201.50;2013-11-29T00:00:00
2162521;529761;Ћпбr;;;;;105350;Malб Rosiиka;;;и.p.;2;;;37842;706172.96;1143104.16;2013-11-29T00:00:00
2162539;529761;Ћпбr;;;;;105350;Malб Rosiиka;;;и.p.;3;;;37842;706269.25;1143331.64;2013-11-29T00:00:00
2162547;529761;Ћпбr;;;;;105350;Malб Rosiиka;;;и.p.;4;;;37842;706192.20;1143154.12;2013-11-29T00:00:00
25895800;529761;Ћпбr;;;;;105341;Ћпбr;;;и.p.;47;;;37842;708356.65;1141290.44;2013-11-29T00:00:00
26634619;529761;Ћпбr;;;;;105341;Ћпбr;;;и.p.;38;;;37842;708347.27;1140995.45;2013-11-29T00:00:00
27286771;529761;Ћпбr;;;;;105341;Ћпбr;;;и.p.;54;;;37842;708147.85;1140274.84;2013-11-29T00:00:00
27314626;529761;Ћпбr;;;;;105341;Ћпбr;;;и.p.;50;;;37842;708151.73;1140383.52;2018-04-12T00:00:00
27651959;529761;Ћпбr;;;;;105341;Ћпбr;;;и.p.;52;;;37842;708149.26;1140332.04;2013-11-29T00:00:00
40081044;529761;Ћпбr;;;;;105341;Ћпбr;;;и.p.;51;;;37842;708149.27;1140357.26;2018-04-12T00:00:00
55267530;529761;Ћпбr;;;;;105350;Malб Rosiиka;;;и.p.;5;;;37842;706820.63;1143267.79;2013-12-04T00:00:00
73644277;529761;Ћпбr;;;;;105341;Ћпбr;;;и.p.;55;;;37842;708160.23;1140780.99;2015-04-30T00:00:00
