KÛd ADM;KÛd obce;N·zev obce;KÛd MOMC;N·zev MOMC;KÛd obvodu Prahy;N·zev obvodu Prahy;KÛd Ë·sti obce;N·zev Ë·sti obce;KÛd ulice;N·zev ulice;Typ SO;»Ìslo domovnÌ;»Ìslo orientaËnÌ;Znak ËÌsla orientaËnÌho;PS»;Sou¯adnice Y;Sou¯adnice X;PlatÌ Od
8239169;500046;Libhoöù;;;;;82686;Libhoöù;;;Ë.p.;1;;;74257;487444.15;1123291.21;2013-12-01T00:00:00
8239177;500046;Libhoöù;;;;;82686;Libhoöù;;;Ë.p.;2;;;74257;487285.06;1123296.62;2013-12-01T00:00:00
8239185;500046;Libhoöù;;;;;82686;Libhoöù;;;Ë.p.;3;;;74257;487297.87;1123206.67;2013-12-01T00:00:00
8239193;500046;Libhoöù;;;;;82686;Libhoöù;;;Ë.p.;4;;;74257;487268.62;1123162.05;2013-12-01T00:00:00
8239207;500046;Libhoöù;;;;;82686;Libhoöù;;;Ë.p.;5;;;74257;487274.33;1123014.74;2013-12-01T00:00:00
8239215;500046;Libhoöù;;;;;82686;Libhoöù;;;Ë.p.;6;;;74257;487231.68;1123001.48;2013-12-01T00:00:00
8239223;500046;Libhoöù;;;;;82686;Libhoöù;;;Ë.p.;7;;;74257;487235.51;1122944.08;2013-12-01T00:00:00
8239231;500046;Libhoöù;;;;;82686;Libhoöù;;;Ë.p.;8;;;74257;487161.68;1122982.49;2013-12-01T00:00:00
8239240;500046;Libhoöù;;;;;82686;Libhoöù;;;Ë.p.;9;;;74257;487290.55;1122859.45;2013-12-01T00:00:00
8239258;500046;Libhoöù;;;;;82686;Libhoöù;;;Ë.p.;10;;;74257;487253.87;1122814.71;2013-12-01T00:00:00
8239266;500046;Libhoöù;;;;;82686;Libhoöù;;;Ë.p.;11;;;74257;487262.46;1122782.90;2013-12-01T00:00:00
8239274;500046;Libhoöù;;;;;82686;Libhoöù;;;Ë.p.;12;;;74257;487236.53;1122778.99;2022-10-11T00:00:00
8239282;500046;Libhoöù;;;;;82686;Libhoöù;;;Ë.p.;13;;;74257;487189.56;1122756.41;2013-12-01T00:00:00
8239304;500046;Libhoöù;;;;;82686;Libhoöù;;;Ë.p.;15;;;74257;487141.52;1122679.94;2013-12-01T00:00:00
8239312;500046;Libhoöù;;;;;82686;Libhoöù;;;Ë.p.;16;;;74257;487218.35;1122691.38;2022-10-11T00:00:00
8239321;500046;Libhoöù;;;;;82686;Libhoöù;;;Ë.p.;17;;;74257;487741.84;1123463.36;2013-12-01T00:00:00
8239339;500046;Libhoöù;;;;;82686;Libhoöù;;;Ë.p.;18;;;74257;487257.35;1122684.76;2013-12-01T00:00:00
8239347;500046;Libhoöù;;;;;82686;Libhoöù;;;Ë.p.;19;;;74257;487273.13;1122751.51;2013-12-01T00:00:00
8239355;500046;Libhoöù;;;;;82686;Libhoöù;;;Ë.p.;20;;;74257;487294.46;1122784.62;2013-12-01T00:00:00
8239363;500046;Libhoöù;;;;;82686;Libhoöù;;;Ë.p.;21;;;74257;487345.50;1122769.18;2022-10-11T00:00:00
8239371;500046;Libhoöù;;;;;82686;Libhoöù;;;Ë.p.;22;;;74257;487319.22;1122823.16;2022-10-11T00:00:00
8239380;500046;Libhoöù;;;;;82686;Libhoöù;;;Ë.p.;23;;;74257;487342.96;1122842.47;2013-12-01T00:00:00
8239398;500046;Libhoöù;;;;;82686;Libhoöù;;;Ë.p.;24;;;74257;487364.49;1122824.84;2013-12-01T00:00:00
8239401;500046;Libhoöù;;;;;82686;Libhoöù;;;Ë.p.;25;;;74257;487484.61;1122792.48;2022-10-11T00:00:00
8239410;500046;Libhoöù;;;;;82686;Libhoöù;;;Ë.p.;26;;;74257;487350.58;1122871.90;2013-12-01T00:00:00
8239428;500046;Libhoöù;;;;;82686;Libhoöù;;;Ë.p.;27;;;74257;487519.14;1122832.76;2022-10-11T00:00:00
8239436;500046;Libhoöù;;;;;82686;Libhoöù;;;Ë.p.;28;;;74257;487383.78;1122943.88;2022-10-11T00:00:00
8239444;500046;Libhoöù;;;;;82686;Libhoöù;;;Ë.p.;29;;;74257;487404.39;1122989.69;2013-12-01T00:00:00
8239452;500046;Libhoöù;;;;;82686;Libhoöù;;;Ë.p.;30;;;74257;488181.20;1123994.14;2013-12-01T00:00:00
8239461;500046;Libhoöù;;;;;82686;Libhoöù;;;Ë.p.;31;;;74257;487025.31;1123132.41;2013-12-01T00:00:00
8239479;500046;Libhoöù;;;;;82686;Libhoöù;;;Ë.p.;32;;;74257;487565.06;1122985.28;2013-12-01T00:00:00
8239487;500046;Libhoöù;;;;;82686;Libhoöù;;;Ë.p.;33;;;74257;487391.52;1123094.03;2013-12-01T00:00:00
8239495;500046;Libhoöù;;;;;82686;Libhoöù;;;Ë.p.;34;;;74257;487439.50;1123086.42;2013-12-01T00:00:00
8239509;500046;Libhoöù;;;;;82686;Libhoöù;;;Ë.p.;35;;;74257;487567.89;1123259.87;2013-12-01T00:00:00
