Kуd ADM;Kуd obce;Nбzev obce;Kуd MOMC;Nбzev MOMC;Kуd obvodu Prahy;Nбzev obvodu Prahy;Kуd ибsti obce;Nбzev ибsti obce;Kуd ulice;Nбzev ulice;Typ SO;Инslo domovnн;Инslo orientaиnн;Znak инsla orientaиnнho;PSИ;Souшadnice Y;Souшadnice X;Platн Od
21401683;542172;Иervenй Poшнин;;;;;20982;Иervenй Poшнин;;;и.p.;1;;;34012;832397.88;1095905.89;2013-12-04T00:00:00
21401691;542172;Иervenй Poшнин;;;;;20982;Иervenй Poшнин;;;и.p.;2;;;34012;832448.49;1095841.73;2013-12-04T00:00:00
21401705;542172;Иervenй Poшнин;;;;;20982;Иervenй Poшнин;;;и.p.;3;;;34012;832482.86;1095818.75;2013-12-04T00:00:00
21401713;542172;Иervenй Poшнин;;;;;20982;Иervenй Poшнин;;;и.p.;4;;;34012;832479.00;1095854.82;2013-12-04T00:00:00
21401721;542172;Иervenй Poшнин;;;;;20982;Иervenй Poшнин;;;и.p.;5;;;34012;832505.02;1095864.87;2013-12-04T00:00:00
21401748;542172;Иervenй Poшнин;;;;;20982;Иervenй Poшнин;;;и.p.;7;;;34012;832545.50;1095856.30;2013-12-04T00:00:00
21401756;542172;Иervenй Poшнин;;;;;20982;Иervenй Poшнин;;;и.p.;8;;;34012;832572.66;1095878.66;2013-12-04T00:00:00
21401764;542172;Иervenй Poшнин;;;;;20982;Иervenй Poшнин;;;и.p.;9;;;34012;832662.33;1095903.99;2013-12-04T00:00:00
21401781;542172;Иervenй Poшнин;;;;;20982;Иervenй Poшнин;;;и.p.;11;;;34012;832694.67;1095801.38;2013-12-04T00:00:00
21401799;542172;Иervenй Poшнин;;;;;20982;Иervenй Poшнин;;;и.p.;12;;;34012;832662.95;1095809.46;2013-12-04T00:00:00
21401802;542172;Иervenй Poшнин;;;;;20982;Иervenй Poшнин;;;и.p.;13;;;34012;832624.66;1096013.19;2013-12-04T00:00:00
21401811;542172;Иervenй Poшнин;;;;;20982;Иervenй Poшнин;;;и.p.;14;;;34012;832829.33;1095806.12;2013-12-04T00:00:00
21401829;542172;Иervenй Poшнин;;;;;20982;Иervenй Poшнин;;;и.p.;15;;;34012;832574.53;1095795.83;2013-12-04T00:00:00
21401837;542172;Иervenй Poшнин;;;;;20982;Иervenй Poшнин;;;и.p.;16;;;34012;832580.20;1095833.23;2013-12-04T00:00:00
21401845;542172;Иervenй Poшнин;;;;;20982;Иervenй Poшнин;;;и.p.;17;;;34012;832535.67;1095830.82;2013-12-04T00:00:00
21401853;542172;Иervenй Poшнин;;;;;20982;Иervenй Poшнин;;;и.p.;18;;;34012;832526.35;1095802.35;2013-12-04T00:00:00
21401870;542172;Иervenй Poшнин;;;;;20982;Иervenй Poшнин;;;и.p.;20;;;34012;832489.50;1095767.71;2013-12-04T00:00:00
21401896;542172;Иervenй Poшнин;;;;;20982;Иervenй Poшнин;;;и.p.;22;;;34012;832417.99;1095650.76;2013-12-04T00:00:00
21401900;542172;Иervenй Poшнин;;;;;20982;Иervenй Poшнин;;;и.p.;23;;;34012;832426.25;1095745.54;2013-12-04T00:00:00
21401918;542172;Иervenй Poшнин;;;;;20982;Иervenй Poшнин;;;и.p.;24;;;34012;832437.48;1095778.99;2013-12-04T00:00:00
21401926;542172;Иervenй Poшнин;;;;;20982;Иervenй Poшнин;;;и.p.;25;;;34012;832416.87;1095798.25;2013-12-04T00:00:00
21401934;542172;Иervenй Poшнин;;;;;20982;Иervenй Poшнин;;;и.p.;26;;;34012;832379.67;1095795.43;2013-12-04T00:00:00
21401942;542172;Иervenй Poшнин;;;;;20982;Иervenй Poшнин;;;и.p.;27;;;34012;832381.92;1095821.78;2013-12-04T00:00:00
21401951;542172;Иervenй Poшнин;;;;;20982;Иervenй Poшнин;;;и.p.;28;;;34012;832338.74;1095805.94;2013-12-04T00:00:00
21401969;542172;Иervenй Poшнин;;;;;20982;Иervenй Poшнин;;;и.p.;29;;;34012;832282.57;1095789.03;2013-12-04T00:00:00
21401977;542172;Иervenй Poшнин;;;;;20982;Иervenй Poшнин;;;и.p.;30;;;34012;832254.42;1095769.72;2013-12-04T00:00:00
21401985;542172;Иervenй Poшнин;;;;;20982;Иervenй Poшнин;;;и.p.;31;;;34012;832223.32;1095768.67;2013-12-04T00:00:00
21401993;542172;Иervenй Poшнин;;;;;20982;Иervenй Poшнин;;;и.p.;32;;;34012;832190.27;1095744.08;2013-12-04T00:00:00
21402001;542172;Иervenй Poшнин;;;;;20982;Иervenй Poшнин;;;и.p.;33;;;34012;832140.30;1095731.73;2013-12-04T00:00:00
21402019;542172;Иervenй Poшнин;;;;;20982;Иervenй Poшнин;;;и.p.;34;;;34012;832150.88;1095919.10;2013-12-04T00:00:00
21402027;542172;Иervenй Poшнин;;;;;20982;Иervenй Poшнин;;;и.p.;35;;;34012;832207.71;1095942.94;2013-12-04T00:00:00
21402035;542172;Иervenй Poшнин;;;;;20982;Иervenй Poшнин;;;и.p.;36;;;34012;832202.58;1095894.72;2013-12-04T00:00:00
21402043;542172;Иervenй Poшнин;;;;;20982;Иervenй Poшнин;;;и.p.;37;;;34012;833014.61;1096282.11;2021-03-26T00:00:00
21402051;542172;Иervenй Poшнин;;;;;20982;Иervenй Poшнин;;;и.p.;38;;;34012;833127.26;1096278.00;2013-12-04T00:00:00
21402060;542172;Иervenй Poшнин;;;;;20982;Иervenй Poшнин;;;и.p.;39;;;34012;832345.62;1096100.78;2013-12-04T00:00:00
21402078;542172;Иervenй Poшнин;;;;;20982;Иervenй Poшнин;;;и.p.;40;;;34012;832343.83;1095908.87;2013-12-04T00:00:00
21402086;542172;Иervenй Poшнин;;;;;20982;Иervenй Poшнин;;;и.p.;41;;;34012;832361.46;1095831.67;2013-12-04T00:00:00
21402094;542172;Иervenй Poшнин;;;;;20982;Иervenй Poшнин;;;и.p.;42;;;34012;832203.22;1095953.55;2013-12-04T00:00:00
21402108;542172;Иervenй Poшнин;;;;;20982;Иervenй Poшнин;;;и.p.;43;;;34012;832164.22;1095731.47;2013-12-04T00:00:00
