KÛd ADM;KÛd obce;N·zev obce;KÛd MOMC;N·zev MOMC;KÛd obvodu Prahy;N·zev obvodu Prahy;KÛd Ë·sti obce;N·zev Ë·sti obce;KÛd ulice;N·zev ulice;Typ SO;»Ìslo domovnÌ;»Ìslo orientaËnÌ;Znak ËÌsla orientaËnÌho;PS»;Sou¯adnice Y;Sou¯adnice X;PlatÌ Od
1334221;533025;Velk· Dobr·;;;;;178306;Velk· Dobr·;218588;Svahov·;Ë.p.;1;;;27361;767893.12;1036905.94;2013-12-06T00:00:00
1334239;533025;Velk· Dobr·;;;;;178306;Velk· Dobr·;218367;JarnÌ;Ë.p.;2;;;27361;766680.16;1036833.06;2013-12-06T00:00:00
1334247;533025;Velk· Dobr·;;;;;178306;Velk· Dobr·;218383;Karlovarsk·;Ë.p.;3;;;27361;767636.96;1037034.81;2013-12-06T00:00:00
1334255;533025;Velk· Dobr·;;;;;178306;Velk· Dobr·;218588;Svahov·;Ë.p.;4;;;27361;767886.41;1036828.94;2013-12-06T00:00:00
1334263;533025;Velk· Dobr·;;;;;178306;Velk· Dobr·;218383;Karlovarsk·;Ë.p.;5;;;27361;767615.61;1037092.92;2022-10-15T00:00:00
1334271;533025;Velk· Dobr·;;;;;178306;Velk· Dobr·;218341;Druûeck·;Ë.p.;6;;;27361;767593.34;1037102.66;2013-12-06T00:00:00
1334280;533025;Velk· Dobr·;;;;;178306;Velk· Dobr·;218464;Mil. Noska;Ë.p.;7;;;27361;767579.95;1037097.90;2013-12-06T00:00:00
1334298;533025;Velk· Dobr·;;;;;178306;Velk· Dobr·;218383;Karlovarsk·;Ë.p.;8;;;27361;767350.35;1037075.55;2022-10-15T00:00:00
1334301;533025;Velk· Dobr·;;;;;178306;Velk· Dobr·;218383;Karlovarsk·;Ë.p.;9;;;27361;767485.96;1037102.24;2013-12-06T00:00:00
1334310;533025;Velk· Dobr·;;;;;178306;Velk· Dobr·;218383;Karlovarsk·;Ë.p.;10;;;27361;767468.28;1037112.72;2013-12-06T00:00:00
1334328;533025;Velk· Dobr·;;;;;178306;Velk· Dobr·;218383;Karlovarsk·;Ë.p.;11;;;27361;767408.32;1037107.34;2022-10-15T00:00:00
1334336;533025;Velk· Dobr·;;;;;178306;Velk· Dobr·;218383;Karlovarsk·;Ë.p.;12;;;27361;767389.85;1037110.39;2013-12-06T00:00:00
1334344;533025;Velk· Dobr·;;;;;178306;Velk· Dobr·;218626;Unhoöùsk·;Ë.p.;13;;;27361;767374.34;1037106.97;2013-12-06T00:00:00
1334352;533025;Velk· Dobr·;;;;;178306;Velk· Dobr·;218626;Unhoöùsk·;Ë.p.;14;;;27361;767328.73;1037097.46;2013-12-06T00:00:00
1334361;533025;Velk· Dobr·;;;;;178306;Velk· Dobr·;218383;Karlovarsk·;Ë.p.;15;;;27361;767249.94;1037094.57;2013-12-06T00:00:00
1334379;533025;Velk· Dobr·;;;;;178306;Velk· Dobr·;218383;Karlovarsk·;Ë.p.;16;;;27361;767272.63;1037055.06;2013-12-06T00:00:00
1334387;533025;Velk· Dobr·;;;;;178306;Velk· Dobr·;218481;N·mÏstÌ KomenskÈho;Ë.p.;17;;;27361;767405.98;1037068.65;2013-12-06T00:00:00
1334395;533025;Velk· Dobr·;;;;;178306;Velk· Dobr·;218481;N·mÏstÌ KomenskÈho;Ë.p.;18;;;27361;767412.84;1037031.64;2013-12-06T00:00:00
1334409;533025;Velk· Dobr·;;;;;178306;Velk· Dobr·;218481;N·mÏstÌ KomenskÈho;Ë.p.;19;;;27361;767425.76;1036950.76;2013-12-06T00:00:00
1334417;533025;Velk· Dobr·;;;;;178306;Velk· Dobr·;218481;N·mÏstÌ KomenskÈho;Ë.p.;20;;;27361;767461.85;1036964.92;2022-10-15T00:00:00
1334425;533025;Velk· Dobr·;;;;;178306;Velk· Dobr·;218383;Karlovarsk·;Ë.p.;21;;;27361;767300.42;1037092.33;2013-12-06T00:00:00
1334433;533025;Velk· Dobr·;;;;;178306;Velk· Dobr·;218383;Karlovarsk·;Ë.p.;22;;;27361;767159.85;1037083.68;2013-12-06T00:00:00
1334441;533025;Velk· Dobr·;;;;;178306;Velk· Dobr·;218481;N·mÏstÌ KomenskÈho;Ë.p.;23;;;27361;767495.00;1036955.35;2022-10-15T00:00:00
1334450;533025;Velk· Dobr·;;;;;178306;Velk· Dobr·;218481;N·mÏstÌ KomenskÈho;Ë.p.;24;;;27361;767514.27;1036965.55;2022-10-15T00:00:00
1334468;533025;Velk· Dobr·;;;;;178306;Velk· Dobr·;218481;N·mÏstÌ KomenskÈho;Ë.p.;25;;;27361;767509.54;1037005.80;2013-12-06T00:00:00
1334476;533025;Velk· Dobr·;;;;;178306;Velk· Dobr·;218383;Karlovarsk·;Ë.p.;26;;;27361;767642.19;1036993.43;2022-10-15T00:00:00
1334484;533025;Velk· Dobr·;;;;;178306;Velk· Dobr·;218383;Karlovarsk·;Ë.p.;27;;;27361;767586.47;1037024.80;2022-10-15T00:00:00
1334492;533025;Velk· Dobr·;;;;;178306;Velk· Dobr·;218383;Karlovarsk·;Ë.p.;28;;;27361;767576.58;1037063.36;2013-12-06T00:00:00
1334506;533025;Velk· Dobr·;;;;;178306;Velk· Dobr·;218383;Karlovarsk·;Ë.p.;29;;;27361;767404.72;1037144.31;2013-12-06T00:00:00
1334514;533025;Velk· Dobr·;;;;;178306;Velk· Dobr·;218383;Karlovarsk·;Ë.p.;30;;;27361;767285.86;1037099.04;2013-12-06T00:00:00
1334522;533025;Velk· Dobr·;;;;;178306;Velk· Dobr·;218383;Karlovarsk·;Ë.p.;31;;;27361;767311.76;1037093.49;2013-12-06T00:00:00
1334531;533025;Velk· Dobr·;;;;;178306;Velk· Dobr·;218383;Karlovarsk·;Ë.p.;32;;;27361;767191.53;1037089.29;2013-12-06T00:00:00
1334549;533025;Velk· Dobr·;;;;;178306;Velk· Dobr·;218383;Karlovarsk·;Ë.p.;33;;;27361;767221.23;1037088.96;2013-12-06T00:00:00
1334557;533025;Velk· Dobr·;;;;;178306;Velk· Dobr·;218596;äkolnÌ;Ë.p.;34;;;27361;767328.99;1037065.03;2013-12-06T00:00:00
1334565;533025;Velk· Dobr·;;;;;178306;Velk· Dobr·;218383;Karlovarsk·;Ë.p.;35;;;27361;767303.40;1037101.17;2013-12-06T00:00:00
1334573;533025;Velk· Dobr·;;;;;178306;Velk· Dobr·;218481;N·mÏstÌ KomenskÈho;Ë.p.;36;;;27361;767422.57;1036987.82;2013-12-06T00:00:00
1334581;533025;Velk· Dobr·;;;;;178306;Velk· Dobr·;218383;Karlovarsk·;Ë.p.;37;;;27361;767178.44;1037080.89;2013-12-06T00:00:00
