Kуd ADM;Kуd obce;Nбzev obce;Kуd MOMC;Nбzev MOMC;Kуd obvodu Prahy;Nбzev obvodu Prahy;Kуd ибsti obce;Nбzev ибsti obce;Kуd ulice;Nбzev ulice;Typ SO;»нslo domovnн;»нslo orientaиnн;Znak инsla orientaиnнho;PS»;Souшadnice Y;Souшadnice X;Platн Od
13163647;582794;Babice nad Svitavou;;;;;698;Babice nad Svitavou;;;и.p.;1;;;66401;590605.34;1151618.72;2013-12-01T00:00:00
13163655;582794;Babice nad Svitavou;;;;;698;Babice nad Svitavou;;;и.p.;2;;;66401;590628.65;1151569.41;2013-12-01T00:00:00
13163663;582794;Babice nad Svitavou;;;;;698;Babice nad Svitavou;;;и.p.;3;;;66401;590626.38;1151532.82;2013-12-01T00:00:00
13163671;582794;Babice nad Svitavou;;;;;698;Babice nad Svitavou;;;и.p.;4;;;66401;590622.00;1151515.36;2013-12-01T00:00:00
13163698;582794;Babice nad Svitavou;;;;;698;Babice nad Svitavou;;;и.p.;6;;;66401;590600.61;1151461.14;2013-12-01T00:00:00
13163701;582794;Babice nad Svitavou;;;;;698;Babice nad Svitavou;;;и.p.;7;;;66401;590581.59;1151447.59;2013-12-01T00:00:00
13163710;582794;Babice nad Svitavou;;;;;698;Babice nad Svitavou;;;и.p.;8;;;66401;590560.19;1151430.71;2013-12-01T00:00:00
13163728;582794;Babice nad Svitavou;;;;;698;Babice nad Svitavou;;;и.p.;9;;;66401;590608.48;1151420.79;2013-12-01T00:00:00
13163744;582794;Babice nad Svitavou;;;;;698;Babice nad Svitavou;;;и.p.;11;;;66401;590628.74;1151455.53;2013-12-01T00:00:00
13163752;582794;Babice nad Svitavou;;;;;698;Babice nad Svitavou;;;и.p.;12;;;66401;590633.06;1151467.40;2013-12-01T00:00:00
13163761;582794;Babice nad Svitavou;;;;;698;Babice nad Svitavou;;;и.p.;13;;;66401;590661.11;1151532.30;2013-12-01T00:00:00
13163779;582794;Babice nad Svitavou;;;;;698;Babice nad Svitavou;;;и.p.;14;;;66401;590676.26;1151539.08;2013-12-01T00:00:00
13163787;582794;Babice nad Svitavou;;;;;698;Babice nad Svitavou;;;и.p.;15;;;66401;590647.21;1151594.47;2013-12-01T00:00:00
13163795;582794;Babice nad Svitavou;;;;;698;Babice nad Svitavou;;;и.p.;16;;;66401;590680.62;1151590.74;2013-12-01T00:00:00
13163809;582794;Babice nad Svitavou;;;;;698;Babice nad Svitavou;;;и.p.;17;;;66401;590713.72;1151594.58;2013-12-01T00:00:00
13163817;582794;Babice nad Svitavou;;;;;698;Babice nad Svitavou;;;и.p.;18;;;66401;590689.29;1151543.68;2013-12-01T00:00:00
13163825;582794;Babice nad Svitavou;;;;;698;Babice nad Svitavou;;;и.p.;19;;;66401;590709.98;1151548.53;2013-12-01T00:00:00
13163833;582794;Babice nad Svitavou;;;;;698;Babice nad Svitavou;;;и.p.;20;;;66401;590728.89;1151557.22;2013-12-01T00:00:00
13163841;582794;Babice nad Svitavou;;;;;698;Babice nad Svitavou;;;и.p.;21;;;66401;590748.05;1151563.10;2013-12-01T00:00:00
13163850;582794;Babice nad Svitavou;;;;;698;Babice nad Svitavou;;;и.p.;22;;;66401;590778.71;1151568.73;2013-12-01T00:00:00
13163868;582794;Babice nad Svitavou;;;;;698;Babice nad Svitavou;;;и.p.;23;;;66401;590796.09;1151572.82;2013-12-01T00:00:00
13163876;582794;Babice nad Svitavou;;;;;698;Babice nad Svitavou;;;и.p.;24;;;66401;590818.57;1151576.65;2013-12-01T00:00:00
13163884;582794;Babice nad Svitavou;;;;;698;Babice nad Svitavou;;;и.p.;25;;;66401;590739.75;1151610.02;2013-12-01T00:00:00
13163892;582794;Babice nad Svitavou;;;;;698;Babice nad Svitavou;;;и.p.;26;;;66401;590843.55;1151629.77;2013-12-01T00:00:00
13163906;582794;Babice nad Svitavou;;;;;698;Babice nad Svitavou;;;и.p.;27;;;66401;590857.79;1151642.54;2013-12-01T00:00:00
13163914;582794;Babice nad Svitavou;;;;;698;Babice nad Svitavou;;;и.p.;28;;;66401;590815.03;1151639.65;2013-12-01T00:00:00
13163922;582794;Babice nad Svitavou;;;;;698;Babice nad Svitavou;;;и.p.;29;;;66401;590771.55;1151665.29;2013-12-01T00:00:00
13163931;582794;Babice nad Svitavou;;;;;698;Babice nad Svitavou;;;и.p.;30;;;66401;590752.14;1151682.63;2013-12-01T00:00:00
13163965;582794;Babice nad Svitavou;;;;;698;Babice nad Svitavou;;;и.p.;33;;;66401;590810.45;1151844.84;2013-12-01T00:00:00
13163973;582794;Babice nad Svitavou;;;;;698;Babice nad Svitavou;;;и.p.;34;;;66401;590804.80;1151820.91;2013-12-01T00:00:00
13163981;582794;Babice nad Svitavou;;;;;698;Babice nad Svitavou;;;и.p.;35;;;66401;590798.26;1151807.06;2013-12-01T00:00:00
13163990;582794;Babice nad Svitavou;;;;;698;Babice nad Svitavou;;;и.p.;36;;;66401;590774.42;1151777.48;2013-12-01T00:00:00
13164007;582794;Babice nad Svitavou;;;;;698;Babice nad Svitavou;;;и.p.;37;;;66401;590764.57;1151761.19;2013-12-01T00:00:00
13164015;582794;Babice nad Svitavou;;;;;698;Babice nad Svitavou;;;и.p.;38;;;66401;590735.55;1151721.84;2013-12-01T00:00:00
13164023;582794;Babice nad Svitavou;;;;;698;Babice nad Svitavou;;;и.p.;39;;;66401;590720.53;1151703.09;2013-12-01T00:00:00
13164031;582794;Babice nad Svitavou;;;;;698;Babice nad Svitavou;;;и.p.;40;;;66401;590701.54;1151699.66;2013-12-01T00:00:00
13164040;582794;Babice nad Svitavou;;;;;698;Babice nad Svitavou;;;и.p.;41;;;66401;590685.37;1151683.08;2013-12-01T00:00:00
13164058;582794;Babice nad Svitavou;;;;;698;Babice nad Svitavou;;;и.p.;42;;;66401;590680.12;1151673.38;2013-12-01T00:00:00
13164066;582794;Babice nad Svitavou;;;;;698;Babice nad Svitavou;;;и.p.;43;;;66401;590669.61;1151658.02;2013-12-01T00:00:00
13164074;582794;Babice nad Svitavou;;;;;698;Babice nad Svitavou;;;и.p.;44;;;66401;590707.97;1151646.26;2013-12-01T00:00:00
13164082;582794;Babice nad Svitavou;;;;;698;Babice nad Svitavou;;;и.p.;45;;;66401;590693.53;1151646.15;2013-12-01T00:00:00
13164104;582794;Babice nad Svitavou;;;;;698;Babice nad Svitavou;;;и.p.;47;;;66401;590680.01;1151622.54;2013-12-01T00:00:00
13164112;582794;Babice nad Svitavou;;;;;698;Babice nad Svitavou;;;и.p.;48;;;66401;590650.64;1151621.83;2013-12-01T00:00:00
13164121;582794;Babice nad Svitavou;;;;;698;Babice nad Svitavou;;;и.p.;49;;;66401;590616.27;1151652.77;2013-12-01T00:00:00
13164139;582794;Babice nad Svitavou;;;;;698;Babice nad Svitavou;;;и.p.;50;;;66401;590795.86;1151844.38;2013-12-01T00:00:00
13164147;582794;Babice nad Svitavou;;;;;698;Babice nad Svitavou;;;и.p.;51;;;66401;590563.56;1151408.91;2013-12-01T00:00:00
13164155;582794;Babice nad Svitavou;;;;;698;Babice nad Svitavou;;;и.p.;52;;;66401;590558.02;1151397.99;2013-12-01T00:00:00
13164163;582794;Babice nad Svitavou;;;;;698;Babice nad Svitavou;;;и.p.;53;;;66401;590782.96;1151889.74;2013-12-01T00:00:00
13164171;582794;Babice nad Svitavou;;;;;698;Babice nad Svitavou;;;и.p.;54;;;66401;590529.00;1151351.74;2013-12-01T00:00:00
13164180;582794;Babice nad Svitavou;;;;;698;Babice nad Svitavou;;;и.p.;55;;;66401;590757.76;1151563.61;2013-12-01T00:00:00
13164198;582794;Babice nad Svitavou;;;;;698;Babice nad Svitavou;;;и.p.;56;;;66401;590543.43;1151377.09;2013-12-01T00:00:00
13164201;582794;Babice nad Svitavou;;;;;698;Babice nad Svitavou;;;и.p.;57;;;66401;590734.20;1151585.69;2013-12-01T00:00:00
