KÛd ADM;KÛd obce;N·zev obce;KÛd MOMC;N·zev MOMC;KÛd obvodu Prahy;N·zev obvodu Prahy;KÛd Ë·sti obce;N·zev Ë·sti obce;KÛd ulice;N·zev ulice;Typ SO;»Ìslo domovnÌ;»Ìslo orientaËnÌ;Znak ËÌsla orientaËnÌho;PS»;Sou¯adnice Y;Sou¯adnice X;PlatÌ Od
23056169;551660;Radomyöl;;;;;32581;PodolÌ;;;Ë.p.;1;;;38601;792421.19;1123065.63;2013-12-05T00:00:00
23056177;551660;Radomyöl;;;;;32581;PodolÌ;;;Ë.p.;2;;;38601;792438.00;1123103.88;2013-12-05T00:00:00
23056185;551660;Radomyöl;;;;;32581;PodolÌ;;;Ë.p.;3;;;38601;792450.61;1123129.53;2013-12-05T00:00:00
23056193;551660;Radomyöl;;;;;32581;PodolÌ;;;Ë.p.;4;;;38601;792463.78;1123156.92;2013-12-05T00:00:00
23056207;551660;Radomyöl;;;;;32581;PodolÌ;;;Ë.p.;5;;;38601;792490.56;1123177.12;2013-12-05T00:00:00
23056215;551660;Radomyöl;;;;;32581;PodolÌ;;;Ë.p.;6;;;38601;792493.49;1123153.00;2013-12-05T00:00:00
23056223;551660;Radomyöl;;;;;32581;PodolÌ;;;Ë.p.;7;;;38601;792501.09;1123113.55;2013-12-05T00:00:00
23056231;551660;Radomyöl;;;;;32581;PodolÌ;;;Ë.p.;8;;;38601;792484.36;1123103.12;2013-12-05T00:00:00
23056240;551660;Radomyöl;;;;;32581;PodolÌ;;;Ë.p.;9;;;38601;792488.21;1123076.51;2013-12-05T00:00:00
23056258;551660;Radomyöl;;;;;32581;PodolÌ;;;Ë.p.;11;;;38601;792467.09;1123062.13;2013-12-05T00:00:00
23056266;551660;Radomyöl;;;;;32581;PodolÌ;;;Ë.p.;12;;;38601;792441.41;1123065.18;2013-12-05T00:00:00
23056274;551660;Radomyöl;;;;;32581;PodolÌ;;;Ë.p.;13;;;38601;792441.52;1123048.75;2013-12-05T00:00:00
23056282;551660;Radomyöl;;;;;32581;PodolÌ;;;Ë.p.;14;;;38601;792403.32;1123048.08;2013-12-05T00:00:00
23056291;551660;Radomyöl;;;;;32581;PodolÌ;;;Ë.p.;15;;;38601;792433.70;1123024.64;2013-12-05T00:00:00
23056304;551660;Radomyöl;;;;;32581;PodolÌ;;;Ë.p.;17;;;38601;792392.60;1123077.81;2013-12-05T00:00:00
23056312;551660;Radomyöl;;;;;32581;PodolÌ;;;Ë.p.;18;;;38601;792414.49;1123012.57;2013-12-05T00:00:00
23056321;551660;Radomyöl;;;;;32581;PodolÌ;;;Ë.p.;19;;;38601;792514.52;1123216.59;2013-12-05T00:00:00
23056339;551660;Radomyöl;;;;;32581;PodolÌ;;;Ë.p.;20;;;38601;792366.71;1123097.22;2013-12-05T00:00:00
23056347;551660;Radomyöl;;;;;32581;PodolÌ;;;Ë.p.;21;;;38601;792295.85;1122950.83;2013-12-05T00:00:00
23056355;551660;Radomyöl;;;;;32581;PodolÌ;;;Ë.p.;22;;;38601;792304.46;1123058.82;2013-12-05T00:00:00
23056363;551660;Radomyöl;;;;;32581;PodolÌ;;;Ë.p.;23;;;38601;792349.37;1123044.63;2013-12-05T00:00:00
23056371;551660;Radomyöl;;;;;32581;PodolÌ;;;Ë.p.;24;;;38601;792280.68;1123045.78;2013-12-05T00:00:00
23056380;551660;Radomyöl;;;;;32581;PodolÌ;;;Ë.p.;25;;;38601;792254.84;1123052.02;2013-12-05T00:00:00
23066423;551660;Radomyöl;;;;;138207;Domanice;;;Ë.p.;1;;;38601;790610.31;1124787.13;2013-12-05T00:00:00
23066431;551660;Radomyöl;;;;;138207;Domanice;;;Ë.p.;3;;;38601;790689.94;1124821.01;2013-12-05T00:00:00
23066440;551660;Radomyöl;;;;;138207;Domanice;;;Ë.p.;4;;;38601;790726.05;1124777.94;2013-12-05T00:00:00
23066458;551660;Radomyöl;;;;;138207;Domanice;;;Ë.p.;5;;;38601;790732.74;1124773.23;2013-12-05T00:00:00
23066466;551660;Radomyöl;;;;;138207;Domanice;;;Ë.p.;6;;;38601;790758.71;1124745.44;2013-12-05T00:00:00
23066474;551660;Radomyöl;;;;;138207;Domanice;;;Ë.p.;7;;;38601;790783.06;1124749.35;2013-12-05T00:00:00
23066482;551660;Radomyöl;;;;;138207;Domanice;;;Ë.p.;9;;;38601;790856.20;1124694.89;2013-12-05T00:00:00
23066491;551660;Radomyöl;;;;;138207;Domanice;;;Ë.p.;10;;;38601;790845.04;1124722.89;2013-12-05T00:00:00
23066504;551660;Radomyöl;;;;;138207;Domanice;;;Ë.p.;11;;;38601;790810.04;1124784.88;2013-12-05T00:00:00
23066512;551660;Radomyöl;;;;;138207;Domanice;;;Ë.p.;12;;;38601;790750.98;1124815.06;2013-12-05T00:00:00
23066521;551660;Radomyöl;;;;;138207;Domanice;;;Ë.p.;13;;;38601;790768.05;1124911.53;2013-12-05T00:00:00
23066539;551660;Radomyöl;;;;;138207;Domanice;;;Ë.p.;14;;;38601;790784.17;1124945.59;2013-12-05T00:00:00
23066547;551660;Radomyöl;;;;;138207;Domanice;;;Ë.p.;15;;;38601;790754.92;1124913.70;2013-12-05T00:00:00
23066555;551660;Radomyöl;;;;;138207;Domanice;;;Ë.p.;16;;;38601;790653.55;1124904.63;2013-12-05T00:00:00
23066563;551660;Radomyöl;;;;;138207;Domanice;;;Ë.p.;17;;;38601;790711.91;1124801.84;2013-12-05T00:00:00
23066571;551660;Radomyöl;;;;;138207;Domanice;;;Ë.p.;18;;;38601;790794.54;1124911.68;2019-05-10T00:00:00
23066580;551660;Radomyöl;;;;;138207;Domanice;;;Ë.p.;19;;;38601;790820.14;1124762.62;2013-12-05T00:00:00
23066598;551660;Radomyöl;;;;;138207;Domanice;;;Ë.p.;20;;;38601;790708.32;1124931.85;2013-12-05T00:00:00
23066601;551660;Radomyöl;;;;;138207;Domanice;;;Ë.p.;21;;;38601;790735.84;1124936.11;2013-12-05T00:00:00
23066610;551660;Radomyöl;;;;;138207;Domanice;;;Ë.p.;22;;;38601;790718.81;1124957.99;2013-12-05T00:00:00
23066628;551660;Radomyöl;;;;;138207;Domanice;;;Ë.p.;23;;;38601;790745.33;1124951.92;2013-12-05T00:00:00
23066636;551660;Radomyöl;;;;;138207;Domanice;;;Ë.p.;24;;;38601;790687.94;1124958.54;2013-12-05T00:00:00
23066644;551660;Radomyöl;;;;;138207;Domanice;;;Ë.p.;25;;;38601;790835.13;1124646.64;2013-12-05T00:00:00
23066652;551660;Radomyöl;;;;;138207;Domanice;;;Ë.p.;26;;;38601;790593.68;1124878.84;2013-12-05T00:00:00
23066661;551660;Radomyöl;;;;;138207;Domanice;;;Ë.p.;27;;;38601;790672.44;1124976.57;2013-12-05T00:00:00
23066679;551660;Radomyöl;;;;;138207;Domanice;;;Ë.p.;28;;;38601;790829.70;1124987.81;2013-12-05T00:00:00
23066687;551660;Radomyöl;;;;;138207;Domanice;;;Ë.p.;29;;;38601;790875.49;1124975.60;2013-12-05T00:00:00
23066695;551660;Radomyöl;;;;;138207;Domanice;;;Ë.p.;30;;;38601;790769.63;1124980.88;2013-12-05T00:00:00
23066709;551660;Radomyöl;;;;;138207;Domanice;;;Ë.p.;31;;;38601;790789.11;1124586.67;2013-12-05T00:00:00
23066717;551660;Radomyöl;;;;;138207;Domanice;;;Ë.ev.;1;;;38601;790795.74;1124710.17;2013-12-05T00:00:00
23066725;551660;Radomyöl;;;;;138215;Leskovice;;;Ë.p.;1;;;38601;790374.20;1121867.72;2022-10-24T00:00:00
