KÛd ADM;KÛd obce;N·zev obce;KÛd MOMC;N·zev MOMC;KÛd obvodu Prahy;N·zev obvodu Prahy;KÛd Ë·sti obce;N·zev Ë·sti obce;KÛd ulice;N·zev ulice;Typ SO;»Ìslo domovnÌ;»Ìslo orientaËnÌ;Znak ËÌsla orientaËnÌho;PS»;Sou¯adnice Y;Sou¯adnice X;PlatÌ Od
16704916;565091;Kyökovice;;;;;78743;Kyökovice;;;Ë.p.;1;;;41301;747215.43;1002511.65;2013-12-01T00:00:00
16704924;565091;Kyökovice;;;;;78743;Kyökovice;;;Ë.p.;2;;;41301;746890.91;1002026.70;2013-12-01T00:00:00
16704932;565091;Kyökovice;;;;;78743;Kyökovice;;;Ë.p.;3;;;41301;746765.16;1001971.36;2013-12-01T00:00:00
16704941;565091;Kyökovice;;;;;78743;Kyökovice;;;Ë.p.;4;;;41301;746797.32;1001925.66;2013-12-01T00:00:00
16704959;565091;Kyökovice;;;;;78743;Kyökovice;;;Ë.p.;5;;;41301;746908.06;1001992.25;2013-12-01T00:00:00
16704967;565091;Kyökovice;;;;;78743;Kyökovice;;;Ë.p.;6;;;41301;746878.22;1001990.17;2013-12-01T00:00:00
16704975;565091;Kyökovice;;;;;78743;Kyökovice;;;Ë.p.;7;;;41301;746768.55;1001883.93;2013-12-01T00:00:00
16704983;565091;Kyökovice;;;;;78743;Kyökovice;;;Ë.p.;8;;;41301;746952.60;1002004.69;2013-12-01T00:00:00
16704991;565091;Kyökovice;;;;;78743;Kyökovice;;;Ë.p.;9;;;41301;746725.10;1001834.69;2013-12-01T00:00:00
16705009;565091;Kyökovice;;;;;78743;Kyökovice;;;Ë.p.;10;;;41301;746697.74;1001803.22;2013-12-01T00:00:00
16705017;565091;Kyökovice;;;;;78743;Kyökovice;;;Ë.p.;11;;;41301;746665.97;1001764.62;2013-12-01T00:00:00
16705025;565091;Kyökovice;;;;;78743;Kyökovice;;;Ë.p.;12;;;41301;746608.08;1001683.98;2013-12-01T00:00:00
16705033;565091;Kyökovice;;;;;78743;Kyökovice;;;Ë.p.;13;;;41301;747081.97;1002064.59;2013-12-01T00:00:00
16705041;565091;Kyökovice;;;;;78743;Kyökovice;;;Ë.p.;14;;;41301;746541.35;1001612.94;2013-12-01T00:00:00
16705050;565091;Kyökovice;;;;;78743;Kyökovice;;;Ë.p.;15;;;41301;746522.30;1001576.90;2013-12-01T00:00:00
16705068;565091;Kyökovice;;;;;78743;Kyökovice;;;Ë.p.;16;;;41301;746989.85;1002070.83;2013-12-01T00:00:00
16705076;565091;Kyökovice;;;;;78743;Kyökovice;;;Ë.p.;17;;;41301;746441.35;1001398.10;2013-12-01T00:00:00
