Kףd ADM;Kףd obce;Nבzev obce;Kףd MOMC;Nבzev MOMC;Kףd obvodu Prahy;Nבzev obvodu Prahy;Kףd טבsti obce;Nבzev טבsti obce;Kףd ulice;Nבzev ulice;Typ SO;ָםslo domovnם;ָםslo orientaטnם;Znak טםsla orientaטnםho;PSָ;Souרadnice Y;Souרadnice X;Platם Od
4102185;557102;Bohuslavice nad Vlברם;;;;;6564;Bohuslavice nad Vlברם;;;ט.p.;79;;;76321;503326.25;1181700.82;2013-12-03T00:00:00
4102193;557102;Bohuslavice nad Vlברם;;;;;6564;Bohuslavice nad Vlברם;;;ט.p.;80;;;76321;503672.79;1181949.19;2013-12-03T00:00:00
4102207;557102;Bohuslavice nad Vlברם;;;;;6564;Bohuslavice nad Vlברם;;;ט.p.;81;;;76321;503157.23;1182040.52;2013-12-03T00:00:00
4102215;557102;Bohuslavice nad Vlברם;;;;;6564;Bohuslavice nad Vlברם;;;ט.p.;82;;;76321;503696.84;1181842.47;2013-12-03T00:00:00
4102231;557102;Bohuslavice nad Vlברם;;;;;6564;Bohuslavice nad Vlברם;;;ט.p.;84;;;76321;503306.90;1181717.00;2013-12-03T00:00:00
4102240;557102;Bohuslavice nad Vlברם;;;;;6564;Bohuslavice nad Vlברם;;;ט.p.;85;;;76321;503695.01;1181934.44;2013-12-03T00:00:00
4102258;557102;Bohuslavice nad Vlברם;;;;;6564;Bohuslavice nad Vlברם;;;ט.p.;86;;;76321;503684.53;1181942.91;2013-12-03T00:00:00
4102266;557102;Bohuslavice nad Vlברם;;;;;6564;Bohuslavice nad Vlברם;;;ט.p.;87;;;76321;503090.42;1182146.26;2013-12-03T00:00:00
4102274;557102;Bohuslavice nad Vlברם;;;;;6564;Bohuslavice nad Vlברם;;;ט.p.;88;;;76321;503328.05;1181769.62;2013-12-03T00:00:00
4102282;557102;Bohuslavice nad Vlברם;;;;;6564;Bohuslavice nad Vlברם;;;ט.p.;89;;;76321;503715.07;1181798.93;2013-12-03T00:00:00
4102291;557102;Bohuslavice nad Vlברם;;;;;6564;Bohuslavice nad Vlברם;;;ט.p.;90;;;76321;503703.77;1181826.33;2013-12-03T00:00:00
4102304;557102;Bohuslavice nad Vlברם;;;;;6564;Bohuslavice nad Vlברם;;;ט.p.;91;;;76321;503247.09;1181754.05;2013-12-03T00:00:00
4102312;557102;Bohuslavice nad Vlברם;;;;;6564;Bohuslavice nad Vlברם;;;ט.p.;92;;;76321;503655.93;1181931.33;2013-12-03T00:00:00
4102321;557102;Bohuslavice nad Vlברם;;;;;6564;Bohuslavice nad Vlברם;;;ט.p.;93;;;76321;503068.17;1182192.92;2013-12-03T00:00:00
4102339;557102;Bohuslavice nad Vlברם;;;;;6564;Bohuslavice nad Vlברם;;;ט.p.;94;;;76321;503051.14;1182263.57;2013-12-03T00:00:00
4102347;557102;Bohuslavice nad Vlברם;;;;;6564;Bohuslavice nad Vlברם;;;ט.p.;95;;;76321;503261.17;1181776.67;2013-12-03T00:00:00
4102363;557102;Bohuslavice nad Vlברם;;;;;6564;Bohuslavice nad Vlברם;;;ט.p.;97;;;76321;503670.41;1181920.60;2013-12-03T00:00:00
4102371;557102;Bohuslavice nad Vlברם;;;;;6564;Bohuslavice nad Vlברם;;;ט.p.;98;;;76321;503195.48;1181819.43;2013-12-03T00:00:00
4102380;557102;Bohuslavice nad Vlברם;;;;;6564;Bohuslavice nad Vlברם;;;ט.p.;99;;;76321;503201.24;1181856.08;2013-12-03T00:00:00
4102398;557102;Bohuslavice nad Vlברם;;;;;6564;Bohuslavice nad Vlברם;;;ט.p.;100;;;76321;503069.33;1182275.73;2013-12-03T00:00:00
4102401;557102;Bohuslavice nad Vlברם;;;;;6564;Bohuslavice nad Vlברם;;;ט.p.;101;;;76321;503619.51;1181843.90;2013-12-03T00:00:00
4102410;557102;Bohuslavice nad Vlברם;;;;;6564;Bohuslavice nad Vlברם;;;ט.p.;102;;;76321;503249.15;1182315.38;2013-12-03T00:00:00
4102428;557102;Bohuslavice nad Vlברם;;;;;6564;Bohuslavice nad Vlברם;;;ט.p.;103;;;76321;503283.25;1181782.94;2013-12-03T00:00:00
4102436;557102;Bohuslavice nad Vlברם;;;;;6564;Bohuslavice nad Vlברם;;;ט.p.;104;;;76321;503258.60;1181756.45;2013-12-03T00:00:00
4102444;557102;Bohuslavice nad Vlברם;;;;;6564;Bohuslavice nad Vlברם;;;ט.p.;105;;;76321;503516.29;1181148.13;2013-12-03T00:00:00
4102452;557102;Bohuslavice nad Vlברם;;;;;6564;Bohuslavice nad Vlברם;;;ט.p.;106;;;76321;503285.65;1181765.02;2013-12-03T00:00:00
4102461;557102;Bohuslavice nad Vlברם;;;;;6564;Bohuslavice nad Vlברם;;;ט.p.;107;;;76321;503658.25;1181893.04;2013-12-03T00:00:00
4102479;557102;Bohuslavice nad Vlברם;;;;;6564;Bohuslavice nad Vlברם;;;ט.p.;108;;;76321;503708.71;1181904.11;2013-12-03T00:00:00
4102487;557102;Bohuslavice nad Vlברם;;;;;6564;Bohuslavice nad Vlברם;;;ט.p.;109;;;76321;503734.91;1181877.99;2013-12-03T00:00:00
4102495;557102;Bohuslavice nad Vlברם;;;;;6564;Bohuslavice nad Vlברם;;;ט.p.;110;;;76321;502542.91;1181550.06;2013-12-03T00:00:00
4102517;557102;Bohuslavice nad Vlברם;;;;;6564;Bohuslavice nad Vlברם;;;ט.p.;112;;;76321;503525.68;1181049.71;2013-12-03T00:00:00
4102525;557102;Bohuslavice nad Vlברם;;;;;6564;Bohuslavice nad Vlברם;;;ט.p.;113;;;76321;503668.80;1180525.97;2013-12-03T00:00:00
4102533;557102;Bohuslavice nad Vlברם;;;;;6564;Bohuslavice nad Vlברם;;;ט.p.;114;;;76321;502594.95;1184059.57;2013-12-03T00:00:00
4102541;557102;Bohuslavice nad Vlברם;;;;;6564;Bohuslavice nad Vlברם;;;ט.p.;115;;;76321;503140.87;1182061.01;2013-12-03T00:00:00
4102550;557102;Bohuslavice nad Vlברם;;;;;6564;Bohuslavice nad Vlברם;;;ט.p.;116;;;76321;503105.66;1182118.97;2013-12-03T00:00:00
4102568;557102;Bohuslavice nad Vlברם;;;;;6564;Bohuslavice nad Vlברם;;;ט.p.;117;;;76321;503718.72;1181925.75;2013-12-03T00:00:00
4102576;557102;Bohuslavice nad Vlברם;;;;;6564;Bohuslavice nad Vlברם;;;ט.p.;118;;;76321;503257.02;1182333.02;2013-12-03T00:00:00
4102584;557102;Bohuslavice nad Vlברם;;;;;6564;Bohuslavice nad Vlברם;;;ט.p.;119;;;76321;503124.53;1182084.82;2013-12-03T00:00:00
4102592;557102;Bohuslavice nad Vlברם;;;;;6564;Bohuslavice nad Vlברם;;;ט.p.;120;;;76321;503643.82;1181888.55;2013-12-03T00:00:00
4102606;557102;Bohuslavice nad Vlברם;;;;;6564;Bohuslavice nad Vlברם;;;ט.p.;121;;;76321;503519.59;1181143.59;2013-12-03T00:00:00
4102622;557102;Bohuslavice nad Vlברם;;;;;6564;Bohuslavice nad Vlברם;;;ט.p.;123;;;76321;503700.10;1181748.05;2013-12-03T00:00:00
4102631;557102;Bohuslavice nad Vlברם;;;;;6564;Bohuslavice nad Vlברם;;;ט.p.;124;;;76321;503717.55;1181752.42;2013-12-03T00:00:00
4102649;557102;Bohuslavice nad Vlברם;;;;;6564;Bohuslavice nad Vlברם;;;ט.p.;125;;;76321;503738.22;1181757.88;2013-12-03T00:00:00
4102657;557102;Bohuslavice nad Vlברם;;;;;6564;Bohuslavice nad Vlברם;;;ט.p.;126;;;76321;503758.90;1181763.26;2013-12-03T00:00:00
4102665;557102;Bohuslavice nad Vlברם;;;;;6564;Bohuslavice nad Vlברם;;;ט.p.;127;;;76321;503777.17;1181767.81;2013-12-03T00:00:00
4102673;557102;Bohuslavice nad Vlברם;;;;;6564;Bohuslavice nad Vlברם;;;ט.p.;128;;;76321;503116.58;1182100.15;2013-12-03T00:00:00
4102681;557102;Bohuslavice nad Vlברם;;;;;6564;Bohuslavice nad Vlברם;;;ט.p.;129;;;76321;503668.64;1181739.67;2013-12-03T00:00:00
4102690;557102;Bohuslavice nad Vlברם;;;;;6564;Bohuslavice nad Vlברם;;;ט.p.;130;;;76321;503357.08;1181912.32;2013-12-03T00:00:00
4102703;557102;Bohuslavice nad Vlברם;;;;;6564;Bohuslavice nad Vlברם;;;ט.p.;131;;;76321;503231.37;1181974.96;2013-12-03T00:00:00
4102711;557102;Bohuslavice nad Vlברם;;;;;6564;Bohuslavice nad Vlברם;;;ט.p.;133;;;76321;503428.69;1182038.59;2013-12-03T00:00:00
4102720;557102;Bohuslavice nad Vlברם;;;;;6564;Bohuslavice nad Vlברם;;;ט.p.;134;;;76321;503358.64;1181871.70;2013-12-03T00:00:00
4102738;557102;Bohuslavice nad Vlברם;;;;;6564;Bohuslavice nad Vlברם;;;ט.p.;135;;;76321;503632.29;1181812.80;2013-12-03T00:00:00
4102746;557102;Bohuslavice nad Vlברם;;;;;6564;Bohuslavice nad Vlברם;;;ט.p.;136;;;76321;503639.34;1181794.42;2013-12-03T00:00:00
4102754;557102;Bohuslavice nad Vlברם;;;;;6564;Bohuslavice nad Vlברם;;;ט.p.;138;;;76321;503344.00;1181696.46;2013-12-03T00:00:00
4102762;557102;Bohuslavice nad Vlברם;;;;;6564;Bohuslavice nad Vlברם;;;ט.p.;140;;;76321;503649.25;1181776.85;2013-12-03T00:00:00
4102771;557102;Bohuslavice nad Vlברם;;;;;6564;Bohuslavice nad Vlברם;;;ט.p.;141;;;76321;503795.73;1181771.36;2013-12-03T00:00:00
4102789;557102;Bohuslavice nad Vlברם;;;;;6564;Bohuslavice nad Vlברם;;;ט.p.;142;;;76321;503736.74;1181913.41;2013-12-03T00:00:00
4102797;557102;Bohuslavice nad Vlברם;;;;;6564;Bohuslavice nad Vlברם;;;ט.p.;143;;;76321;503295.33;1181748.67;2019-03-12T00:00:00
4102801;557102;Bohuslavice nad Vlברם;;;;;6564;Bohuslavice nad Vlברם;;;ט.p.;144;;;76321;503292.08;1181779.45;2013-12-03T00:00:00
25410466;557102;Bohuslavice nad Vlברם;;;;;6564;Bohuslavice nad Vlברם;;;ט.p.;145;;;76321;503294.80;1181714.43;2013-12-03T00:00:00
25426826;557102;Bohuslavice nad Vlברם;;;;;6564;Bohuslavice nad Vlברם;;;ט.p.;147;;;76321;503627.45;1181951.55;2013-12-03T00:00:00
25426834;557102;Bohuslavice nad Vlברם;;;;;6564;Bohuslavice nad Vlברם;;;ט.p.;148;;;76321;503653.99;1181961.73;2013-12-03T00:00:00
25557424;557102;Bohuslavice nad Vlברם;;;;;6564;Bohuslavice nad Vlברם;;;ט.p.;149;;;76321;503238.95;1181691.28;2013-12-03T00:00:00
25606077;557102;Bohuslavice nad Vlברם;;;;;6564;Bohuslavice nad Vlברם;;;ט.p.;146;;;76321;503231.06;1182215.91;2013-12-03T00:00:00
25835645;557102;Bohuslavice nad Vlברם;;;;;6564;Bohuslavice nad Vlברם;;;ט.p.;139;;;76321;503317.69;1182443.50;2013-12-03T00:00:00
25835653;557102;Bohuslavice nad Vlברם;;;;;6564;Bohuslavice nad Vlברם;;;ט.p.;137;;;76321;503309.69;1182427.25;2025-08-20T00:00:00
26510456;557102;Bohuslavice nad Vlברם;;;;;6564;Bohuslavice nad Vlברם;;;ט.ev.;271;;;76321;503552.80;1181565.94;2013-12-03T00:00:00
27089801;557102;Bohuslavice nad Vlברם;;;;;6564;Bohuslavice nad Vlברם;;;ט.ev.;323;;;76321;503275.59;1181531.25;2025-08-20T00:00:00
27533921;557102;Bohuslavice nad Vlברם;;;;;6564;Bohuslavice nad Vlברם;;;ט.p.;150;;;76321;503759.00;1181789.66;2015-04-29T00:00:00
27533930;557102;Bohuslavice nad Vlברם;;;;;6564;Bohuslavice nad Vlברם;;;ט.p.;151;;;76321;503803.78;1181805.68;2013-12-03T00:00:00
30686946;557102;Bohuslavice nad Vlברם;;;;;6564;Bohuslavice nad Vlברם;;;ט.p.;111;;;76321;503545.49;1181203.31;2013-12-03T00:00:00
73987506;557102;Bohuslavice nad Vlברם;;;;;6564;Bohuslavice nad Vlברם;;;ט.p.;152;;;76321;503086.28;1180691.98;2015-08-26T00:00:00
75336880;557102;Bohuslavice nad Vlברם;;;;;6564;Bohuslavice nad Vlברם;;;ט.p.;154;;;76321;503242.75;1182193.20;2016-09-13T00:00:00
84896612;557102;Bohuslavice nad Vlברם;;;;;6564;Bohuslavice nad Vlברם;;;ט.p.;155;;;76321;503225.07;1182262.70;2023-01-23T00:00:00
