Kуd ADM;Kуd obce;Nбzev obce;Kуd MOMC;Nбzev MOMC;Kуd obvodu Prahy;Nбzev obvodu Prahy;Kуd ибsti obce;Nбzev ибsti obce;Kуd ulice;Nбzev ulice;Typ SO;Инslo domovnн;Инslo orientaиnн;Znak инsla orientaиnнho;PSИ;Souшadnice Y;Souшadnice X;Platн Od
16030362;589161;Zбшнин;;;;;191035;Zбшнин;;;и.p.;2;;;76811;542120.12;1145764.83;2013-12-01T00:00:00
16030371;589161;Zбшнин;;;;;191035;Zбшнин;;;и.p.;4;;;76811;541993.71;1145778.38;2013-12-01T00:00:00
16030389;589161;Zбшнин;;;;;191035;Zбшнин;;;и.p.;5;;;76811;542098.41;1145751.11;2013-12-01T00:00:00
16030397;589161;Zбшнин;;;;;191035;Zбшнин;;;и.p.;6;;;76811;542099.05;1145733.57;2013-12-01T00:00:00
16030401;589161;Zбшнин;;;;;191035;Zбшнин;;;и.p.;7;;;76811;542099.67;1145714.55;2013-12-01T00:00:00
16030419;589161;Zбшнин;;;;;191035;Zбшнин;;;и.p.;9;;;76811;542130.01;1145673.71;2013-12-01T00:00:00
16030427;589161;Zбшнин;;;;;191035;Zбшнин;;;и.p.;10;;;76811;542123.30;1145624.48;2013-12-01T00:00:00
16030435;589161;Zбшнин;;;;;191035;Zбшнин;;;и.p.;11;;;76811;542120.10;1145609.94;2013-12-01T00:00:00
16030443;589161;Zбшнин;;;;;191035;Zбшнин;;;и.p.;12;;;76811;542088.27;1145519.92;2013-12-01T00:00:00
16030451;589161;Zбшнин;;;;;191035;Zбшнин;;;и.p.;14;;;76811;542079.39;1145481.46;2013-12-01T00:00:00
16030460;589161;Zбшнин;;;;;191035;Zбшнин;;;и.p.;15;;;76811;542069.12;1145462.31;2013-12-01T00:00:00
16030478;589161;Zбшнин;;;;;191035;Zбшнин;;;и.p.;16;;;76811;542064.13;1145440.55;2013-12-01T00:00:00
16030486;589161;Zбшнин;;;;;191035;Zбшнин;;;и.p.;17;;;76811;542055.09;1145417.99;2013-12-01T00:00:00
16030494;589161;Zбшнин;;;;;191035;Zбшнин;;;и.p.;18;;;76811;542012.49;1145255.66;2013-12-01T00:00:00
16030508;589161;Zбшнин;;;;;191035;Zбшнин;;;и.p.;19;;;76811;541998.56;1145219.24;2013-12-01T00:00:00
16030516;589161;Zбшнин;;;;;191035;Zбшнин;;;и.p.;20;;;76811;542123.82;1145536.47;2013-12-01T00:00:00
16030524;589161;Zбшнин;;;;;191035;Zбшнин;;;и.p.;21;;;76811;542142.12;1145553.29;2013-12-01T00:00:00
16030532;589161;Zбшнин;;;;;191035;Zбшнин;;;и.p.;22;;;76811;542171.96;1145589.14;2013-12-01T00:00:00
16030541;589161;Zбшнин;;;;;191035;Zбшнин;;;и.p.;23;;;76811;542145.87;1145619.56;2013-12-01T00:00:00
16030559;589161;Zбшнин;;;;;191035;Zбшнин;;;и.p.;24;;;76811;542161.66;1145655.30;2013-12-01T00:00:00
16030567;589161;Zбшнин;;;;;191035;Zбшнин;;;и.p.;25;;;76811;542160.87;1145683.31;2013-12-01T00:00:00
16030575;589161;Zбшнин;;;;;191035;Zбшнин;;;и.p.;26;;;76811;542154.48;1145721.86;2013-12-01T00:00:00
16030583;589161;Zбшнин;;;;;191035;Zбшнин;;;и.p.;27;;;76811;542172.57;1145733.07;2013-12-01T00:00:00
16030591;589161;Zбшнин;;;;;191035;Zбшнин;;;и.p.;28;;;76811;542159.06;1145764.20;2013-12-01T00:00:00
16030605;589161;Zбшнин;;;;;191035;Zбшнин;;;и.p.;29;;;76811;542158.40;1145784.56;2013-12-01T00:00:00
16030613;589161;Zбшнин;;;;;191035;Zбшнин;;;и.p.;30;;;76811;542155.35;1145805.39;2013-12-01T00:00:00
