KÛd ADM;KÛd obce;N·zev obce;KÛd MOMC;N·zev MOMC;KÛd obvodu Prahy;N·zev obvodu Prahy;KÛd Ë·sti obce;N·zev Ë·sti obce;KÛd ulice;N·zev ulice;Typ SO;»Ìslo domovnÌ;»Ìslo orientaËnÌ;Znak ËÌsla orientaËnÌho;PS»;Sou¯adnice Y;Sou¯adnice X;PlatÌ Od
7252595;574015;Dolany;;;;;28401;»·slavky;;;Ë.p.;1;;;55203;630650.24;1024782.91;2013-12-02T00:00:00
7252609;574015;Dolany;;;;;28401;»·slavky;;;Ë.p.;2;;;55203;630766.12;1024994.68;2021-12-29T00:00:00
7252617;574015;Dolany;;;;;28401;»·slavky;;;Ë.p.;3;;;55203;630674.37;1024795.93;2013-12-02T00:00:00
7252625;574015;Dolany;;;;;28401;»·slavky;;;Ë.p.;4;;;55203;630783.04;1024968.67;2024-07-11T00:00:00
7252633;574015;Dolany;;;;;28401;»·slavky;;;Ë.p.;5;;;55203;630802.45;1024976.12;2013-12-02T00:00:00
7252641;574015;Dolany;;;;;28401;»·slavky;;;Ë.p.;6;;;55203;630789.86;1024981.54;2013-12-02T00:00:00
7252650;574015;Dolany;;;;;28401;»·slavky;;;Ë.p.;7;;;55203;630826.94;1025013.05;2013-12-02T00:00:00
7252668;574015;Dolany;;;;;28401;»·slavky;;;Ë.p.;8;;;55203;630862.42;1025058.14;2013-12-02T00:00:00
7252676;574015;Dolany;;;;;28401;»·slavky;;;Ë.p.;9;;;55203;630903.53;1024974.08;2013-12-02T00:00:00
7252684;574015;Dolany;;;;;28401;»·slavky;;;Ë.p.;10;;;55203;630833.60;1024980.94;2013-12-02T00:00:00
7252692;574015;Dolany;;;;;28401;»·slavky;;;Ë.p.;11;;;55203;630850.05;1024932.18;2013-12-02T00:00:00
7252706;574015;Dolany;;;;;28401;»·slavky;;;Ë.p.;12;;;55203;630809.17;1024888.64;2013-12-02T00:00:00
7252714;574015;Dolany;;;;;28401;»·slavky;;;Ë.p.;13;;;55203;630754.96;1024840.90;2013-12-02T00:00:00
7252722;574015;Dolany;;;;;28401;»·slavky;;;Ë.p.;14;;;55203;630701.36;1024809.65;2013-12-02T00:00:00
7252731;574015;Dolany;;;;;28401;»·slavky;;;Ë.p.;15;;;55203;630692.93;1024822.65;2013-12-02T00:00:00
7252749;574015;Dolany;;;;;28401;»·slavky;;;Ë.p.;16;;;55203;630615.80;1024824.23;2013-12-02T00:00:00
7252757;574015;Dolany;;;;;28401;»·slavky;;;Ë.p.;17;;;55203;630766.59;1024944.44;2013-12-02T00:00:00
7252765;574015;Dolany;;;;;28401;»·slavky;;;Ë.p.;18;;;55203;630705.19;1024923.55;2013-12-02T00:00:00
7252773;574015;Dolany;;;;;28401;»·slavky;;;Ë.p.;19;;;55203;630884.91;1025031.51;2013-12-02T00:00:00
7252781;574015;Dolany;;;;;28401;»·slavky;;;Ë.p.;20;;;55203;630868.84;1025016.98;2013-12-02T00:00:00
7252790;574015;Dolany;;;;;28401;»·slavky;;;Ë.p.;21;;;55203;630656.53;1024929.14;2013-12-02T00:00:00
7252803;574015;Dolany;;;;;28401;»·slavky;;;Ë.p.;22;;;55203;630640.34;1024945.72;2013-12-02T00:00:00
7252811;574015;Dolany;;;;;28401;»·slavky;;;Ë.p.;23;;;55203;630633.23;1024962.33;2013-12-02T00:00:00
7252820;574015;Dolany;;;;;28401;»·slavky;;;Ë.p.;24;;;55203;630620.16;1024952.15;2013-12-02T00:00:00
7252838;574015;Dolany;;;;;28401;»·slavky;;;Ë.p.;25;;;55203;630628.91;1025023.48;2013-12-02T00:00:00
7252846;574015;Dolany;;;;;28401;»·slavky;;;Ë.p.;26;;;55203;630671.81;1025017.94;2013-12-02T00:00:00
7252854;574015;Dolany;;;;;28401;»·slavky;;;Ë.p.;27;;;55203;630690.53;1025006.36;2013-12-02T00:00:00
7252862;574015;Dolany;;;;;28401;»·slavky;;;Ë.p.;28;;;55203;630794.97;1025026.78;2013-12-02T00:00:00
7252871;574015;Dolany;;;;;28401;»·slavky;;;Ë.p.;29;;;55203;630737.99;1025121.48;2013-12-02T00:00:00
7252889;574015;Dolany;;;;;28401;»·slavky;;;Ë.p.;30;;;55203;630699.34;1025143.08;2013-12-02T00:00:00
7252901;574015;Dolany;;;;;28401;»·slavky;;;Ë.p.;32;;;55203;630585.58;1024790.44;2013-12-02T00:00:00
7252919;574015;Dolany;;;;;28401;»·slavky;;;Ë.p.;33;;;55203;630589.97;1024876.15;2013-12-02T00:00:00
7252927;574015;Dolany;;;;;28401;»·slavky;;;Ë.p.;34;;;55203;630906.82;1025036.04;2013-12-02T00:00:00
7252935;574015;Dolany;;;;;28401;»·slavky;;;Ë.p.;35;;;55203;630780.95;1024866.65;2023-09-07T00:00:00
