KÛd ADM;KÛd obce;N·zev obce;KÛd MOMC;N·zev MOMC;KÛd obvodu Prahy;N·zev obvodu Prahy;KÛd Ë·sti obce;N·zev Ë·sti obce;KÛd ulice;N·zev ulice;Typ SO;»Ìslo domovnÌ;»Ìslo orientaËnÌ;Znak ËÌsla orientaËnÌho;PS»;Sou¯adnice Y;Sou¯adnice X;PlatÌ Od
23181541;586021;HodonÌn;;;;;412252;HodonÌn;118966;Bratislavsk·;Ë.p.;1;6;;69501;564572.37;1203447.79;2013-12-04T00:00:00
23181559;586021;HodonÌn;;;;;412252;HodonÌn;119539;N·b¯eûÌ;Ë.p.;2;16;;69501;563846.48;1203407.56;2013-12-04T00:00:00
23181621;586021;HodonÌn;;;;;412252;HodonÌn;118885;Aleöova;Ë.p.;11;5;;69501;564258.70;1201700.45;2013-12-04T00:00:00
23181630;586021;HodonÌn;;;;;412252;HodonÌn;120065;Z·meËnick·;Ë.p.;12;2;;69501;564078.58;1201651.96;2013-12-04T00:00:00
23181648;586021;HodonÌn;;;;;412252;HodonÌn;119873;ätef·nikova;Ë.p.;13;8;;69501;564321.45;1202708.39;2013-12-04T00:00:00
23181656;586021;HodonÌn;;;;;412252;HodonÌn;119512;Na V˝honÏ;Ë.p.;14;;;69501;563732.48;1201472.93;2013-12-04T00:00:00
23181664;586021;HodonÌn;;;;;412252;HodonÌn;120057;Z·meckÈ n·m.;Ë.p.;27;9;;69501;564426.58;1203244.56;2013-12-04T00:00:00
23181672;586021;HodonÌn;;;;;412252;HodonÌn;119695;Pluc·rna;Ë.p.;28;17;;69501;564946.79;1202825.11;2013-12-04T00:00:00
23181681;586021;HodonÌn;;;;;412252;HodonÌn;119849;Suöilova;Ë.p.;29;80;;69501;563951.62;1202281.88;2013-12-04T00:00:00
23181745;586021;HodonÌn;;;;;412252;HodonÌn;119130;HavlÌËkova;Ë.p.;41;18;;69501;564214.93;1202480.18;2013-12-04T00:00:00
23181753;586021;HodonÌn;;;;;412252;HodonÌn;119679;Perunsk·;Ë.p.;42;34;;69501;563016.97;1201818.60;2013-12-04T00:00:00
23181761;586021;HodonÌn;;;;;412252;HodonÌn;118885;Aleöova;Ë.p.;43;16;;69501;564204.03;1201705.94;2013-12-04T00:00:00
23181796;586021;HodonÌn;;;;;412252;HodonÌn;119458;Masarykovo n·m.;Ë.p.;53;1;;69501;564325.87;1203066.87;2013-12-04T00:00:00
