Kуd ADM;Kуd obce;Nбzev obce;Kуd MOMC;Nбzev MOMC;Kуd obvodu Prahy;Nбzev obvodu Prahy;Kуd ибsti obce;Nбzev ибsti obce;Kуd ulice;Nбzev ulice;Typ SO;»нslo domovnн;»нslo orientaиnн;Znak инsla orientaиnнho;PS»;Souшadnice Y;Souшadnice X;Platн Od
3514781;595292;Bohdalov;;;;;6084;Bohdalov;;;и.p.;1;;;59213;647337.65;1123613.84;2013-12-06T00:00:00
3514790;595292;Bohdalov;;;;;6084;Bohdalov;;;и.p.;2;;;59213;647347.30;1123595.57;2013-12-06T00:00:00
3514803;595292;Bohdalov;;;;;6084;Bohdalov;;;и.p.;3;;;59213;647356.61;1123583.69;2013-12-06T00:00:00
3514811;595292;Bohdalov;;;;;6084;Bohdalov;;;и.p.;4;;;59213;647367.65;1123577.17;2013-12-06T00:00:00
3514820;595292;Bohdalov;;;;;6084;Bohdalov;;;и.p.;5;;;59213;647373.56;1123571.75;2013-12-06T00:00:00
3514838;595292;Bohdalov;;;;;6084;Bohdalov;;;и.p.;6;;;59213;647385.59;1123557.47;2013-12-06T00:00:00
3514846;595292;Bohdalov;;;;;6084;Bohdalov;;;и.p.;7;;;59213;647398.57;1123543.51;2013-12-06T00:00:00
3514854;595292;Bohdalov;;;;;6084;Bohdalov;;;и.p.;8;;;59213;647415.02;1123533.49;2013-12-06T00:00:00
3514871;595292;Bohdalov;;;;;6084;Bohdalov;;;и.p.;10;;;59213;647441.05;1123509.74;2013-12-06T00:00:00
3514889;595292;Bohdalov;;;;;6084;Bohdalov;;;и.p.;11;;;59213;647464.22;1123484.75;2013-12-06T00:00:00
3514897;595292;Bohdalov;;;;;6084;Bohdalov;;;и.p.;12;;;59213;647479.71;1123473.46;2013-12-06T00:00:00
3514901;595292;Bohdalov;;;;;6084;Bohdalov;;;и.p.;13;;;59213;647492.29;1123460.84;2013-12-06T00:00:00
3514919;595292;Bohdalov;;;;;6084;Bohdalov;;;и.p.;14;;;59213;647506.80;1123450.21;2013-12-06T00:00:00
3514927;595292;Bohdalov;;;;;6084;Bohdalov;;;и.p.;15;;;59213;647506.47;1123440.67;2013-12-06T00:00:00
3514935;595292;Bohdalov;;;;;6084;Bohdalov;;;и.p.;16;;;59213;647516.97;1123429.38;2013-12-06T00:00:00
3514943;595292;Bohdalov;;;;;6084;Bohdalov;;;и.p.;17;;;59213;647531.29;1123419.14;2013-12-06T00:00:00
3514960;595292;Bohdalov;;;;;6084;Bohdalov;;;и.p.;19;;;59213;647564.97;1123384.63;2013-12-06T00:00:00
3514986;595292;Bohdalov;;;;;6084;Bohdalov;;;и.p.;21;;;59213;647585.78;1123344.38;2013-12-06T00:00:00
3514994;595292;Bohdalov;;;;;6084;Bohdalov;;;и.p.;22;;;59213;647596.33;1123333.09;2013-12-06T00:00:00
3515001;595292;Bohdalov;;;;;6084;Bohdalov;;;и.p.;23;;;59213;647609.84;1123311.99;2013-12-06T00:00:00
3515010;595292;Bohdalov;;;;;6084;Bohdalov;;;и.p.;263;;;59213;647608.51;1123299.41;2025-11-25T00:00:00
3515036;595292;Bohdalov;;;;;6084;Bohdalov;;;и.p.;26;;;59213;647635.00;1123266.52;2013-12-06T00:00:00
3515044;595292;Bohdalov;;;;;6084;Bohdalov;;;и.p.;27;;;59213;647654.25;1123267.75;2013-12-06T00:00:00
3515052;595292;Bohdalov;;;;;6084;Bohdalov;;;и.p.;29;;;59213;647654.93;1123222.66;2022-11-19T00:00:00
3515061;595292;Bohdalov;;;;;6084;Bohdalov;;;и.p.;30;;;59213;647661.51;1123211.16;2013-12-06T00:00:00
3515079;595292;Bohdalov;;;;;6084;Bohdalov;;;и.p.;31;;;59213;647664.57;1123194.99;2013-12-06T00:00:00
3515087;595292;Bohdalov;;;;;6084;Bohdalov;;;и.p.;33;;;59213;647680.18;1123155.98;2013-12-06T00:00:00
3515095;595292;Bohdalov;;;;;6084;Bohdalov;;;и.p.;34;;;59213;647695.29;1123137.21;2013-12-06T00:00:00
3515109;595292;Bohdalov;;;;;6084;Bohdalov;;;и.p.;35;;;59213;647719.61;1123130.82;2013-12-06T00:00:00
3515117;595292;Bohdalov;;;;;6084;Bohdalov;;;и.p.;37;;;59213;647760.29;1123120.22;2013-12-06T00:00:00
3515133;595292;Bohdalov;;;;;6084;Bohdalov;;;и.p.;39;;;59213;647629.20;1123168.88;2013-12-06T00:00:00
3515141;595292;Bohdalov;;;;;6084;Bohdalov;;;и.p.;41;;;59213;647600.96;1123185.66;2013-12-06T00:00:00
3515150;595292;Bohdalov;;;;;6084;Bohdalov;;;и.p.;42;;;59213;647592.66;1123201.90;2020-06-12T00:00:00
3515168;595292;Bohdalov;;;;;6084;Bohdalov;;;и.p.;43;;;59213;647576.69;1123209.71;2013-12-06T00:00:00
3515176;595292;Bohdalov;;;;;6084;Bohdalov;;;и.p.;44;;;59213;647552.83;1123240.58;2013-12-06T00:00:00
3515184;595292;Bohdalov;;;;;6084;Bohdalov;;;и.p.;46;;;59213;647517.33;1123286.57;2013-12-06T00:00:00
3515192;595292;Bohdalov;;;;;6084;Bohdalov;;;и.p.;47;;;59213;647507.70;1123305.79;2013-12-06T00:00:00
3515206;595292;Bohdalov;;;;;6084;Bohdalov;;;и.p.;48;;;59213;647497.05;1123328.10;2013-12-06T00:00:00
3515214;595292;Bohdalov;;;;;6084;Bohdalov;;;и.p.;50;;;59213;647476.10;1123353.22;2013-12-06T00:00:00
3515222;595292;Bohdalov;;;;;6084;Bohdalov;;;и.p.;51;;;59213;647462.05;1123372.07;2013-12-06T00:00:00
3515231;595292;Bohdalov;;;;;6084;Bohdalov;;;и.p.;52;;;59213;647461.05;1123385.29;2013-12-06T00:00:00
