Kód ADM;Kód obce;Název obce;Kód MOMC;Název MOMC;Kód obvodu Prahy;Název obvodu Prahy;Kód èásti obce;Název èásti obce;Kód ulice;Název ulice;Typ SO;Èíslo domovní;Èíslo orientaèní;Znak èísla orientaèního;PSÈ;Souøadnice Y;Souøadnice X;Platí Od
3725308;587753;Tøi Studnì;;;;;35335;Tøi Studnì;;;è.p.;1;;;59204;634072.04;1109326.09;2024-04-24T00:00:00
3725316;587753;Tøi Studnì;;;;;35335;Tøi Studnì;;;è.p.;2;;;59204;634337.19;1109465.62;2013-12-03T00:00:00
3725324;587753;Tøi Studnì;;;;;35335;Tøi Studnì;;;è.p.;3;;;59204;634120.20;1109415.79;2024-04-24T00:00:00
3725332;587753;Tøi Studnì;;;;;35335;Tøi Studnì;;;è.p.;4;;;59204;634224.97;1109367.35;2013-12-03T00:00:00
3725341;587753;Tøi Studnì;;;;;35335;Tøi Studnì;;;è.p.;5;;;59204;634245.74;1109386.56;2013-12-03T00:00:00
3725359;587753;Tøi Studnì;;;;;35335;Tøi Studnì;;;è.p.;6;;;59204;634261.84;1109411.02;2013-12-03T00:00:00
3725367;587753;Tøi Studnì;;;;;35335;Tøi Studnì;;;è.p.;7;;;59204;634202.80;1109571.62;2013-12-03T00:00:00
3725375;587753;Tøi Studnì;;;;;35335;Tøi Studnì;;;è.p.;9;;;59204;634431.03;1109551.13;2013-12-03T00:00:00
3725383;587753;Tøi Studnì;;;;;35335;Tøi Studnì;;;è.p.;10;;;59204;634202.81;1110050.62;2013-12-03T00:00:00
3725391;587753;Tøi Studnì;;;;;35335;Tøi Studnì;;;è.p.;11;;;59204;634248.11;1109998.38;2013-12-03T00:00:00
3725405;587753;Tøi Studnì;;;;;35335;Tøi Studnì;;;è.p.;13;;;59204;634286.41;1109868.75;2013-12-03T00:00:00
3725413;587753;Tøi Studnì;;;;;35335;Tøi Studnì;;;è.p.;14;;;59204;634158.84;1109649.18;2021-09-09T00:00:00
