Kуd ADM;Kуd obce;Nбzev obce;Kуd MOMC;Nбzev MOMC;Kуd obvodu Prahy;Nбzev obvodu Prahy;Kуd ибsti obce;Nбzev ибsti obce;Kуd ulice;Nбzev ulice;Typ SO;Инslo domovnн;Инslo orientaиnн;Znak инsla orientaиnнho;PSИ;Souшadnice Y;Souшadnice X;Platн Od
2186845;598658;Hornн Meziшниko;;;;;43567;Hornн Meziшниko;;;и.p.;1;;;37853;696990.00;1153440.00;2013-12-05T00:00:00
2186853;598658;Hornн Meziшниko;;;;;43567;Hornн Meziшниko;;;и.p.;2;;;37853;696889.23;1153236.49;2022-11-20T00:00:00
2186861;598658;Hornн Meziшниko;;;;;43567;Hornн Meziшниko;;;и.p.;3;;;37853;696857.75;1153240.25;2013-12-05T00:00:00
2186870;598658;Hornн Meziшниko;;;;;43567;Hornн Meziшниko;;;и.p.;4;;;37853;697481.69;1153621.00;2013-12-05T00:00:00
2186888;598658;Hornн Meziшниko;;;;;43567;Hornн Meziшниko;;;и.p.;5;;;37853;697161.13;1153312.26;2022-11-20T00:00:00
2186896;598658;Hornн Meziшниko;;;;;43567;Hornн Meziшниko;;;и.p.;6;;;37853;697158.38;1153331.75;2013-12-05T00:00:00
2186900;598658;Hornн Meziшниko;;;;;43567;Hornн Meziшниko;;;и.p.;7;;;37853;697166.66;1153338.09;2022-11-20T00:00:00
2186918;598658;Hornн Meziшниko;;;;;43567;Hornн Meziшниko;;;и.p.;8;;;37853;697167.83;1153307.98;2022-11-20T00:00:00
2186926;598658;Hornн Meziшниko;;;;;43567;Hornн Meziшниko;;;и.p.;9;;;37853;697189.34;1153257.85;2022-11-20T00:00:00
2186934;598658;Hornн Meziшниko;;;;;43567;Hornн Meziшниko;;;и.p.;10;;;37853;697231.88;1153224.75;2013-12-05T00:00:00
2186942;598658;Hornн Meziшниko;;;;;43567;Hornн Meziшниko;;;и.p.;11;;;37853;697247.68;1153248.88;2022-11-20T00:00:00
2186951;598658;Hornн Meziшниko;;;;;43567;Hornн Meziшниko;;;и.p.;12;;;37853;697230.48;1153296.96;2022-11-20T00:00:00
2186969;598658;Hornн Meziшниko;;;;;43567;Hornн Meziшниko;;;и.p.;13;;;37853;697265.88;1153288.00;2013-12-05T00:00:00
2186977;598658;Hornн Meziшниko;;;;;43567;Hornн Meziшниko;;;и.p.;14;;;37853;697266.47;1153311.61;2022-11-20T00:00:00
2186985;598658;Hornн Meziшниko;;;;;43567;Hornн Meziшниko;;;и.p.;15;;;37853;697407.98;1153402.98;2022-11-20T00:00:00
2186993;598658;Hornн Meziшниko;;;;;43567;Hornн Meziшниko;;;и.p.;16;;;37853;697372.38;1153411.38;2013-12-05T00:00:00
2187001;598658;Hornн Meziшниko;;;;;43567;Hornн Meziшниko;;;и.p.;17;;;37853;697371.85;1153457.47;2022-11-20T00:00:00
2187019;598658;Hornн Meziшниko;;;;;43567;Hornн Meziшниko;;;и.p.;18;;;37853;697416.94;1153454.25;2013-12-05T00:00:00
2187027;598658;Hornн Meziшниko;;;;;43567;Hornн Meziшниko;;;и.p.;19;;;37853;697442.06;1153664.59;2022-11-20T00:00:00
2187035;598658;Hornн Meziшниko;;;;;43567;Hornн Meziшниko;;;и.p.;20;;;37853;697458.44;1153656.88;2013-12-05T00:00:00
2187043;598658;Hornн Meziшниko;;;;;43567;Hornн Meziшниko;;;и.p.;21;;;37853;697541.50;1153742.25;2013-12-05T00:00:00
2187051;598658;Hornн Meziшниko;;;;;43567;Hornн Meziшниko;;;и.p.;22;;;37853;698073.56;1153580.00;2013-12-05T00:00:00
2187060;598658;Hornн Meziшниko;;;;;43567;Hornн Meziшниko;;;и.p.;23;;;37853;697445.29;1153671.32;2022-11-20T00:00:00
2187078;598658;Hornн Meziшниko;;;;;43567;Hornн Meziшниko;;;и.p.;24;;;37853;696879.63;1153461.13;2013-12-05T00:00:00
2187086;598658;Hornн Meziшниko;;;;;43567;Hornн Meziшниko;;;и.p.;25;;;37853;697328.90;1153288.41;2022-11-20T00:00:00
2187094;598658;Hornн Meziшниko;;;;;43567;Hornн Meziшниko;;;и.p.;26;;;37853;697445.59;1153629.91;2022-11-20T00:00:00
2187108;598658;Hornн Meziшниko;;;;;43567;Hornн Meziшниko;;;и.p.;27;;;37853;697450.76;1153640.35;2022-11-20T00:00:00
2187116;598658;Hornн Meziшниko;;;;;43567;Hornн Meziшниko;;;и.p.;28;;;37853;697461.69;1153569.63;2013-12-05T00:00:00
2187124;598658;Hornн Meziшниko;;;;;43567;Hornн Meziшниko;;;и.p.;29;;;37853;697534.32;1153678.64;2022-11-20T00:00:00
2187132;598658;Hornн Meziшниko;;;;;43567;Hornн Meziшниko;;;и.p.;30;;;37853;697642.06;1153644.75;2013-12-05T00:00:00
2187141;598658;Hornн Meziшниko;;;;;43567;Hornн Meziшниko;;;и.p.;31;;;37853;696832.00;1152002.00;2013-12-05T00:00:00
2187159;598658;Hornн Meziшниko;;;;;43567;Hornн Meziшниko;;;и.p.;32;;;37853;697357.69;1153417.88;2013-12-05T00:00:00
2187167;598658;Hornн Meziшниko;;;;;43567;Hornн Meziшниko;;;и.p.;33;;;37853;697437.45;1153479.20;2022-11-20T00:00:00
2187175;598658;Hornн Meziшниko;;;;;43567;Hornн Meziшниko;;;и.p.;34;;;37853;697402.64;1153123.22;2013-12-05T00:00:00
2187183;598658;Hornн Meziшниko;;;;;43567;Hornн Meziшниko;;;и.p.;35;;;37853;697448.31;1153540.88;2013-12-05T00:00:00
2187191;598658;Hornн Meziшниko;;;;;43567;Hornн Meziшниko;;;и.p.;36;;;37853;697356.10;1153303.36;2022-11-20T00:00:00
2187205;598658;Hornн Meziшниko;;;;;43567;Hornн Meziшниko;;;и.p.;37;;;37853;697584.75;1153727.25;2013-12-05T00:00:00
2187213;598658;Hornн Meziшниko;;;;;43567;Hornн Meziшниko;;;и.p.;38;;;37853;697615.13;1153661.75;2013-12-05T00:00:00
2187221;598658;Hornн Meziшниko;;;;;43567;Hornн Meziшниko;;;и.p.;39;;;37853;697028.50;1153176.88;2013-12-05T00:00:00
2187248;598658;Hornн Meziшниko;;;;;43567;Hornн Meziшниko;;;и.p.;41;;;37853;697314.60;1153316.29;2022-11-20T00:00:00
2187256;598658;Hornн Meziшниko;;;;;43567;Hornн Meziшниko;;;и.p.;42;;;37853;697588.19;1153671.63;2013-12-05T00:00:00
2187264;598658;Hornн Meziшниko;;;;;43567;Hornн Meziшниko;;;и.p.;43;;;37853;697296.38;1153307.63;2013-12-05T00:00:00
2187272;598658;Hornн Meziшниko;;;;;43567;Hornн Meziшниko;;;и.p.;44;;;37853;697440.50;1153507.13;2013-12-05T00:00:00
2187281;598658;Hornн Meziшниko;;;;;43567;Hornн Meziшниko;;;и.ev.;1;;;37853;696720.24;1151013.77;2023-05-21T00:00:00
30750547;598658;Hornн Meziшниko;;;;;43567;Hornн Meziшниko;;;и.p.;45;;;37853;697144.00;1153314.48;2022-11-20T00:00:00
30750555;598658;Hornн Meziшниko;;;;;43567;Hornн Meziшниko;;;и.ev.;31;;;37853;697703.00;1153679.63;2013-12-05T00:00:00
82201595;598658;Hornн Meziшниko;;;;;43567;Hornн Meziшниko;;;и.p.;46;;;37853;697449.61;1153446.86;2021-10-20T00:00:00
