Kуd ADM;Kуd obce;Nбzev obce;Kуd MOMC;Nбzev MOMC;Kуd obvodu Prahy;Nбzev obvodu Prahy;Kуd ибsti obce;Nбzev ибsti obce;Kуd ulice;Nбzev ulice;Typ SO;»нslo domovnн;»нslo orientaиnн;Znak инsla orientaиnнho;PS»;Souшadnice Y;Souшadnice X;Platн Od
6638261;563986;Klenovice;;;;;66109;Klenovice;;;и.p.;1;;;39201;733836.44;1135007.28;2013-12-05T00:00:00
6638287;563986;Klenovice;;;;;66109;Klenovice;;;и.p.;2;;;39201;733791.25;1134932.32;2013-12-05T00:00:00
6638309;563986;Klenovice;;;;;66109;Klenovice;;;и.p.;3;;;39201;733776.16;1134896.83;2013-12-05T00:00:00
6638325;563986;Klenovice;;;;;66109;Klenovice;;;и.p.;4;;;39201;733787.22;1134893.26;2013-12-05T00:00:00
6638341;563986;Klenovice;;;;;66109;Klenovice;;;и.p.;5;;;39201;733738.17;1134671.69;2013-12-05T00:00:00
6638368;563986;Klenovice;;;;;66109;Klenovice;;;и.p.;6;;;39201;733867.36;1134872.03;2013-12-05T00:00:00
6638384;563986;Klenovice;;;;;66109;Klenovice;;;и.p.;7;;;39201;733784.40;1134797.59;2013-12-05T00:00:00
6638392;563986;Klenovice;;;;;66109;Klenovice;;;и.p.;8;;;39201;733899.12;1134864.38;2013-12-05T00:00:00
6638414;563986;Klenovice;;;;;66109;Klenovice;;;и.p.;9;;;39201;733882.71;1135027.28;2013-12-05T00:00:00
6638431;563986;Klenovice;;;;;66109;Klenovice;;;и.p.;10;;;39201;733943.98;1135682.88;2013-12-05T00:00:00
6638457;563986;Klenovice;;;;;66109;Klenovice;;;и.p.;11;;;39201;733944.46;1134859.19;2013-12-05T00:00:00
6638473;563986;Klenovice;;;;;66109;Klenovice;;;и.p.;12;;;39201;733965.25;1134811.53;2013-12-05T00:00:00
6638490;563986;Klenovice;;;;;66109;Klenovice;;;и.p.;13;;;39201;733992.49;1134848.15;2013-12-05T00:00:00
6638511;563986;Klenovice;;;;;66109;Klenovice;;;и.p.;14;;;39201;734013.89;1134834.18;2013-12-05T00:00:00
6638538;563986;Klenovice;;;;;66109;Klenovice;;;и.p.;15;;;39201;734022.43;1134829.70;2013-12-05T00:00:00
6638554;563986;Klenovice;;;;;66109;Klenovice;;;и.p.;16;;;39201;734042.10;1134806.74;2013-12-05T00:00:00
6638597;563986;Klenovice;;;;;66109;Klenovice;;;и.p.;18;;;39201;734111.93;1134834.37;2013-12-05T00:00:00
6638619;563986;Klenovice;;;;;66109;Klenovice;;;и.p.;19;;;39201;734124.38;1134826.65;2013-12-05T00:00:00
6638635;563986;Klenovice;;;;;66109;Klenovice;;;и.p.;20;;;39201;734093.71;1134808.60;2013-12-05T00:00:00
6638651;563986;Klenovice;;;;;66109;Klenovice;;;и.p.;21;;;39201;734152.64;1134809.94;2013-12-05T00:00:00
6638678;563986;Klenovice;;;;;66109;Klenovice;;;и.p.;22;;;39201;733931.67;1134799.47;2013-12-05T00:00:00
6638694;563986;Klenovice;;;;;66109;Klenovice;;;и.p.;23;;;39201;734216.95;1134879.12;2013-12-05T00:00:00
6638716;563986;Klenovice;;;;;66109;Klenovice;;;и.p.;24;;;39201;733761.85;1134900.36;2013-12-05T00:00:00
6638759;563986;Klenovice;;;;;66109;Klenovice;;;и.p.;26;;;39201;734193.18;1135058.57;2013-12-05T00:00:00
6638775;563986;Klenovice;;;;;66109;Klenovice;;;и.p.;27;;;39201;734047.42;1135022.09;2013-12-05T00:00:00
6638791;563986;Klenovice;;;;;66109;Klenovice;;;и.p.;28;;;39201;734153.16;1135103.97;2013-12-05T00:00:00
6638813;563986;Klenovice;;;;;66109;Klenovice;;;и.p.;29;;;39201;734118.00;1135114.00;2013-12-05T00:00:00
