Kуd ADM;Kуd obce;Nбzev obce;Kуd MOMC;Nбzev MOMC;Kуd obvodu Prahy;Nбzev obvodu Prahy;Kуd ибsti obce;Nбzev ибsti obce;Kуd ulice;Nбzev ulice;Typ SO;Инslo domovnн;Инslo orientaиnн;Znak инsla orientaиnнho;PSИ;Souшadnice Y;Souшadnice X;Platн Od
9779922;576620;Pминn;;;;;118818;Pминn;;;и.p.;1;;;51757;601200.39;1052123.21;2013-12-01T00:00:00
9779931;576620;Pминn;;;;;118818;Pминn;;;и.p.;2;;;51757;600852.69;1052003.22;2013-12-01T00:00:00
9779949;576620;Pминn;;;;;118818;Pминn;;;и.p.;3;;;51757;599501.88;1053238.88;2013-12-01T00:00:00
9779957;576620;Pминn;;;;;118818;Pминn;;;и.p.;5;;;51757;600680.19;1052366.99;2013-12-01T00:00:00
9779965;576620;Pминn;;;;;118818;Pминn;;;и.p.;7;;;51761;599080.22;1050693.45;2023-05-11T00:00:00
9779973;576620;Pминn;;;;;118818;Pминn;;;и.p.;10;;;51757;600642.63;1052130.75;2013-12-01T00:00:00
9779981;576620;Pминn;;;;;118818;Pминn;;;и.p.;11;;;51757;600608.44;1052162.75;2013-12-01T00:00:00
9779990;576620;Pминn;;;;;118818;Pминn;;;и.ev.;5;;;51757;600186.33;1053108.50;2021-10-13T00:00:00
9780009;576620;Pминn;;;;;118818;Pминn;;;и.p.;13;;;51757;600511.36;1052098.29;2013-12-01T00:00:00
9780017;576620;Pминn;;;;;118818;Pминn;;;и.p.;15;;;51757;600448.31;1052159.50;2013-12-01T00:00:00
9780025;576620;Pминn;;;;;118818;Pминn;;;и.p.;16;;;51757;600448.31;1052208.38;2013-12-01T00:00:00
9780033;576620;Pминn;;;;;118818;Pминn;;;и.p.;17;;;51757;600424.75;1052193.63;2013-12-01T00:00:00
9780041;576620;Pминn;;;;;118818;Pминn;;;и.p.;19;;;51757;600353.00;1052355.00;2013-12-01T00:00:00
9780050;576620;Pминn;;;;;118818;Pминn;;;и.p.;20;;;51757;600446.50;1052293.25;2013-12-01T00:00:00
9780068;576620;Pминn;;;;;118818;Pминn;;;и.p.;21;;;51757;599570.00;1053550.00;2013-12-01T00:00:00
9780076;576620;Pминn;;;;;118818;Pминn;;;и.p.;22;;;51757;600382.75;1052495.50;2013-12-01T00:00:00
9780084;576620;Pминn;;;;;118818;Pминn;;;и.p.;23;;;51757;600336.63;1052512.13;2013-12-01T00:00:00
9780092;576620;Pминn;;;;;118818;Pминn;;;и.p.;24;;;51757;600301.09;1052412.62;2013-12-01T00:00:00
9780106;576620;Pминn;;;;;118818;Pминn;;;и.p.;27;;;51757;600022.38;1053017.75;2013-12-01T00:00:00
9780114;576620;Pминn;;;;;118818;Pминn;;;и.p.;28;;;51757;600233.69;1052694.38;2013-12-01T00:00:00
9780122;576620;Pминn;;;;;118818;Pминn;;;и.p.;30;;;51757;600155.94;1052845.25;2013-12-01T00:00:00
9780131;576620;Pминn;;;;;118818;Pминn;;;и.p.;31;;;51757;600736.53;1051476.86;2013-12-01T00:00:00
9780149;576620;Pминn;;;;;118818;Pминn;;;и.p.;32;;;51757;600148.25;1052944.63;2013-12-01T00:00:00
9780157;576620;Pминn;;;;;118818;Pминn;;;и.p.;33;;;51757;599880.70;1052839.37;2013-12-01T00:00:00
9780165;576620;Pминn;;;;;118818;Pминn;;;и.p.;34;;;51761;597431.26;1052541.75;2013-12-01T00:00:00
9780173;576620;Pминn;;;;;118818;Pминn;;;и.p.;35;;;51757;600236.31;1052878.38;2013-12-01T00:00:00
9780181;576620;Pминn;;;;;118818;Pминn;;;и.p.;38;;;51757;600159.75;1052969.25;2013-12-01T00:00:00
9780190;576620;Pминn;;;;;118818;Pминn;;;и.p.;39;;;51757;600106.25;1052968.50;2013-12-01T00:00:00
9780203;576620;Pминn;;;;;118818;Pминn;;;и.p.;41;;;51757;600010.50;1052999.63;2013-12-01T00:00:00
9780211;576620;Pминn;;;;;118818;Pминn;;;и.p.;42;;;51757;599873.25;1053025.63;2013-12-01T00:00:00
9780220;576620;Pминn;;;;;118818;Pминn;;;и.p.;43;;;51757;599879.63;1053066.00;2013-12-01T00:00:00
9780238;576620;Pминn;;;;;118818;Pминn;;;и.p.;44;;;51757;599586.31;1053088.75;2013-12-01T00:00:00
9780246;576620;Pминn;;;;;118818;Pминn;;;и.p.;45;;;51757;599816.19;1053139.75;2013-12-01T00:00:00
9780254;576620;Pминn;;;;;118818;Pминn;;;и.p.;46;;;51757;599746.44;1053190.75;2013-12-01T00:00:00
9780262;576620;Pминn;;;;;118818;Pминn;;;и.p.;47;;;51757;599756.81;1053224.38;2013-12-01T00:00:00
9780271;576620;Pминn;;;;;118818;Pминn;;;и.p.;48;;;51757;599801.44;1053247.88;2013-12-01T00:00:00
9780289;576620;Pминn;;;;;118818;Pминn;;;и.p.;53;;;51757;599693.06;1053436.75;2013-12-01T00:00:00
9780297;576620;Pминn;;;;;118818;Pминn;;;и.p.;54;;;51757;599638.38;1053470.00;2013-12-01T00:00:00
9780301;576620;Pминn;;;;;118818;Pминn;;;и.p.;56;;;51757;599543.85;1053433.70;2013-12-01T00:00:00
9780319;576620;Pминn;;;;;118818;Pминn;;;и.p.;58;;;51757;599830.19;1053197.63;2013-12-01T00:00:00
9780327;576620;Pминn;;;;;118818;Pминn;;;и.p.;59;;;51757;599481.94;1053565.63;2013-12-01T00:00:00
9780335;576620;Pминn;;;;;118818;Pминn;;;и.p.;60;;;51757;599428.81;1053670.00;2013-12-01T00:00:00
9780343;576620;Pминn;;;;;118818;Pминn;;;и.p.;61;;;51757;599367.56;1053597.88;2013-12-01T00:00:00
9780351;576620;Pминn;;;;;118818;Pминn;;;и.p.;62;;;51757;599244.63;1053624.25;2013-12-01T00:00:00
9780360;576620;Pминn;;;;;118818;Pминn;;;и.p.;66;;;51757;599517.00;1053174.25;2013-12-01T00:00:00
9780378;576620;Pминn;;;;;118818;Pминn;;;и.p.;67;;;51757;599144.13;1053887.63;2013-12-01T00:00:00
9780386;576620;Pминn;;;;;118818;Pминn;;;и.p.;68;;;51757;599111.69;1053920.88;2013-12-01T00:00:00
9780394;576620;Pминn;;;;;118818;Pминn;;;и.p.;69;;;51757;599092.25;1053856.88;2013-12-01T00:00:00
9780408;576620;Pминn;;;;;118818;Pминn;;;и.p.;70;;;51761;597325.51;1052453.29;2013-12-01T00:00:00
9780416;576620;Pминn;;;;;118818;Pминn;;;и.p.;71;;;51757;599042.81;1053901.88;2013-12-01T00:00:00
9780424;576620;Pминn;;;;;118818;Pминn;;;и.p.;72;;;51757;599073.63;1053937.13;2013-12-01T00:00:00
9780432;576620;Pминn;;;;;118818;Pминn;;;и.p.;73;;;51757;599120.63;1053979.63;2013-12-01T00:00:00
9780441;576620;Pминn;;;;;118818;Pминn;;;и.p.;74;;;51757;599177.75;1053865.00;2013-12-01T00:00:00
9780459;576620;Pминn;;;;;118818;Pминn;;;и.p.;75;;;51757;599232.06;1053957.75;2013-12-01T00:00:00
9780467;576620;Pминn;;;;;118818;Pминn;;;и.p.;78;;;51761;597266.93;1052468.82;2013-12-01T00:00:00
9780475;576620;Pминn;;;;;118818;Pминn;;;и.p.;79;;;51757;599559.81;1053608.63;2013-12-01T00:00:00
9780483;576620;Pминn;;;;;118818;Pминn;;;и.p.;81;;;51757;599591.95;1053507.30;2013-12-01T00:00:00
9780491;576620;Pминn;;;;;118818;Pминn;;;и.p.;82;;;51757;599766.56;1053483.75;2013-12-01T00:00:00
9780505;576620;Pминn;;;;;118818;Pминn;;;и.p.;83;;;51757;599413.72;1053718.33;2019-01-10T00:00:00
9780521;576620;Pминn;;;;;118818;Pминn;;;и.p.;85;;;51757;600476.94;1052747.50;2013-12-01T00:00:00
9780530;576620;Pминn;;;;;118818;Pминn;;;и.p.;87;;;51757;599941.93;1053298.16;2013-12-01T00:00:00
9780548;576620;Pминn;;;;;118818;Pминn;;;и.p.;88;;;51757;599870.94;1053208.25;2013-12-01T00:00:00
9780556;576620;Pминn;;;;;118818;Pминn;;;и.p.;89;;;51757;599882.00;1053167.00;2013-12-01T00:00:00
9780564;576620;Pминn;;;;;118818;Pминn;;;и.p.;90;;;51757;599992.75;1053175.00;2013-12-01T00:00:00
9780572;576620;Pминn;;;;;118818;Pминn;;;и.p.;91;;;51757;600085.00;1053113.25;2013-12-01T00:00:00
9780581;576620;Pминn;;;;;118818;Pминn;;;и.p.;92;;;51757;600133.69;1053015.38;2013-12-01T00:00:00
9780599;576620;Pминn;;;;;118818;Pминn;;;и.p.;93;;;51757;600197.30;1053077.82;2013-12-01T00:00:00
9780602;576620;Pминn;;;;;118818;Pминn;;;и.p.;94;;;51757;600364.75;1052776.13;2013-12-01T00:00:00
9780611;576620;Pминn;;;;;118818;Pминn;;;и.p.;95;;;51757;599773.94;1053301.25;2013-12-01T00:00:00
9780629;576620;Pминn;;;;;118818;Pминn;;;и.p.;96;;;51757;600492.13;1052773.38;2013-12-01T00:00:00
9780637;576620;Pминn;;;;;118818;Pминn;;;и.p.;97;;;51757;600531.38;1052769.63;2013-12-01T00:00:00
9780645;576620;Pминn;;;;;118818;Pминn;;;и.p.;98;;;51757;600346.31;1052784.38;2013-12-01T00:00:00
9780653;576620;Pминn;;;;;118818;Pминn;;;и.p.;99;;;51757;601063.57;1052594.43;2013-12-01T00:00:00
9780661;576620;Pминn;;;;;118818;Pминn;;;и.p.;103;;;51757;600978.82;1052560.04;2013-12-01T00:00:00
9780670;576620;Pминn;;;;;118818;Pминn;;;и.p.;104;;;51757;600099.38;1053030.38;2013-12-01T00:00:00
9780688;576620;Pминn;;;;;118818;Pминn;;;и.p.;105;;;51757;600645.20;1052318.71;2013-12-01T00:00:00
9780696;576620;Pминn;;;;;118818;Pминn;;;и.p.;106;;;51757;599799.75;1053280.38;2013-12-01T00:00:00
9780700;576620;Pминn;;;;;118818;Pминn;;;и.p.;107;;;51757;600399.38;1052313.88;2013-12-01T00:00:00
9780718;576620;Pминn;;;;;118818;Pминn;;;и.p.;108;;;51757;599459.81;1053634.13;2013-12-01T00:00:00
9780726;576620;Pминn;;;;;118818;Pминn;;;и.p.;110;;;51757;599568.81;1053372.88;2013-12-01T00:00:00
9780734;576620;Pминn;;;;;118818;Pминn;;;и.p.;112;;;51757;600548.00;1052130.00;2013-12-01T00:00:00
9780742;576620;Pминn;;;;;118818;Pминn;;;и.p.;113;;;51757;599809.19;1053068.63;2013-12-01T00:00:00
9780751;576620;Pминn;;;;;118818;Pминn;;;и.p.;114;;;51757;599516.81;1053681.50;2013-12-01T00:00:00
9780769;576620;Pминn;;;;;118818;Pминn;;;и.p.;116;;;51757;599588.69;1053574.75;2013-12-01T00:00:00
9780777;576620;Pминn;;;;;118818;Pминn;;;и.p.;117;;;51757;601356.59;1052747.49;2013-12-01T00:00:00
9780785;576620;Pминn;;;;;118818;Pминn;;;и.p.;118;;;51757;600951.15;1051955.76;2013-12-01T00:00:00
9780793;576620;Pминn;;;;;118818;Pминn;;;и.p.;120;;;51761;599526.20;1050824.07;2023-05-11T00:00:00
9780815;576620;Pминn;;;;;118818;Pминn;;;и.p.;124;;;51757;599487.75;1053893.00;2013-12-01T00:00:00
9780823;576620;Pминn;;;;;118818;Pминn;;;и.p.;125;;;51757;599666.19;1053433.13;2013-12-01T00:00:00
9780831;576620;Pминn;;;;;118818;Pминn;;;и.p.;126;;;51757;600427.31;1052341.75;2013-12-01T00:00:00
9780840;576620;Pминn;;;;;118818;Pминn;;;и.p.;127;;;51757;600534.18;1052318.64;2013-12-01T00:00:00
9780858;576620;Pминn;;;;;118818;Pминn;;;и.p.;129;;;51757;599911.50;1053036.75;2013-12-01T00:00:00
9780866;576620;Pминn;;;;;118818;Pминn;;;и.p.;130;;;51757;599428.75;1053927.25;2013-12-01T00:00:00
9780874;576620;Pминn;;;;;118818;Pминn;;;и.p.;131;;;51757;599898.44;1053234.75;2013-12-01T00:00:00
9780882;576620;Pминn;;;;;118818;Pминn;;;и.p.;133;;;51757;600521.69;1052830.63;2013-12-01T00:00:00
9780891;576620;Pминn;;;;;118818;Pминn;;;и.p.;134;;;51757;599840.52;1052870.50;2013-12-01T00:00:00
9780904;576620;Pминn;;;;;118818;Pминn;;;и.p.;135;;;51757;600434.00;1052225.50;2013-12-01T00:00:00
