Kуd ADM;Kуd obce;Nбzev obce;Kуd MOMC;Nбzev MOMC;Kуd obvodu Prahy;Nбzev obvodu Prahy;Kуd ибsti obce;Nбzev ибsti obce;Kуd ulice;Nбzev ulice;Typ SO;»нslo domovnн;»нslo orientaиnн;Znak инsla orientaиnнho;PS»;Souшadnice Y;Souшadnice X;Platн Od
21622248;542784;Huslenky;;;;;49760;Huslenky;;;и.p.;1;;;75602;489795.39;1158345.07;2022-10-20T00:00:00
21622256;542784;Huslenky;;;;;49760;Huslenky;;;и.p.;2;;;75602;489824.30;1158436.75;2013-12-01T00:00:00
21622264;542784;Huslenky;;;;;49760;Huslenky;;;и.p.;3;;;75602;489839.34;1158488.25;2013-12-01T00:00:00
21622272;542784;Huslenky;;;;;49760;Huslenky;;;и.p.;4;;;75602;489864.41;1158544.47;2013-12-01T00:00:00
21622281;542784;Huslenky;;;;;49760;Huslenky;;;и.p.;5;;;75602;489885.93;1158591.50;2013-12-01T00:00:00
21622299;542784;Huslenky;;;;;49760;Huslenky;;;и.p.;6;;;75602;489940.67;1158599.13;2022-10-20T00:00:00
21622302;542784;Huslenky;;;;;49760;Huslenky;;;и.p.;7;;;75602;490043.86;1158522.08;2022-10-20T00:00:00
21622311;542784;Huslenky;;;;;49760;Huslenky;;;и.p.;8;;;75602;490036.33;1158578.60;2013-12-01T00:00:00
21622329;542784;Huslenky;;;;;49760;Huslenky;;;и.p.;9;;;75602;489977.33;1158715.41;2013-12-01T00:00:00
21622337;542784;Huslenky;;;;;49760;Huslenky;;;и.p.;10;;;75602;489487.23;1158947.28;2013-12-01T00:00:00
21622345;542784;Huslenky;;;;;49760;Huslenky;;;и.p.;11;;;75602;489257.06;1158883.42;2013-12-01T00:00:00
21622353;542784;Huslenky;;;;;49760;Huslenky;;;и.p.;12;;;75602;489223.76;1158987.46;2022-10-20T00:00:00
21622361;542784;Huslenky;;;;;49760;Huslenky;;;и.p.;13;;;75602;489204.46;1158970.46;2013-12-01T00:00:00
21622370;542784;Huslenky;;;;;49760;Huslenky;;;и.p.;14;;;75602;489174.44;1158934.30;2013-12-01T00:00:00
21622388;542784;Huslenky;;;;;49760;Huslenky;;;и.p.;15;;;75602;488845.00;1158585.80;2013-12-01T00:00:00
21622396;542784;Huslenky;;;;;49760;Huslenky;;;и.p.;16;;;75602;488889.68;1158498.71;2013-12-01T00:00:00
21622418;542784;Huslenky;;;;;49760;Huslenky;;;и.p.;18;;;75602;488902.97;1158479.95;2013-12-01T00:00:00
21622426;542784;Huslenky;;;;;49760;Huslenky;;;и.p.;19;;;75602;488824.23;1158169.82;2022-10-20T00:00:00
21622434;542784;Huslenky;;;;;49760;Huslenky;;;и.p.;20;;;75602;488749.39;1158200.33;2013-12-01T00:00:00
21622442;542784;Huslenky;;;;;49760;Huslenky;;;и.p.;21;;;75602;488872.39;1158139.43;2013-12-01T00:00:00
21622451;542784;Huslenky;;;;;49760;Huslenky;;;и.p.;22;;;75602;488899.40;1158106.42;2013-12-01T00:00:00
21622469;542784;Huslenky;;;;;49760;Huslenky;;;и.p.;23;;;75602;488961.69;1158041.29;2013-12-01T00:00:00
21622477;542784;Huslenky;;;;;49760;Huslenky;;;и.p.;24;;;75602;489277.80;1158909.37;2013-12-01T00:00:00
21622485;542784;Huslenky;;;;;49760;Huslenky;;;и.p.;25;;;75602;489943.72;1158671.09;2013-12-01T00:00:00
21622493;542784;Huslenky;;;;;49760;Huslenky;;;и.p.;26;;;75602;489247.22;1157609.23;2013-12-01T00:00:00
21622507;542784;Huslenky;;;;;49760;Huslenky;;;и.p.;27;;;75602;489195.83;1157577.40;2013-12-01T00:00:00
21622515;542784;Huslenky;;;;;49760;Huslenky;;;и.p.;28;;;75602;489059.00;1158886.38;2013-12-01T00:00:00
21622523;542784;Huslenky;;;;;49760;Huslenky;;;и.p.;29;;;75602;489260.67;1157417.19;2013-12-01T00:00:00
21622531;542784;Huslenky;;;;;49760;Huslenky;;;и.p.;30;;;75602;488622.44;1157508.86;2013-12-01T00:00:00
21622540;542784;Huslenky;;;;;49760;Huslenky;;;и.p.;31;;;75602;488593.02;1157515.97;2013-12-01T00:00:00
21622558;542784;Huslenky;;;;;49760;Huslenky;;;и.p.;32;;;75602;488420.81;1157841.09;2013-12-01T00:00:00
21622566;542784;Huslenky;;;;;49760;Huslenky;;;и.p.;33;;;75602;488622.44;1158332.67;2013-12-01T00:00:00
