Kód ADM;Kód obce;Název obce;Kód MOMC;Název MOMC;Kód obvodu Prahy;Název obvodu Prahy;Kód èásti obce;Název èásti obce;Kód ulice;Název ulice;Typ SO;Èíslo domovní;Èíslo orientaèní;Znak èísla orientaèního;PSÈ;Souøadnice Y;Souøadnice X;Platí Od
14928612;564371;Raspenava;;;;;139441;Raspenava;261629;Luhová;è.p.;1;;;46401;683006.00;958722.00;2013-12-01T00:00:00
14928621;564371;Raspenava;;;;;139441;Raspenava;261629;Luhová;è.p.;2;;;46401;682950.00;958742.00;2013-12-01T00:00:00
14928639;564371;Raspenava;;;;;139441;Raspenava;261629;Luhová;è.p.;3;;;46401;682898.00;958607.00;2013-12-01T00:00:00
14928647;564371;Raspenava;;;;;139441;Raspenava;261629;Luhová;è.p.;4;;;46401;682702.31;958503.02;2013-12-01T00:00:00
14928655;564371;Raspenava;;;;;139441;Raspenava;261629;Luhová;è.p.;5;;;46401;682635.00;958656.00;2013-12-01T00:00:00
14928663;564371;Raspenava;;;;;139441;Raspenava;261629;Luhová;è.p.;6;;;46401;682719.57;958726.27;2013-12-01T00:00:00
14928671;564371;Raspenava;;;;;139441;Raspenava;261629;Luhová;è.p.;7;;;46401;682505.00;958824.00;2013-12-01T00:00:00
14928680;564371;Raspenava;;;;;139441;Raspenava;261629;Luhová;è.p.;8;;;46401;682412.00;958820.00;2013-12-01T00:00:00
14928698;564371;Raspenava;;;;;139441;Raspenava;261629;Luhová;è.p.;9;;;46401;682378.00;958932.00;2013-12-01T00:00:00
14928701;564371;Raspenava;;;;;139441;Raspenava;261629;Luhová;è.p.;10;;;46401;682276.00;958988.00;2013-12-01T00:00:00
14928710;564371;Raspenava;;;;;139441;Raspenava;261629;Luhová;è.p.;11;;;46401;682273.00;958965.00;2013-12-01T00:00:00
14928728;564371;Raspenava;;;;;139441;Raspenava;261629;Luhová;è.p.;12;;;46401;682258.00;958976.00;2013-12-01T00:00:00
14928736;564371;Raspenava;;;;;139441;Raspenava;;;è.p.;13;;;46401;682378.31;959035.31;2013-12-01T00:00:00
14928744;564371;Raspenava;;;;;139441;Raspenava;;;è.p.;14;;;46401;682390.00;959055.00;2013-12-01T00:00:00
14928752;564371;Raspenava;;;;;139441;Raspenava;;;è.p.;15;;;46401;682342.00;959084.00;2013-12-01T00:00:00
14928761;564371;Raspenava;;;;;139441;Raspenava;;;è.p.;16;;;46401;682320.00;959108.00;2013-12-01T00:00:00
14928787;564371;Raspenava;;;;;139441;Raspenava;261629;Luhová;è.p.;18;;;46401;682256.00;959048.00;2013-12-01T00:00:00
14928795;564371;Raspenava;;;;;139441;Raspenava;261629;Luhová;è.p.;19;;;46401;682190.00;959057.00;2013-12-01T00:00:00
14928809;564371;Raspenava;;;;;139441;Raspenava;261629;Luhová;è.p.;20;;;46401;682178.00;959056.00;2013-12-01T00:00:00
14928817;564371;Raspenava;;;;;139441;Raspenava;261629;Luhová;è.p.;21;;;46401;682170.00;959057.00;2013-12-01T00:00:00
14928825;564371;Raspenava;;;;;139441;Raspenava;261629;Luhová;è.p.;22;;;46401;682160.00;959056.00;2013-12-01T00:00:00
14928833;564371;Raspenava;;;;;139441;Raspenava;261629;Luhová;è.p.;23;;;46401;682132.00;959082.00;2014-02-11T00:00:00
14928841;564371;Raspenava;;;;;139441;Raspenava;261629;Luhová;è.p.;24;;;46401;682080.00;959058.00;2013-12-01T00:00:00
14928850;564371;Raspenava;;;;;139441;Raspenava;261629;Luhová;è.p.;25;;;46401;682061.00;959086.00;2013-12-01T00:00:00
14928868;564371;Raspenava;;;;;139441;Raspenava;261629;Luhová;è.p.;26;;;46401;682061.00;959120.00;2013-12-01T00:00:00
14928876;564371;Raspenava;;;;;139441;Raspenava;261629;Luhová;è.p.;27;;;46401;682062.50;959012.86;2023-10-30T00:00:00
14928884;564371;Raspenava;;;;;139441;Raspenava;;;è.p.;28;;;46401;682066.00;958902.00;2013-12-01T00:00:00
14928892;564371;Raspenava;;;;;139441;Raspenava;261629;Luhová;è.p.;29;;;46401;681879.00;959166.00;2013-12-01T00:00:00
14928906;564371;Raspenava;;;;;139441;Raspenava;261629;Luhová;è.p.;30;;;46401;681947.00;959190.00;2013-12-01T00:00:00
14928914;564371;Raspenava;;;;;139441;Raspenava;261629;Luhová;è.p.;31;;;46401;681615.00;959422.00;2013-12-01T00:00:00
14928922;564371;Raspenava;;;;;139441;Raspenava;261629;Luhová;è.p.;32;;;46401;681558.00;959490.00;2013-12-01T00:00:00
14928931;564371;Raspenava;;;;;139441;Raspenava;261629;Luhová;è.p.;33;;;46401;681541.56;959498.06;2013-12-01T00:00:00
14928949;564371;Raspenava;;;;;139441;Raspenava;261629;Luhová;è.p.;34;;;46401;681492.00;959400.00;2013-12-01T00:00:00
14928957;564371;Raspenava;;;;;139441;Raspenava;261742;Sluneèná;è.p.;35;;;46401;681507.00;959517.00;2013-12-01T00:00:00
14928965;564371;Raspenava;;;;;139441;Raspenava;261742;Sluneèná;è.p.;36;;;46401;681512.00;959569.00;2013-12-01T00:00:00
14928973;564371;Raspenava;;;;;139441;Raspenava;261742;Sluneèná;è.p.;37;;;46401;681511.00;959594.00;2013-12-01T00:00:00
14928981;564371;Raspenava;;;;;139441;Raspenava;261742;Sluneèná;è.p.;38;;;46401;681497.00;959612.00;2013-12-01T00:00:00
14928990;564371;Raspenava;;;;;139441;Raspenava;261742;Sluneèná;è.p.;39;;;46401;681534.00;959626.00;2013-12-01T00:00:00
14929015;564371;Raspenava;;;;;139441;Raspenava;261742;Sluneèná;è.p.;41;;;46401;681525.00;959653.00;2013-12-01T00:00:00
14929023;564371;Raspenava;;;;;139441;Raspenava;261629;Luhová;è.p.;42;;;46401;681554.00;959662.00;2013-12-01T00:00:00
14929031;564371;Raspenava;;;;;139441;Raspenava;261629;Luhová;è.p.;43;;;46401;681506.00;959669.00;2013-12-01T00:00:00
14929040;564371;Raspenava;;;;;139441;Raspenava;261629;Luhová;è.p.;44;;;46401;681510.00;959697.00;2013-12-01T00:00:00
14929058;564371;Raspenava;;;;;139441;Raspenava;261629;Luhová;è.p.;45;;;46401;681482.00;959720.00;2013-12-01T00:00:00
14929066;564371;Raspenava;;;;;139441;Raspenava;261629;Luhová;è.p.;46;;;46401;681546.00;959690.00;2013-12-01T00:00:00
14929074;564371;Raspenava;;;;;139441;Raspenava;261629;Luhová;è.p.;47;;;46401;681534.00;959699.00;2013-12-01T00:00:00
14929082;564371;Raspenava;;;;;139441;Raspenava;261629;Luhová;è.p.;48;;;46401;681518.00;959723.00;2013-12-01T00:00:00
14929091;564371;Raspenava;;;;;139441;Raspenava;261629;Luhová;è.p.;49;;;46401;681479.00;959755.00;2013-12-01T00:00:00
14929104;564371;Raspenava;;;;;139441;Raspenava;261629;Luhová;è.p.;50;;;46401;681515.38;959756.25;2013-12-01T00:00:00
14929112;564371;Raspenava;;;;;139441;Raspenava;261629;Luhová;è.p.;51;;;46401;681509.00;959774.00;2013-12-01T00:00:00
14929139;564371;Raspenava;;;;;139441;Raspenava;261629;Luhová;è.p.;53;;;46401;681419.00;959773.00;2013-12-01T00:00:00
14929155;564371;Raspenava;;;;;139441;Raspenava;261629;Luhová;è.p.;55;;;46401;681396.00;959805.00;2013-12-01T00:00:00
14929163;564371;Raspenava;;;;;139441;Raspenava;261629;Luhová;è.p.;56;;;46401;681352.00;959819.00;2013-12-01T00:00:00
14929180;564371;Raspenava;;;;;139441;Raspenava;261629;Luhová;è.p.;58;;;46401;681414.00;959728.00;2013-12-01T00:00:00
14929198;564371;Raspenava;;;;;139441;Raspenava;261629;Luhová;è.p.;59;;;46401;681350.00;959738.00;2013-12-01T00:00:00
14929201;564371;Raspenava;;;;;139441;Raspenava;261629;Luhová;è.p.;60;;;46401;681329.27;959764.40;2013-12-01T00:00:00
14929210;564371;Raspenava;;;;;139441;Raspenava;261629;Luhová;è.p.;61;;;46401;681274.00;959776.00;2013-12-01T00:00:00
14929228;564371;Raspenava;;;;;139441;Raspenava;261629;Luhová;è.p.;62;;;46401;681321.00;959807.00;2013-12-01T00:00:00
14929236;564371;Raspenava;;;;;139441;Raspenava;261629;Luhová;è.p.;63;;;46401;681286.00;959810.00;2013-12-01T00:00:00
14929244;564371;Raspenava;;;;;139441;Raspenava;261629;Luhová;è.p.;64;;;46401;681260.00;959802.00;2013-12-01T00:00:00
14929252;564371;Raspenava;;;;;139441;Raspenava;261742;Sluneèná;è.p.;65;;;46401;681360.00;959666.00;2013-12-01T00:00:00
14929261;564371;Raspenava;;;;;139441;Raspenava;261742;Sluneèná;è.p.;66;;;46401;681405.00;959658.00;2013-12-01T00:00:00
14929279;564371;Raspenava;;;;;139441;Raspenava;261742;Sluneèná;è.p.;67;;;46401;681384.00;959699.00;2013-12-01T00:00:00
14929287;564371;Raspenava;;;;;139441;Raspenava;261742;Sluneèná;è.p.;68;;;46401;681364.00;959711.00;2013-12-01T00:00:00
14929295;564371;Raspenava;;;;;139441;Raspenava;261742;Sluneèná;è.p.;69;;;46401;681357.00;959712.00;2013-12-01T00:00:00
14929309;564371;Raspenava;;;;;139441;Raspenava;261742;Sluneèná;è.p.;70;;;46401;681342.94;959719.63;2013-12-01T00:00:00
14929317;564371;Raspenava;;;;;139441;Raspenava;261742;Sluneèná;è.p.;71;;;46401;681336.44;959723.56;2013-12-01T00:00:00
14929325;564371;Raspenava;;;;;139441;Raspenava;261742;Sluneèná;è.p.;72;;;46401;681326.00;959708.00;2013-12-01T00:00:00
14929333;564371;Raspenava;;;;;139441;Raspenava;261742;Sluneèná;è.p.;73;;;46401;681301.00;959719.00;2013-12-01T00:00:00
14929341;564371;Raspenava;;;;;139441;Raspenava;261742;Sluneèná;è.p.;74;;;46401;681262.00;959690.00;2014-02-19T00:00:00
14929350;564371;Raspenava;;;;;139441;Raspenava;261742;Sluneèná;è.p.;75;;;46401;681235.00;959716.00;2014-02-19T00:00:00
14929368;564371;Raspenava;;;;;139441;Raspenava;261742;Sluneèná;è.p.;76;;;46401;681259.00;959764.00;2013-12-01T00:00:00
14929376;564371;Raspenava;;;;;139441;Raspenava;261742;Sluneèná;è.p.;77;;;46401;681199.00;959707.00;2013-12-01T00:00:00
14929384;564371;Raspenava;;;;;139441;Raspenava;261742;Sluneèná;è.p.;78;;;46401;681157.00;959730.00;2013-12-01T00:00:00
14929406;564371;Raspenava;;;;;139441;Raspenava;261629;Luhová;è.p.;80;;;46401;681201.00;959805.00;2013-12-01T00:00:00
14929414;564371;Raspenava;;;;;139441;Raspenava;261629;Luhová;è.p.;81;;;46401;681176.00;959819.00;2013-12-01T00:00:00
