Kуd ADM;Kуd obce;Nбzev obce;Kуd MOMC;Nбzev MOMC;Kуd obvodu Prahy;Nбzev obvodu Prahy;Kуd ибsti obce;Nбzev ибsti obce;Kуd ulice;Nбzev ulice;Typ SO;»нslo domovnн;»нslo orientaиnн;Znak инsla orientaиnнho;PS»;Souшadnice Y;Souшadnice X;Platн Od
13065556;561959;Polevsko;;;;;125261;Polevsko;;;и.p.;1;;;47116;724719.02;967094.16;2013-12-04T00:00:00
13065564;561959;Polevsko;;;;;125261;Polevsko;;;и.p.;2;;;47116;724745.10;967085.51;2013-12-04T00:00:00
13065572;561959;Polevsko;;;;;125261;Polevsko;;;и.p.;4;;;47116;724786.80;967073.95;2013-12-04T00:00:00
13065581;561959;Polevsko;;;;;125261;Polevsko;;;и.p.;6;;;47116;724876.86;967094.48;2013-12-04T00:00:00
13065599;561959;Polevsko;;;;;125261;Polevsko;;;и.p.;10;;;47116;724809.87;967014.00;2013-12-04T00:00:00
13065602;561959;Polevsko;;;;;125261;Polevsko;;;и.p.;12;;;47116;724889.25;966998.04;2013-12-04T00:00:00
13065611;561959;Polevsko;;;;;125261;Polevsko;;;и.p.;14;;;47116;724793.77;967046.39;2013-12-04T00:00:00
13065637;561959;Polevsko;;;;;125261;Polevsko;;;и.p.;16;;;47116;724752.63;966874.06;2013-12-04T00:00:00
13065645;561959;Polevsko;;;;;125261;Polevsko;;;и.p.;17;;;47116;724758.80;966906.44;2013-12-04T00:00:00
13065653;561959;Polevsko;;;;;125261;Polevsko;;;и.p.;20;;;47116;724757.85;966855.18;2013-12-04T00:00:00
13065661;561959;Polevsko;;;;;125261;Polevsko;;;и.p.;27;;;47116;724604.75;967078.86;2013-12-04T00:00:00
13065670;561959;Polevsko;;;;;125261;Polevsko;;;и.p.;31;;;47116;724520.66;966929.20;2013-12-04T00:00:00
13065688;561959;Polevsko;;;;;125261;Polevsko;;;и.p.;33;;;47116;724560.64;966988.66;2013-12-04T00:00:00
13065696;561959;Polevsko;;;;;125261;Polevsko;;;и.p.;35;;;47116;724505.76;967026.78;2013-12-04T00:00:00
13065700;561959;Polevsko;;;;;125261;Polevsko;;;и.p.;36;;;47116;724473.99;967018.85;2013-12-04T00:00:00
13065718;561959;Polevsko;;;;;125261;Polevsko;;;и.p.;45;;;47116;724318.22;967011.06;2013-12-04T00:00:00
